age,mass,luminosity,temperature,gravity,radius
1.0,0.004,-7.071000000000001,290.0,3.918,0.1151
1.0,0.005,-6.892,323.0,4.018,0.1146
1.0,0.006,-6.74,353.0,4.103,0.1138
1.0,0.006999999999999999,-6.609,382.0,4.177,0.113
1.0,0.008,-6.492000000000001,411.0,4.242,0.1121
1.0,0.009000000000000001,-6.382999999999999,439.0,4.3,0.1112
1.0,0.01,-6.275,469.0,4.352,0.1103
1.0,0.011000000000000001,-6.112,516.0,4.397,0.1099
1.0,0.012,-5.8839999999999995,588.0,4.4319999999999995,0.1102
1.0,0.013000000000000001,-5.933,576.0,4.482,0.1084
1.0,0.013999999999999999,-5.906000000000001,588.0,4.523,0.1072
1.0,0.015,-5.845,612.0,4.56,0.1064
1.0,0.016,-5.777,638.0,4.593999999999999,0.1057
1.0,0.017,-5.711,665.0,4.626,0.105
1.0,0.018000000000000002,-5.645,693.0,4.656000000000001,0.1044
1.0,0.019,-5.58,721.0,4.684,0.1038
1.0,0.02,-5.516,750.0,4.711,0.1032
1.0,0.022000000000000002,-5.391,810.0,4.761,0.1022
1.0,0.024,-5.27,872.0,4.806,0.1014
1.0,0.026000000000000002,-5.148,939.0,4.846,0.1007
1.0,0.027999999999999997,-5.029,1008.0,4.883,0.1002
1.0,0.03,-4.913,1080.0,4.916,0.0998
1.0,0.033,-4.723,1205.0,4.959,0.0997
1.0,0.035,-4.67,1242.0,4.9830000000000005,0.0998
1.0,0.038,-4.6160000000000005,1281.0,5.018,0.0999
1.0,0.04,-4.588,1302.0,5.041,0.0999
1.0,0.043,-4.553999999999999,1329.0,5.074,0.0997
1.0,0.045,-4.533,1346.0,5.095,0.0995
1.0,0.048,-4.504,1371.0,5.127000000000001,0.0991
1.0,0.05,-4.484,1390.0,5.147,0.0988
1.0,0.053,-4.4430000000000005,1426.0,5.176,0.0983
1.0,0.055,-4.393,1470.0,5.195,0.098
1.0,0.057999999999999996,-4.303999999999999,1550.0,5.221,0.0977
1.0,0.06,-4.257,1594.0,5.237,0.0976
1.0,0.063,-4.181,1666.0,5.2589999999999995,0.0975
1.0,0.064,-4.15,1695.0,5.266,0.0975
1.0,0.065,-4.107,1738.0,5.272,0.0975
1.0,0.066,-4.069,1774.0,5.278,0.0976
1.0,0.067,-4.04,1803.0,5.2829999999999995,0.0978
1.0,0.068,-4.018,1825.0,5.287999999999999,0.098
1.0,0.069,-3.9939999999999998,1847.0,5.292000000000001,0.0982
1.0,0.07,-3.9730000000000003,1868.0,5.296,0.0984
1.0,0.071,-3.95,1891.0,5.301,0.0986
1.0,0.07200000000000001,-3.8939999999999997,1951.0,5.305,0.0988
1.0,0.073,-3.827,2024.0,5.308,0.0992
1.0,0.07400000000000001,-3.793,2059.0,5.31,0.0997
1.0,0.075,-3.761,2092.0,5.311,0.1002
1.0,0.077,-3.6860000000000004,2172.0,5.313,0.1013
1.0,0.08,-3.58,2283.0,5.31,0.1036
1.0,0.085,-3.4219999999999997,2448.0,5.2989999999999995,0.1081
