age,mass,luminosity,temperature,gravity,radius
0.3,0.002,-6.901,316.0,3.592,0.1184
0.3,0.003,-6.572,378.0,3.752,0.1206
0.3,0.004,-6.332999999999999,432.0,3.87,0.1216
0.3,0.005,-6.144,481.0,3.964,0.122
0.3,0.006,-5.9879999999999995,526.0,4.042,0.1221
0.3,0.006999999999999999,-5.846,571.0,4.11,0.122
0.3,0.008,-5.7139999999999995,616.0,4.17,0.1218
0.3,0.009000000000000001,-5.5889999999999995,663.0,4.221,0.1217
0.3,0.01,-5.4479999999999995,717.0,4.263,0.1223
0.3,0.011000000000000001,-5.12,850.0,4.271,0.127
0.3,0.012,-4.7219999999999995,1046.0,4.272,0.1325
0.3,0.013000000000000001,-5.002,915.0,4.355,0.1253
0.3,0.013999999999999999,-5.132999999999999,862.0,4.414,0.1216
0.3,0.015,-5.109,879.0,4.452,0.1204
0.3,0.016,-5.059,907.0,4.486000000000001,0.1197
0.3,0.017,-5.013,933.0,4.516,0.1191
0.3,0.018000000000000002,-4.97,959.0,4.545,0.1186
0.3,0.019,-4.9239999999999995,986.0,4.572,0.1181
0.3,0.02,-4.876,1016.0,4.5969999999999995,0.1177
0.3,0.022000000000000002,-4.779,1078.0,4.645,0.1168
0.3,0.024,-4.686,1141.0,4.689,0.116
0.3,0.026000000000000002,-4.599,1203.0,4.728,0.1154
0.3,0.027999999999999997,-4.518,1264.0,4.765,0.1148
0.3,0.03,-4.448,1319.0,4.7989999999999995,0.1142
0.3,0.033,-4.35,1401.0,4.846,0.1134
0.3,0.035,-4.265,1473.0,4.875,0.1131
0.3,0.038,-4.1610000000000005,1565.0,4.912,0.1128
0.3,0.04,-4.111000000000001,1612.0,4.936,0.1126
0.3,0.043,-4.039,1683.0,4.968999999999999,0.1124
0.3,0.045,-3.989,1733.0,4.9910000000000005,0.1122
0.3,0.048,-3.8930000000000002,1833.0,5.02,0.112
0.3,0.05,-3.8280000000000003,1903.0,5.038,0.1121
0.3,0.053,-3.733,2007.0,5.061,0.1123
0.3,0.055,-3.678,2070.0,5.075,0.1126
0.3,0.057999999999999996,-3.613,2144.0,5.093999999999999,0.1131
0.3,0.06,-3.568,2196.0,5.106,0.1135
0.3,0.063,-3.5060000000000002,2269.0,5.121,0.1143
0.3,0.064,-3.486,2291.0,5.126,0.1145
0.3,0.065,-3.467,2313.0,5.13,0.1149
0.3,0.066,-3.45,2333.0,5.1339999999999995,0.1152
0.3,0.067,-3.4330000000000003,2353.0,5.138999999999999,0.1154
0.3,0.068,-3.417,2372.0,5.143,0.1158
0.3,0.069,-3.4010000000000002,2391.0,5.147,0.1161
0.3,0.07,-3.385,2409.0,5.151,0.1164
