age,mass,luminosity,temperature,gravity,radius
0.03,0.002,-5.985,514.0,3.5239999999999996,0.1281
0.03,0.003,-5.602,639.0,3.694,0.1289
0.03,0.004,-5.341,741.0,3.815,0.1295
0.03,0.005,-5.12,840.0,3.909,0.1299
0.03,0.006,-4.933,935.0,3.987,0.1302
0.03,0.006999999999999999,-4.771,1025.0,4.052,0.1304
0.03,0.008,-4.628,1112.0,4.1080000000000005,0.1307
0.03,0.009000000000000001,-4.498,1197.0,4.157,0.131
0.03,0.01,-4.372,1284.0,4.199,0.1316
0.03,0.011000000000000001,-4.22,1393.0,4.231,0.1331
0.03,0.012,-3.9560000000000004,1591.0,4.235,0.1384
0.03,0.013000000000000001,-3.6010000000000004,1876.0,4.2,0.1498
0.03,0.013999999999999999,-3.385,2057.0,4.178,0.1596
0.03,0.015,-3.305,2132.0,4.189,0.163
0.03,0.016,-3.344,2114.0,4.242,0.1585
0.03,0.017,-3.4210000000000003,2065.0,4.305,0.152
0.03,0.018000000000000002,-3.432,2068.0,4.342,0.1497
0.03,0.019,-3.427,2083.0,4.373,0.1485
0.03,0.02,-3.407,2109.0,4.397,0.1482
0.03,0.022000000000000002,-3.35,2175.0,4.435,0.1488
0.03,0.024,-3.2939999999999996,2239.0,4.467,0.1497
0.03,0.026000000000000002,-3.237,2303.0,4.494,0.1511
0.03,0.027999999999999997,-3.18,2365.0,4.515,0.1531
0.03,0.03,-3.127,2422.0,4.533,0.1552
