age,mass,luminosity,temperature,gravity,radius
0.15,0.002,-6.68,351.0,3.554,0.1236
0.15,0.003,-6.37,418.0,3.7260000000000004,0.1243
0.15,0.004,-6.13,480.0,3.85,0.1244
0.15,0.005,-5.934,538.0,3.949,0.1241
0.15,0.006,-5.767,593.0,4.031000000000001,0.1237
0.15,0.006999999999999999,-5.6129999999999995,650.0,4.102,0.1231
0.15,0.008,-5.471,706.0,4.164,0.1226
0.15,0.009000000000000001,-5.343,762.0,4.218,0.1221
0.15,0.01,-5.21,823.0,4.266,0.1219
0.15,0.011000000000000001,-4.96,945.0,4.295,0.1236
0.15,0.012,-4.4319999999999995,1239.0,4.276,0.1319
0.15,0.013000000000000001,-4.377,1282.0,4.315,0.1313
0.15,0.013999999999999999,-4.588,1164.0,4.39,0.1249
0.15,0.015,-4.614,1156.0,4.435,0.1228
0.15,0.016,-4.584,1181.0,4.47,0.1219
0.15,0.017,-4.534,1218.0,4.5,0.1214
0.15,0.018000000000000002,-4.479,1259.0,4.526,0.1211
0.15,0.019,-4.428999999999999,1297.0,4.552,0.1208
0.15,0.02,-4.373,1340.0,4.574,0.1208
0.15,0.022000000000000002,-4.263999999999999,1425.0,4.615,0.121
0.15,0.024,-4.171,1503.0,4.652,0.121
0.15,0.026000000000000002,-4.0760000000000005,1585.0,4.683,0.1215
0.15,0.027999999999999997,-3.988,1662.0,4.711,0.1221
0.15,0.03,-3.911,1733.0,4.736000000000001,0.1228
0.15,0.033,-3.807,1831.0,4.769,0.124
0.15,0.035,-3.7460000000000004,1891.0,4.789,0.1248
0.15,0.038,-3.653,1982.0,4.814,0.1264
0.15,0.04,-3.5989999999999998,2036.0,4.829,0.1275
0.15,0.043,-3.528,2109.0,4.851,0.1289
0.15,0.045,-3.485,2153.0,4.863,0.1299
0.15,0.048,-3.426,2214.0,4.881,0.1315
0.15,0.05,-3.389,2253.0,4.8919999999999995,0.1326
0.15,0.053,-3.3339999999999996,2310.0,4.906000000000001,0.1343
0.15,0.055,-3.302,2344.0,4.915,0.1354
0.15,0.057999999999999996,-3.258,2391.0,4.928999999999999,0.1368
0.15,0.06,-3.228,2423.0,4.936,0.1379
