age,mass,luminosity,temperature,gravity,radius
0.06,0.002,-6.279,440.0,3.5460000000000003,0.1248
0.06,0.003,-5.995,517.0,3.718,0.1254
0.06,0.004,-5.707999999999999,609.0,3.842,0.1255
0.06,0.005,-5.496,688.0,3.94,0.1255
0.06,0.006,-5.318,763.0,4.02,0.1252
0.06,0.006999999999999999,-5.1579999999999995,838.0,4.0889999999999995,0.1249
0.06,0.008,-5.016,911.0,4.149,0.1247
0.06,0.009000000000000001,-4.885,983.0,4.202,0.1245
0.06,0.01,-4.757,1058.0,4.247,0.1245
0.06,0.011000000000000001,-4.585,1163.0,4.282,0.1255
0.06,0.012,-4.213,1409.0,4.28,0.1314
0.06,0.013000000000000001,-3.823,1703.0,4.255,0.1407
0.06,0.013999999999999999,-3.838,1702.0,4.301,0.1384
0.06,0.015,-3.9930000000000003,1595.0,4.373,0.1319
0.06,0.016,-4.023,1583.0,4.418,0.1294
0.06,0.017,-3.989,1617.0,4.447,0.1289
0.06,0.018000000000000002,-3.952,1655.0,4.475,0.1285
0.06,0.019,-3.92,1689.0,4.502,0.1279
0.06,0.02,-3.8739999999999997,1734.0,4.524,0.128
0.06,0.022000000000000002,-3.78,1828.0,4.563,0.1284
0.06,0.024,-3.6910000000000003,1918.0,4.596,0.1291
0.06,0.026000000000000002,-3.605,2008.0,4.623,0.1302
0.06,0.027999999999999997,-3.5269999999999997,2089.0,4.647,0.1315
0.06,0.03,-3.463,2159.0,4.67,0.1325
0.06,0.033,-3.37,2260.0,4.698,0.1346
0.06,0.035,-3.318,2319.0,4.716,0.1358
0.06,0.038,-3.241,2402.0,4.736000000000001,0.1382
