age,mass,luminosity,temperature,gravity,radius
0.4,0.002,-7.17,271.0,3.595,0.1179
0.4,0.003,-6.864,322.0,3.767,0.1186
0.4,0.004,-6.636,368.0,3.8930000000000002,0.1184
0.4,0.005,-6.452000000000001,410.0,3.9930000000000003,0.118
0.4,0.006,-6.294,450.0,4.077,0.1173
0.4,0.006999999999999999,-6.15,490.0,4.15,0.1165
0.4,0.008,-6.019,531.0,4.2139999999999995,0.1157
0.4,0.009000000000000001,-5.898,571.0,4.271,0.1149
0.4,0.01,-5.763,619.0,4.321000000000001,0.1143
0.4,0.011000000000000001,-5.563,693.0,4.361000000000001,0.1145
0.4,0.012,-5.136,876.0,4.377,0.1174
0.4,0.013000000000000001,-5.251,830.0,4.434,0.1145
0.4,0.013999999999999999,-5.297999999999999,815.0,4.481,0.1125
0.4,0.015,-5.254,839.0,4.518,0.1116
0.4,0.016,-5.185,875.0,4.551,0.111
0.4,0.017,-5.113,915.0,4.581,0.1105
0.4,0.018000000000000002,-5.024,964.0,4.6080000000000005,0.1102
0.4,0.019,-4.9510000000000005,1007.0,4.6339999999999995,0.1099
0.4,0.02,-4.848,1068.0,4.656000000000001,0.11
0.4,0.022000000000000002,-4.715,1153.0,4.697,0.11
0.4,0.024,-4.5969999999999995,1232.0,4.7330000000000005,0.1103
0.4,0.026000000000000002,-4.542,1270.0,4.765,0.1106
0.4,0.027999999999999997,-4.503,1298.0,4.797,0.1106
0.4,0.03,-4.468999999999999,1324.0,4.8260000000000005,0.1107
0.4,0.033,-4.43,1356.0,4.87,0.1104
0.4,0.035,-4.401,1381.0,4.898,0.1101
0.4,0.038,-4.32,1449.0,4.937,0.1097
0.4,0.04,-4.246,1516.0,4.963,0.1092
0.4,0.043,-4.1739999999999995,1582.0,4.997,0.1089
0.4,0.045,-4.135,1619.0,5.018,0.1087
0.4,0.048,-4.077,1677.0,5.0489999999999995,0.1083
0.4,0.05,-4.024,1731.0,5.069,0.1081
0.4,0.053,-3.911,1846.0,5.093999999999999,0.1082
0.4,0.055,-3.8560000000000003,1905.0,5.109,0.1082
0.4,0.057999999999999996,-3.772,2002.0,5.1339999999999995,0.108
0.4,0.06,-3.719,2060.0,5.146,0.1083
0.4,0.063,-3.658,2130.0,5.164,0.1088
0.4,0.064,-3.636,2156.0,5.169,0.109
0.4,0.065,-3.608,2185.0,5.172000000000001,0.1095
0.4,0.066,-3.5869999999999997,2210.0,5.176,0.1097
0.4,0.067,-3.57,2232.0,5.184,0.1097
0.4,0.068,-3.55,2255.0,5.188,0.1099
0.4,0.069,-3.53,2278.0,5.192,0.1102
0.4,0.07,-3.511,2300.0,5.196000000000001,0.1105
0.4,0.071,-3.4930000000000003,2321.0,5.2,0.1108
0.4,0.07200000000000001,-3.475,2342.0,5.202999999999999,0.1111
0.4,0.073,-3.4560000000000004,2363.0,5.206,0.1115
0.4,0.07400000000000001,-3.435,2386.0,5.207000000000001,0.1122
0.4,0.075,-3.417,2406.0,5.21,0.1125
