age,mass,luminosity,temperature,gravity,radius
0.04,0.002,-6.072,489.0,3.523,0.1281
0.04,0.003,-5.722,596.0,3.693,0.1291
0.04,0.004,-5.445,697.0,3.813,0.1298
0.04,0.005,-5.209,797.0,3.905,0.1305
0.04,0.006,-4.997,898.0,3.98,0.1312
0.04,0.006999999999999999,-4.803,1000.0,4.041,0.132
0.04,0.008,-4.615,1110.0,4.091,0.1332
0.04,0.009000000000000001,-4.444,1215.0,4.13,0.1352
0.04,0.01,-4.3580000000000005,1266.0,4.16,0.1376
0.04,0.011000000000000001,-4.263999999999999,1317.0,4.177,0.1416
0.04,0.012,-4.085,1416.0,4.1610000000000005,0.1506
0.04,0.013000000000000001,-3.735,1685.0,4.148,0.1591
0.04,0.013999999999999999,-3.537,1851.0,4.145,0.1657
0.04,0.015,-3.51,1882.0,4.177,0.1653
0.04,0.016,-3.616,1816.0,4.249,0.1571
0.04,0.017,-3.6910000000000003,1765.0,4.302,0.1525
0.04,0.018000000000000002,-3.6860000000000004,1781.0,4.337,0.1506
0.04,0.019,-3.6719999999999997,1805.0,4.369,0.1491
0.04,0.02,-3.634,1844.0,4.391,0.1492
0.04,0.022000000000000002,-3.569,1917.0,4.434,0.1489
0.04,0.024,-3.5,1992.0,4.47,0.1493
0.04,0.026000000000000002,-3.4210000000000003,2078.0,4.499,0.1502
0.04,0.027999999999999997,-3.3489999999999998,2158.0,4.525,0.1513
0.04,0.03,-3.285,2229.0,4.547,0.1526
0.04,0.033,-3.201,2321.0,4.574,0.1552
0.04,0.035,-3.1510000000000002,2375.0,4.59,0.1569
0.04,0.038,-3.0810000000000004,2452.0,4.612,0.1595
