age,mass,luminosity,temperature,gravity,radius
0.003,0.002,-4.692,987.0,3.363,0.154
0.003,0.003,-4.303999999999999,1211.0,3.5069999999999997,0.1599
0.003,0.004,-4.018,1399.0,3.596,0.1667
0.003,0.005,-3.798,1555.0,3.656,0.1738
0.003,0.006,-3.628,1680.0,3.701,0.181
0.003,0.006999999999999999,-3.484,1791.0,3.735,0.1879
0.003,0.008,-3.362,1887.0,3.761,0.1949
0.003,0.009000000000000001,-3.263,1964.0,3.782,0.2017
0.003,0.01,-3.1719999999999997,2036.0,3.8,0.2082
0.003,0.011000000000000001,-3.089,2104.0,3.815,0.2148
0.003,0.012,-3.016,2161.0,3.827,0.2213
0.003,0.013000000000000001,-2.952,2210.0,3.8369999999999997,0.2277
0.003,0.013999999999999999,-2.8939999999999997,2254.0,3.845,0.2342
0.003,0.015,-2.84,2293.0,3.8510000000000004,0.2406
0.003,0.016,-2.7910000000000004,2329.0,3.8560000000000003,0.247
0.003,0.017,-2.7430000000000003,2362.0,3.859,0.2537
0.003,0.018000000000000002,-2.697,2393.0,3.861,0.2607
0.003,0.019,-2.6519999999999997,2422.0,3.86,0.268
