age,mass,luminosity,temperature,gravity,radius
0.006,0.002,-5.066,830.0,3.4360000000000004,0.1417
0.006,0.003,-4.689,1020.0,3.593,0.1448
0.006,0.004,-4.409,1184.0,3.696,0.1484
0.006,0.005,-4.185,1331.0,3.773,0.152
0.006,0.006,-3.997,1465.0,3.832,0.1555
0.006,0.006999999999999999,-3.842,1585.0,3.88,0.159
0.006,0.008,-3.705,1696.0,3.918,0.1627
0.006,0.009000000000000001,-3.588,1794.0,3.95,0.1663
0.006,0.01,-3.483,1884.0,3.9760000000000004,0.17
0.006,0.011000000000000001,-3.391,1964.0,3.998,0.1739
0.006,0.012,-3.307,2040.0,4.0169999999999995,0.1778
0.006,0.013000000000000001,-3.216,2119.0,4.027,0.1828
0.006,0.013999999999999999,-3.125,2194.0,4.029,0.1893
0.006,0.015,-3.029,2270.0,4.022,0.1976
0.006,0.016,-2.93,2342.0,4.005,0.2081
0.006,0.017,-2.841,2403.0,3.988,0.2188
