age,mass,luminosity,temperature,gravity,radius
0.03,0.002,-5.928,528.0,3.513,0.1297
0.03,0.003,-5.58,643.0,3.682,0.1307
0.03,0.004,-5.312,747.0,3.801,0.1316
0.03,0.005,-5.083,851.0,3.8939999999999997,0.1322
0.03,0.006,-4.896,946.0,3.97,0.1328
0.03,0.006999999999999999,-4.737,1034.0,4.033,0.1333
0.03,0.008,-4.593,1122.0,4.088,0.1338
0.03,0.009000000000000001,-4.463,1206.0,4.136,0.1343
0.03,0.01,-4.337,1293.0,4.176,0.1351
0.03,0.011000000000000001,-4.186,1401.0,4.205,0.137
0.03,0.012,-3.935,1585.0,4.207,0.1429
0.03,0.013000000000000001,-3.616,1829.0,4.172,0.1548
0.03,0.013999999999999999,-3.405,1996.0,4.145,0.1657
0.03,0.015,-3.293,2092.0,4.144,0.1717
0.03,0.016,-3.27,2121.0,4.173,0.1715
0.03,0.017,-3.3339999999999996,2086.0,4.235,0.1646
0.03,0.018000000000000002,-3.365,2075.0,4.281000000000001,0.1607
0.03,0.019,-3.3689999999999998,2083.0,4.315,0.1587
0.03,0.02,-3.36,2100.0,4.343,0.1577
0.03,0.022000000000000002,-3.318,2150.0,4.383,0.1579
0.03,0.024,-3.27,2205.0,4.416,0.1587
0.03,0.026000000000000002,-3.214,2263.0,4.441,0.1606
0.03,0.027999999999999997,-3.162,2318.0,4.462,0.1626
0.03,0.03,-3.109,2371.0,4.479,0.1651
0.03,0.033,-3.042,2442.0,4.505,0.1681
