# SpeX prism spectrum of kpno9 from Muench et al. 2007
# Lambda	Flux
1.5918000	0.96630400
1.5958400	0.91326833
1.5998700	0.95845950
1.6038900	0.98074228
1.6079100	0.93346441
1.6119200	0.95011169
1.6159200	0.92144811
1.6199200	0.94435197
1.6239100	0.98025757
1.6278900	0.96706063
1.6318700	0.98859179
1.6358400	0.98116452
1.6398100	0.97159958
1.6437600	0.99552178
1.6477199	0.97778791
1.6516600	0.97433567
1.6556000	0.99523437
1.6595301	1.0118430
1.6634600	1.0102479
1.6673699	1.0372289
1.6712900	1.0087690
1.6751900	0.97700942
1.6790900	1.0170480
1.6829801	0.99711722
1.6868699	0.99597567
1.6907500	1.0046951
1.6946199	0.99543118
1.6984900	0.99885571
1.7023500	0.98381919
1.7062000	0.95136207
1.7100500	0.95158672
1.7138900	0.93275517
1.7177199	0.93191171
1.7215500	0.89374089
1.7253699	0.89801443
1.7291900	0.85428488
1.7329900	0.83904672
1.7367900	0.83405012
1.7405900	0.83304119
1.7443801	0.82920820
1.7481600	0.79969251
1.7519400	0.78432518
1.7557100	0.79001677
1.7594699	0.76449132
1.7632301	0.73602408
1.7669801	0.73650461
1.7707199	0.71589911
1.7744600	0.73343062
1.7781900	0.69831598
1.7819199	0.70740908
1.7856400	0.69013458
1.7893500	0.68133563
1.7930600	0.69769818
1.7967600	0.66800982
1.8004600	0.66689843
1.8041400	0.64489132
1.8078301	0.67408907
1.8115000	0.66159648
1.8151801	0.67447388
1.8188400	0.66663849
1.8225000	0.65112388
1.8261500	0.63615268
1.8298000	0.65788293
1.8334400	0.65835452
1.8370801	0.64717311
1.8407100	0.61674309
1.8443301	0.61346692
1.8479500	0.57461101
1.8515699	0.55731243
1.8551699	0.53027213
1.8587801	0.53932887
1.8623699	0.55881190
1.8659600	0.57454181
1.8695500	0.53585422
1.8731301	0.57416981
1.8767000	0.54651999
1.8802699	0.53652292
1.8838301	0.52269971
1.8873900	0.58611512
1.8909400	0.56477332
1.8944900	0.58888108
1.8980301	0.54871929
1.9015699	0.53822649
1.9051000	0.53479838
1.9086301	0.55119967
1.9121500	0.56903982
1.9156600	0.56749701
1.9191699	0.54422718
1.9226801	0.53807890
1.9261801	0.53425282
1.9296699	0.52288228
1.9331600	0.51893502
1.9366500	0.55576372
1.9401301	0.50853842
1.9436000	0.51820618
1.9470699	0.53190237
1.9505400	0.51220143
1.9540000	0.53041708
1.9574500	0.50699347
1.9609000	0.50668132
1.9643500	0.50874728
1.9677900	0.50785053
1.9712199	0.49348721
1.9746500	0.49151340
1.9780801	0.48087281
1.9815000	0.48592949
1.9849199	0.47445339
1.9883301	0.47086120
1.9917400	0.48686069
1.9951400	0.49181560
1.9985400	0.47712669
2.0019301	0.49295300
2.0053199	0.49247161
2.0087000	0.46042591
2.0120801	0.47209671
2.0154500	0.47968799
2.0188199	0.48449129
2.0221900	0.49923110
2.0255500	0.47374451
2.0289100	0.44595969
2.0322600	0.47197741
2.0356000	0.46466151
2.0389500	0.47124451
2.0422801	0.46312651
2.0456199	0.46770340
2.0489500	0.47246191
2.0522699	0.46898189
2.0555900	0.45926669
2.0589100	0.46478891
2.0622199	0.46743971
2.0655199	0.45088911
2.0688199	0.47259349
2.0721199	0.45584500
2.0754100	0.45500290
2.0787000	0.47266260
2.0819801	0.46276310
2.0852600	0.46589431
2.0885400	0.47199041
2.0918100	0.47162330
2.0950699	0.48330280
2.0983301	0.46152300
2.1015900	0.47480151
2.1048400	0.47523391
2.1080900	0.47485819
2.1113301	0.48259279
2.1145699	0.49287900
2.1178000	0.48969299
2.1210301	0.46920881
2.1242600	0.48407090
2.1274801	0.48178580
2.1306900	0.49693131
2.1339000	0.48663330
2.1371100	0.48562169
2.1403100	0.48145661
2.1435100	0.50289458
2.1467000	0.51497430
2.1498900	0.50040501
2.1530699	0.49155661
2.1562500	0.51059002
2.1594199	0.49362299
2.1625900	0.49917641
2.1657500	0.49798009
2.1689100	0.50358909
2.1720699	0.50021857
2.1752199	0.51742518
2.1783600	0.50472069
2.1815000	0.50562018
2.1846400	0.48724490
2.1877699	0.50645268
2.1908900	0.51339138
2.1940100	0.51906741
2.1971301	0.50592351
2.2002400	0.49967760
2.2033400	0.49506721
2.2064500	0.50247228
2.2095400	0.51083797
2.2126301	0.50773323
2.2157199	0.50900269
2.2188000	0.50014502
2.2218801	0.50555241
2.2249500	0.51146579
2.2280100	0.49546689
2.2310699	0.51943392
2.2341301	0.49616590
2.2371801	0.49786481
2.2402301	0.52839452
2.2432699	0.52430058
2.2463000	0.51634479
2.2493301	0.51389658
2.2523600	0.51458752
2.2553801	0.51046491
2.2583900	0.50164717
2.2614000	0.51173061
2.2644100	0.51157409
2.2674100	0.49786639
2.2704000	0.51495892
2.2733900	0.52391458
2.2763699	0.49801561
2.2793500	0.50863677
2.2823199	0.50725281
2.2852900	0.50729442
2.2882500	0.50856692
2.2912100	0.49813661
2.2941699	0.47599900
2.2971100	0.47501439
2.3000600	0.45460859
2.3029900	0.45287889
2.3059199	0.45160189
2.3088500	0.45556581
2.3117699	0.45147431
2.3146900	0.45601460
2.3176000	0.46171910
2.3205100	0.42429820
2.3234100	0.43696001
2.3263000	0.44405660
2.3292000	0.41713101
2.3320801	0.41213211
2.3349600	0.42215011
2.3378400	0.42471680
2.3407100	0.43018869
2.3435801	0.42039201
2.3464400	0.41428271
2.3493000	0.40333381
2.3521500	0.40915051
2.3550000	0.39885241
2.3578400	0.37125400
2.3606801	0.37892571
2.3635100	0.38668001
2.3663400	0.38805881
2.3691699	0.38646790
2.3719900	0.39728019
2.3748000	0.37700349
2.3776100	0.38966781
2.3804199	0.37837639
2.3832301	0.37228951
2.3860301	0.35090321
2.3888199	0.34785771
2.3916199	0.35992670
2.3944100	0.34333071
2.3971900	0.36121279
2.3999699	0.34303460
2.4027500	0.35283029
2.4055301	0.36634409
2.4083000	0.32949570
2.4110699	0.34601349
2.4138400	0.31426269
2.4166000	0.35490751
2.4193600	0.31773421
2.4221199	0.33161610
2.4248801	0.30388790
2.4276301	0.31370601
2.4303900	0.29270211
2.4331400	0.30699980
2.4358900	0.31297669
2.4386400	0.26689321
2.4413801	0.31012720
2.4441301	0.29369730
2.4468699	0.28996459
2.4496199	0.27640849
2.4523600	0.27173010
2.4551000	0.27717751
2.4578500	0.26858690
2.4605900	0.26389760
2.4633400	0.25727910
2.4660801	0.26517770
2.4688301	0.28565940
2.4715699	0.24053609
2.4743199	0.24161980
2.4770699	0.26445529
2.4798301	0.27247101
2.4825801	0.26452661
2.4853400	0.26065329
2.4881000	0.24618611
2.4908600	0.31430411
2.4936301	0.26715091
2.4964000	0.25050369
2.4991801	0.23571980
2.5019600	0.22015490
2.5047500	0.26062489
2.5075400	0.20543340
2.5103301	0.24186350
2.5131400	0.20063430
2.5159400	0.19451730
2.5187600	0.22969911
2.5215801	0.15907620
2.5244199	0.19820590
2.5272600	0.18558890
2.5301000	0.16518140
2.5329600	0.23804951
2.5358301	0.27404931
2.5387100	0.19968399
2.5415900	0.27454650
2.5444900	0.37195230
2.5474000	0.14861169
2.5503301	0.37684211
2.5532600	0.13448460
2.5562100	0.11245570
2.5591699	0.29957819
2.5621500	0.17821810
