# SpeX prism spectrum of APMPM0559-2903 obtained 2005 Dec 31 by Adam J. Burgasser
# Spectrum in f_lambda arbitrarily normalized
# 
# THIS SPECTRUM MAY NOT BE USED OR REPRODUCED WITHOUT EXPRESS PERMISSION FROM A. BURGASSER
# 
# Wavelength (um)    Flux (f_lambda)    Noise (f_lambda)
# -------------------------------------------------------------------------
     0.650019    2.64722e-16    3.59351e-17
     0.652239    1.75774e-16    3.03375e-17
     0.654448    2.48276e-16    2.63493e-17
     0.656647    1.50849e-16    2.26834e-17
     0.658836    1.52556e-16    2.19192e-17
     0.661017    1.45166e-16    2.01950e-17
     0.663191    1.30888e-16    2.12682e-17
     0.665358    1.41208e-16    2.09955e-17
     0.667520    1.35995e-16    2.25030e-17
     0.669677    1.08647e-16    1.95299e-17
     0.671830    1.20822e-16    1.97822e-17
     0.673981    7.48161e-17    1.86424e-17
     0.676130    7.41006e-17    1.81703e-17
     0.678277    6.25863e-17    1.69924e-17
     0.680424    3.70875e-17    1.73408e-17
     0.682571    4.99642e-17    1.62571e-17
     0.684719   -1.49516e-17    1.71410e-17
     0.686869    8.15645e-18    1.61745e-17
     0.689021    3.09941e-17    1.61399e-17
     0.691177    4.13507e-17    1.46919e-17
     0.693336    5.88748e-17    1.39128e-17
     0.695500    8.14177e-17    1.33933e-17
     0.697669    7.58336e-17    1.30442e-17
     0.699844    9.98900e-17    1.19879e-17
     0.702025    1.15264e-16    1.22915e-17
     0.704214    1.58085e-16    1.12909e-17
     0.706409    1.71639e-16    1.14102e-17
     0.708613    2.05634e-16    1.04188e-17
     0.710826    1.94592e-16    1.03271e-17
     0.713048    1.73262e-16    9.84829e-18
     0.715279    1.59065e-16    9.91814e-18
     0.717521    1.75123e-16    9.05154e-18
     0.719773    2.05462e-16    9.46457e-18
     0.722036    2.01822e-16    8.91386e-18
     0.724311    2.02736e-16    9.37561e-18
     0.726598    2.53024e-16    8.52847e-18
     0.728898    2.50913e-16    8.52035e-18
     0.731210    2.67956e-16    8.01209e-18
     0.733535    2.66992e-16    8.15527e-18
     0.735875    2.68789e-16    7.48184e-18
     0.738228    2.62220e-16    7.70182e-18
     0.740595    2.61319e-16    7.02833e-18
     0.742977    2.64151e-16    7.11991e-18
     0.745374    2.56367e-16    6.63750e-18
     0.747786    2.53943e-16    6.92456e-18
     0.750214    2.66825e-16    6.50280e-18
     0.752658    2.67529e-16    6.70171e-18
     0.755118    2.78477e-16    6.59443e-18
     0.757594    2.94289e-16    6.95635e-18
     0.760087    2.88223e-16    8.75362e-18
     0.762597    2.54198e-16    9.34547e-18
     0.765124    2.10086e-16    8.49778e-18
     0.767669    2.02129e-16    7.49733e-18
     0.770231    2.15988e-16    6.04092e-18
     0.772810    2.42261e-16    6.00626e-18
     0.775408    2.77601e-16    5.64728e-18
     0.778024    2.99685e-16    5.56148e-18
     0.780658    2.98666e-16    5.30637e-18
     0.783311    3.16280e-16    5.37445e-18
     0.785982    3.23263e-16    5.30962e-18
     0.788672    3.32937e-16    5.27488e-18
     0.791381    3.43045e-16    5.19260e-18
     0.794108    3.42629e-16    5.41127e-18
     0.796855    3.50342e-16    5.62878e-18
     0.799621    3.60612e-16    5.66600e-18
     0.802407    3.58152e-16    5.33747e-18
     0.805211    3.77422e-16    5.50427e-18
     0.808035    3.70817e-16    5.25595e-18
     0.810879    3.75386e-16    5.31720e-18
     0.813742    3.71887e-16    5.08529e-18
     0.816625    3.56259e-16    5.11601e-18
     0.819527    3.48496e-16    4.30398e-18
     0.822449    3.55895e-16    4.70987e-18
     0.825391    3.73134e-16    4.74136e-18
     0.828352    3.77268e-16    4.84988e-18
     0.831333    3.83228e-16    4.59225e-18
     0.834334    3.72214e-16    4.45355e-18
     0.837354    3.71082e-16    4.78062e-18
     0.840395    3.63333e-16    4.85224e-18
     0.843455    3.58347e-16    4.56296e-18
     0.846534    3.51265e-16    4.61423e-18
     0.849633    3.60798e-16    4.06210e-18
     0.852752    3.50470e-16    3.89613e-18
     0.855890    3.58351e-16    3.63656e-18
     0.859048    3.60409e-16    3.58122e-18
     0.862226    3.50828e-16    3.44804e-18
     0.865422    3.41985e-16    3.64529e-18
     0.868638    3.29774e-16    3.31102e-18
     0.871873    3.28530e-16    3.45891e-18
     0.875128    3.24168e-16    3.48264e-18
     0.878401    3.41999e-16    3.71589e-18
     0.881693    3.50800e-16    3.63356e-18
     0.885005    3.53895e-16    3.66559e-18
     0.888335    3.62480e-16    3.63372e-18
     0.891684    3.69171e-16    3.59122e-18
     0.895051    3.78866e-16    3.53864e-18
     0.898437    3.68989e-16    3.51843e-18
     0.901841    3.71180e-16    3.25609e-18
     0.905264    3.57580e-16    3.50266e-18
     0.908704    3.75273e-16    3.42856e-18
     0.912163    3.86809e-16    3.50515e-18
     0.915639    3.91944e-16    3.35894e-18
     0.919133    3.94551e-16    3.41082e-18
     0.922645    3.86947e-16    3.12179e-18
     0.926174    3.89140e-16    3.32958e-18
     0.929721    3.87896e-16    3.36154e-18
     0.933285    3.93156e-16    3.69399e-18
     0.936865    3.84914e-16    3.74522e-18
     0.940463    3.85623e-16    3.66589e-18
     0.944077    3.84116e-16    3.56737e-18
     0.947707    3.88913e-16    3.56256e-18
     0.951354    3.87170e-16    3.33012e-18
     0.955017    3.81569e-16    3.10003e-18
     0.958697    3.75087e-16    2.93570e-18
     0.962392    3.79618e-16    3.10952e-18
     0.966102    3.71976e-16    3.03014e-18
     0.969828    3.74393e-16    2.99291e-18
     0.973570    3.68605e-16    2.87679e-18
     0.977326    3.80596e-16    2.80964e-18
     0.981098    3.87596e-16    2.69756e-18
     0.984884    3.77015e-16    2.77304e-18
     0.988685    3.63483e-16    2.72868e-18
     0.992500    3.52556e-16    2.87931e-18
     0.996329    3.42328e-16    2.87907e-18
      1.00017    3.45471e-16    2.82911e-18
      1.00403    3.44878e-16    2.65592e-18
      1.00790    3.51517e-16    2.63463e-18
      1.01178    3.59596e-16    2.60761e-18
      1.01568    3.62272e-16    2.78494e-18
      1.01959    3.54944e-16    2.73273e-18
      1.02351    3.62776e-16    2.87578e-18
      1.02745    3.67214e-16    2.78116e-18
      1.03140    3.58883e-16    2.78796e-18
      1.03536    3.59826e-16    2.81954e-18
      1.03933    3.57576e-16    2.71769e-18
      1.04331    3.66213e-16    2.67467e-18
      1.04731    3.70370e-16    2.58942e-18
      1.05132    3.71843e-16    2.31436e-18
      1.05534    3.65552e-16    2.13675e-18
      1.05936    3.73227e-16    2.00080e-18
      1.06340    3.74375e-16    2.01266e-18
      1.06745    3.71307e-16    2.18646e-18
      1.07151    3.66005e-16    2.36195e-18
      1.07558    3.66771e-16    2.43466e-18
      1.07967    3.69377e-16    2.62275e-18
      1.08376    3.69653e-16    2.51843e-18
      1.08785    3.76416e-16    2.68110e-18
      1.09196    3.64979e-16    2.55319e-18
      1.09608    3.63019e-16    2.50497e-18
      1.10021    3.64211e-16    2.90363e-18
      1.10434    3.64943e-16    2.33965e-18
      1.10849    3.58645e-16    2.15340e-18
      1.11264    3.61233e-16    2.05272e-18
      1.11680    3.59920e-16    1.97349e-18
      1.12097    3.58834e-16    1.99697e-18
      1.12514    3.57701e-16    2.18990e-18
      1.12933    3.51459e-16    2.46300e-18
      1.13352    3.40492e-16    2.43323e-18
      1.13771    3.35951e-16    2.61370e-18
      1.14192    3.34613e-16    2.52727e-18
      1.14613    3.36706e-16    2.50396e-18
      1.15034    3.48872e-16    2.57944e-18
      1.15456    3.44384e-16    2.45369e-18
      1.15879    3.45108e-16    2.40004e-18
      1.16303    3.38779e-16    2.25242e-18
      1.16727    3.35643e-16    2.03629e-18
      1.17151    3.37606e-16    1.86872e-18
      1.17576    3.32634e-16    1.68375e-18
      1.18002    3.29177e-16    1.59789e-18
      1.18428    3.26863e-16    1.51706e-18
      1.18854    3.31014e-16    1.50927e-18
      1.19281    3.26224e-16    1.66807e-18
      1.19708    3.19306e-16    1.89796e-18
      1.20136    3.21454e-16    1.95815e-18
      1.20564    3.17873e-16    2.12941e-18
      1.20993    3.22622e-16    2.09301e-18
      1.21421    3.22318e-16    2.06935e-18
      1.21851    3.18551e-16    2.13010e-18
      1.22280    3.22106e-16    2.05927e-18
      1.22710    3.20944e-16    2.08262e-18
      1.23140    3.18985e-16    2.03515e-18
      1.23570    3.17018e-16    1.89523e-18
      1.24000    3.13624e-16    1.77486e-18
      1.24431    3.10840e-16    1.63553e-18
      1.24862    3.13175e-16    1.55458e-18
      1.25293    3.12226e-16    1.49197e-18
      1.25724    3.10761e-16    1.54449e-18
      1.26155    3.13863e-16    1.68045e-18
      1.26586    3.13849e-16    2.00844e-18
      1.27018    3.11756e-16    2.23786e-18
      1.27450    3.16062e-16    2.42722e-18
      1.27881    3.13825e-16    2.25812e-18
      1.28313    3.08001e-16    2.19606e-18
      1.28745    3.05054e-16    2.10144e-18
      1.29176    3.05856e-16    2.02309e-18
      1.29608    3.08705e-16    2.07034e-18
      1.30040    3.01406e-16    1.99354e-18
      1.30472    3.02852e-16    2.00922e-18
      1.30904    2.95849e-16    2.03107e-18
      1.31335    2.98263e-16    1.89274e-18
      1.31767    2.94624e-16    1.81646e-18
      1.32198    2.95350e-16    1.70025e-18
      1.32630    2.89028e-16    1.59695e-18
      1.33061    2.80848e-16    1.57254e-18
      1.33492    2.69065e-16    1.40648e-18
      1.33924    2.55628e-16    1.34446e-18
      1.34354    2.50081e-16    1.36600e-18
      1.34785    2.48304e-16    1.56935e-18
      1.35216    2.42725e-16    1.77798e-18
      1.35646    2.37690e-16    2.39522e-18
      1.36076    2.41989e-16    3.19358e-18
      1.36506    2.34261e-16    3.69067e-18
      1.36936    2.44100e-16    3.60491e-18
      1.37365    2.45306e-16    3.12755e-18
      1.37795    2.37767e-16    3.11871e-18
      1.38223    2.40111e-16    3.03050e-18
      1.38652    2.38363e-16    3.15640e-18
      1.39080    2.28589e-16    2.91435e-18
      1.39508    2.25399e-16    2.98445e-18
      1.39936    2.29916e-16    3.24471e-18
      1.40364    2.19126e-16    3.46547e-18
      1.40791    2.14885e-16    3.53993e-18
      1.41217    2.10814e-16    3.52644e-18
      1.41644    2.16958e-16    3.21038e-18
      1.42070    2.15316e-16    2.74464e-18
      1.42495    2.11727e-16    2.29472e-18
      1.42921    2.07680e-16    2.17802e-18
      1.43345    2.01543e-16    2.27548e-18
      1.43770    2.07107e-16    2.23686e-18
      1.44194    2.10036e-16    2.05463e-18
      1.44617    2.05445e-16    2.23075e-18
      1.45040    2.09586e-16    2.39195e-18
      1.45463    2.03049e-16    2.64059e-18
      1.45885    2.13213e-16    2.60729e-18
      1.46307    2.02957e-16    2.49991e-18
      1.46728    2.01768e-16    2.46802e-18
      1.47149    2.00727e-16    2.33889e-18
      1.47569    1.96069e-16    2.50326e-18
      1.47989    2.00160e-16    2.52457e-18
      1.48409    1.95719e-16    2.62347e-18
      1.48827    1.91478e-16    2.51483e-18
      1.49246    2.01569e-16    2.16790e-18
      1.49664    1.98024e-16    1.94646e-18
      1.50081    1.99186e-16    2.48358e-18
      1.50498    1.96406e-16    2.76247e-18
      1.50914    1.96073e-16    2.76798e-18
      1.51329    1.95104e-16    2.49540e-18
      1.51744    1.93621e-16    2.01082e-18
      1.52159    1.87838e-16    2.29156e-18
      1.52573    1.92915e-16    2.51976e-18
      1.52986    1.90565e-16    2.71933e-18
      1.53399    1.88794e-16    2.55337e-18
      1.53811    1.90830e-16    2.55806e-18
      1.54223    1.90112e-16    2.31745e-18
      1.54634    1.88868e-16    2.19492e-18
      1.55044    1.85898e-16    2.20464e-18
      1.55454    1.89062e-16    2.18346e-18
      1.55863    1.87408e-16    2.33351e-18
      1.56272    1.87770e-16    2.37648e-18
      1.56680    1.85509e-16    2.23637e-18
      1.57088    1.78567e-16    1.98840e-18
      1.57494    1.83493e-16    1.76261e-18
      1.57901    1.78995e-16    2.45346e-18
      1.58306    1.78021e-16    2.76845e-18
      1.58711    1.76586e-16    2.74459e-18
      1.59115    1.79946e-16    2.37057e-18
      1.59519    1.78893e-16    1.78427e-18
      1.59922    1.81697e-16    2.15010e-18
      1.60324    1.76811e-16    2.44390e-18
      1.60726    1.72500e-16    2.69248e-18
      1.61127    1.68959e-16    2.65884e-18
      1.61528    1.68696e-16    2.46478e-18
      1.61928    1.67697e-16    2.54512e-18
      1.62327    1.69967e-16    2.19809e-18
      1.62725    1.72057e-16    2.14908e-18
      1.63123    1.73571e-16    2.09297e-18
      1.63520    1.72184e-16    2.08223e-18
      1.63917    1.68782e-16    2.21106e-18
      1.64313    1.71992e-16    2.30279e-18
      1.64708    1.66139e-16    2.35659e-18
      1.65103    1.68846e-16    2.25975e-18
      1.65497    1.71849e-16    2.49518e-18
      1.65890    1.62312e-16    1.59096e-18
      1.66283    1.65291e-16    1.70716e-18
      1.66675    1.60575e-16    2.53576e-18
      1.67066    1.60055e-16    2.58378e-18
      1.67457    1.61974e-16    2.63465e-18
      1.67847    1.62535e-16    1.90717e-18
      1.68236    1.60686e-16    1.50705e-18
      1.68625    1.58735e-16    1.91635e-18
      1.69013    1.56936e-16    2.16578e-18
      1.69400    1.54597e-16    2.29008e-18
      1.69787    1.50908e-16    2.41978e-18
      1.70173    1.51269e-16    2.23350e-18
      1.70558    1.50086e-16    2.26208e-18
      1.70943    1.50392e-16    2.13693e-18
      1.71327    1.50610e-16    1.96472e-18
