#
# Generated by G. Mace, Wed Jul 25 15:03:02 2012
#
#=========================================
# Wavelength  Flux Density         Error
#(vacuum um)  (norm f_lam)  (norm f_lam)
#=========================================
   0.6400205    3.3854E-01    3.0752E-02
   0.6423032    4.0006E-01    2.9070E-02
   0.6445699    4.5844E-01    2.9182E-02
   0.6468217    4.3258E-01    2.8651E-02
   0.6490597    4.4751E-01    2.9437E-02
   0.6512849    4.7135E-01    2.7983E-02
   0.6534984    3.9537E-01    2.6296E-02
   0.6557012    3.1913E-01    2.3716E-02
   0.6578943    2.6135E-01    2.1794E-02
   0.6600788    2.3182E-01    2.1886E-02
   0.6622555    3.3833E-01    2.1518E-02
   0.6644254    2.3669E-01    2.0860E-02
   0.6665895    2.4984E-01    1.9903E-02
   0.6687486    1.9389E-01    1.9137E-02
   0.6709035    2.1416E-01    1.8933E-02
   0.6730552    2.0164E-01    1.8009E-02
   0.6752045    1.9624E-01    1.8147E-02
   0.6773522    2.5559E-01    1.7009E-02
   0.6794991    2.0098E-01    1.6612E-02
   0.6816459    2.2171E-01    1.5837E-02
   0.6837935    2.1600E-01    1.5451E-02
   0.6859425    2.7337E-01    1.5389E-02
   0.6880938    2.2083E-01    1.5086E-02
   0.6902479    2.7633E-01    1.4350E-02
   0.6924056    3.0503E-01    1.3856E-02
   0.6945675    3.5806E-01    1.2631E-02
   0.6967344    3.7909E-01    1.2231E-02
   0.6989067    4.1292E-01    1.1725E-02
   0.7010852    4.7724E-01    1.1584E-02
   0.7032703    4.7886E-01    1.1258E-02
   0.7054628    4.4496E-01    1.0976E-02
   0.7076632    4.0935E-01    1.0033E-02
   0.7098720    3.4559E-01    9.8283E-03
   0.7120898    2.6407E-01    9.2346E-03
   0.7143170    2.5877E-01    9.3970E-03
   0.7165542    2.8579E-01    8.9569E-03
   0.7188018    2.9496E-01    8.7285E-03
   0.7210603    3.3135E-01    8.4900E-03
   0.7233303    3.7867E-01    8.6153E-03
   0.7256120    4.3101E-01    8.0969E-03
   0.7279060    4.8517E-01    8.3423E-03
   0.7302127    5.6399E-01    8.0653E-03
   0.7325324    6.2560E-01    8.0259E-03
   0.7348656    6.6790E-01    7.7970E-03
   0.7372125    7.2350E-01    7.7931E-03
   0.7395737    7.6402E-01    7.2622E-03
   0.7419493    7.8669E-01    7.3945E-03
   0.7443398    7.9799E-01    7.0226E-03
   0.7467455    8.0881E-01    7.0556E-03
   0.7491666    8.3245E-01    6.8519E-03
   0.7516035    8.6097E-01    6.8478E-03
   0.7540564    8.8579E-01    6.8355E-03
   0.7565256    8.7871E-01    7.0305E-03
   0.7590114    8.5938E-01    7.9311E-03
   0.7615141    7.6977E-01    8.9164E-03
   0.7640338    6.4773E-01    8.1615E-03
   0.7665707    5.6588E-01    7.5068E-03
   0.7691252    5.5168E-01    6.1613E-03
   0.7716973    5.5303E-01    5.5876E-03
   0.7742873    5.7208E-01    5.4139E-03
   0.7768953    6.1925E-01    5.3940E-03
   0.7795216    6.3006E-01    5.1855E-03
   0.7821662    6.4698E-01    5.2290E-03
   0.7848294    6.8444E-01    5.1733E-03
   0.7875112    7.1925E-01    5.2602E-03
   0.7902119    7.4113E-01    5.1690E-03
   0.7929315    7.7109E-01    5.2995E-03
   0.7956702    8.0927E-01    5.5098E-03
   0.7984279    8.6475E-01    5.7248E-03
   0.8012049    9.0067E-01    5.4571E-03
   0.8040012    9.5364E-01    5.5863E-03
   0.8068169    1.0035E+00    5.6369E-03
   0.8096521    1.0528E+00    5.7384E-03
   0.8125067    1.0459E+00    5.5389E-03
   0.8153810    1.0321E+00    5.6108E-03
   0.8182749    1.0166E+00    5.1211E-03
   0.8211884    1.0331E+00    5.1015E-03
   0.8241216    1.0451E+00    5.1781E-03
   0.8270745    1.0537E+00    5.1479E-03
   0.8300471    1.0531E+00    5.0321E-03
   0.8330394    1.0062E+00    4.8528E-03
   0.8360515    1.0249E+00    5.0250E-03
   0.8390832    1.0064E+00    5.0650E-03
   0.8421346    9.6433E-01    4.8393E-03
   0.8452057    9.0983E-01    4.6969E-03
   0.8482965    8.7720E-01    4.4698E-03
   0.8514068    8.8067E-01    4.1961E-03
   0.8545367    8.9427E-01    4.1262E-03
   0.8576861    9.2437E-01    4.0859E-03
   0.8608550    9.4545E-01    4.0928E-03
   0.8640433    9.5042E-01    4.1358E-03
   0.8672509    9.5308E-01    4.0386E-03
   0.8704779    9.6933E-01    4.0422E-03
   0.8737239    9.8347E-01    4.0194E-03
   0.8769892    1.0257E+00    4.0734E-03
   0.8802734    1.0460E+00    4.1202E-03
   0.8835766    1.0447E+00    4.0961E-03
   0.8868986    1.0439E+00    4.0216E-03
   0.8902394    1.0396E+00    4.0165E-03
   0.8935988    1.0522E+00    4.0325E-03
   0.8969767    1.0733E+00    4.1204E-03
   0.9003731    1.0832E+00    3.9711E-03
   0.9037877    1.1039E+00    4.0082E-03
   0.9072205    1.1521E+00    4.1439E-03
   0.9106714    1.1672E+00    4.1999E-03
   0.9141402    1.1896E+00    4.1578E-03
   0.9176267    1.1975E+00    4.1227E-03
   0.9211310    1.1821E+00    3.9709E-03
   0.9246526    1.1817E+00    3.9368E-03
   0.9281917    1.1826E+00    4.1138E-03
   0.9317479    1.1629E+00    4.2884E-03
   0.9353213    1.1477E+00    4.3078E-03
   0.9389115    1.1389E+00    4.2878E-03
   0.9425184    1.1552E+00    4.2113E-03
   0.9461420    1.1655E+00    4.1071E-03
   0.9497819    1.1760E+00    4.0182E-03
   0.9534381    1.1650E+00    3.8485E-03
   0.9571104    1.1679E+00    3.7461E-03
   0.9607986    1.1910E+00    3.8114E-03
   0.9645025    1.1836E+00    3.6824E-03
   0.9682220    1.1788E+00    3.5722E-03
   0.9719568    1.1828E+00    3.4821E-03
   0.9757069    1.1671E+00    3.3296E-03
   0.9794720    1.1794E+00    3.3063E-03
   0.9832519    1.1660E+00    3.2244E-03
   0.9870464    1.1388E+00    3.1995E-03
   0.9908553    1.0993E+00    3.1282E-03
   0.9946786    1.0807E+00    3.1141E-03
   0.9985158    1.0792E+00    3.0742E-03
   1.0023670    1.0875E+00    3.0204E-03
   1.0062319    1.1038E+00    2.9907E-03
   1.0101103    1.1362E+00    3.0690E-03
   1.0140018    1.1370E+00    3.0690E-03
   1.0179064    1.1406E+00    3.3505E-03
   1.0218240    1.1218E+00    2.9999E-03
   1.0257542    1.1349E+00    3.0490E-03
   1.0296969    1.1147E+00    2.9762E-03
   1.0336519    1.1278E+00    2.9845E-03
   1.0376190    1.1308E+00    2.9027E-03
   1.0415978    1.1465E+00    2.9350E-03
   1.0455884    1.1409E+00    2.8366E-03
   1.0495903    1.1639E+00    2.8307E-03
   1.0536035    1.1401E+00    2.7262E-03
   1.0576278    1.1533E+00    2.7066E-03
   1.0616628    1.1465E+00    2.6596E-03
   1.0657085    1.1542E+00    2.7101E-03
   1.0697646    1.1473E+00    2.7157E-03
   1.0738308    1.1590E+00    2.7618E-03
   1.0779071    1.1510E+00    2.7487E-03
   1.0819930    1.1620E+00    2.7585E-03
   1.0860885    1.1447E+00    2.6751E-03
   1.0901935    1.1344E+00    2.6828E-03
   1.0943075    1.1240E+00    2.6312E-03
   1.0984305    1.1459E+00    2.6860E-03
   1.1025622    1.1467E+00    2.6383E-03
   1.1067023    1.1455E+00    2.6281E-03
   1.1108508    1.1256E+00    2.6141E-03
   1.1150074    1.1368E+00    2.7100E-03
   1.1191717    1.1268E+00    2.7930E-03
   1.1233439    1.1328E+00    2.9066E-03
   1.1275234    1.1215E+00    2.9783E-03
   1.1317103    1.0906E+00    2.9061E-03
   1.1359042    1.0595E+00    2.8007E-03
   1.1401049    1.0512E+00    2.7854E-03
   1.1443123    1.0565E+00    2.7176E-03
   1.1485260    1.0870E+00    2.7296E-03
   1.1527460    1.0884E+00    2.6399E-03
   1.1569721    1.0916E+00    2.5473E-03
