#
# Generated by G. Mace, Thu Mar  1 20:10:28 2012
#
#=========================================
# Wavelength  Flux Density         Error
#(vacuum um)  (norm f_lam)  (norm f_lam)
#=========================================
   0.6456873   -7.7837E-01    3.6540E-01
   0.6479321   -3.5849E-01    3.2534E-01
   0.6501636    2.7559E-01    3.0807E-01
   0.6523829    3.6576E-01    2.9896E-01
   0.6545910    9.1520E-02    3.1105E-01
   0.6567889    1.8431E-01    3.0693E-01
   0.6589776    2.2459E-01    2.9285E-01
   0.6611581   -1.1239E-01    2.7329E-01
   0.6633313    3.4833E-01    2.7289E-01
   0.6654983    6.0963E-02    2.4599E-01
   0.6676597   -2.6908E-01    2.4889E-01
   0.6698166   -1.5258E-01    2.2502E-01
   0.6719699    4.1231E-02    2.2107E-01
   0.6741203   -2.4606E-01    2.1112E-01
   0.6762687   -8.7964E-02    2.1463E-01
   0.6784158    2.8991E-01    2.0586E-01
   0.6805626    1.3507E-01    2.0220E-01
   0.6827098   -2.2128E-01    1.7562E-01
   0.6848580    2.8930E-01    1.7392E-01
   0.6870080   -9.6210E-02    1.5693E-01
   0.6891606   -1.2384E-01    1.5303E-01
   0.6913164   -2.9602E-01    1.4590E-01
   0.6934761    3.6301E-02    1.4357E-01
   0.6956404   -1.8609E-02    1.3523E-01
   0.6978098   -1.0014E-01    1.3716E-01
   0.6999851   -7.8830E-03    1.2268E-01
   0.7021669   -8.7420E-02    1.2149E-01
   0.7043556   -1.3445E-02    1.1079E-01
   0.7065519   -4.0604E-02    1.1084E-01
   0.7087564   -1.3947E-01    1.0582E-01
   0.7109696   -5.1654E-02    1.0495E-01
   0.7131919    4.5021E-02    9.9451E-02
   0.7154241   -1.8205E-01    9.6926E-02
   0.7176663   -8.5704E-02    9.2363E-02
   0.7199193    5.9214E-02    9.2391E-02
   0.7221835   -6.8972E-02    8.7254E-02
   0.7244592   -2.4714E-02    8.3514E-02
   0.7267470    5.9994E-02    7.9978E-02
   0.7290472    4.1997E-02    8.4641E-02
   0.7313603    1.5600E-02    7.6931E-02
   0.7336866   -7.6648E-02    7.6958E-02
   0.7360266    6.4977E-02    7.1561E-02
   0.7383806   -2.5347E-03    7.2406E-02
   0.7407488   -8.5078E-02    6.7926E-02
   0.7431318   -3.7100E-03    6.6778E-02
   0.7455297    7.5922E-03    6.1275E-02
   0.7479430    1.0300E-04    7.1855E-02
   0.7503719    1.2850E-02    7.4573E-02
   0.7528167    2.3448E-02    8.3275E-02
