#
# Generated by G. Mace, Thu Mar  1 20:10:15 2012
#
#=========================================
# Wavelength  Flux Density         Error
#(vacuum um)  (norm f_lam)  (norm f_lam)
#=========================================
   0.6453949           NaN           NaN
   0.6476414           NaN           NaN
   0.6498746    1.1348E+00    6.9075E-01
   0.6520954    7.0780E-01    6.7362E-01
   0.6543049    8.3750E-02    6.6878E-01
   0.6565041   -2.1066E-02    6.0253E-01
   0.6586939   -4.2294E-02    5.4275E-01
   0.6608754    4.1219E-02    4.9926E-01
   0.6630496    1.3716E-01    4.9977E-01
   0.6652173    6.3314E-01    4.6609E-01
   0.6673794    9.8935E-01    4.7332E-01
   0.6695368    6.6598E-01    4.7114E-01
   0.6716905    2.4819E-01    4.5241E-01
   0.6738412    6.6507E-03    4.2874E-01
   0.6759899   -3.1011E-01    4.2536E-01
   0.6781371   -2.7454E-01    4.0440E-01
   0.6802839    2.4111E-02    4.0522E-01
   0.6824310    7.0713E-01    3.7565E-01
   0.6845790    4.5208E-02    3.7369E-01
   0.6867288    6.2800E-01    3.6823E-01
   0.6888810    6.5739E-02    3.6958E-01
   0.6910363    2.9801E-01    3.5608E-01
   0.6931955   -3.5051E-02    3.4735E-01
   0.6953591    4.9599E-01    3.1057E-01
   0.6975279    2.8111E-01    3.0764E-01
   0.6997024    3.4502E-01    3.0519E-01
   0.7018833    3.4070E-02    3.0996E-01
   0.7040710    4.6689E-01    2.5948E-01
   0.7062663    1.4402E+00    2.5465E-01
   0.7084697    4.0912E-01    2.4066E-01
   0.7106817   -7.7300E-02    2.4305E-01
   0.7129029    1.2673E-01    2.2483E-01
   0.7151337    1.8679E-01    2.2042E-01
   0.7173746    6.4137E-02    2.1238E-01
   0.7196262    1.2154E-01    2.1852E-01
   0.7218889    1.1456E-01    2.0482E-01
   0.7241631    1.4504E-01    2.0264E-01
   0.7264493   -1.1163E-01    1.9117E-01
   0.7287479   -5.2263E-02    1.9018E-01
   0.7310593    6.2773E-02    1.7684E-01
   0.7333838   -1.6700E-01    1.7494E-01
   0.7357220   -2.2810E-01    1.6434E-01
   0.7380741   -1.3592E-01    1.6294E-01
   0.7404405    1.6625E-01    1.4939E-01
   0.7428216    3.2820E-01    1.4771E-01
   0.7452176    6.7526E-02    1.3646E-01
   0.7476289    1.7330E-02    1.4118E-01
   0.7500557    2.0115E-02    1.3114E-01
   0.7524984    9.2180E-02    1.3106E-01
   0.7549573    7.9831E-02    1.1893E-01
   0.7574325   -2.2758E-01    1.3220E-01
   0.7599245   -1.4178E-01    1.4433E-01
   0.7624334   -3.8029E-02    1.6231E-01
   0.7649593    3.7775E-02    1.6731E-01
   0.7675026    5.4479E-03    1.5704E-01
   0.7700635   -1.7107E-01    1.2790E-01
   0.7726421    1.1389E-01    1.2116E-01
   0.7752387   -8.7555E-02    1.0451E-01
   0.7778534    8.9215E-02    1.0354E-01
   0.7804863   -1.0034E-01    9.8222E-02
   0.7831377   -3.0966E-02    1.0138E-01
   0.7858077   -1.7258E-02    9.7347E-02
   0.7884964   -1.1444E-01    9.9222E-02
   0.7912040    1.2299E-02    9.5878E-02
   0.7939305   -1.2858E-01    1.0237E-01
   0.7966762   -3.1292E-02    1.0412E-01
   0.7994409   -7.4388E-02    9.6260E-02
   0.8022250   -9.9666E-02    9.5270E-02
   0.8050284   -1.8601E-01    9.6171E-02
   0.8078512    2.0801E-02    8.9276E-02
   0.8106934    1.6846E-01    9.3392E-02
   0.8135553    2.1988E-02    8.7042E-02
   0.8164367   -4.5693E-02    8.0722E-02
   0.8193378    8.0685E-02    7.8555E-02
   0.8222585    7.0308E-02    8.2144E-02
   0.8251989   -9.1449E-02    8.1687E-02
   0.8281590    4.0648E-02    7.8958E-02
   0.8311388   -1.8748E-02    7.6209E-02
   0.8341383   -2.6010E-02    8.3495E-02
   0.8371575   -2.9170E-02    8.2926E-02
   0.8401965   -6.4142E-02    8.2013E-02
   0.8432551    1.5250E-02    7.6114E-02
   0.8463334    3.9888E-02    7.4227E-02
   0.8494313   -1.4799E-03    6.6192E-02
   0.8525488   -6.4201E-02    6.4733E-02
   0.8556859   -1.3764E-01    6.0856E-02
   0.8588424   -1.3287E-03    6.2269E-02
   0.8620184   -6.1615E-02    6.0414E-02
   0.8652138   -3.1315E-02    6.1737E-02
   0.8684285    7.5548E-02    5.9105E-02
   0.8716624   -7.0117E-04    6.1752E-02
   0.8749155    6.6179E-03    5.9296E-02
   0.8781877   -8.4913E-02    6.2187E-02
   0.8814788    1.2479E-02    6.1341E-02
   0.8847889    1.4171E-01    6.2209E-02
   0.8881178    1.5190E-01    6.0521E-02
   0.8914654    6.2971E-02    6.1077E-02
   0.8948316    1.0885E-01    5.7955E-02
   0.8982163   -1.1150E-03    5.7779E-02
   0.9016194    1.0428E-04    5.7456E-02
   0.9050407    7.6124E-02    5.8616E-02
   0.9084801    4.8114E-02    5.4638E-02
   0.9119375    6.5327E-02    5.6838E-02
   0.9154128    1.0015E-01    5.2701E-02
   0.9189059    4.0004E-02    5.3358E-02
   0.9224164    1.2030E-01    4.9634E-02
   0.9259445   -8.8455E-03    5.0592E-02
   0.9294899   -2.2766E-02    5.1444E-02
   0.9330524    3.8937E-02    5.7750E-02
   0.9366319    1.6127E-01    6.1045E-02
   0.9402282    6.9828E-02    6.3284E-02
   0.9438413    2.0767E-01    6.1225E-02
   0.9474708    6.1690E-02    5.9699E-02
   0.9511167    2.5775E-01    5.6640E-02
   0.9547789    1.8911E-01    5.3783E-02
   0.9584570    2.1811E-01    5.2004E-02
   0.9621509    1.8220E-01    4.9878E-02
   0.9658605    2.6672E-01    4.8953E-02
   0.9695857    2.8559E-01    4.8120E-02
   0.9733261    2.5972E-01    4.5366E-02
   0.9770817    3.0847E-01    4.6563E-02
   0.9808522    2.0643E-01    4.4498E-02
   0.9846374    3.0177E-01    4.7399E-02
   0.9884373    3.5372E-01    4.7021E-02
   0.9922515    3.2168E-01    4.9838E-02
   0.9960799    3.1829E-01    4.9170E-02
   0.9999223    3.2877E-01    4.9455E-02
   1.0037785    2.6177E-01    4.5141E-02
   1.0076482    2.8822E-01    4.3698E-02
   1.0115315    3.9565E-01    4.2948E-02
   1.0154278    3.9939E-01    4.7881E-02
   1.0193373    4.9870E-01    4.7436E-02
   1.0232594    4.8497E-01    5.0692E-02
   1.0271943    5.0358E-01    4.8847E-02
   1.0311415    5.5224E-01    4.8018E-02
   1.0351009    5.4548E-01    4.8472E-02
   1.0390723    5.7163E-01    4.7721E-02
   1.0430554    5.9825E-01    4.6503E-02
   1.0470501    7.0180E-01    4.4801E-02
   1.0510563    7.0901E-01    3.9690E-02
   1.0550735    6.8219E-01    3.6585E-02
   1.0591018    7.6526E-01    3.3496E-02
   1.0631407    6.9695E-01    3.3415E-02
   1.0671902    7.7165E-01    3.5865E-02
   1.0712500    8.6088E-01    4.0822E-02
   1.0753199    8.0804E-01    4.1610E-02
   1.0793997    7.9582E-01    4.6424E-02
   1.0834893    7.2317E-01    4.4087E-02
   1.0875883    7.0724E-01    4.5596E-02
   1.0916965    6.4905E-01    4.5216E-02
   1.0958139    5.3071E-01    4.3183E-02
   1.0999401    4.4154E-01    4.1034E-02
   1.1040748    3.5823E-01    3.8897E-02
   1.1082181    3.1048E-01    3.4935E-02
   1.1123695    2.6623E-01    3.1870E-02
   1.1165290    1.9001E-01    2.9496E-02
   1.1206962    2.0519E-01    2.9702E-02
   1.1248711    1.8605E-01    3.4213E-02
   1.1290534    2.3908E-01    4.0254E-02
   1.1332427    2.0035E-01    4.2099E-02
   1.1374391    2.0672E-01    4.5979E-02
   1.1416423    2.8089E-01    4.4973E-02
   1.1458521    2.2484E-01    4.3721E-02
   1.1500682    2.2579E-01    4.4933E-02
   1.1542903    2.1315E-01    4.3903E-02
   1.1585186    2.7382E-01    4.3270E-02
   1.1627525    1.7369E-01    4.1209E-02
   1.1669919    2.3111E-01    3.6696E-02
   1.1712368    2.0712E-01    3.2744E-02
   1.1754867    2.4515E-01    2.9177E-02
   1.1797416    2.5211E-01    2.6806E-02
   1.1840012    3.0114E-01    2.4627E-02
   1.1882654    3.6245E-01    2.4937E-02
   1.1925340    4.3617E-01    2.8361E-02
   1.1968067    4.5483E-01    3.3963E-02
   1.2010834    5.1015E-01    3.5240E-02
   1.2053639    5.4843E-01    3.9095E-02
   1.2096479    6.4290E-01    3.9024E-02
   1.2139354    6.7336E-01    3.7773E-02
   1.2182261    6.2167E-01    3.9586E-02
