#
# Generated by G. Mace, Wed Jul 25 15:03:08 2012
#
#=========================================
# Wavelength  Flux Density         Error
#(vacuum um)  (norm f_lam)  (norm f_lam)
#=========================================
   0.6448321    1.2000E-01    9.1454E-02
   0.6470823    3.2230E-02    8.6067E-02
   0.6493187    5.7646E-02    9.1736E-02
   0.6515425    1.2513E-01    8.3708E-02
   0.6537547   -8.3728E-02    7.7903E-02
   0.6559563    5.5159E-02    6.6735E-02
   0.6581484   -2.7521E-02    6.3466E-02
   0.6603319    6.9581E-02    6.2054E-02
   0.6625078    2.1495E-01    6.4467E-02
   0.6646770    1.5558E-01    6.2965E-02
   0.6668404    2.1502E-01    5.9492E-02
   0.6689990    1.2267E-01    5.7382E-02
   0.6711535    1.2102E-02    5.5304E-02
   0.6733049    9.6875E-02    5.1170E-02
   0.6754540    1.4663E-01    5.0931E-02
   0.6776015    1.0641E-01    4.7638E-02
   0.6797484    1.1064E-02    4.6775E-02
   0.6818953    9.4068E-02    4.4162E-02
   0.6840430    3.6218E-02    4.5470E-02
   0.6861922    2.1768E-02    4.4429E-02
   0.6883438    8.7588E-02    4.1614E-02
   0.6904982    1.8872E-01    4.0887E-02
   0.6926564    8.8947E-02    3.8103E-02
   0.6948189    8.4644E-02    3.5096E-02
   0.6969863    6.5843E-02    3.5141E-02
   0.6991593    1.3110E-01    3.1943E-02
   0.7013385    2.8813E-02    3.0998E-02
   0.7035245    1.0198E-01    2.8413E-02
   0.7057179    6.2105E-02    2.9317E-02
   0.7079192    4.8126E-02    2.6843E-02
   0.7101291    8.2790E-02    2.6897E-02
   0.7123479    1.1652E-01    2.4478E-02
   0.7145762    9.2486E-02    2.4803E-02
   0.7168146    6.1411E-02    2.3258E-02
   0.7190635    8.8977E-02    2.4502E-02
   0.7213233    1.4753E-01    2.2386E-02
   0.7235946    9.6918E-02    2.1368E-02
   0.7258778    1.0845E-01    2.0697E-02
   0.7281733    1.1060E-01    2.1246E-02
   0.7304814    1.2436E-01    1.9311E-02
   0.7328026    1.0771E-01    1.9469E-02
   0.7351374    9.8432E-02    1.7777E-02
   0.7374860    1.2460E-01    1.7799E-02
   0.7398488    9.0179E-02    1.6594E-02
   0.7422262    1.4010E-01    1.6289E-02
   0.7446184    1.0066E-01    1.4658E-02
   0.7470258    1.0129E-01    1.5445E-02
   0.7494488    1.1052E-01    1.4432E-02
   0.7518875    1.0992E-01    1.4206E-02
   0.7543423    9.0103E-02    1.3348E-02
   0.7568135    1.1136E-01    1.4647E-02
   0.7593012    9.5381E-02    1.6267E-02
   0.7618058    7.5279E-02    1.9617E-02
   0.7643275    3.7207E-02    1.7766E-02
   0.7668664    5.6662E-02    1.5858E-02
   0.7694229    5.6645E-02    1.3139E-02
   0.7719970    6.9414E-02    1.2397E-02
   0.7745891    8.5914E-02    1.2198E-02
   0.7771993    1.1957E-01    1.1672E-02
   0.7798277    1.1115E-01    1.0797E-02
   0.7824744    1.3620E-01    1.1040E-02
   0.7851398    1.3141E-01    1.0798E-02
   0.7878238    1.0432E-01    1.0752E-02
   0.7905266    1.2215E-01    1.0258E-02
   0.7932485    1.1722E-01    1.0287E-02
   0.7959893    1.0630E-01    1.0391E-02
   0.7987493    1.3234E-01    1.0835E-02
   0.8015285    1.4093E-01    1.0418E-02
   0.8043271    1.6706E-01    1.0118E-02
   0.8071450    1.8137E-01    1.0158E-02
   0.8099825    2.1394E-01    1.0210E-02
   0.8128394    2.4060E-01    1.0015E-02
   0.8157160    2.5423E-01    1.0176E-02
   0.8186121    2.7854E-01    9.3408E-03
   0.8215279    2.7176E-01    9.4818E-03
   0.8244634    2.6650E-01    9.3591E-03
   0.8274186    2.9700E-01    9.2750E-03
   0.8303934    2.9060E-01    9.1973E-03
   0.8333880    2.7038E-01    8.9940E-03
   0.8364024    2.9213E-01    8.9580E-03
   0.8394364    2.7297E-01    9.3219E-03
   0.8424901    2.7688E-01    8.7189E-03
   0.8455635    2.4878E-01    8.9353E-03
   0.8486565    2.4557E-01    8.0431E-03
   0.8517691    2.4747E-01    7.5456E-03
   0.8549013    2.5309E-01    7.1799E-03
   0.8580530    2.4625E-01    7.1579E-03
   0.8612241    2.3386E-01    6.8413E-03
   0.8644147    2.1860E-01    6.8892E-03
   0.8676246    2.0938E-01    6.8070E-03
   0.8708537    2.2526E-01    6.7013E-03
   0.8741020    2.5200E-01    6.7391E-03
   0.8773695    2.4503E-01    6.9342E-03
   0.8806559    2.8151E-01    6.9883E-03
   0.8839613    2.9075E-01    7.0149E-03
   0.8872855    3.0899E-01    6.9883E-03
   0.8906284    3.1607E-01    7.0142E-03
   0.8939900    3.2601E-01    6.7603E-03
   0.8973700    3.5171E-01    6.8818E-03
   0.9007685    3.7764E-01    6.6571E-03
   0.9041853    3.9995E-01    6.6095E-03
   0.9076202    4.3888E-01    6.8755E-03
   0.9110731    4.7942E-01    6.9704E-03
   0.9145440    4.8023E-01    6.7320E-03
   0.9180326    5.1251E-01    6.8672E-03
   0.9215389    5.1442E-01    6.5277E-03
   0.9250626    5.1191E-01    6.7125E-03
   0.9286036    5.0548E-01    6.9631E-03
   0.9321619    5.0071E-01    7.3565E-03
   0.9357372    5.1092E-01    7.6254E-03
   0.9393293    5.3690E-01    7.5226E-03
   0.9429382    5.5744E-01    7.3643E-03
   0.9465637    5.6413E-01    7.0929E-03
   0.9502055    5.8874E-01    6.9312E-03
   0.9538636    5.9591E-01    6.6369E-03
   0.9575378    5.8894E-01    6.2356E-03
   0.9612278    5.9619E-01    6.2311E-03
   0.9649335    5.9361E-01    6.1245E-03
   0.9686548    6.1291E-01    6.1028E-03
   0.9723914    6.4004E-01    6.0044E-03
   0.9761432    6.5010E-01    5.7370E-03
   0.9799100    6.6634E-01    5.6258E-03
   0.9836916    6.6357E-01    5.7021E-03
   0.9874878    6.1398E-01    5.5348E-03
   0.9912984    5.4950E-01    5.5448E-03
   0.9951233    5.3227E-01    5.5447E-03
   0.9989622    5.4038E-01    5.4598E-03
   1.0028150    5.6884E-01    5.2370E-03
   1.0066814    6.0542E-01    5.2636E-03
   1.0105613    6.4150E-01    5.2450E-03
   1.0144544    6.6480E-01    5.4471E-03
   1.0183606    6.6410E-01    5.4582E-03
   1.0222796    6.6397E-01    5.5675E-03
   1.0262113    6.6725E-01    5.5159E-03
   1.0301554    6.7988E-01    5.3956E-03
   1.0341119    7.1810E-01    5.5770E-03
   1.0380802    7.4665E-01    5.5048E-03
   1.0420605    7.6577E-01    5.4187E-03
   1.0460523    7.5064E-01    5.2067E-03
   1.0500556    7.3759E-01    4.9432E-03
   1.0540701    7.0747E-01    4.5702E-03
   1.0580957    6.8469E-01    4.3893E-03
