#
# Generated by G. Mace, Thu Mar  1 20:10:18 2012
#
#=========================================
# Wavelength  Flux Density         Error
#(vacuum um)  (norm f_lam)  (norm f_lam)
#=========================================
   0.6458006    2.5642E-02    3.3207E-02
   0.6479456   -1.2926E-02    3.3111E-02
   0.6500823   -5.6681E-03    3.1364E-02
   0.6522118   -1.2603E-03    3.0119E-02
   0.6543347   -2.4076E-02    2.9903E-02
   0.6564521    3.4984E-02    2.6396E-02
   0.6585645    3.2659E-02    2.5308E-02
   0.6606730    5.4994E-02    2.3130E-02
   0.6627781    5.9551E-02    2.4627E-02
   0.6648808   -2.4169E-02    2.3271E-02
   0.6669818   -1.9933E-02    2.4704E-02
   0.6690817    2.3997E-02    2.2699E-02
   0.6711814    6.2584E-03    2.2657E-02
   0.6732814    1.8283E-02    2.1380E-02
   0.6753826    2.0609E-02    2.0436E-02
   0.6774856   -2.8436E-03    1.9576E-02
   0.6795910   -3.4880E-03    1.9503E-02
   0.6816995   -1.0336E-02    1.7671E-02
   0.6838116    3.5520E-02    1.7972E-02
   0.6859280    2.0046E-02    1.7495E-02
   0.6880494    2.7341E-02    1.7056E-02
   0.6901762    3.1866E-02    1.6922E-02
   0.6923091    2.5420E-02    1.6049E-02
   0.6944485    5.7846E-03    1.4298E-02
   0.6965951    2.1576E-02    1.4490E-02
   0.6987494    2.7627E-02    1.3075E-02
   0.7009118    2.0487E-02    1.3005E-02
   0.7030829   -6.5696E-03    1.2157E-02
   0.7052631   -1.3544E-03    1.1701E-02
   0.7074530    2.7767E-02    1.1340E-02
   0.7096528    1.5437E-03    1.1169E-02
   0.7118633    1.1742E-02    1.0373E-02
   0.7140846    3.3319E-02    1.0641E-02
   0.7163174    2.0821E-02    9.7352E-03
   0.7185618    2.3497E-02    9.6786E-03
   0.7208185    1.0612E-02    9.2240E-03
   0.7230876    2.2782E-02    8.8929E-03
   0.7253697   -4.6575E-03    8.5506E-03
   0.7276650    6.2393E-03    8.6965E-03
   0.7299740    1.7992E-02    8.0619E-03
   0.7322968    7.3956E-03    7.8863E-03
   0.7346340    1.8674E-02    7.2775E-03
   0.7369857   -8.9885E-04    7.2929E-03
   0.7393523    1.9044E-03    6.8104E-03
   0.7417340    7.8926E-03    6.8647E-03
   0.7441312    7.5311E-03    6.0357E-03
   0.7465441    2.0188E-03    6.4631E-03
   0.7489730    1.0607E-02    5.8893E-03
   0.7514180    1.7643E-02    6.0073E-03
   0.7538795    4.8064E-03    5.4623E-03
   0.7563576    8.9538E-03    5.8035E-03
   0.7588527    6.7188E-03    6.5182E-03
   0.7613648   -4.7280E-03    7.1298E-03
   0.7638942    4.5321E-03    6.6928E-03
   0.7664411    1.1365E-02    6.2080E-03
   0.7690057   -5.9408E-03    5.0817E-03
   0.7715880    6.7326E-03    4.9147E-03
   0.7741883    1.3061E-02    4.8927E-03
   0.7768068    1.8041E-02    4.6537E-03
   0.7794435    1.2473E-02    4.3961E-03
   0.7820986    1.4435E-02    4.3542E-03
   0.7847722    5.2111E-03    4.1620E-03
   0.7874645    6.7080E-03    4.1774E-03
   0.7901755    5.5360E-03    3.9724E-03
   0.7929054    1.5784E-02    3.9801E-03
   0.7956542    7.0404E-03    4.0560E-03
   0.7984220    7.5502E-03    4.0677E-03
   0.8012089    1.4211E-02    3.7656E-03
   0.8040149    1.1793E-02    3.8190E-03
   0.8068402    7.9145E-03    3.6781E-03
   0.8096848    1.9614E-02    3.6390E-03
   0.8125486    2.4775E-02    3.5019E-03
   0.8154318    1.7544E-02    3.5350E-03
   0.8183344    1.9334E-02    3.2438E-03
   0.8212564    2.3986E-02    3.2945E-03
   0.8241978    2.5504E-02    3.2302E-03
   0.8271587    2.1569E-02    3.1873E-03
   0.8301390    2.0213E-02    3.0930E-03
   0.8331388    2.2392E-02    3.0879E-03
   0.8361580    2.4992E-02    3.1039E-03
   0.8391966    3.0772E-02    3.1408E-03
   0.8422546    3.1090E-02    2.9557E-03
   0.8453319    3.9785E-02    3.0090E-03
   0.8484286    3.4298E-02    2.6985E-03
   0.8515446    3.6208E-02    2.5900E-03
