# SpeX prism spectrum of HD29647 obtained 2005 Dec 31 by Adam J. Burgasser
# Spectrum in f_lambda arbitrarily normalized
# 
# THIS SPECTRUM MAY NOT BE USED OR REPRODUCED WITHOUT EXPRESS PERMISSION FROM A. BURGASSER
# 
# Wavelength (um)    Flux (f_lambda)    Noise (f_lambda)
# -------------------------------------------------------------------------
     0.651937    1.91923e-12    1.25841e-14
     0.654147    1.81440e-12    1.14723e-14
     0.656347    1.72345e-12    1.01851e-14
     0.658537    1.71997e-12    9.49243e-15
     0.660719    1.76369e-12    9.31439e-15
     0.662894    1.78472e-12    9.22812e-15
     0.665062    1.83746e-12    9.32102e-15
     0.667225    1.89189e-12    9.28140e-15
     0.669382    1.89954e-12    8.88580e-15
     0.671536    1.89625e-12    8.60049e-15
     0.673687    1.90505e-12    8.49968e-15
     0.675836    1.89332e-12    8.15749e-15
     0.677983    1.89266e-12    7.93267e-15
     0.680130    1.90503e-12    7.65681e-15
     0.682277    1.89352e-12    7.46472e-15
     0.684425    1.90058e-12    7.51932e-15
     0.686575    1.90070e-12    7.35745e-15
     0.688727    1.90713e-12    7.22843e-15
     0.690882    1.90016e-12    7.01518e-15
     0.693041    1.90987e-12    6.36882e-15
     0.695204    1.90719e-12    6.22422e-15
     0.697372    1.90280e-12    5.93646e-15
     0.699546    1.89901e-12    5.79734e-15
     0.701727    1.92584e-12    5.68086e-15
     0.703914    1.90125e-12    5.29535e-15
     0.706109    1.90330e-12    5.23246e-15
     0.708312    1.91000e-12    4.96833e-15
     0.710523    1.90718e-12    4.77944e-15
     0.712743    1.92479e-12    4.70899e-15
     0.714974    1.91131e-12    4.57567e-15
     0.717214    1.91859e-12    4.39885e-15
     0.719465    1.92196e-12    4.45626e-15
     0.721726    1.92446e-12    4.23254e-15
     0.724000    1.92736e-12    4.21850e-15
     0.726285    1.92212e-12    3.96979e-15
     0.728583    1.91312e-12    3.83349e-15
     0.730893    1.91442e-12    3.71944e-15
     0.733217    1.92368e-12    3.68779e-15
     0.735554    1.91190e-12    3.55798e-15
     0.737905    1.92513e-12    3.53243e-15
     0.740270    1.92262e-12    3.38903e-15
     0.742650    1.91340e-12    3.31482e-15
     0.745045    1.91968e-12    3.24635e-15
     0.747456    1.92757e-12    3.18473e-15
