#
# Generated by G. Mace, Wed Mar 14 15:43:05 2012
#
#=========================================
# Wavelength  Flux Density         Error
#(vacuum um)  (norm f_lam)  (norm f_lam)
#=========================================
   0.6441897   -7.3891E-02    3.5128E-01
   0.6463529   -1.4917E-01    3.0718E-01
   0.6485054    6.6092E-01    3.0456E-01
   0.6506481    4.3890E-01    3.0342E-01
   0.6527819   -2.0186E-01    2.9327E-01
   0.6549078   -2.9589E-01    3.0241E-01
   0.6570268    2.9926E-01    2.6786E-01
   0.6591398    1.9164E-02    2.4144E-01
   0.6612476    1.1959E-01    2.3754E-01
   0.6633511   -2.7919E-01    2.2126E-01
   0.6654511    1.0441E-01    2.2758E-01
   0.6675485    7.0056E-02    2.2317E-01
   0.6696442    2.7797E-01    2.2479E-01
   0.6717388   -3.1470E-01    2.1039E-01
   0.6738331   -2.7422E-01    2.1058E-01
   0.6759280   -2.8819E-02    1.9704E-01
   0.6780241   -2.1184E-01    2.0343E-01
   0.6801221   -1.5767E-01    1.8277E-01
   0.6822228   -1.5530E-01    1.8429E-01
   0.6843268   -2.8071E-02    1.7777E-01
   0.6864347   -4.5830E-02    1.6893E-01
   0.6885474    9.7730E-02    1.6987E-01
   0.6906652   -8.0404E-02    1.6855E-01
   0.6927890    4.5607E-01    1.5222E-01
   0.6949192   -7.2429E-02    1.5121E-01
   0.6970564    1.6698E-01    1.3624E-01
   0.6992012    2.5669E-01    1.3245E-01
   0.7013543    1.9906E-01    1.2359E-01
   0.7035159    8.2845E-02    1.1972E-01
   0.7056867    1.1893E-01    1.1520E-01
   0.7078673   -2.1536E-02    1.1756E-01
   0.7100581    4.5809E-02    1.0940E-01
   0.7122595    1.6024E-01    1.1131E-01
   0.7144720   -2.7044E-01    1.0351E-01
   0.7166960   -2.0032E-01    1.0272E-01
   0.7189320    3.1464E-02    9.5904E-02
   0.7211805    4.5631E-02    9.2717E-02
   0.7234417   -6.4215E-02    8.9296E-02
   0.7257161    1.1846E-01    9.3073E-02
   0.7280040    2.6450E-01    8.6601E-02
   0.7303059   -4.1551E-02    8.4758E-02
   0.7326219    7.4530E-02    8.0256E-02
   0.7349526    1.7553E-01    7.9029E-02
   0.7372982    4.5591E-02    7.6552E-02
   0.7396590    1.0352E-01    7.3525E-02
   0.7420354   -1.2413E-01    6.7423E-02
   0.7444275   -1.3725E-02    6.9256E-02
   0.7468357    3.4488E-02    6.4209E-02
   0.7492603    1.1269E-01    6.4956E-02
   0.7517014    2.0171E-02    6.0284E-02
   0.7541595    8.0569E-02    6.0943E-02
   0.7566345   -4.9423E-02    5.9949E-02
   0.7591268   -4.5954E-02    6.6607E-02
   0.7616366    8.4086E-03    7.2104E-02
   0.7641641   -3.6012E-02    8.2600E-02
   0.7667094   -1.0033E-02    6.7705E-02
   0.7692728    3.5673E-02    6.2264E-02
   0.7718544    3.4258E-02    5.7778E-02
   0.7744544    1.3487E-01    5.4652E-02
   0.7770728    1.0054E-01    5.1605E-02
   0.7797100    1.4443E-01    5.1739E-02
   0.7823659    7.8527E-02    4.9951E-02
   0.7850407   -1.7428E-02    5.0560E-02
   0.7877345   -3.6972E-02    4.8389E-02
   0.7904475    5.9823E-02    4.8738E-02
   0.7931796    3.7727E-02    4.6805E-02
   0.7959310    1.9019E-01    4.7535E-02
   0.7987018    1.2225E-01    4.5245E-02
   0.8014919   -7.6539E-02    4.3986E-02
   0.8043016    1.9931E-03    4.3249E-02
   0.8071308   -6.6071E-02    4.3274E-02
   0.8099796   -6.9787E-04    4.1807E-02
   0.8128480   -2.4090E-02    4.2522E-02
   0.8157361    1.3419E-02    4.0359E-02
   0.8186439    3.6015E-02    4.1459E-02
   0.8215712   -2.3804E-02    4.0083E-02
   0.8245184   -1.0928E-02    4.0000E-02
   0.8274851   -4.5043E-02    3.9748E-02
   0.8304716    1.3435E-02    4.1030E-02
   0.8334778    6.3100E-02    3.8520E-02
   0.8365036   -1.7098E-02    3.9838E-02
   0.8395491    6.3781E-02    3.8395E-02
   0.8426141   -1.3185E-02    4.1290E-02
   0.8456987    1.7278E-02    3.6715E-02
   0.8488028    3.8884E-02    3.6280E-02
   0.8519264   -9.1166E-03    3.4763E-02
   0.8550694   -1.2841E-02    3.4007E-02
   0.8582317   -1.8297E-02    3.3154E-02
   0.8614134    3.0426E-02    3.4642E-02
   0.8646142   -3.6467E-02    3.4857E-02
   0.8678342    1.8620E-02    3.4582E-02
   0.8710732    1.2905E-01    3.3489E-02
   0.8743312    6.4606E-03    3.3040E-02
   0.8776082    4.5414E-02    3.3692E-02
   0.8809038    6.3183E-02    3.4028E-02
   0.8842182    5.3694E-03    3.2380E-02
   0.8875512   -7.7933E-03    3.4443E-02
   0.8909026    1.8516E-02    3.2848E-02
   0.8942724   -2.2790E-02    3.3066E-02
   0.8976604   -4.1838E-02    3.0612E-02
   0.9010665    1.3952E-02    2.9953E-02
   0.9044907    1.7103E-03    2.9328E-02
   0.9079327    5.5501E-02    2.8848E-02
   0.9113925    9.3800E-02    2.7080E-02
   0.9148698    5.6601E-02    2.7588E-02
   0.9183646    6.1419E-02    2.5617E-02
   0.9218768    4.4940E-02    2.6278E-02
   0.9254061   -1.2033E-02    2.7360E-02
   0.9289525    5.2534E-02    2.9651E-02
   0.9325157    8.2946E-02    3.1158E-02
   0.9360956    6.2582E-02    3.3063E-02
   0.9396921    1.4240E-01    3.2526E-02
   0.9433050    4.8099E-02    3.2423E-02
   0.9469341    7.5989E-02    3.1007E-02
   0.9505793    7.9903E-02    3.0242E-02
   0.9542404    7.3838E-02    2.8055E-02
   0.9579173    7.2019E-02    2.7055E-02
   0.9616097    7.1860E-02    2.5239E-02
   0.9653175    9.9844E-02    2.4693E-02
   0.9690405    4.9255E-02    2.3780E-02
   0.9727786    6.0189E-02    2.3889E-02
   0.9765314    1.6066E-01    2.3370E-02
   0.9802990    1.2363E-01    2.3418E-02
   0.9840810    1.2425E-01    2.3135E-02
   0.9878774    1.3737E-01    2.3756E-02
   0.9916878    1.7222E-01    2.5566E-02
   0.9955122    2.3947E-01    2.6298E-02
   0.9993503    2.4630E-01    2.5994E-02
   1.0032020    1.7113E-01    2.4820E-02
   1.0070670    2.0223E-01    2.4092E-02
   1.0109451    2.8310E-01    2.4990E-02
   1.0148362    3.1094E-01    2.5494E-02
   1.0187401    2.8818E-01    2.6260E-02
   1.0226564    3.7266E-01    2.5573E-02
   1.0265852    3.8954E-01    2.5728E-02
   1.0305262    3.9344E-01    2.4622E-02
   1.0344790    4.1583E-01    2.4908E-02
   1.0384437    4.9048E-01    2.4186E-02
   1.0424199    5.0173E-01    2.3817E-02
   1.0464075    5.4239E-01    2.3046E-02
   1.0504062    5.6390E-01    2.1335E-02
   1.0544159    5.9579E-01    1.9820E-02
   1.0584363    5.9224E-01    1.8976E-02
   1.0624673    6.2991E-01    1.7455E-02
   1.0665087    6.4919E-01    1.9342E-02
   1.0705601    6.3118E-01    2.1048E-02
   1.0746214    6.6442E-01    2.2147E-02
   1.0786926    6.4883E-01    2.3591E-02
   1.0827732    6.5778E-01    2.3105E-02
   1.0868630    5.9767E-01    2.3025E-02
   1.0909622    5.1252E-01    2.3474E-02
   1.0950701    3.3655E-01    2.2607E-02
   1.0991868    2.6224E-01    2.3314E-02
   1.1033119    1.9901E-01    2.1489E-02
   1.1074454    1.8786E-01    1.9149E-02
   1.1115869    1.0589E-01    1.7397E-02
   1.1157364    7.0810E-02    1.6377E-02
   1.1198934    6.7275E-02    1.5525E-02
   1.1240580    5.2591E-02    1.7034E-02
   1.1282300    6.6812E-02    1.9855E-02
   1.1324089   -1.1164E-02    2.1527E-02
   1.1365948    1.9168E-02    2.1840E-02
   1.1407872    3.5140E-02    2.3779E-02
   1.1449863    4.8125E-02    2.1843E-02
   1.1491915    3.4750E-02    2.2759E-02
   1.1534029    2.0312E-02    2.2571E-02
   1.1576202    2.5521E-02    2.1777E-02
   1.1618431    2.4385E-02    2.1299E-02
   1.1660715    3.4446E-02    1.9747E-02
   1.1703053    5.3621E-02    1.7833E-02
   1.1745441    5.1267E-02    1.5932E-02
   1.1787878    8.5732E-02    1.4156E-02
   1.1830363    1.1136E-01    1.3000E-02
   1.1872894    1.1946E-01    1.2398E-02
   1.1915468    1.9228E-01    1.3883E-02
   1.1958083    1.9001E-01    1.7044E-02
   1.2000738    2.4722E-01    1.9165E-02
   1.2043431    2.8797E-01    1.9927E-02
   1.2086159    3.1151E-01    2.1281E-02
   1.2128923    3.9528E-01    1.9951E-02
   1.2171718    4.1326E-01    2.0718E-02
   1.2214544    4.5952E-01    2.0759E-02
   1.2257398    5.7877E-01    2.0657E-02
   1.2300280    5.7525E-01    2.0964E-02
   1.2343187    6.7450E-01    1.9982E-02
   1.2386118    7.1850E-01    1.8588E-02
   1.2429069    7.9430E-01    1.7072E-02
   1.2472042    8.3470E-01    1.5945E-02
   1.2515032    8.9287E-01    1.5913E-02
   1.2558039    1.0055E+00    1.7439E-02
   1.2601062    9.9454E-01    1.9531E-02
   1.2644097    1.0154E+00    2.4767E-02
   1.2687144    1.1034E+00    2.8494E-02
   1.2730201    1.0200E+00    3.4050E-02
   1.2773266    1.0949E+00    3.1782E-02
   1.2816339    9.1569E-01    2.7826E-02
   1.2859416    9.0794E-01    2.6370E-02
   1.2902497    7.6656E-01    2.2845E-02
   1.2945580    6.8458E-01    2.1582E-02
   1.2988664    6.6431E-01    2.1246E-02
   1.3031747    5.2435E-01    2.0692E-02
   1.3074828    4.8074E-01    2.1582E-02
   1.3117905    4.3395E-01    2.0911E-02
   1.3160976    4.0618E-01    2.0253E-02
   1.3204041    3.3532E-01    1.8076E-02
   1.3247097    2.6883E-01    1.6106E-02
   1.3290143    1.3755E-01    1.4799E-02
