# SpeX prism spectrum of 0144-0716 obtained 2005 Dec 31 by Adam J. Burgasser
# Spectrum in f_lambda arbitrarily normalized
# 
# THIS SPECTRUM MAY NOT BE USED OR REPRODUCED WITHOUT EXPRESS PERMISSION FROM A. BURGASSER
# 
# Wavelength (um)    Flux (f_lambda)    Noise (f_lambda)
# -------------------------------------------------------------------------
     0.648270    5.57277e-17    6.93739e-17
     0.650500    8.73591e-17    6.18154e-17
     0.652717    1.21380e-16    6.27660e-17
     0.654924    1.30358e-16    5.23808e-17
     0.657120    1.10208e-16    5.02275e-17
     0.659308    1.07437e-16    4.82925e-17
     0.661487    8.83456e-17    4.96859e-17
     0.663659    8.34674e-17    5.00343e-17
     0.665825    1.33023e-16    5.08978e-17
     0.667986    3.34128e-17    5.25402e-17
     0.670142    1.59140e-16    4.78543e-17
     0.672295    9.51738e-17    4.70199e-17
     0.674445   -1.76588e-17    4.54697e-17
     0.676593    1.60966e-18    4.33170e-17
     0.678740   -1.49828e-18    4.30582e-17
     0.680887    5.88894e-17    4.15288e-17
     0.683034   -4.22347e-17    4.18126e-17
     0.685183    5.79326e-17    3.91609e-17
     0.687333    4.79461e-17    3.82166e-17
     0.689486    4.00883e-17    3.58091e-17
     0.691643    1.37460e-17    3.82832e-17
     0.693803    1.55509e-16    3.37212e-17
     0.695968    2.28667e-17    3.31406e-17
     0.698138    4.82499e-17    3.15091e-17
     0.700314   -3.03786e-17    3.11173e-17
     0.702497    1.19196e-16    2.99930e-17
     0.704687    7.03104e-17    3.03666e-17
     0.706885    7.73891e-17    2.61147e-17
     0.709090    1.55935e-16    2.34512e-17
     0.711305    7.14457e-17    1.78935e-17
     0.713529    1.76615e-17    6.42817e-18
     0.715762   -2.12768e-17    2.88364e-18
     0.718006   -7.92116e-17    1.26670e-17
     0.720261   -1.25503e-18    1.60530e-17
     0.722527    4.85024e-17    1.86060e-17
     0.724804    3.15390e-17    1.83911e-17
     0.727094    1.85289e-18    4.31883e-19
     0.729396    5.38424e-17    1.86384e-17
     0.731711    1.56526e-17    1.92451e-17
     0.734039    3.80226e-17    1.88625e-17
     0.736381   -2.70906e-17    1.93470e-17
     0.738738    1.79596e-17    1.87275e-17
     0.741108    3.41406e-18    1.88197e-17
     0.743493    2.39953e-17    1.79915e-17
     0.745893    3.49170e-17    1.82965e-17
     0.748309    1.61317e-17    1.73466e-17
     0.750740    3.91164e-17    1.74055e-17
     0.753188    2.14202e-17    1.70129e-17
     0.755651    3.03690e-17    1.71255e-17
     0.758131    7.91223e-18    1.66089e-17
     0.760628    1.17242e-17    1.63885e-17
     0.763141    8.41115e-18    1.47027e-17
     0.765672   -4.23440e-18    1.45375e-17
     0.768220    5.39050e-18    1.40425e-17
     0.770786    2.41790e-19    1.46793e-17
     0.773370   -3.54661e-18    1.44486e-17
     0.775971   -1.79739e-17    1.48419e-17
     0.778591    3.44837e-18    1.45692e-17
     0.781229    3.12318e-17    1.41937e-17
     0.783886    4.59372e-17    1.35813e-17
     0.786561    3.97826e-17    1.34510e-17
     0.789255    4.09983e-17    1.30966e-17
     0.791968    2.69528e-17    1.28997e-17
     0.794700    6.52565e-17    1.24890e-17
     0.797451    3.27480e-17    1.23782e-17
     0.800221    5.19100e-17    1.20084e-17
     0.803010    7.24861e-17    1.21106e-17
     0.805819    7.95341e-17    1.20863e-17
     0.808648    7.53822e-17    1.13926e-17
     0.811495    6.93753e-17    1.05715e-17
     0.814363    7.72753e-17    1.03880e-17
     0.817250    9.29291e-17    1.00867e-17
     0.820156    8.78466e-17    1.02355e-17
     0.823082    1.00534e-16    1.00632e-17
     0.826028    1.15974e-16    1.00657e-17
     0.828994    1.10952e-16    9.90628e-18
     0.831979    1.55156e-16    1.11322e-17
     0.834984    1.17975e-16    9.91749e-18
     0.838009    9.94795e-17    1.01917e-17
     0.841054    1.29286e-16    9.83983e-18
     0.844118    1.21346e-16    9.98920e-18
     0.847202    1.24506e-16    9.59168e-18
     0.850305    1.27189e-16    9.59005e-18
     0.853428    1.26265e-16    9.10705e-18
     0.856571    1.19560e-16    9.04706e-18
     0.859733    1.05479e-16    8.69307e-18
     0.862914    8.41278e-17    8.72547e-18
     0.866115    8.38043e-17    8.46633e-18
     0.869335    8.14725e-17    8.53585e-18
     0.872574    9.32724e-17    8.32983e-18
     0.875833    7.94980e-17    8.42128e-18
     0.879110    1.08293e-16    8.20782e-18
     0.882407    1.02532e-16    8.13111e-18
     0.885722    1.15843e-16    7.93530e-18
     0.889056    1.29994e-16    7.74215e-18
     0.892409    1.39947e-16    7.44190e-18
     0.895780    1.40261e-16    7.25234e-18
     0.899170    1.54224e-16    6.62464e-18
     0.902579    1.40686e-16    6.55386e-18
     0.906005    1.63723e-16    6.36146e-18
     0.909449    1.78302e-16    6.33863e-18
     0.912912    1.90953e-16    6.13732e-18
     0.916392    1.95064e-16    6.18192e-18
     0.919890    2.03766e-16    5.84567e-18
     0.923406    2.05036e-16    5.98545e-18
     0.926939    2.22596e-16    6.02007e-18
     0.930489    2.28645e-16    6.22323e-18
     0.934056    2.31268e-16    6.21453e-18
     0.937640    2.43375e-16    6.14855e-18
     0.941241    2.51962e-16    5.95132e-18
     0.944859    2.68197e-16    5.96716e-18
     0.948493    2.80367e-16    5.65033e-18
     0.952144    2.78505e-16    5.46403e-18
     0.955810    2.87472e-16    5.21129e-18
     0.959493    2.89336e-16    5.15883e-18
     0.963191    2.90172e-16    5.14549e-18
     0.966905    3.02819e-16    5.20995e-18
     0.970635    3.13526e-16    5.24704e-18
     0.974379    3.43781e-16    5.35085e-18
     0.978139    3.37642e-16    5.17461e-18
     0.981914    3.33107e-16    5.29093e-18
     0.985703    3.21137e-16    5.23416e-18
     0.989507    2.85248e-16    5.35021e-18
     0.993325    2.56084e-16    5.29149e-18
     0.997158    2.34563e-16    5.24346e-18
      1.00100    2.49664e-16    5.05271e-18
      1.00486    2.61290e-16    4.94949e-18
      1.00874    2.78434e-16    4.85659e-18
      1.01262    2.93801e-16    5.05801e-18
      1.01652    3.01381e-16    4.98878e-18
      1.02044    2.95725e-16    5.37309e-18
      1.02436    3.16056e-16    4.98471e-18
      1.02830    3.16677e-16    4.93301e-18
      1.03225    3.37783e-16    4.89128e-18
      1.03622    3.46490e-16    4.79592e-18
      1.04019    3.65395e-16    4.73319e-18
      1.04418    3.88335e-16    4.65027e-18
      1.04817    3.90708e-16    4.35569e-18
      1.05218    3.84583e-16    4.08620e-18
      1.05620    4.12245e-16    3.87634e-18
      1.06024    4.10073e-16    4.08003e-18
      1.06428    4.22385e-16    3.76568e-18
      1.06833    4.31370e-16    3.98576e-18
      1.07239    4.51733e-16    4.03689e-18
      1.07646    4.54847e-16    4.34041e-18
      1.08055    4.75592e-16    4.28588e-18
      1.08464    4.82795e-16    4.31610e-18
      1.08874    4.99339e-16    4.28725e-18
      1.09285    5.11405e-16    4.11649e-18
      1.09697    5.24858e-16    4.11952e-18
      1.10110    5.20685e-16    4.01786e-18
      1.10524    5.20620e-16    4.10564e-18
      1.10938    5.16837e-16    3.69057e-18
