#
# Generated by G. Mace, Wed Mar 14 15:41:36 2012
#
#=========================================
# Wavelength  Flux Density         Error
#(vacuum um)  (norm f_lam)  (norm f_lam)
#=========================================
   0.6447201    4.1498E-01    1.9224E-01
   0.6468806    1.7371E-01    1.8597E-01
   0.6490306    2.3182E-01    1.9042E-01
   0.6511710    1.6077E-01    1.7742E-01
   0.6533028   -2.6255E-01    1.7282E-01
   0.6554270    1.7142E-01    1.6199E-01
   0.6575444    3.9658E-02    1.4489E-01
   0.6596560    3.2703E-01    1.4214E-01
   0.6617627    1.9281E-01    1.3780E-01
   0.6638653    1.2073E-01    1.3465E-01
   0.6659646    3.4645E-01    1.3365E-01
   0.6680615   -1.5071E-02    1.3183E-01
   0.6701568   -1.6306E-01    1.2640E-01
   0.6722513    3.3278E-02    1.2303E-01
   0.6743457    2.4381E-01    1.2124E-01
   0.6764408    9.6527E-02    1.1550E-01
   0.6785372    1.2035E-02    1.1375E-01
   0.6806359    3.2732E-01    1.0693E-01
   0.6827373   -5.9846E-02    1.0384E-01
   0.6848422    2.0183E-01    1.0159E-01
   0.6869513    8.7053E-04    9.7002E-02
   0.6890651    8.1204E-02    9.7389E-02
   0.6911843   -4.5982E-02    8.8630E-02
   0.6933096    1.1446E-01    8.5078E-02
   0.6954415   -4.5183E-02    8.2650E-02
   0.6975806    8.2506E-02    7.6996E-02
   0.6997274    6.5654E-02    7.4015E-02
   0.7018824    1.2259E-01    7.0475E-02
   0.7040462    1.4463E-01    6.7535E-02
   0.7062195    7.7039E-02    6.5265E-02
   0.7084025    1.5477E-02    6.3226E-02
   0.7105958    1.2179E-01    5.9899E-02
   0.7127998    1.2666E-01    5.9471E-02
   0.7150152    2.1500E-02    5.6807E-02
   0.7172421    9.6320E-02    5.8271E-02
   0.7194811    1.6624E-01    5.3361E-02
   0.7217326    6.3713E-02    5.2756E-02
   0.7239970    8.3542E-02    4.9778E-02
   0.7262747   -8.9500E-02    4.9501E-02
   0.7285660    6.0499E-02    4.9117E-02
   0.7308713    1.3527E-02    4.6119E-02
   0.7331909    2.1475E-02    4.4245E-02
   0.7355252    4.9787E-02    4.2785E-02
   0.7378745   -1.5983E-02    4.0328E-02
   0.7402391    3.4595E-02    4.0174E-02
   0.7426193   -7.5137E-02    3.6597E-02
   0.7450153   -4.4521E-02    3.7425E-02
   0.7474275    2.1844E-02    3.5418E-02
   0.7498561   -3.6777E-02    3.4408E-02
   0.7523014   -5.5837E-03    3.2353E-02
   0.7547635    3.8998E-03    3.2765E-02
   0.7572427   -3.4664E-02    3.4595E-02
   0.7597393    1.7665E-02    3.8480E-02
   0.7622535   -2.9738E-02    3.7993E-02
   0.7647853   -7.2409E-03    3.6596E-02
   0.7673351   -1.3713E-02    3.0595E-02
   0.7699029   -3.8972E-02    2.9582E-02
   0.7724890   -2.5644E-02    2.7528E-02
   0.7750934    7.2402E-02    2.7454E-02
   0.7777165   -1.7132E-02    2.6768E-02
   0.7803582    1.1469E-02    2.6550E-02
   0.7830187    4.9465E-02    2.5799E-02
   0.7856982    5.8201E-03    2.5525E-02
   0.7883967   -9.1351E-03    2.4650E-02
   0.7911143    1.6401E-02    2.4420E-02
   0.7938511    2.1408E-02    2.3637E-02
   0.7966073    2.3548E-03    2.3943E-02
   0.7993827    2.7911E-02    2.2758E-02
   0.8021777   -2.2015E-02    2.2866E-02
   0.8049921   -1.5553E-02    2.2000E-02
   0.8078262   -7.8635E-03    2.1100E-02
   0.8106797    1.9681E-02    2.0439E-02
   0.8135530   -1.5667E-03    2.0609E-02
   0.8164458   -7.4881E-03    1.9628E-02
   0.8193584    1.1603E-02    1.9723E-02
   0.8222907    7.2658E-03    1.9296E-02
   0.8252426    3.4518E-02    1.9275E-02
   0.8282142    7.1118E-03    1.8664E-02
   0.8312055    1.6179E-02    1.8890E-02
   0.8342165    2.6507E-02    1.8341E-02
   0.8372471    1.4877E-02    1.8548E-02
   0.8402973    3.1884E-02    1.7685E-02
   0.8433672    5.6244E-03    1.7972E-02
   0.8464565    7.3518E-03    1.6825E-02
   0.8495654    1.9660E-02    1.6080E-02
   0.8526937   -2.2885E-02    1.5282E-02
   0.8558415    2.0515E-02    1.5329E-02
   0.8590086    5.5845E-03    1.4994E-02
   0.8621949    4.0860E-02    1.5097E-02
   0.8654004    1.4580E-02    1.4864E-02
   0.8686250    4.0905E-02    1.4996E-02
   0.8718688    3.9638E-02    1.4339E-02
   0.8751314    9.9518E-04    1.4268E-02
   0.8784129   -1.0143E-02    1.4844E-02
   0.8817132    3.0212E-02    1.4554E-02
