# SpeX prism spectrum of LSPM0402+1730 obtained 2005 Oct 17 by Adam J. Burgasser
# Spectrum in f_lambda arbitrarily normalized
# 
# THIS SPECTRUM MAY NOT BE USED OR REPRODUCED WITHOUT EXPRESS PERMISSION FROM A. BURGASSER
# 
# Wavelength (um)    Flux (f_lambda)    Noise (f_lambda)
# -------------------------------------------------------------------------
      1.14681    4.16720e-16    1.20475e-17
      1.15103    4.37264e-16    1.09979e-17
      1.15525    4.11013e-16    9.57787e-18
      1.15948    4.22162e-16    9.07971e-18
      1.16372    3.98683e-16    8.37009e-18
      1.16796    3.99141e-16    7.86155e-18
      1.17221    4.18667e-16    7.49021e-18
      1.17646    3.87587e-16    7.18344e-18
      1.18071    3.92100e-16    7.02445e-18
      1.18497    4.04674e-16    7.00958e-18
      1.18924    3.92128e-16    6.89345e-18
      1.19351    3.92106e-16    7.06609e-18
      1.19778    3.80199e-16    7.19934e-18
      1.20206    4.07619e-16    7.24183e-18
      1.20634    3.93908e-16    7.46958e-18
      1.21063    3.91966e-16    7.32217e-18
      1.21491    3.81321e-16    9.29000e-18
      1.21921    3.92815e-16    9.30049e-18
      1.22350    4.17377e-16    9.48433e-18
      1.22780    3.88466e-16    7.16832e-18
      1.23210    3.99180e-16    6.88754e-18
      1.23640    3.81047e-16    6.73393e-18
      1.24070    3.92915e-16    6.62351e-18
      1.24501    3.97434e-16    6.32647e-18
      1.24932    3.93749e-16    8.83133e-18
      1.25363    4.09973e-16    8.14539e-18
      1.25794    3.87064e-16    7.34235e-18
      1.26225    3.87034e-16    7.49432e-18
      1.26657    4.10582e-16    8.28344e-18
      1.27088    3.88888e-16    7.85488e-18
      1.27520    3.89267e-16    7.54899e-18
      1.27952    3.74596e-16    7.09896e-18
      1.28383    3.85768e-16    6.90816e-18
      1.28815    3.91326e-16    8.49408e-18
      1.29247    4.01407e-16    9.40720e-18
      1.29679    3.89465e-16    7.38747e-18
      1.30111    3.85521e-16    6.57762e-18
      1.30542    3.72335e-16    6.71077e-18
      1.30974    3.66431e-16    6.62268e-18
      1.31406    3.77736e-16    6.41126e-18
      1.31837    3.79806e-16    6.33864e-18
      1.32269    3.46908e-16    6.26604e-18
      1.32700    3.56755e-16    6.23035e-18
      1.33132    3.47245e-16    6.32359e-18
      1.33563    3.45107e-16    6.77293e-18
      1.33994    3.14670e-16    6.24169e-18
      1.34425    3.13078e-16    6.66175e-18
      1.34855    3.30781e-16    7.82996e-18
      1.35286    3.15317e-16    1.09115e-17
      1.35716    3.00795e-16    1.88055e-17
      1.36146    3.02734e-16    3.69068e-17
      1.36576    1.65590e-16    6.23881e-17
      1.37006    6.84755e-17    5.72629e-17
      1.37435    3.01556e-16    4.25850e-17
      1.37865    2.85561e-16    4.57882e-17
      1.38293    4.60985e-16    3.62208e-17
      1.38722    2.59214e-16    3.03750e-17
      1.39150    1.73118e-16    3.43418e-17
      1.39578    3.04821e-16    2.36704e-17
      1.40006    3.07975e-16    2.26750e-17
      1.40433    2.80007e-16    2.57180e-17
      1.40860    2.49865e-16    1.99757e-17
      1.41287    2.59852e-16    1.74711e-17
      1.41713    2.81820e-16    1.44091e-17
      1.42139    2.80736e-16    1.32277e-17
      1.42565    2.73287e-16    1.03182e-17
      1.42990    2.71037e-16    9.72318e-18
      1.43415    2.82152e-16    9.34379e-18
      1.43839    2.76953e-16    1.20557e-17
      1.44263    2.62283e-16    8.40428e-18
      1.44686    2.67723e-16    8.64386e-18
      1.45109    2.52872e-16    8.62070e-18
      1.45532    2.77664e-16    8.35752e-18
      1.45954    2.51756e-16    7.64352e-18
      1.46376    2.55611e-16    7.29480e-18
      1.46797    2.53791e-16    7.86280e-18
      1.47218    2.39151e-16    7.35847e-18
      1.47638    2.53307e-16    7.73762e-18
      1.48058    2.41111e-16    1.01868e-17
      1.48477    2.65789e-16    7.72422e-18
      1.48896    2.52407e-16    7.17460e-18
      1.49314    2.50220e-16    6.28074e-18
      1.49732    2.48335e-16    5.75772e-18
      1.50149    2.42527e-16    6.65484e-18
      1.50565    2.40894e-16    6.86447e-18
      1.50982    2.57895e-16    7.42139e-18
      1.51397    2.40444e-16    6.11822e-18
      1.51812    2.53207e-16    5.49615e-18
      1.52226    2.34314e-16    5.91211e-18
      1.52640    2.53342e-16    6.25932e-18
      1.53054    2.33132e-16    6.46250e-18
      1.53466    2.58081e-16    6.20756e-18
      1.53878    2.58252e-16    6.10615e-18
      1.54290    2.62709e-16    5.70371e-18
      1.54701    2.43219e-16    5.55840e-18
      1.55111    2.45735e-16    5.51255e-18
      1.55521    2.36321e-16    6.27033e-18
      1.55930    2.33169e-16    7.94521e-18
      1.56339    2.42104e-16    5.72801e-18
      1.56747    2.45394e-16    5.57001e-18
      1.57154    2.38181e-16    5.15283e-18
      1.57561    2.51047e-16    5.00665e-18
      1.57967    2.41456e-16    6.08113e-18
      1.58372    2.48585e-16    6.56659e-18
      1.58777    2.34465e-16    6.40299e-18
      1.59181    2.43140e-16    5.74459e-18
      1.59585    2.39961e-16    4.94615e-18
      1.59988    2.34390e-16    5.62262e-18
      1.60390    2.39674e-16    5.95456e-18
      1.60792    2.48955e-16    6.42913e-18
      1.61193    2.31241e-16    8.01431e-18
      1.61593    2.41212e-16    6.06407e-18
      1.61993    2.37294e-16    6.18111e-18
      1.62392    2.45442e-16    5.70284e-18
      1.62790    2.42426e-16    6.02853e-18
      1.63188    2.56107e-16    5.34048e-18
      1.63585    2.36887e-16    5.99533e-18
      1.63982    2.62180e-16    6.79700e-18
      1.64377    2.42780e-16    5.52287e-18
      1.64773    2.52239e-16    5.61114e-18
      1.65167    2.43514e-16    5.48145e-18
      1.65561    2.40221e-16    5.05558e-18
      1.65954    2.42656e-16    4.49578e-18
      1.66347    2.59268e-16    5.43284e-18
      1.66739    2.53254e-16    6.04599e-18
      1.67130    2.50546e-16    6.27621e-18
      1.67520    2.46877e-16    8.52157e-18
      1.67910    2.56450e-16    4.99519e-18
      1.68300    2.48266e-16    5.77920e-18
      1.68688    2.48087e-16    5.32416e-18
      1.69076    2.39051e-16    7.17122e-18
      1.69463    2.35115e-16    5.78955e-18
      1.69850    2.14554e-16    5.91443e-18
      1.70236    2.47200e-16    6.31138e-18
      1.70621    2.10215e-16    7.29625e-18
      1.71006    2.31862e-16    5.44019e-18
      1.71390    2.33605e-16    5.75381e-18
      1.71773    2.06304e-16    5.14727e-18
      1.72156    2.32669e-16    6.93650e-18
      1.72538    2.14856e-16    4.88583e-18
      1.72920    2.10332e-16    4.94689e-18
      1.73300    2.19409e-16    4.94619e-18
      1.73681    2.05228e-16    5.11198e-18
      1.74060    2.06836e-16    5.37000e-18
      1.74439    2.15136e-16    5.34129e-18
      1.74817    2.04540e-16    4.95902e-18
      1.75195    1.98520e-16    4.57971e-18
      1.75572    1.92513e-16    4.58834e-18
      1.75948    1.95371e-16    4.71275e-18
      1.76324    1.90187e-16    5.78536e-18
      1.76699    1.83434e-16    6.11587e-18
      1.77073    1.91236e-16    6.79642e-18
      1.77447    1.67626e-16    6.82730e-18
      1.77820    1.79966e-16    4.31149e-18
      1.78193    1.67640e-16    4.78257e-18
      1.78565    1.70925e-16    5.61862e-18
      1.78936    1.67061e-16    6.69638e-18
      1.79307    1.71827e-16    6.72471e-18
      1.79677    1.65741e-16    6.63096e-18
      1.80047    1.64675e-16    7.23603e-18
      1.80415    1.70862e-16    1.16769e-17
      1.80784    1.61521e-16    8.55229e-18
      1.81152    1.48137e-16    8.74725e-18
      1.81519    1.81078e-16    9.51385e-18
      1.81885    1.42097e-16    1.02367e-17
      1.82251    1.42699e-16    1.40824e-17
      1.82616    1.86023e-16    1.29377e-17
      1.82981    1.76831e-16    1.63453e-17
      1.83345    1.86725e-16    3.22294e-17
      1.83709    1.02013e-16    5.71252e-17
      1.84072    4.83754e-17    8.46866e-17
      1.84434    2.47227e-16    7.25630e-17
      1.84796    1.18304e-16    4.41722e-17
      1.85158    8.18841e-17    4.92729e-17
      1.85518    1.45881e-16    4.99195e-17
      1.85879    1.87887e-16    4.49644e-17
      1.86238    1.00795e-16    3.67874e-17
      1.86597    1.39906e-16    3.14816e-17
      1.86956    2.59727e-16    4.34683e-17
      1.87314    2.70248e-17    8.46985e-17
      1.87671    3.97404e-16    7.03829e-17
      1.88028    2.20222e-16    3.33168e-17
      1.88384    1.79939e-16    2.69300e-17
      1.88740    1.10168e-16    1.74039e-17
      1.89095    8.52569e-17    1.76514e-17
      1.89450    1.30183e-16    2.22025e-17
      1.89804    1.24575e-16    2.26012e-17
      1.90158    1.04197e-16    3.09494e-17
      1.90511    6.77579e-17    5.57556e-17
      1.90864    1.11902e-16    3.84329e-17
      1.91216    1.37721e-16    3.92257e-17
      1.91567    1.76780e-16    2.38045e-17
      1.91918    7.23770e-17    2.21905e-17
      1.92269    1.01554e-16    1.74057e-17
      1.92619    1.46315e-16    1.59398e-17
      1.92968    1.25379e-16    1.48484e-17
      1.93317    1.06975e-16    1.17395e-17
      1.93666    1.29160e-16    9.77897e-18
      1.94014    1.20614e-16    8.58796e-18
      1.94361    1.41818e-16    7.16562e-18
      1.94708    1.34331e-16    6.66501e-18
      1.95055    1.36746e-16    6.44652e-18
      1.95401    9.41096e-17    9.18647e-18
      1.95746    1.31874e-16    6.96643e-18
      1.96091    1.28293e-16    6.81181e-18
      1.96436    1.38637e-16    6.81204e-18
      1.96780    1.20332e-16    7.57628e-18
      1.97123    1.25272e-16    5.30836e-18
      1.97466    1.22919e-16    5.12454e-18
      1.97809    1.26346e-16    4.61524e-18
      1.98151    1.24536e-16    4.18712e-18
      1.98493    1.18644e-16    4.60683e-18
      1.98834    1.15744e-16    4.62124e-18
      1.99175    1.21168e-16    3.37897e-18
      1.99515    1.28521e-16    5.50081e-18
      1.99855    1.26191e-16    6.29269e-18
      2.00194    1.34065e-16    9.28854e-18
      2.00533    1.18280e-16    8.09509e-18
      2.00871    1.16750e-16    6.69081e-18
      2.01209    1.24303e-16    5.42309e-18
      2.01546    1.16394e-16    5.34127e-18
      2.01883    1.18633e-16    5.01319e-18
      2.02220    1.24970e-16    6.15574e-18
      2.02556    1.20597e-16    4.78213e-18
      2.02892    1.03920e-16    6.27932e-18
      2.03227    1.12203e-16    4.33965e-18
      2.03561    1.27922e-16    4.74110e-18
      2.03896    1.31486e-16    5.80497e-18
      2.04229    1.12223e-16    4.16128e-18
      2.04563    1.08569e-16    5.30297e-18
      2.04896    1.06321e-16    3.86659e-18
      2.05228    1.15536e-16    4.38008e-18
      2.05560    1.14020e-16    4.90634e-18
      2.05891    1.07958e-16    4.75567e-18
      2.06223    1.24571e-16    4.21688e-18
      2.06553    1.10223e-16    3.92101e-18
      2.06883    1.15483e-16    3.95094e-18
      2.07213    1.10495e-16    5.59979e-18
      2.07542    1.10828e-16    3.90175e-18
      2.07871    1.26218e-16    4.55046e-18
      2.08199    1.03743e-16    3.33624e-18
      2.08527    1.14409e-16    3.40102e-18
      2.08855    1.10607e-16    3.54739e-18
      2.09182    1.13476e-16    3.48043e-18
      2.09508    1.11913e-16    3.75577e-18
      2.09834    1.11741e-16    3.74271e-18
      2.10160    1.15481e-16    3.25259e-18
      2.10485    1.09327e-16    3.46136e-18
      2.10810    1.05827e-16    4.13048e-18
      2.11134    1.07475e-16    3.70096e-18
      2.11458    1.13629e-16    4.96542e-18
      2.11781    1.10937e-16    3.73279e-18
      2.12104    1.05632e-16    3.79107e-18
      2.12427    1.17746e-16    3.74179e-18
      2.12749    9.71311e-17    4.66541e-18
      2.13070    1.12233e-16    4.26233e-18
      2.13391    9.77389e-17    3.48529e-18
      2.13712    1.20544e-16    4.73853e-18
      2.14032    1.10454e-16    3.24178e-18
      2.14352    1.15590e-16    4.51357e-18
      2.14671    1.04368e-16    4.14394e-18
      2.14990    1.20019e-16    5.60669e-18
      2.15308    1.08559e-16    4.50304e-18
      2.15626    1.08354e-16    4.42978e-18
      2.15943    1.24066e-16    4.86930e-18
      2.16260    1.05484e-16    3.50195e-18
      2.16576    1.06672e-16    3.50242e-18
      2.16892    1.09099e-16    3.58621e-18
      2.17208    1.09739e-16    3.59674e-18
      2.17523    1.04715e-16    3.72099e-18
      2.17837    9.42018e-17    5.62130e-18
      2.18151    1.11738e-16    4.63176e-18
      2.18464    1.04630e-16    4.72856e-18
      2.18778    1.10981e-16    4.00572e-18
      2.19090    1.05723e-16    3.96898e-18
      2.19402    1.08465e-16    4.32272e-18
      2.19714    1.10787e-16    4.28473e-18
      2.20025    1.18054e-16    4.38754e-18
      2.20335    1.14037e-16    5.52942e-18
      2.20645    9.91008e-17    3.99590e-18
      2.20955    1.10730e-16    4.94325e-18
      2.21264    1.11350e-16    4.26956e-18
      2.21573    1.06268e-16    4.15638e-18
      2.21881    1.11766e-16    4.02343e-18
      2.22188    1.09369e-16    3.90207e-18
      2.22496    1.07395e-16    3.84052e-18
      2.22802    1.09201e-16    4.03957e-18
      2.23108    9.97632e-17    4.18153e-18
      2.23414    1.18164e-16    4.19036e-18
      2.23719    1.21962e-16    5.78852e-18
      2.24023    1.10558e-16    3.87900e-18
      2.24327    1.04142e-16    3.85670e-18
      2.24631    1.10389e-16    3.92987e-18
      2.24934    1.20132e-16    5.37306e-18
      2.25237    1.15255e-16    4.13123e-18
      2.25539    1.06464e-16    5.10960e-18
      2.25840    1.22438e-16    5.11207e-18
      2.26141    1.04167e-16    4.01182e-18
      2.26441    9.84767e-17    4.05938e-18
      2.26741    1.11801e-16    4.12263e-18
      2.27041    1.02201e-16    4.14649e-18
      2.27340    1.00917e-16    4.23109e-18
      2.27638    1.07766e-16    4.23979e-18
      2.27936    1.02901e-16    4.72700e-18
      2.28233    1.15281e-16    4.16676e-18
      2.28530    1.01355e-16    4.85780e-18
      2.28826    9.58638e-17    5.88933e-18
      2.29122    1.07766e-16    4.22403e-18
      2.29417    1.04520e-16    4.33335e-18
      2.29712    1.05349e-16    4.45597e-18
      2.30006    1.07944e-16    4.46433e-18
      2.30300    1.00503e-16    4.44849e-18
      2.30593    7.95534e-17    5.02436e-18
      2.30886    1.08661e-16    4.41790e-18
      2.31178    1.00296e-16    4.39602e-18
      2.31470    1.05317e-16    4.41199e-18
      2.31761    9.95311e-17    5.35524e-18
      2.32051    1.02557e-16    5.00807e-18
      2.32342    9.18385e-17    4.85469e-18
      2.32631    9.88116e-17    4.74381e-18
      2.32920    9.51335e-17    4.61045e-18
      2.33209    8.61239e-17    5.38242e-18
      2.33497    8.18453e-17    6.16102e-18
      2.33785    9.44339e-17    4.75363e-18
      2.34072    9.18746e-17    4.94055e-18
      2.34358    9.98218e-17    5.14374e-18
      2.34645    1.01129e-16    5.20847e-18
      2.34930    9.32680e-17    5.41379e-18
      2.35216    1.04373e-16    5.69620e-18
      2.35500    1.04065e-16    6.48718e-18
      2.35785    9.66965e-17    6.29811e-18
      2.36068    9.40139e-17    5.37483e-18
      2.36352    9.09862e-17    5.25839e-18
      2.36635    9.08343e-17    5.46649e-18
      2.36917    1.03125e-16    5.97106e-18
      2.37199    9.19884e-17    6.35124e-18
      2.37481    8.34353e-17    6.56054e-18
      2.37762    8.31146e-17    6.50118e-18
      2.38043    7.94775e-17    6.98211e-18
      2.38324    1.02563e-16    8.63862e-18
      2.38604    9.75411e-17    8.48793e-18
      2.38883    1.05632e-16    7.33607e-18
      2.39162    7.90145e-17    6.83343e-18
      2.39441    9.64230e-17    6.72890e-18
      2.39720    7.85428e-17    6.61641e-18
      2.39998    8.27599e-17    6.67446e-18
      2.40276    7.66385e-17    6.91940e-18
      2.40554    7.89689e-17    7.97048e-18
      2.40831    8.40633e-17    7.91809e-18
      2.41108    7.25422e-17    9.29289e-18
      2.41385    9.24273e-17    9.00857e-18
      2.41661    8.21613e-17    1.13238e-17
      2.41937    9.38570e-17    1.17766e-17
      2.42213    6.77435e-17    9.61047e-18
      2.42489    4.46246e-17    8.25730e-18
      2.42764    9.88288e-17    7.59728e-18
      2.43039    8.16804e-17    7.83473e-18
      2.43315    4.79282e-17    9.57067e-18
      2.43589    5.92544e-17    1.52967e-17
      2.43864    6.98686e-17    1.17743e-17
      2.44139    7.14428e-17    9.22579e-18
      2.44414    7.70438e-17    9.76233e-18
      2.44688    7.07953e-17    1.25430e-17
      2.44962    7.29446e-17    1.51618e-17
      2.45237    6.08334e-17    1.47145e-17
      2.45511    6.28086e-17    1.34112e-17
      2.45786    6.66001e-17    1.08911e-17
      2.46060    7.33038e-17    1.11469e-17
      2.46334    5.29556e-17    1.23202e-17
      2.46609    8.00640e-17    1.26036e-17
      2.46883    5.73374e-17    1.34814e-17
      2.47158    8.15354e-17    1.55098e-17
      2.47433    4.59994e-17    1.69900e-17
      2.47708    5.96678e-17    1.70584e-17
      2.47983    7.69915e-17    1.79884e-17
      2.48259    2.36950e-17    2.30632e-17
      2.48535    1.10055e-16    2.93047e-17
      2.48811    2.88562e-17    2.85980e-17
      2.49087    1.29748e-16    3.15386e-17
      2.49364    1.51877e-17    3.22063e-17
      2.49641    4.50779e-17    2.91053e-17
      2.49919    6.74887e-17    2.40207e-17
      2.50197    1.13230e-16    2.24222e-17
      2.50475    6.33457e-17    2.57833e-17
      2.50754    3.55967e-17    3.21623e-17
      2.51034   -3.32295e-17    3.95536e-17
      2.51314    5.01979e-17    4.00555e-17
      2.51595    1.28097e-16    5.70894e-17
      2.51877    1.09111e-16    6.93209e-17
      2.52159   -8.07165e-17    7.11349e-17
      2.52442    6.03668e-17    6.34413e-17
      2.52726    8.90199e-17    1.02023e-16
      2.53011    2.69971e-16    1.57674e-16
      2.53297   -2.57185e-16    2.37836e-16
      2.53584   -6.71756e-16    3.86199e-16
      2.53871   -3.12995e-16    3.91731e-16
      2.54160    1.34825e-16    3.56520e-16
      2.54450    6.67509e-16    3.22874e-16
      2.54741    9.32056e-16    6.49497e-16
      2.55033    1.88849e-15    2.55745e-15
      2.55327   -6.99710e-15    4.32619e-15
      2.55622   -1.52604e-15    1.34287e-15
      2.55918   -8.37661e-16    7.32751e-16
      2.56216    5.76650e-16    5.44895e-16
