#
# Generated by G. Mace, Wed Jul 25 15:02:55 2012
#
#=========================================
# Wavelength  Flux Density         Error
#(vacuum um)  (norm f_lam)  (norm f_lam)
#=========================================
   0.6455720           NaN           NaN
   0.6478176           NaN           NaN
   0.6500497    1.6703E+00    2.5637E-02
   0.6522696    1.5783E+00    2.2531E-02
   0.6544782    1.4072E+00    1.8527E-02
   0.6566766    1.3200E+00    1.6304E-02
   0.6588658    1.1939E+00    1.4251E-02
   0.6610467    1.1877E+00    1.4235E-02
   0.6632203    1.1936E+00    1.3555E-02
   0.6653875    1.1741E+00    1.3038E-02
   0.6675492    1.1662E+00    1.3008E-02
   0.6697063    1.0908E+00    1.2248E-02
   0.6718597    1.0557E+00    1.1197E-02
   0.6740103    1.0397E+00    1.0884E-02
   0.6761588    1.0269E+00    1.0476E-02
   0.6783060    1.0389E+00    1.0451E-02
   0.6804528    9.6129E-01    9.9652E-03
   0.6825998    1.0262E+00    9.9363E-03
   0.6847480    1.0182E+00    1.0059E-02
   0.6868979    1.0186E+00    9.7618E-03
   0.6890503    1.0659E+00    9.3650E-03
   0.6912060    1.1417E+00    9.2603E-03
   0.6933655    1.1913E+00    9.0498E-03
   0.6955295    1.2537E+00    9.0064E-03
   0.6976987    1.3025E+00    9.0311E-03
   0.6998736    1.3559E+00    8.8284E-03
   0.7020550    1.3837E+00    8.6107E-03
   0.7042434    1.3868E+00    8.4578E-03
   0.7064393    1.3773E+00    8.1392E-03
   0.7086434    1.3092E+00    7.6799E-03
   0.7108561    1.2040E+00    7.1035E-03
   0.7130780    1.1826E+00    6.7450E-03
   0.7153096    1.1784E+00    6.6871E-03
   0.7175514    1.1899E+00    6.6515E-03
   0.7198038    1.2307E+00    6.7758E-03
   0.7220673    1.2744E+00    6.7296E-03
   0.7243425    1.3389E+00    6.7627E-03
   0.7266296    1.4274E+00    6.9674E-03
   0.7289292    1.4785E+00    6.9242E-03
   0.7312416    1.5028E+00    6.7700E-03
   0.7335672    1.5320E+00    6.6640E-03
   0.7359065    1.5643E+00    6.6259E-03
   0.7382597    1.5784E+00    6.5286E-03
   0.7406272    1.6065E+00    6.4384E-03
   0.7430094    1.5803E+00    6.1745E-03
   0.7454066    1.6222E+00    6.1250E-03
   0.7478191    1.6259E+00    6.1508E-03
   0.7502472    1.6200E+00    5.9006E-03
   0.7526912    1.6363E+00    5.9360E-03
   0.7551513    1.6933E+00    6.2492E-03
   0.7576279    1.7419E+00    7.5783E-03
   0.7601212    1.7325E+00    8.5951E-03
   0.7626313    1.5901E+00    7.5000E-03
   0.7651586    1.4827E+00    5.9882E-03
   0.7677033    1.4845E+00    5.2838E-03
   0.7702655    1.4763E+00    4.8562E-03
   0.7728456    1.4695E+00    4.7777E-03
   0.7754436    1.4786E+00    4.6892E-03
   0.7780597    1.4739E+00    4.5615E-03
   0.7806941    1.4637E+00    4.5201E-03
   0.7833470    1.4890E+00    4.5523E-03
   0.7860184    1.5010E+00    4.5746E-03
   0.7887086    1.5060E+00    4.5287E-03
   0.7914177    1.5366E+00    4.5602E-03
   0.7941457    1.5476E+00    4.5963E-03
   0.7968928    1.5494E+00    4.5343E-03
   0.7996591    1.5594E+00    4.4798E-03
   0.8024446    1.5734E+00    4.5049E-03
   0.8052496    1.5782E+00    4.4441E-03
   0.8080739    1.5819E+00    4.4433E-03
   0.8109177    1.6165E+00    4.5430E-03
   0.8137811    1.5738E+00    4.4515E-03
   0.8166641    1.5689E+00    4.4858E-03
   0.8195667    1.5510E+00    4.3856E-03
   0.8224889    1.5694E+00    4.3538E-03
   0.8254309    1.5662E+00    4.3359E-03
   0.8283925    1.5547E+00    4.1748E-03
   0.8313739    1.5259E+00    4.0917E-03
   0.8343750    1.5066E+00    3.9851E-03
   0.8373957    1.4993E+00    3.9142E-03
   0.8404362    1.4875E+00    3.8835E-03
   0.8434964    1.4633E+00    3.8051E-03
   0.8465762    1.4473E+00    3.7298E-03
   0.8496757    1.4106E+00    3.6375E-03
   0.8527947    1.4008E+00    3.5347E-03
   0.8559333    1.3947E+00    3.5260E-03
   0.8590914    1.4016E+00    3.4875E-03
   0.8622689    1.3921E+00    3.4553E-03
   0.8654658    1.3972E+00    3.4150E-03
   0.8686820    1.3936E+00    3.3996E-03
   0.8719174    1.3995E+00    3.4152E-03
   0.8751720    1.4230E+00    3.3824E-03
   0.8784457    1.4351E+00    3.3591E-03
   0.8817384    1.4343E+00    3.3766E-03
   0.8850499    1.4491E+00    3.3555E-03
   0.8883803    1.4398E+00    3.3158E-03
   0.8917294    1.4471E+00    3.3230E-03
   0.8950970    1.4549E+00    3.3969E-03
   0.8984832    1.4514E+00    3.4220E-03
   0.9018877    1.4312E+00    3.3766E-03
   0.9053104    1.4501E+00    3.4563E-03
   0.9087512    1.4749E+00    3.3084E-03
   0.9122100    1.4718E+00    3.2383E-03
   0.9156868    1.4788E+00    3.2504E-03
   0.9191812    1.4682E+00    3.3025E-03
   0.9226931    1.4623E+00    3.3119E-03
   0.9262226    1.4628E+00    3.3839E-03
   0.9297693    1.4531E+00    3.5583E-03
   0.9333332    1.4515E+00    3.5830E-03
   0.9369140    1.4351E+00    3.5868E-03
   0.9405117    1.4359E+00    3.5296E-03
   0.9441260    1.4484E+00    3.4748E-03
   0.9477569    1.4353E+00    3.4718E-03
   0.9514040    1.4165E+00    3.4454E-03
   0.9550674    1.3889E+00    3.2503E-03
   0.9587468    1.3934E+00    3.1241E-03
   0.9624420    1.3880E+00    2.9138E-03
   0.9661528    1.3696E+00    2.7668E-03
   0.9698792    1.3616E+00    2.6685E-03
   0.9736208    1.3418E+00    2.5957E-03
   0.9773775    1.3383E+00    2.5610E-03
   0.9811492    1.3446E+00    2.5513E-03
   0.9849356    1.3344E+00    2.4963E-03
   0.9887366    1.3303E+00    2.4732E-03
   0.9925519    1.3239E+00    2.4306E-03
   0.9963815    1.3118E+00    2.4645E-03
   1.0002249    1.3059E+00    2.4980E-03
   1.0040822    1.2965E+00    2.4819E-03
   1.0079530    1.2889E+00    2.4318E-03
   1.0118372    1.3112E+00    2.4354E-03
   1.0157347    1.3062E+00    2.3619E-03
   1.0196451    1.2980E+00    2.3362E-03
   1.0235684    1.2845E+00    2.2904E-03
   1.0275041    1.2762E+00    2.2806E-03
   1.0314523    1.2728E+00    2.2452E-03
   1.0354127    1.2643E+00    2.2384E-03
   1.0393850    1.2562E+00    2.2378E-03
   1.0433691    1.2636E+00    2.2341E-03
   1.0473647    1.2620E+00    2.1799E-03
   1.0513717    1.2535E+00    2.1812E-03
   1.0553899    1.2457E+00    2.1336E-03
   1.0594189    1.2492E+00    2.1397E-03
   1.0634587    1.2320E+00    2.1285E-03
   1.0675089    1.2369E+00    2.1571E-03
   1.0715696    1.2299E+00    2.1115E-03
   1.0756403    1.2282E+00    2.1275E-03
   1.0797209    1.2245E+00    2.0963E-03
   1.0838112    1.2207E+00    2.1188E-03
   1.0879109    1.2079E+00    2.1148E-03
   1.0920199    1.1845E+00    2.1287E-03
   1.0961379    1.1839E+00    2.1198E-03
   1.1002648    1.2045E+00    2.1449E-03
   1.1044003    1.2008E+00    2.1105E-03
   1.1085441    1.1988E+00    2.1836E-03
   1.1126962    1.2012E+00    2.3016E-03
   1.1168563    1.1966E+00    2.5412E-03
   1.1210241    1.1930E+00    2.6520E-03
   1.1251997    1.2042E+00    2.7144E-03
   1.1293825    1.1789E+00    2.6246E-03
   1.1335725    1.1774E+00    2.4641E-03
   1.1377693    1.1727E+00    2.4327E-03
   1.1419730    1.1588E+00    2.3518E-03
   1.1461833    1.1596E+00    2.3028E-03
   1.1503998    1.1544E+00    2.2475E-03
   1.1546226    1.1370E+00    2.0911E-03
   1.1588511    1.1356E+00    1.9941E-03
   1.1630856    1.1192E+00    1.8939E-03
   1.1673254    1.1108E+00    1.8545E-03
   1.1715707    1.0981E+00    1.8243E-03
   1.1758209    1.0851E+00    1.8175E-03
   1.1800762    1.0709E+00    1.7841E-03
   1.1843363    1.0718E+00    1.7802E-03
   1.1886009    1.0627E+00    1.7386E-03
   1.1928698    1.0618E+00    1.7419E-03
   1.1971427    1.0577E+00    1.7356E-03
   1.2014198    1.0575E+00    1.7636E-03
   1.2057005    1.0543E+00    1.7592E-03
   1.2099849    1.0595E+00    1.7499E-03
   1.2142726    1.0489E+00    1.7164E-03
   1.2185636    1.0501E+00    1.7229E-03
   1.2228575    1.0376E+00    1.6922E-03
   1.2271541    1.0331E+00    1.6816E-03
   1.2314535    1.0228E+00    1.6685E-03
   1.2357554    1.0203E+00    1.6697E-03
   1.2400596    1.0150E+00    1.6571E-03
   1.2443658    1.0099E+00    1.6604E-03
   1.2486740    1.0002E+00    1.6550E-03
   1.2529839    1.0057E+00    1.6987E-03
   1.2572954    9.9902E-01    1.7389E-03
   1.2616084    1.0000E+00    1.8069E-03
   1.2659224    9.9155E-01    1.8319E-03
   1.2702377    1.0043E+00    1.8324E-03
   1.2745538    9.9247E-01    1.7859E-03
   1.2788706    9.7209E-01    1.7409E-03
   1.2831879    9.5020E-01    1.7213E-03
   1.2875057    9.6366E-01    1.7112E-03
   1.2918237    9.6235E-01    1.6486E-03
   1.2961419    9.5958E-01    1.6503E-03
   1.3004599    9.4946E-01    1.6463E-03
   1.3047776    9.5000E-01    1.6603E-03
   1.3090951    9.3794E-01    1.6918E-03
   1.3134120    9.3364E-01    1.7588E-03
   1.3177282    9.2696E-01    1.6878E-03
   1.3220435    9.3331E-01    1.7833E-03
   1.3263580    9.2721E-01    1.7877E-03
   1.3306712    9.1718E-01    1.8092E-03
   1.3349832    9.0303E-01    1.8112E-03
   1.3392938    8.9803E-01    2.0113E-03
   1.3436029    9.0650E-01    2.2141E-03
   1.3479102    9.3312E-01    3.0372E-03
   1.3522158    9.7457E-01    4.2753E-03
   1.3565193    1.0168E+00    7.0601E-03
   1.3608209    1.0561E+00    1.2238E-02
   1.3651202    1.0378E+00    1.7011E-02
   1.3694172    1.0633E+00    1.2239E-02
   1.3737117    1.0956E+00    1.0620E-02
   1.3780036    1.0518E+00    1.0879E-02
   1.3822929    1.0192E+00    9.0841E-03
   1.3865793    9.8966E-01    8.2754E-03
   1.3908628    9.6579E-01    6.9079E-03
   1.3951432    9.4500E-01    6.3534E-03
   1.3994204    9.2817E-01    6.3277E-03
   1.4036944    9.0309E-01    5.3965E-03
   1.4079649    9.0307E-01    4.6445E-03
   1.4122320    8.9609E-01    4.0493E-03
   1.4164956    8.8133E-01    3.5274E-03
   1.4207554    8.5922E-01    3.1620E-03
   1.4250113    8.5639E-01    3.0011E-03
   1.4292634    8.3977E-01    2.9199E-03
   1.4335115    8.3675E-01    2.9041E-03
   1.4377555    8.2033E-01    2.7688E-03
   1.4419953    8.2556E-01    2.5803E-03
   1.4462308    8.0498E-01    2.3801E-03
   1.4504619    7.9899E-01    2.2076E-03
   1.4546885    7.8626E-01    2.0866E-03
   1.4589107    7.8367E-01    2.0191E-03
   1.4631282    7.6815E-01    2.0506E-03
   1.4673409    7.5616E-01    2.1279E-03
   1.4715489    7.5530E-01    2.1450E-03
   1.4757521    7.5890E-01    2.0525E-03
   1.4799503    7.5046E-01    1.9846E-03
   1.4841435    7.4973E-01    1.9036E-03
   1.4883317    7.3636E-01    1.7888E-03
   1.4925146    7.3813E-01    1.7130E-03
   1.4966923    7.2533E-01    1.6390E-03
   1.5008647    7.1608E-01    1.6368E-03
   1.5050318    7.0447E-01    1.6062E-03
   1.5091934    7.1039E-01    1.6035E-03
   1.5133497    7.0622E-01    1.5894E-03
   1.5175003    7.1706E-01    1.5885E-03
   1.5216453    7.0804E-01    1.5597E-03
   1.5257847    7.0731E-01    1.5891E-03
   1.5299184    6.9917E-01    1.5890E-03
   1.5340464    6.9952E-01    1.5885E-03
   1.5381684    6.8990E-01    1.5668E-03
