age,mass,luminosity,temperature,gravity,radius,log_li,log_tc,log_rhoc
0.05,0.015,-3.7265161042190798,1768.8064746537116,4.283645157745583,0.146,0.0,5.722,1.4745354787310951
0.05,0.02,-3.7087570969317065,1845.5098587429886,4.465266955674695,0.13699999999999998,0.0,5.851,1.697327129079512
0.05,0.03,-3.281965448362037,2304.021594773727,4.599982724181018,0.14400000000000002,0.0,6.047999999999999,1.8338749500624767
0.05,0.04,-3.0429146319397766,2528.912022324429,4.648522646822729,0.1568693382943176,0.0,6.174130661705682,1.8582405033193785
0.05,0.05,-2.8752500354835093,2671.5833215054968,4.672833356989006,0.17029166075274843,0.0,6.261708339247252,1.8560333711824102
0.05,0.06,-2.729505977285192,2805.1646742382695,4.690670651523462,0.18258233711913469,-0.0004,6.3271264943212975,1.852085691869668
0.05,0.07,-2.6212186393812535,2883.7386765886354,4.697087977675571,0.1958693382943176,-0.0031087977675570808,6.376695992558523,1.8349623672575037
0.05,0.07200000000000001,-2.6012186393812535,2897.304007441476,4.698087977675571,0.1988693382943176,-0.00440879776755708,6.386695992558524,1.8323623672575038
0.05,0.075,-2.5725416962362577,2916.2916607527486,4.698833356989007,0.2022916607527484,-0.007637505322526427,6.398708339247252,1.8264750390318605
0.05,0.08,-2.5280883144043265,2945.5823371191345,4.699379482963894,0.20958233711913468,-0.01665179318555758,6.41683532576173,1.8144274581577544
0.05,0.09,-2.4499764316658723,2996.0033669048753,4.7009797985707475,0.22100673380975086,-0.06446801440368347,6.4499932661902495,1.7959680144036836
0.05,0.1,-2.3849730647609966,3037.0033669048753,4.704979798570747,0.23200673380975084,-0.22468417847228542,6.47999326619025,1.7821673410227084
0.05,0.11,-2.3219757304626447,3073.0030336921695,4.704978764154814,0.24400606738433883,-0.6052060352287838,6.505990898923492,1.7641693597090888
0.05,0.13,-2.213978764154814,3133.0030336921695,4.702978764154814,0.26600606738433885,-3.0570089402987333,6.547990898923491,1.7296693597090889
0.05,0.15,-2.121653308528412,3182.4346691471587,4.700087977675571,0.2863040074414764,-5.1706251453257925,6.582261323411364,1.6983884995986402
0.05,0.17,-2.040485706700776,3225.390477033247,4.6970952296675295,0.3061714310997414,-6.0849969466600715,6.6114380918670115,1.6690895123478393
0.05,0.2,-1.9371811351333919,3280.0,4.6931811351333925,0.33325282882960366,-7.573293309851585,6.6484339639629955,1.6320777405378675
0.05,0.3,-1.6858258215099338,3407.434835698013,4.684260657207947,0.4123045070940398,-9.61622910754967,6.7361303286039735,1.5398691829743045
0.05,0.4,-1.501541696236258,3511.7083392472514,4.676833356989006,0.47987498225824526,-9.737829208655487,6.779416678494504,1.5200917175263635
0.05,0.5,-1.3354820520203474,3616.827350673449,4.659309402693797,0.5483452986531017,-9.737880002879356,6.814654701346899,1.5573979508590077
0.05,0.6,-1.131,3818.959094258111,4.628724433911319,0.6217653396532085,-8.613274580284351,6.86072443391132,1.6448865413331644
0.05,0.7,-0.8338404004352556,4261.478798694233,4.588782685527748,0.7028115429815017,-4.955434982372143,6.930565371055495,1.787267078998912
0.05,0.8,-0.4928339597529686,4931.328321976252,4.558610067078385,0.7773899329216142,-2.3072,7.045498120741094,1.9205494362223283
0.05,0.9,-0.360694808166657,5237.678103785726,4.583067720119041,0.8027458239047675,-1.0825,7.104,1.8958440632071423
0.05,1.0,-0.16920585190732482,5536.617555721975,4.534205851907324,0.8947941480926752,-0.5129,7.131205851907325,1.8862676074795222
0.05,1.1,0.025855502578475704,5828.711005156952,4.469429664947683,1.011570335052317,-0.2411,7.156285167526159,1.8784262203624817
0.05,1.2,0.222259664252754,6123.275127057161,4.395748067149449,1.1492519328505508,-0.1135,7.186503865701101,1.9023177822250674
0.05,1.3,0.40304368251820955,6430.218412591048,4.335,1.2839563174817905,-0.0555,7.21704368251821,1.9338092062955239
0.05,1.4,0.558151370476925,6758.151370476925,4.298,1.389,-0.0278,7.247151370476925,1.939890822286155
