teff	logg	z	fsed	cld	WFCAM_Z	HAWK_NB1190	SDSS_G	WIRC_H	NICMOS_F097N	WIRC_PABETA	PANSTARRS_Y	NIRC2_K	MKO_MP	WISE_W3	MKO_KP	UKIDSS_K	FOURSTAR_H	WIRCAM_KCONT	2MASS_H	WFCAM_J	2MASS_Ks	WFC3_F139M	WIRCAM_H	NIRC2_M	WISE_W2	2MASS_J	VISTA_Y	NIRC2_H	BESSEL_I	MKO_H	VISTA_H	SDSS_I	NIRC2_FE2	MKO_LP	FOURSTAR_J	WIRCAM_CH4_ON	WIRCAM_KS	WIRCAM_J	2MASS_K	FOURSTAR_J3	WFCAM_K	HAWK_Y	VISTA_J	NICMOS_F187N	MKO_K	WFCAM_Y	MKO_H_ATM	VISTA_Z	WIRCAM_CH4_OFF	FOURSTAR_J2	PANSTARRS_Z	SDSS_Z	WISE_W1	FOURSTAR_J1	PANSTARRS_I	WFC3_F127M	NICMOS_F113N	WIRCAM_Y	UKIDSS_Z	MKO_K_ATM	VISTA_KS	HAWK_BRG	PANSTARRS_R	WIRC_FE2	NICMOS_F190N	IRAC_CH4	NIRC2_LP	WFC3_F167N	UKIDSS_J	WIRC_CH4S	NIRC2_J	HAWK_CH4	HAWK_NB2090	UKIDSS_H	IRAC_CH3	WFCAM_H2	WIRC_CH4L	SDSS_R	HAWK_H2	WIRC_BRGAMMA	NICMOS_F110W	HAWK_KS	NICMOS_F090M	SDSS_U	IRAC_CH1	NIRC2_HCONT	NIRC2_KCONT	NICMOS_F110M	MKO_J	HAWK_H	NICMOS_F108N	2MASS_KS	HAWK_J	NICMOS_F145M	FOURSTAR_H_SHORT	NICMOS_F160W	NICMOS_F165M	WFCAM_H	WIRC_J	WFC3_F164N	PANSTARRS_G	WFCAM_BRG	WIRC_CO	FOURSTAR_H_LONG	FOURSTAR_KS	NIRC2_KP	NICMOS_F095N	UKIDSS_Y	IRAC_CH2	WISE_W4	PANSTARRS_W	NICMOS_F164N	HAWK_NB1060	WIRC_K	NICMOS_F170M	MKO_J_ATM	NICMOS_F166N	FOURSTAR_K	NIRC2_KS	NICMOS_F140W
1200.0	4.0	0.0	f5	nc	-31.05759128444675	-33.158392864817394		-34.47565539181024	-32.22340235559524	-34.67056926748703	-32.201952137107085	-34.340179420070996	-36.33079077903717	-37.4868304547227	-34.37085160512859	-34.29607073358475	-34.321375858475825	-33.629773477485415	-34.11072683743172	-34.263505343781624	-34.424803693595095	-31.733500389314617	-34.32842095658141	-36.327871860328955	-36.42885880123263	-33.78215880545226	-32.85523396313655	-34.270529927143954		-34.303478696997736	-34.35380959700885	-27.23111252200266	-34.91518732666689	-35.7699004409558	-33.952744202380174	-34.53888143118188	-34.39641085785299	-34.28314208434831	-34.424803693595095	-34.305460244011755	-34.25817715157551	-32.882838757477224	-34.19057647187594	-33.354819774550634	-34.31864645118256	-33.070620742210494	-34.462534962637754	-30.986957314157614	-34.50798660587698	-33.26714426096678	-30.755695341564333	-31.321735403219385	-34.51436887909046	-33.22996340387847	-27.196086598444023	-34.58736314110488	-32.675787647736065	-32.93754906280915	-31.06839418271918	-34.14746657376889	-34.4492273549722	-34.77195166452279	-25.450337814426256	-34.91822482108129	-33.69437095080782	-36.6151273355952	-35.77972650948965	-34.734127410548716	-34.23429844107182	-34.62347835003771	-34.24832061330267	-34.35930545688072	-34.93815794259871	-34.34179266001087	-36.413746161540665	-34.88054646555405	-34.581157397954534	-24.896228247427167	-34.95651885683684	-34.32005530328664	-32.9395703545884	-34.35049260637462	-31.331787102378104		-34.95492667898521	-34.58890940654905	-33.00534767411578	-33.111911436649024	-34.25114599957294	-34.262997484543874	-33.78021766443547	-34.424803693595095	-34.35221566267344	-32.809519749836426	-34.13214288795109	-33.977748099747274	-34.56043676542019	-34.36158448841094	-34.14327424810196	-34.933051696227935		-34.52197062543974	-33.02978624918506	-34.4929221768631	-33.952744202380174	-34.34343141965765	-31.999290540171522	-33.00803639533182	-36.42523392954466	-37.71959704305679	-25.699081395594714	-34.93531834427417	-33.35687110857845	-33.083932995849246	-34.456955027478294	-33.98676237173858	-34.67882119663067	-33.952744202380174	-34.44065575928767	-33.68515716147624
1200.0	5.477121254719663	0.0	f2	nc	-30.825030250809125	-33.402089091376425		-34.68256583337051	-32.241825308227575	-34.6180758984108	-32.1170967894826	-34.533834012177266	-36.57735205829581	-37.468237806345996	-34.4817131698255	-34.50485076036895	-34.386765544094324	-34.1350405197902	-34.31080996052743	-34.19134733058069	-34.57040140937413	-31.970416347551073	-34.388174480775334	-36.57412729804638	-36.624690503099146	-33.720527658072086	-32.72414358939062	-34.36424589747465		-34.370537751097515	-34.40487891897154	-27.122291984673975	-34.70686724126284	-36.027718169292115	-33.910472267261476	-34.48075266945969	-34.56054437562644	-34.2006703014087	-34.57040140937413	-34.20697175685418	-34.46722843856805	-32.73786542792993	-34.12282087651815	-33.36425180692502	-34.520810848724246	-32.91672913250474	-34.4479647891238	-30.751006851088615	-34.604845602631	-33.30604142025516	-30.5226514345391	-31.1814236036146	-34.87852885979259	-33.08982703072087	-27.104963818823023	-34.45665729265647	-32.95675556057954	-32.80883460823126	-30.848692847371687	-34.42785422705572	-34.58637024483453	-34.89835722366061	-25.31192365850179	-34.70205441926962	-33.77502554001785	-36.69389295322582	-36.03448655960389	-34.51111717242908	-34.17452766893349	-34.63094524837067	-34.16594012607888	-34.51242307829765	-34.96186535786985	-34.3941830054762	-36.469958530786776	-34.94161516439605	-34.491051317728115	-24.804414066211017	-34.9731719348057	-34.57254688064941	-32.8885279165648	-34.52971329704025	-31.225369970455294		-35.32798045487987	-34.70674909628296	-33.78737116723513	-33.09213676418267	-34.170672207159456	-34.353956504053784	-33.53641493205969	-34.57040140937413	-34.24174582424305	-33.164085565930996	-34.31905393948428	-34.05798402610863	-34.56262817760359	-34.408916249800996	-34.09036242040867	-34.72547266900811		-34.703978250509905	-33.87067052219105	-34.410024046832916	-33.910472267261476	-34.48036000108283	-32.05400943315906	-32.86899900016719	-36.62402546155802	-37.67428755219051	-25.592533919842808	-34.72276462568499	-33.20125293877026	-33.79793575094565	-34.388399353914615	-34.096106819087765	-34.51043487751696	-33.910472267261476	-34.587240492792425	-33.68649491525851
1200.0	5.477121254719663	0.0	f3	nc	-30.81847482311336	-33.467940679189006		-34.7249494790027	-32.30943124919311	-34.729432422583756	-32.183009660878795	-34.420965235716324	-36.5570940656581	-37.410173977204224	-34.37168609531761	-34.38918308912373	-34.380536765997185	-33.95225505567098	-34.29369303634855	-34.29766814235375	-34.46620095962328	-31.75672330361064	-34.38094298694389	-36.55503580718437	-36.593998737065085	-33.804873793893655	-32.833264640041165	-34.35522086302199		-34.362326396106795	-34.39678863361577	-26.903985042085385	-34.71381017558621	-35.96606683140151	-34.00459742433839	-34.451011609038034	-34.452661569087034	-34.30727002732348	-34.46620095962328	-34.3121489280498	-34.34550308297191	-32.84653039603169	-34.22610627367257	-33.188002649644766	-34.407219185143596	-33.03310878711125	-34.44249934631315	-30.74032726590869	-34.63231806003979	-33.37531186739102	-30.498735907000434	-31.210940571984885	-34.75858700118812	-33.2055892693091	-26.881981219298183	-34.5734010441808	-32.97681334582044	-32.9194948674365	-30.843782391360854	-34.3151267482319	-34.48006890423837	-34.790888831660936	-25.114360447257393	-34.70794164582606	-33.624081973590314	-36.61021531548871	-35.972987086610466	-34.488994528860935	-34.280733835555054	-34.652530145835556	-34.27147985442648	-34.53477915526152	-34.892978756650365	-34.38719039074091	-36.38144547555595	-34.852032987085714	-34.46653436068794	-24.57908010098592	-34.894719899034826	-34.43699386225898	-32.9757469570183	-34.421301505229	-31.257806591180533		-35.22950181141459	-34.749378666874094	-33.57720553799868	-33.17697825535233	-34.27665225290828	-34.34550360005886	-33.663227556081715	-34.46620095962328	-34.34945623677428	-33.09641669921564	-34.32891349627551	-34.038295485751114	-34.56554340739744	-34.40183726623426	-34.20018538405701	-34.73368990023479		-34.579622045291714	-33.67161300834152	-34.376574048951184	-34.00459742433839	-34.37041741883944	-32.09796722976941	-32.983748385372365	-36.59508231645297	-37.6223848256106	-25.376382673385976	-34.73202443759379	-33.329221258289714	-33.58560892597295	-34.36136438854799	-34.198767356228515	-34.50034860557062	-34.00459742433839	-34.48033786626838	-33.73807802939963
1200.0	5.477121254719663	0.0	f4	nc	-30.80481852801384	-33.499288553353864		-34.74127068128539	-32.34017435919791	-34.7884216365879	-32.213579407528606	-34.348535711085326	-36.547497011031666	-37.37561176699326	-34.30107263998727	-34.315289022810155	-34.36712829697549	-33.84153992408678	-34.27456799275744	-34.3540080983866	-34.3987353901388	-31.623112275658695	-34.36712698097172	-36.54624826359181	-36.57686795435073	-33.8490400069976	-32.891372778097775	-34.340530604201		-34.34803302923125	-34.382593349635464	-26.76811522892624	-34.7065386027891	-35.92800047466461	-34.053970084014566	-34.42209155953631	-34.383136401127764	-34.36372701489121	-34.3987353901388	-34.36839428423342	-34.26821022528704	-32.90419974250617	-34.28073166361698	-33.08313372416035	-34.33441661156691	-33.09562632058669	-34.429224004265755	-30.724360956139535	-34.63906917756482	-33.408924065412	-30.475245893570264	-31.220453325025094	-34.687411423954835	-33.26769419084557	-26.743889576589034	-34.63596380710573	-32.97897223620407	-32.97839752123291	-30.831114412375186	-34.24259501270542	-34.411185349767706	-34.71970661051635	-24.98745613453721	-34.69998927331065	-33.53132444567403	-36.55948958040388	-35.935014876263786	-34.46486118222396	-34.33697990023033	-34.655327488203	-34.32728871892621	-34.53862719484424	-34.84315546227035	-34.373611712137674	-36.32736113985664	-34.790605090551814	-34.44108994759611	-24.437699708655245	-34.83922473590573	-34.351701170597515	-33.0212452334012	-34.35164877298075	-31.26850189384193		-35.17041597199925	-34.7657568828704	-33.45105360506684	-33.22051034006131	-34.33272546062037	-34.33103244834022	-33.73148935453352	-34.3987353901388	-34.40649995271905	-33.04978839940403	-34.32564802696578	-34.0180246348693	-34.55724503471759	-34.38831579797173	-34.258208531825204	-34.72694684085523		-34.50008355824891	-33.551059442387455	-34.34631085283818	-34.053970084014566	-34.29998850578901	-32.1138832434106	-33.045226664061985	-36.57833275480867	-37.59096570930537	-25.241431928901086	-34.72630039446566	-33.39844263800036	-33.457884846403296	-34.335603811623685	-34.253038720810586	-34.483729635724096	-34.053970084014566	-34.411202425941674	-33.763037374210406
1200.0	5.477121254719663	0.0	f5	nc	-30.789850326025466	-33.51581901119272		-34.74754501425497	-32.355432941741476	-34.82592366288955	-32.22913926447304	-34.2980088467219	-36.54188264702256	-37.351850895516	-34.25186492094213	-34.26383455795227	-34.35356934244067	-33.766325282667864	-34.257610695763816	-34.38955619623746	-34.351573476867465	-31.53139336540463	-34.35337459320622	-36.541228201361676	-36.56573036810981	-33.876310204548076	-32.92728811045686	-34.326288128806674		-34.33402174042324	-34.36864525154088	-26.673547586492965	-34.69629829770975	-35.902127895053326	-34.0847124122197	-34.397933416560655	-34.33464890108184	-34.39934027488216	-34.351573476867465	-34.40426940024251	-34.21447456417151	-32.93976006131357	-34.31510362594629	-33.012387334782105	-34.28365517491464	-33.13488408824695	-34.41557979377228	-30.707927840281144	-34.63876912925518	-33.427706404261826	-30.45397783768111	-31.222080815333683	-34.63921975189458	-33.30677430361439	-26.648177706966404	-34.67610748970645	-32.974692034325244	-33.01494540622643	-30.816796394409337	-34.192013762399114	-34.36302414465215	-34.66988440516916	-24.895748458686086	-34.689282936597905	-33.468128421310624	-36.524894709081586	-35.909210833468975	-34.44367037567552	-34.372446296017664	-34.65229740908918	-34.362437222086676	-34.536401835207236	-34.80658664947804	-34.36004778099244	-36.28965359090995	-34.7469155077545	-34.4193096349574	-24.33673695018993	-34.79908729364815	-34.29321646546428	-33.04914449305893	-34.30311332808442	-31.27039115911394		-35.13053129965422	-34.772042581824294	-33.36476763000167	-33.24645886210136	-34.36806234529817	-34.316916174196315	-33.775354565759216	-34.351573476867465	-34.442505134074736	-33.01530483376157	-34.31885197818173	-34.000352955851284	-34.54699150237901	-34.37483301357156	-34.29449048229707	-34.71699550185332		-34.445223702973095	-33.46817523018396	-34.321554414302156	-34.0847124122197	-34.25098972325335	-32.11823614218462	-33.08368142976076	-36.56726140756332	-37.569852130357155	-25.14691277059189	-34.717174777989925	-33.44228554567848	-33.37048602407847	-34.31405353960469	-34.28709075927836	-34.46764303061188	-34.0847124122197	-34.36290582305114	-33.77741491593053
1200.0	4.477121254719663	0.0	f2	nc	-30.945887636692344	-33.25201482738902		-34.60202983813388	-32.25363251980218	-34.695939367054265	-32.18307372200413	-34.394567631368375	-36.404945381189265	-37.46694721980428	-34.40301955611355	-34.35168119355768	-34.35088348353433	-33.74376805143762	-34.18509738896258	-34.27665814934368	-34.46253384208281	-31.783874769274195	-34.35587718228866	-36.401933472829555	-36.48858937807071	-33.788539548609364	-32.79906855439977	-34.31229310562151		-34.33128405311363	-34.379106671030826	-27.153527366417045	-34.85483723561032	-35.83056953367155	-33.972513621980255	-34.5034577689099	-34.44270749179448	-34.292491714078665	-34.46253384208281	-34.31112278275094	-34.30927856156242	-32.828863797776975	-34.20382572170992	-33.34506500051872	-34.37330207921444	-33.00664142312611	-34.46329865446088	-30.872280673456007	-34.57518061799535	-33.291285220607676	-30.63587370860171	-31.25826701745649	-34.603487351107006	-33.17205135009702	-27.128696886426834	-34.588439979690314	-32.785977451506255	-32.89016604633303	-30.96046723679764	-34.22674008263576	-34.487597878082276	-34.80518522791573	-25.341772008501646	-34.8509658482917	-33.716379422389615	-36.625858485552826	-35.83934775615203	-34.6357258495139	-34.25164165430181	-34.65082935075605	-34.25770822040755	-34.443515779141535	-34.96415621307327	-34.36779152714324	-36.42196066384675	-34.902949849611375	-34.54200519878584	-24.80602670716412	-34.97361687525838	-34.37233802737654	-32.941710680668585	-34.39884118382668	-31.295184535981075		-35.04216495854161	-34.67580398476339	-33.20483668632328	-33.103488015620165	-34.26103500510869	-34.30068001078168	-33.70475546329366	-34.46253384208281	-34.356404270319274	-32.9267964259003	-34.22257598572846	-34.00944482482339	-34.572874729212934	-34.38668470875536	-34.16673936758092	-34.8750769929574		-34.5583045580142	-33.26091898034821	-34.4542439294267	-33.972513621980255	-34.381053958652984	-32.03784484162855	-32.95271718815176	-36.487357874539924	-37.69360048518705	-25.61901598191195	-34.87225819316392	-33.3086247712062	-33.252908396557046	-34.43138840711479	-34.07625185148535	-34.61002629070822	-33.972513621980255	-34.48233814881622	-33.70037246880542
1200.0	4.477121254719663	0.0	f3	nc	-30.956131899279505	-33.27206048062158		-34.613881019712466	-32.280919239260555	-34.73247890958964	-32.21181741817584	-34.346249551633136	-36.397571567457064	-37.448928464610994	-34.35839349171586	-34.30178369708134	-34.342048652234695	-33.643459532899236	-34.164463179609065	-34.31307840730311	-34.41875324233226	-31.708386774138443	-34.34705526715821	-36.394528363290334	-36.47266659475956	-33.81813276902864	-32.84015069953496	-34.302737379900535		-34.32173455881147	-34.369342764029575	-27.09310420975895	-34.85370420445308	-35.78766999135187	-34.00486811999262	-34.48234368478447	-34.39768938922201	-34.32911220378517	-34.41875324233226	-34.34732484355743	-34.25622405770848	-32.87022478953216	-34.23923808132565	-33.27931675748273	-34.324613968936234	-33.04989587207248	-34.456847483616734	-30.881205239278636	-34.58063086629138	-33.31539632166841	-30.64045839625067	-31.27730645984634	-34.536010700348506	-33.2144195408007	-27.066147962809563	-34.62877343921876	-32.78813400745388	-32.93187812205561	-30.971031626803516	-34.178840111656775	-34.443824517266954	-34.75401638301516	-25.2898902449113	-34.8488529671539	-33.66258276193514	-36.58459418762331	-35.79654002560086	-34.61957791513723	-34.28788228913435	-34.65357569020852	-34.294000865567085	-34.447254370109725	-34.93862711209689	-34.35908202087556	-36.379624003717595	-34.86362260706868	-34.52452906613336	-24.74146999758873	-34.940832159580374	-34.304994244805584	-32.97325652605195	-34.35310220191266	-31.31388378789838		-34.98038282191095	-34.688368176087494	-33.086824832822174	-33.13463539658613	-34.29743812441488	-34.29040639150562	-33.75045359904945	-34.41875324233226	-34.39370998104354	-32.89807508907026	-34.22233573538976	-33.99697499168438	-34.567003382206515	-34.377367111404794	-34.20439389695452	-34.87386198069741		-34.49777350143573	-33.14836456820031	-34.43388569949203	-34.00486811999262	-34.336097804636964	-32.05772429500969	-32.99561159425704	-36.47202160009636	-37.669085398146514	-25.55971871824803	-34.87148005448703	-33.35776300571106	-33.13449995346601	-34.414601634459444	-34.10875941869078	-34.59982607560559	-34.00486811999262	-34.437679542592434	-33.717211183364235
1200.0	4.477121254719663	0.0	f4	nc	-30.958803037083513	-33.28115946591099		-34.61869102535706	-32.2935628927333	-34.750884074589116	-32.22525585838431	-34.31994702257582	-36.39343415631875	-37.43838402419475	-34.33418781112918	-34.27465545824424	-34.335805917536014	-33.589328228032734	-34.152132620370516	-34.3313533517794	-34.394900369936686	-31.66733701747497	-34.34084738992435	-36.39038697564687	-36.463648990735265	-33.83275867767483	-32.860672615671334	-34.296163563860766		-34.31515375899792	-34.36264908579459	-27.05840801210506	-34.85154298556203	-35.76372532335697	-34.02094960813467	-34.46945132173254	-34.37325404302104	-34.3474874414637	-34.394900369936686	-34.36558003400484	-34.22734629887689	-32.89089194647443	-34.25696677850326	-33.2445494530655	-34.29812711501637	-33.07169291639618	-34.45173944678051	-30.883151226281036	-34.58201993514881	-33.32674464289941	-30.640030123904587	-31.285158366547723	-34.49913160311836	-33.235762300583744	-27.030564620271527	-34.64924851380977	-32.78732191174483	-32.952803925387535	-30.973888141219415	-34.152769678817215	-34.419994440865246	-34.72599529910069	-25.25806125609476	-34.846149114193246	-33.63389138780309	-36.561916184903005	-35.77265091889892	-34.609624189675	-34.30607158820806	-34.653522663785964	-34.31218934421746	-34.447694623917506	-34.924015620763754	-34.35295273176252	-36.35580396042635	-34.84180735382511	-34.513629319676056	-24.703358374884438	-34.92234951024209	-34.26882186035164	-32.988819864105004	-34.32829074272117	-31.321675165874193		-34.946520484859704	-34.69359159381783	-33.022106016003136	-33.149872113905104	-34.31569118247143	-34.283452966365964	-33.773701284973555	-34.394900369936686	-34.412452987622295	-32.88155954637745	-34.220683314013854	-33.98894258975001	-34.562358324875404	-34.370927016205144	-34.22317306928267	-34.871575378661376		-34.46512839076222	-33.086402519229885	-34.42149028649916	-34.02094960813467	-34.311743826611945	-32.066296050481206	-33.01720891515897	-36.463272925495346	-37.65542151568474	-25.525338219015822	-34.86949903522826	-33.38293588001938	-33.06958490104152	-34.40423179732588	-34.12504998678341	-34.59300750055756	-34.02094960813467	-34.413390588792964	-33.72513922078104
1200.0	4.477121254719663	0.0	f5	nc	-30.960398462863182	-33.287040277875555		-34.621401786469924	-32.30200346854329	-34.763255551323745	-32.23411008742678	-34.30442809893546	-36.390744105857	-37.4317923821246	-34.31994360845214	-34.25864688864698	-34.33198199259265	-33.55717496039291	-34.144761814862406	-34.34350589766448	-34.380848824544884	-31.643207363631728	-34.33705111861816	-36.38769861346642	-36.458060397328296	-33.8426038218996	-32.874008582241025	-34.29215011759624		-34.31113560824568	-34.358570159692555	-27.037671730746162	-34.85023633755637	-35.74934201278153	-34.03171645287486	-34.46166564187375	-34.35887893245318	-34.35971117252314	-34.380848824544884	-34.37778298874577	-34.21026819347779	-32.90436478751902	-34.26876754914626	-33.22415165038511	-34.28250156966016	-33.08591297413285	-34.448524252955394	-30.88428619107386	-34.58272644738757	-33.334423376753925	-30.639658251960658	-31.290250825140554	-34.47697244754829	-33.24975448967728	-27.00939022644079	-34.66285889233394	-32.78729603738322	-32.96648119605416	-30.97558818952473	-34.13738577744387	-34.405961116140354	-34.709471124244885	-25.238616755131073	-34.84451558285286	-33.61710483319092	-36.54817468065087	-35.75830377129714	-34.60372965167879	-34.31816639548987	-34.65340938107595	-34.32429181453227	-34.4478079017354	-34.91529025651951	-34.34921018129006	-36.34116967960515	-34.828893460502734	-34.507058738425854	-24.68043438993327	-34.91134064080469	-34.24760800853299	-32.99922486907093	-34.313692402873244	-31.32686741448023		-34.92627205097129	-34.69660105265229	-32.983127734766356	-33.159987664965676	-34.327834159794726	-34.27921658435219	-33.789151277225315	-34.380848824544884	-34.42492719405455	-32.871724005467094	-34.219567394940356	-33.98410514017111	-34.55949957883546	-34.36700500909059	-34.235619267504376	-34.87017751661169		-34.445983126562545	-33.04903360591958	-34.41403923957761	-34.03171645287486	-34.297418615242	-32.07213204141648	-33.03130753975345	-36.457846412654696	-37.64711985505434	-25.504723946449506	-34.86831444991124	-33.39944472521751	-33.03049431206269	-34.39802150765927	-34.13592061829638	-34.58898142205146	-34.03171645287486	-34.39908737202297	-33.730701801339826
1300.0	5.0	0.0	f2	nc	-31.32902976558951	-33.739900669720505		-35.024172935726455	-32.71742487126596	-35.07921908638715	-32.5950543747356	-34.801438403015496	-36.57385472985497	-37.56237890247029	-34.767888217081136	-34.76813756470237	-34.77155660906762	-34.394862778431914	-34.683965367750076	-34.6394758425472	-34.83971729435222	-32.37301047263419	-34.773377443325685	-36.56998998922944	-36.68528989511956	-34.17094924803915	-33.11218496216935	-34.74117832433201		-34.75203230153357	-34.794940075378676	-27.654345725387962	-35.19916098944498	-36.179997555721606	-34.35817803204313	-34.92552477947231	-34.8282947289409	-34.65231897806631	-34.83971729435222	-34.66647796226133	-34.73518700488454	-33.14042922326048	-34.57004177948151	-33.72656142728107	-34.784755645143996	-33.305338434287165	-34.84677536410907	-31.254273419443003	-34.98525238826813	-33.73787634432806	-31.017226531466378	-31.648675368090842	-35.00850968476837	-33.487105613202786	-27.634479872396795	-34.92033847715712	-33.40970149332081	-33.20842130337843	-31.345774809580558	-34.664688851675415	-34.86173308904292	-35.194530233134756	-25.844083684342287	-35.19477112570536	-34.09378417649633	-36.800411840213144	-36.187536492057994	-35.01833195533957	-34.61944107124063	-35.045107856222906	-34.61781740236453	-34.86716965163997	-35.24955105214569	-34.78277820991081	-36.61297564312431	-35.24055199489221	-34.94212336342854	-25.3429213146807	-35.27891837934162	-34.853842699621666	-33.327989796656674	-34.79102110162741	-31.718413026888207		-35.4582222255157	-35.07244957492132	-33.97355676862602	-33.50070127453871	-34.62197040218287	-34.73091927192884	-33.99219943700746	-34.83971729435222	-34.70604259430796	-33.441550731422495	-34.6582636986371	-34.43555826160512	-34.979658620583194	-34.80099159104314	-34.53738258285502	-35.22050984400639		-34.99456126188654	-34.02018797437907	-34.853527069676794	-34.35817803204313	-34.75588670421599	-32.54417754174458	-33.25811060604166	-36.69637664807334	-37.762392970832025	-26.125194937161858	-35.216710940525566	-33.57544408848067	-34.00121569965571	-34.8283917339728	-34.50918992186854	-34.995020984499014	-34.35817803204313	-34.86127492806497	-34.09891014565704
1300.0	5.0	0.0	f3	nc	-31.340171233380488	-33.76804584807283		-35.04488186543113	-32.74929989863939	-35.122799757213784	-32.627377151421555	-34.74022101656964	-36.563861076024004	-37.540184674864264	-34.71066478601399	-34.70490979982625	-34.768361764094095	-34.28077201982006	-34.670673719052154	-34.68213422612745	-34.78383992914457	-32.27476338982734	-34.76971133342072	-36.56017530984124	-36.66798848555355	-34.204845696124615	-33.15954106058494	-34.73640967110062		-34.74766362005399	-34.790623337403616	-27.569960630216794	-35.20396289869386	-36.13767106094057	-34.3959327060437	-34.90975356189503	-34.77083887624992	-34.69514358968847	-34.78383992914457	-34.70811024276785	-34.66820295913023	-33.18763089238285	-34.61154300732517	-33.63845949268584	-34.722883961818255	-33.35499582223284	-34.84600992648471	-31.263728815240498	-34.99852070737677	-33.76685475868121	-31.021267272386012	-31.670277137296097	-34.93243801216123	-33.53547091428825	-27.546772744120798	-34.966875863703734	-33.41771781315339	-33.25600140532308	-31.357566847609384	-34.60310969740965	-34.805890632401876	-35.138106698718225	-25.7747109246524	-35.19885836090881	-34.02195111951965	-36.75584285078245	-36.1453109880984	-35.00596303948721	-34.66200964933959	-35.05562225703093	-34.66034893020448	-34.87824755598924	-35.21853680507741	-34.779220553312975	-36.56639944059891	-35.19599448383952	-34.929821139957504	-25.255084363947336	-35.2414759839731	-34.775782402777686	-33.36395961592022	-34.732615567502506	-31.739651398626894		-35.39189483328988	-35.093403104188624	-33.83948780062395	-33.53631763422848	-34.664599580450634	-34.72594327349456	-34.04339355704556	-34.78383992914457	-34.74944688738902	-33.40760461190758	-34.663976608193124	-34.42607877896834	-34.980421348310045	-34.79715943386633	-34.58150466027335	-35.22617110017256		-34.92532700033817	-33.89500998093995	-34.83710613573072	-34.3959327060437	-34.69804299447994	-32.567602737804236	-33.30730066185633	-36.680358708056076	-37.73535905672325	-26.042862960511904	-35.22207342225014	-33.62986554507918	-33.8663335558656	-34.81528171624011	-34.5490017478174	-34.98851140376847	-34.3959327060437	-34.804646169306345	-34.11934468054209
1300.0	5.0	0.0	f4	nc	-31.344172348292	-33.78294118035238		-35.05501076106211	-32.765745513554506	-35.14544297503656	-32.64376769875693	-34.708516406925135	-36.55957396973155	-37.52821194209763	-34.68090743063723	-34.67226648368384	-34.76591542518533	-34.22312436981672	-34.66320149980269	-34.70443462129328	-34.75480303293776	-32.223503873225766	-34.76706289337616	-36.55601101986435	-36.6591867782738	-34.222630422054074	-33.18456616527273	-34.73323272236995		-34.74466429391644	-34.787654029562745	-27.52477252065394	-35.20566797346617	-36.11523811458581	-34.4156604218708	-34.90053549504079	-34.74102399882422	-34.717520031104364	-34.75480303293776	-34.72991813117291	-34.6336970251654	-33.21260560701708	-34.633245970406456	-33.593700969546255	-34.69089646814344	-33.38136619139695	-34.844669349712106	-31.266830679827585	-35.00476538555089	-33.78187034209182	-31.021500928937446	-31.680512569180355	-34.89282435721429	-33.561132888965446	-27.500152602688537	-34.99115734053758	-33.420872397859455	-33.28123758858469	-31.361939888272655	-34.5712828542623	-34.7767918127184	-35.10808331920085	-25.735236769206644	-35.20017130491597	-33.984809478019486	-36.7314169541008	-36.12292914179242	-34.99887064085235	-34.68428016954954	-35.060404320341824	-34.682565786393596	-34.883318017149364	-35.20112205505639	-34.776656431887	-36.541270308900366	-35.17180084342747	-34.922479193777825	-25.20661479973739	-35.220681519523154	-34.73569856741757	-33.382818563495704	-34.70238714854638	-31.749886336121428		-35.35719203907716	-35.10371329949667	-33.77181185202487	-33.555051238086065	-34.68686735589566	-34.72264634915237	-34.07068636876726	-34.75480303293776	-34.77211592967397	-33.38967452026359	-34.66627062357217	-34.42058803946614	-34.98005424056443	-34.794468268986336	-34.604733834777434	-35.22826988238323		-34.889413288253536	-33.83172337316203	-34.827668121019016	-34.4156604218708	-34.66803131401024	-32.57920674104317	-33.33342807680706	-36.67206347942853	-37.72024809890854	-25.99844950454507	-35.224112050768774	-33.65938883734609	-33.798136932658124	-34.807766099602475	-34.56994568844317	-34.98457751709702	-34.4156604218708	-34.77516448062171	-34.130139378036496
