0.600000	161.660
0.601200	178.479
0.602402	199.707
0.603607	232.078
0.604814	274.094
0.606024	328.306
0.607236	394.602
0.608450	474.528
0.609667	569.895
0.610887	682.882
0.612108	816.030
0.613333	972.109
0.614559	1154.70
0.615788	1366.71
0.617020	1611.50
0.618254	1893.94
0.619491	2217.19
0.620729	2588.97
0.621971	3011.49
0.623215	3491.73
0.624461	4034.50
0.625710	4648.35
0.626962	5338.00
0.628215	6109.69
0.629472	6973.73
0.630731	7935.30
0.631992	9009.07
0.633256	10199.4
0.634523	11521.4
0.635792	12986.8
0.637063	14610.1
0.638337	16400.0
0.639614	18370.8
0.640893	20530.9
0.642175	22887.9
0.643459	25468.1
0.644746	28281.9
0.646036	31316.0
0.647328	34670.0
0.648623	38229.5
0.649920	42103.3
0.651220	46193.0
0.652522	50541.4
0.653827	55189.3
0.655135	60097.5
0.656445	65268.3
0.657758	70710.7
0.659073	76395.0
0.660391	82385.4
0.661712	88523.6
0.663036	94517.5
0.664362	100068.
0.665690	103940.
0.667022	104944.
0.668356	103223.
0.669692	102371.
0.671032	107256.
0.672374	120202.
0.673719	137501.
0.675066	154273.
0.676416	168052.
0.677769	179021.
0.679124	188347.
0.680483	196764.
0.681844	204600.
0.683207	211932.
0.684574	218673.
0.685943	224603.
0.687315	229554.
0.688689	233218.
0.690067	235694.
0.691447	236966.
0.692830	238090.
0.694215	239367.
0.695604	240361.
0.696995	240760.
0.698389	239616.
0.699786	237890.
0.701185	235056.
0.702587	231192.
0.703993	228040.
0.705401	223410.
0.706811	218406.
0.708225	212679.
0.709641	206027.
0.711061	198904.
0.712483	191074.
0.713908	182315.
0.715336	173504.
0.716766	163895.
0.718200	155215.
0.719636	146883.
0.721075	137824.
0.722517	129129.
0.723962	120752.
0.725410	111605.
0.726861	102576.
0.728315	94973.1
0.729771	87007.3
0.731231	79377.5
0.732693	72827.5
0.734159	66077.5
0.735627	60000.2
0.737098	54040.4
0.738573	48366.4
0.740050	43225.9
0.741530	38346.7
0.743013	33895.0
0.744499	29866.7
0.745988	26125.3
0.747480	22743.0
0.748975	19722.9
0.750473	17039.1
0.751974	14665.6
0.753477	12581.4
0.754984	10771.6
0.756494	9194.50
0.758007	7810.56
0.759523	6559.52
0.761042	5384.60
0.762564	4251.90
0.764089	3210.88
0.765618	2405.91
0.767149	2009.08
0.768683	2138.68
0.770220	2829.20
0.771761	4017.98
0.773304	5544.57
0.774851	7198.99
0.776401	8870.83
0.777953	10747.1
0.779509	12997.1
0.781068	16174.3
0.782630	20219.1
0.784196	24917.4
0.785764	30224.2
0.787336	35857.1
0.788910	41473.1
0.790488	46622.9
0.792069	51452.0
0.793653	57590.7
0.795240	67907.4
0.796831	82998.0
0.798424	101159.
0.800021	120487.
0.801621	139943.
0.803224	160071.
0.804831	181307.
0.806440	203744.
0.808053	228486.
0.809669	255148.
0.811289	280404.
0.812911	312909.
0.814537	346254.
0.816166	380456.
0.817798	415519.
0.819434	459147.
0.821073	507040.
0.822715	555472.
0.824360	605213.
0.826009	655912.
0.827661	707215.
0.829316	762385.
0.830975	826638.
0.832637	868422.
0.834302	945755.
0.835971	1.01184e+06
0.837643	1.07652e+06
0.839318	1.14808e+06
0.840996	1.22345e+06
0.842678	1.28990e+06
0.844364	1.36594e+06
0.846052	1.42806e+06
0.847745	1.46211e+06
0.849440	1.47646e+06
0.851139	1.51374e+06
0.852841	1.61097e+06
0.854547	1.76276e+06
0.856256	1.93638e+06
0.857968	2.07161e+06
0.859684	2.18464e+06
0.861404	2.20496e+06
0.863126	2.29930e+06
0.864853	2.39751e+06
0.866582	2.45871e+06
0.868315	2.62063e+06
