# Data obtained 1999 July 16  Kirkpatrick, Reid, Burgasser
# lamdbda (A) F_lam (erg/cm2/s/A)
6300.  0.
6301.90095043182  -5.616251E-19
6303.80190086365  -1.027122E-18
6305.70285129547  1.176643E-18
6307.6038017273  7.772378E-19
6309.50475215912  -2.959212E-19
6311.40570259094  -6.212856E-19
6313.30665302277  2.927337E-19
6315.20760345459  1.344089E-19
6317.10855388641  1.158722E-18
6319.00950431824  1.896288E-18
6320.91045475006  -1.596373E-19
6322.81140518189  -4.988455E-20
6324.71235561371  5.897555E-19
6326.61330604553  -9.447403E-19
6328.51425647736  2.534922E-20
6330.41520690918  3.578317E-19
6332.316157341  7.257485E-19
6334.21710777283  2.931802E-19
6336.11805820465  1.487893E-19
6338.01900863647  -4.110924E-19
6339.9199590683  5.513535E-19
6341.82090950012  4.813783E-20
6343.72185993195  -7.130196E-19
6345.62281036377  -5.987047E-19
6347.52376079559  -1.836860E-19
6349.42471122742  -3.801272E-19
6351.32566165924  -1.196532E-19
6353.22661209106  4.663594E-19
6355.12756252289  -5.376840E-20
6357.02851295471  1.256325E-18
6358.92946338654  1.135404E-18
6360.83041381836  -2.255674E-19
6362.73136425018  5.398307E-20
6364.63231468201  3.808348E-19
6366.53326511383  3.760488E-19
6368.43421554565  7.023706E-20
6370.33516597748  3.588915E-19
6372.2361164093  -2.822549E-19
6374.13706684112  4.520393E-19
6376.03801727295  3.995914E-19
6377.93896770477  7.375219E-20
6379.8399181366  9.550700E-19
6381.74086856842  3.993394E-19
6383.64181900024  3.485835E-19
6385.54276943207  8.351943E-19
6387.44371986389  7.984477E-19
6389.34467029571  1.721761E-19
6391.24562072754  7.549168E-19
6393.14657115936  5.928409E-19
6395.04752159118  -4.496555E-20
6396.94847202301  6.378604E-19
6398.84942245483  4.369115E-19
6400.75037288666  1.618564E-19
6402.65132331848  -2.334011E-19
6404.5522737503  -1.806435E-19
6406.45322418213  5.776986E-19
6408.35417461395  6.679534E-20
6410.25512504578  -1.024463E-19
6412.1560754776  -5.678862E-20
6414.05702590942  6.548404E-19
6415.95797634125  -7.113402E-20
6417.85892677307  2.039134E-19
6419.75987720489  1.317747E-19
6421.66082763672  2.542653E-19
6423.56177806854  5.240412E-19
6425.46272850036  4.349085E-19
6427.36367893219  -1.033388E-19
6429.26462936401  6.878250E-19
6431.16557979584  4.788535E-19
6433.06653022766  -6.076186E-19
6434.96748065948  3.792933E-20
6436.86843109131  5.584646E-19
6438.76938152313  7.908179E-19
6440.67033195496  2.155154E-19
6442.57128238678  4.425540E-19
6444.4722328186  1.330528E-19
6446.37318325043  -2.020973E-19
6448.27413368225  -1.971096E-19
6450.17508411407  2.336195E-19
6452.0760345459  1.207615E-18
6453.97698497772  4.181786E-19
6455.87793540954  7.589935E-19
6457.77888584137  4.865160E-19
6459.67983627319  4.322154E-19
6461.58078670502  5.411749E-19
6463.48173713684  5.640268E-20
6465.38268756866  9.233289E-19
6467.28363800049  1.860726E-19
6469.18458843231  2.597515E-20
6471.08553886413  9.835923E-19
6472.98648929596  3.735034E-19
6474.88743972778  -1.495177E-19
6476.7883901596  -4.321176E-20
6478.68934059143  1.600169E-19
6480.59029102325  4.631799E-19
6482.49124145508  3.638091E-19
6484.3921918869  1.430732E-19
6486.29314231872  2.627390E-19
6488.19409275055  4.491697E-19
6490.09504318237  5.831820E-19
6491.99599361419  1.058285E-18
