#WAVE	TRANSMISSION
1.2165709999999998	0.00040599999999999995
1.2166700000000001	0.00042300000000000004
1.216769	0.00044100000000000004
1.216867	0.000458
1.216966	0.00047599999999999997
1.217065	0.000493
1.217164	0.0005110000000000001
1.217262	0.000528
1.2173610000000001	0.000545
1.21746	0.000563
1.217559	0.00058
1.217657	0.000598
1.2177559999999998	0.000615
1.217855	0.000633
1.217954	0.00065
1.218053	0.000668
1.218151	0.000685
1.21825	0.0007030000000000001
1.218349	0.000721
1.218448	0.000741
1.2185469999999998	0.0007610000000000001
1.218646	0.000781
1.218744	0.000801
1.2188430000000001	0.000822
1.218942	0.000842
1.219041	0.0008619999999999999
1.21914	0.0008820000000000001
1.219239	0.0009029999999999999
1.2193379999999998	0.000923
1.219437	0.0009429999999999999
1.219536	0.0009630000000000001
1.219635	0.000983
1.219733	0.001004
1.219832	0.001024
1.2199309999999999	0.001044
1.22003	0.001064
1.220129	0.001084
1.220228	0.001105
1.220327	0.001125
1.220426	0.0011480000000000001
1.220525	0.0011710000000000002
1.220624	0.0011949999999999999
1.220723	0.001218
1.2208219999999999	0.001242
1.220921	0.001265
1.22102	0.001288
1.221119	0.001312
1.221219	0.001335
1.2213180000000001	0.001359
1.221417	0.0013830000000000001
1.221516	0.0014060000000000001
1.221615	0.00143
1.221714	0.0014529999999999999
1.2218129999999998	0.001477
1.221912	0.0015
1.222011	0.001524
1.22211	0.001547
1.22221	0.0015710000000000001
1.222309	0.001594
1.222408	0.001645
1.222507	0.0017059999999999998
1.2226059999999999	0.0017670000000000001
1.222705	0.0018280000000000002
1.222805	0.001889
1.222904	0.0019489999999999998
1.223003	0.00201
1.2231020000000001	0.002071
1.223201	0.002132
1.223301	0.002193
1.2234	0.002254
1.223499	0.002314
1.223598	0.002375
1.223698	0.002436
1.223797	0.002497
1.2238959999999999	0.002558
1.2239959999999999	0.0026190000000000002
1.2240950000000002	0.00268
1.224194	0.002741
1.224293	0.002802
1.224393	0.00288
1.224492	0.002972
1.224591	0.003064
1.224691	0.003156
1.22479	0.0032479999999999996
1.224889	0.0033399999999999997
1.2249889999999999	0.003432
1.225088	0.0035240000000000002
1.225188	0.003616
1.225287	0.003708
1.225386	0.0038009999999999997
1.225486	0.0038929999999999998
1.2255850000000001	0.003985
1.2256850000000001	0.004078
1.225784	0.00417
1.225883	0.004263
1.225983	0.0043549999999999995
1.226082	0.0044469999999999996
1.2261819999999999	0.004539
1.226281	0.004631000000000001
1.226381	0.004764
1.22648	0.004947
1.22658	0.005129
1.226679	0.005311
1.226779	0.005493
1.2268780000000001	0.005675
1.2269780000000001	0.005857
1.227077	0.006039
1.227177	0.006221
1.227276	0.006403
1.227376	0.006586
1.227476	0.006768000000000001
1.227575	0.00695
1.227675	0.0071319999999999995
1.227774	0.007315
1.227874	0.007497
1.227974	0.007679999999999999
1.228073	0.007862000000000001
1.228173	0.008043999999999999
1.228272	0.008227
1.228372	0.008473
1.228472	0.00883
1.2285709999999999	0.009187
1.2286709999999998	0.009544
1.2287709999999998	0.009901
1.2288700000000001	0.010259
1.2289700000000001	0.010616
1.22907	0.010974
1.229169	0.011332
1.229269	0.011691
1.2293690000000002	0.012048999999999999
1.2294690000000001	0.012408
1.229568	0.012767
1.229668	0.013125999999999999
1.229768	0.013484999999999999
1.229868	0.013844
1.229967	0.014203
1.230067	0.014562
1.230167	0.01492
1.230267	0.015278
1.230367	0.015743
1.230466	0.016455
1.230566	0.017166999999999998
1.230666	0.017879
1.230766	0.01859
