#LAM	FLX
1.96050	0.00440000
1.96100	0.00330000
1.96150	0.00410000
1.96200	0.00390000
1.96250	0.00470000
1.96300	0.00420000
1.96350	0.00340000
1.96400	0.00320000
1.96450	0.00380000
1.96500	0.00530000
1.96550	0.00460000
1.96600	0.00350000
1.96650	0.00470000
1.96700	0.00610000
1.96750	0.00520000
1.96800	0.00400000
1.96850	0.00610000
1.96900	0.00650000
1.96950	0.00530000
1.97000	0.00600000
1.97050	0.00730000
1.97100	0.00590000
1.97150	0.00530000
1.97200	0.00720000
1.97250	0.00710000
1.97300	0.00700000
1.97350	0.00830000
1.97400	0.00730000
1.97450	0.00770000
1.97500	0.00900000
1.97550	0.00860000
1.97600	0.00840000
1.97650	0.00960000
1.97700	0.00940000
1.97750	0.00960000
1.97800	0.0100000
1.97850	0.0100000
1.97900	0.0106000
1.97950	0.0102000
1.98000	0.00830000
1.98050	0.00920000
1.98100	0.0114000
1.98150	0.0118000
1.98200	0.0120000
1.98250	0.0122000
1.98300	0.0118000
1.98350	0.0128000
1.98400	0.0131000
1.98450	0.0133000
1.98500	0.0133000
1.98550	0.0136000
1.98600	0.0142000
1.98650	0.0144000
1.98700	0.0111000
1.98750	0.0149000
1.98800	0.0154000
1.98850	0.0158000
1.98900	0.0162000
1.98950	0.0165000
1.99000	0.0151000
1.99050	0.0163000
1.99100	0.0175000
1.99150	0.0182000
1.99200	0.0185000
1.99250	0.0189000
1.99300	0.0194000
1.99350	0.0198000
1.99400	0.0193000
1.99450	0.0203000
1.99500	0.0211000
1.99550	0.0206000
1.99600	0.0212000
1.99650	0.0209000
1.99700	0.0203000
1.99750	0.0202000
1.99800	0.0181000
1.99850	0.0186000
1.99900	0.0171000
1.99950	0.0171000
2.00000	0.0182000
2.00050	0.0164000
2.00100	0.0139000
2.00150	0.0118000
2.00200	0.0117000
2.00250	0.0106000
2.00300	0.00850000
2.00350	0.0103000
2.00400	0.0102000
2.00450	0.00950000
2.00500	0.0116000
2.00550	0.0129000
2.00600	0.0171000
2.00650	0.0208000
2.00700	0.0221000
2.00750	0.0197000
2.00800	0.0179000
2.00850	0.0259000
2.00900	0.0365000
2.00950	0.0242000
2.01000	0.0261000
2.01050	0.0322000
2.01100	0.0230000
2.01150	0.0178000
2.01200	0.0279000
2.01250	0.0331000
2.01300	0.0229000
2.01350	0.0197000
2.01400	0.0373000
2.01450	0.0325000
2.01500	0.0191000
2.01550	0.0427000
2.01600	0.0386000
2.01650	0.0246000
2.01700	0.0470000
2.01750	0.0406000
2.01800	0.0321000
2.01850	0.0583000
2.01900	0.0402000
2.01950	0.0562000
2.02000	0.0630000
2.02050	0.0468000
2.02100	0.0741000
2.02150	0.0590000
2.02200	0.0687000
2.02250	0.0843000
2.02300	0.0668000
2.02350	0.0890000
2.02400	0.0739000
2.02450	0.0922000
2.02500	0.0918000
2.02550	0.0963000
2.02600	0.102200
2.02650	0.0989000
2.02700	0.109800
2.02750	0.104000
2.02800	0.113900
2.02850	0.109100
2.02900	0.121500
2.02950	0.118700
2.03000	0.127700
2.03050	0.125500
2.03100	0.131000
2.03150	0.133000
2.03200	0.136000
2.03250	0.137600
2.03300	0.139300
2.03350	0.141100
2.03400	0.144700
2.03450	0.146800
2.03500	0.149200
2.03550	0.151200
2.03600	0.152900
2.03650	0.154900
2.03700	0.157000
2.03750	0.158800
2.03800	0.161000
2.03850	0.162300
2.03900	0.164500
2.03950	0.164800
2.04000	0.162200
2.04050	0.162400
2.04100	0.165000
2.04150	0.166000
2.04200	0.168400
