#LAM	FLX
1.19300	0.00000
1.19400	0.00000
1.19500	0.000600000
1.19600	0.00140000
1.19700	0.00240000
1.19800	0.00360000
1.19900	0.00510000
1.20000	0.00690000
1.20100	0.00910000
1.20200	0.0118000
1.20300	0.0150000
1.20400	0.0187000
1.20500	0.0232000
1.20600	0.0286000
1.20700	0.0351000
1.20800	0.0431000
1.20900	0.0530000
1.21000	0.0656000
1.21100	0.0815000
1.21200	0.101700
1.21300	0.127500
1.21400	0.160600
1.21500	0.202400
1.21600	0.254100
1.21700	0.315500
1.21800	0.384900
1.21900	0.459100
1.22000	0.532100
1.22100	0.596500
1.22200	0.647600
1.22300	0.682400
1.22400	0.702100
1.22500	0.711200
1.22600	0.713700
1.22700	0.712600
1.22800	0.710500
1.22900	0.708900
1.23000	0.708500
1.23100	0.709400
1.23200	0.711200
1.23300	0.713800
1.23400	0.716900
1.23500	0.720100
1.23600	0.722800
1.23700	0.725100
1.23800	0.727400
1.23900	0.728800
1.24000	0.730000
1.24100	0.730800
1.24200	0.731300
1.24300	0.731400
1.24400	0.731000
1.24500	0.730900
1.24600	0.730400
1.24700	0.730100
1.24800	0.729500
1.24900	0.728500
1.25000	0.727300
1.25100	0.725600
1.25200	0.723600
1.25300	0.721100
1.25400	0.718500
1.25500	0.715900
1.25600	0.713200
1.25700	0.710900
1.25800	0.708800
1.25900	0.707100
1.26000	0.705500
1.26100	0.704300
1.26200	0.702900
1.26300	0.702200
1.26400	0.701200
1.26500	0.700200
1.26600	0.699100
1.26700	0.698100
1.26800	0.696600
1.26900	0.694600
1.27000	0.691800
1.27100	0.688600
1.27200	0.684300
1.27300	0.679700
1.27400	0.674300
1.27500	0.668600
1.27600	0.662600
1.27700	0.656800
1.27800	0.651100
1.27900	0.645300
1.28000	0.640000
1.28100	0.635100
1.28200	0.630800
1.28300	0.627000
1.28400	0.623900
1.28500	0.621900
1.28600	0.620700
1.28700	0.620500
1.28800	0.621500
1.28900	0.623400
1.29000	0.625900
1.29100	0.629100
1.29200	0.633300
1.29300	0.637600
1.29400	0.642700
1.29500	0.648000
1.29600	0.653400
1.29700	0.659500
1.29800	0.665400
1.29900	0.671000
1.30000	0.676400
1.30100	0.681200
1.30200	0.685400
1.30300	0.689000
1.30400	0.692000
1.30500	0.694300
1.30600	0.696200
1.30700	0.697600
1.30800	0.698900
1.30900	0.700000
1.31000	0.700900
1.31100	0.701800
1.31200	0.702600
1.31300	0.703600
1.31400	0.705000
1.31500	0.706800
1.31600	0.708900
1.31700	0.711400
1.31800	0.714900
1.31900	0.718700
1.32000	0.723200
1.32100	0.727800
1.32200	0.732100
1.32300	0.736900
1.32400	0.741300
1.32500	0.745500
1.32600	0.749000
1.32700	0.751900
1.32800	0.754500
1.32900	0.756400
1.33000	0.757700
1.33100	0.758300
1.33200	0.758200
1.33300	0.757500
1.33400	0.756300
1.33500	0.754600
1.33600	0.753300
1.33700	0.751400
1.33800	0.749700
1.33900	0.748200
1.34000	0.747100
1.34100	0.746300
1.34200	0.745900
1.34300	0.745200
1.34400	0.744700
1.34500	0.743500
1.34600	0.741400
1.34700	0.737200
1.34800	0.730600
1.34900	0.720000
1.35000	0.704800
1.35100	0.683700
1.35200	0.656700
1.35300	0.622700
1.35400	0.582200
1.35500	0.535500
1.35600	0.483900
1.35700	0.429100
1.35800	0.373600
1.35900	0.320100
1.36000	0.270300
1.36100	0.225500
1.36200	0.186400
1.36300	0.152500
1.36400	0.124100
1.36500	0.100500
1.36600	0.0814000
1.36700	0.0659000
1.36800	0.0534000
1.36900	0.0433000
1.37000	0.0352000
1.37100	0.0288000
1.37200	0.0235000
1.37300	0.0193000
1.37400	0.0159000
1.37500	0.0131000
1.37600	0.0108000
1.37700	0.00900000
1.37800	0.00750000
1.37900	0.00620000
1.38000	0.00520000
1.38100	0.00430000
1.38200	0.00360000
1.38300	0.00310000
1.38400	0.00260000
1.38500	0.00220000
1.38600	0.00190000
1.38700	0.00160000
1.38800	0.00140000
1.38900	0.00130000
1.39000	0.00110000
1.39100	0.00100000
1.39200	0.000900000
1.39300	0.000800000
1.39400	0.000800000
1.39500	0.000700000
1.39600	0.000600000
1.39700	0.000600000
1.39800	0.000500000
1.39900	0.000500000
1.40000	0.000500000
