#lam	trans
0.298	0.0
0.3005	0.0001
0.303	0.0005
0.3055	0.0013
0.308	0.0026
0.3105	0.0052
0.313	0.0093
0.3155	0.0161
0.318	0.024
0.3205	0.0323
0.323	0.0405
0.3255	0.0485
0.328	0.0561
0.3305	0.0634
0.333	0.07
0.3355	0.0756
0.338	0.0803
0.3405	0.0848
0.343	0.0883
0.3455	0.0917
0.348	0.0959
0.3505	0.1001
0.353	0.1029
0.3555	0.1044
0.358	0.1053
0.3605	0.1063
0.363	0.1075
0.3655	0.1085
0.368	0.1084
0.3705	0.1064
0.373	0.1024
0.3755	0.0966
0.378	0.0887
0.3805	0.0787
0.383	0.0672
0.3855	0.0549
0.388	0.0413
0.3905	0.0268
0.393	0.0145
0.3955	0.0075
0.398	0.0042
0.4005	0.0022
0.403	0.001
0.4055	0.0006
0.408	0.0004
0.4105	0.0002
0.413	0.0
