#LAM	FLX
2.60000	2.37180e-06
2.61000	0.000357870
2.62000	0.00118010
2.63000	0.000929440
2.64000	0.000750950
2.65000	0.000819400
2.66000	0.000881830
2.67000	0.00105170
2.68000	0.000338670
2.69000	0.000517050
2.70000	0.000818460
2.71000	0.00872910
2.72000	0.00772990
2.73000	0.00460450
2.74000	0.00343560
2.75000	0.00739930
2.76000	0.0137470
2.77000	0.0235500
2.78000	0.0452090
2.79000	0.0888750
2.80000	0.155560
2.81000	0.230090
2.82000	0.283690
2.83000	0.306870
2.84000	0.304250
2.85000	0.294150
2.86000	0.282100
2.87000	0.268090
2.88000	0.255010
2.89000	0.254010
2.90000	0.266250
2.91000	0.289030
2.92000	0.315010
2.93000	0.337820
2.94000	0.357020
2.95000	0.373560
2.96000	0.388650
2.97000	0.405480
2.98000	0.421450
2.99000	0.432630
3.00000	0.437010
3.01000	0.441420
3.02000	0.445840
3.03000	0.445340
3.04000	0.437870
3.05000	0.428360
3.06000	0.414770
3.07000	0.400080
3.08000	0.382270
3.09000	0.367360
3.10000	0.359440
3.11000	0.367710
3.12000	0.395390
3.13000	0.437550
3.14000	0.476890
3.15000	0.507220
3.16000	0.528440
3.17000	0.544610
3.18000	0.558790
3.19000	0.572010
3.20000	0.583200
3.21000	0.590270
3.22000	0.597370
3.23000	0.602390
3.24000	0.606370
3.25000	0.602930
3.26000	0.598400
3.27000	0.595960
3.28000	0.599930
3.29000	0.617870
3.30000	0.653170
3.31000	0.699470
3.32000	0.748210
3.33000	0.791790
3.34000	0.822540
3.35000	0.840210
3.36000	0.840520
3.37000	0.826510
3.38000	0.810200
3.39000	0.790560
3.40000	0.769570
3.41000	0.758470
3.42000	0.775220
3.43000	0.821170
3.44000	0.883000
3.45000	0.939660
3.46000	0.976280
3.47000	0.994970
3.48000	1.00000
3.49000	0.998310
3.50000	0.997740
3.51000	0.997270
3.52000	0.996660
3.53000	0.996150
3.54000	0.988570
3.55000	0.975130
3.56000	0.956940
3.57000	0.936310
3.58000	0.915550
3.59000	0.902860
3.60000	0.900670
3.61000	0.913790
3.62000	0.936420
3.63000	0.957980
3.64000	0.970130
3.65000	0.975180
3.66000	0.975460
3.67000	0.975720
3.68000	0.974780
3.69000	0.973810
3.70000	0.972950
3.71000	0.974360
3.72000	0.974560
3.73000	0.967430
3.74000	0.939490
3.75000	0.884560
3.76000	0.798620
3.77000	0.682900
3.78000	0.548040
3.79000	0.407260
3.80000	0.281860
3.81000	0.185290
3.82000	0.115680
3.83000	0.0708030
3.84000	0.0436460
3.85000	0.0276010
3.86000	0.0176000
3.87000	0.0110160
3.88000	0.00676090
3.89000	0.00479120
3.90000	0.00398440
3.91000	0.00313900
3.92000	0.00238140
3.93000	0.00225530
3.94000	0.00181190
3.95000	0.00151200
3.96000	0.00113420
3.97000	0.000655460
3.98000	0.000354490
3.99000	4.28100e-05
4.00000	0.000100320
