#LAM	FLX
1.95250	0.00398000
1.95300	0.00438000
1.95350	0.00418000
1.95400	0.00539000
1.95450	0.00598000
1.95500	0.00658000
1.95550	0.00595000
1.95600	0.00754000
1.95650	0.00731000
1.95700	0.00829000
1.95750	0.00906000
1.95800	0.0104200
1.95850	0.0117600
1.95900	0.0138700
1.95950	0.0156100
1.96000	0.0157800
1.96050	0.0171400
1.96100	0.0177000
1.96150	0.0194200
1.96200	0.0205700
1.96250	0.0228300
1.96300	0.0237600
1.96350	0.0243100
1.96400	0.0264100
1.96450	0.0294000
1.96500	0.0318800
1.96550	0.0351300
1.96600	0.0384100
1.96650	0.0410900
1.96700	0.0443700
1.96750	0.0485800
1.96800	0.0513800
1.96850	0.0548400
1.96900	0.0583300
1.96950	0.0616000
1.97000	0.0664100
1.97050	0.0702200
1.97100	0.0755200
1.97150	0.0819100
1.97200	0.0894800
1.97250	0.0947000
1.97300	0.102680
1.97350	0.110110
1.97400	0.116230
1.97450	0.124660
1.97500	0.132540
1.97550	0.141340
1.97600	0.150410
1.97650	0.161240
1.97700	0.170240
1.97750	0.181240
1.97800	0.192980
1.97850	0.205630
1.97900	0.218480
1.97950	0.232010
1.98000	0.245220
1.98050	0.259930
1.98100	0.275600
1.98150	0.291640
1.98200	0.309750
1.98250	0.328090
1.98300	0.347340
1.98350	0.366880
1.98400	0.386930
1.98450	0.407850
1.98500	0.428590
1.98550	0.451160
1.98600	0.471710
1.98650	0.492170
1.98700	0.513140
1.98750	0.533910
1.98800	0.555160
1.98850	0.576970
1.98900	0.600680
1.98950	0.622310
1.99000	0.644070
1.99050	0.665540
1.99100	0.685940
1.99150	0.707210
1.99200	0.727100
1.99250	0.745040
1.99300	0.760480
1.99350	0.775130
1.99400	0.790040
1.99450	0.804150
1.99500	0.817110
1.99550	0.829150
1.99600	0.841430
1.99650	0.853730
1.99700	0.864400
1.99750	0.874050
1.99800	0.883040
1.99850	0.890750
1.99900	0.899190
1.99950	0.904400
2.00000	0.909670
2.00050	0.911880
2.00100	0.916660
2.00150	0.920820
2.00200	0.924120
2.00250	0.926250
2.00300	0.928310
2.00350	0.930760
2.00400	0.932510
2.00450	0.935040
2.00500	0.935960
2.00550	0.937240
2.00600	0.940050
2.00650	0.943740
2.00700	0.945800
2.00750	0.947780
2.00800	0.949620
2.00850	0.950650
2.00900	0.952770
2.00950	0.953430
2.01000	0.953410
2.01050	0.951860
2.01100	0.952880
2.01150	0.954510
2.01200	0.955670
2.01250	0.957430
2.01300	0.959120
2.01350	0.961990
2.01400	0.963560
2.01450	0.966370
2.01500	0.968440
2.01550	0.969740
2.01600	0.970810
2.01650	0.971340
2.01700	0.971100
2.01750	0.970290
2.01800	0.971190
2.01850	0.971160
2.01900	0.970640
2.01950	0.970200
2.02000	0.971210
2.02050	0.970930
2.02100	0.972120
2.02150	0.973270
2.02200	0.971710
2.02250	0.970870
2.02300	0.969540
2.02350	0.968140
2.02400	0.964020
2.02450	0.963150
2.02500	0.961930
2.02550	0.959750
2.02600	0.959500
2.02650	0.958850
2.02700	0.958570
2.02750	0.959000
2.02800	0.960910
2.02850	0.962430
2.02900	0.961960
2.02950	0.963030
2.03000	0.961840
2.03050	0.961400
2.03100	0.959400
2.03150	0.958660
2.03200	0.958080
2.03250	0.956710
2.03300	0.954710
2.03350	0.952960
2.03400	0.953230
2.03450	0.952670
2.03500	0.953480
2.03550	0.953750
2.03600	0.952410
2.03650	0.950990
2.03700	0.950350
2.03750	0.950300
2.03800	0.949580
2.03850	0.949620
2.03900	0.948960
2.03950	0.947250
2.04000	0.946150
2.04050	0.946670
2.04100	0.948180
2.04150	0.949020
2.04200	0.949970
2.04250	0.949920
2.04300	0.948850
2.04350	0.948940
2.04400	0.950760
2.04450	0.950900
2.04500	0.950010
2.04550	0.948730
2.04600	0.946400
2.04650	0.944670
2.04700	0.944400
2.04750	0.943700
2.04800	0.943540
2.04850	0.941010
2.04900	0.940020
2.04950	0.939730
2.05000	0.938830
2.05050	0.939010
2.05100	0.939640
