#LAM	FLX
3.29330	0.00381100
3.29390	0.00535000
3.29450	0.00536300
3.29510	0.00351300
3.29570	0.00324800
3.29630	0.00369600
3.29690	0.00319900
3.29750	0.00496200
3.29810	0.00753100
3.29870	0.00927500
3.29930	0.00777300
3.29990	0.00507900
3.30050	0.00499100
3.30110	0.00458700
3.30170	0.00545400
3.30230	0.00588300
3.30290	0.00566000
3.30350	0.00903700
3.30410	0.00780500
3.30470	0.00464300
3.30530	0.00751600
3.30590	0.0107370
3.30650	0.0112380
3.30710	0.0112340
3.30770	0.0105730
3.30830	0.00856000
3.30890	0.00743900
3.30950	0.00806900
3.31010	0.00837000
3.31070	0.00940100
3.31130	0.00955700
3.31190	0.00825700
3.31250	0.00829100
3.31310	0.00744600
3.31380	0.00651700
3.31440	0.00996900
3.31500	0.0120220
3.31560	0.0108390
3.31620	0.00996900
3.31680	0.00792400
3.31740	0.00571200
3.31800	0.00709500
3.31860	0.0100600
3.31920	0.0101440
3.31980	0.00965700
3.32040	0.0115140
3.32100	0.0124060
3.32160	0.0116440
3.32220	0.0110310
3.32280	0.0123630
3.32350	0.0138820
3.32410	0.0114300
3.32470	0.0106860
3.32530	0.0141960
3.32590	0.0158830
3.32650	0.0161600
3.32710	0.0154080
3.32770	0.0128820
3.32830	0.0119880
3.32890	0.0121350
3.32960	0.0106600
3.33020	0.0114320
3.33080	0.0103640
3.33140	0.0104680
3.33200	0.0131420
3.33260	0.0120130
3.33320	0.0118340
3.33380	0.0143420
3.33440	0.0173250
3.33510	0.0179640
3.33570	0.0152310
3.33630	0.0160840
3.33690	0.0156930
3.33750	0.0153310
3.33810	0.0180000
3.33870	0.0195480
3.33940	0.0196110
3.34000	0.0186230
3.34060	0.0173480
3.34120	0.0190210
3.34180	0.0194870
3.34240	0.0189910
3.34300	0.0192220
3.34370	0.0203520
3.34430	0.0206930
3.34490	0.0204680
3.34550	0.0229970
3.34610	0.0251010
3.34670	0.0259240
3.34740	0.0253040
3.34800	0.0239710
3.34860	0.0238610
3.34920	0.0239870
3.34980	0.0227560
3.35040	0.0215170
3.35110	0.0224810
3.35170	0.0248610
3.35230	0.0270250
3.35290	0.0272460
3.35350	0.0257530
3.35420	0.0252810
3.35480	0.0248620
3.35540	0.0246890
3.35600	0.0272480
3.35660	0.0286790
3.35730	0.0264430
3.35790	0.0241860
3.35850	0.0243910
3.35910	0.0274230
3.35970	0.0303840
3.36040	0.0303080
3.36100	0.0305720
3.36160	0.0312240
3.36220	0.0310120
3.36290	0.0306050
3.36350	0.0309390
3.36410	0.0325240
3.36470	0.0337030
3.36540	0.0342010
3.36600	0.0332330
3.36660	0.0372510
3.36720	0.0421980
3.36790	0.0401250
3.36850	0.0351220
3.36910	0.0351670
3.36970	0.0371390
3.37040	0.0403460
3.37100	0.0408700
3.37160	0.0395580
3.37220	0.0393150
3.37290	0.0416590
3.37350	0.0456740
3.37410	0.0469250
3.37470	0.0477130
3.37540	0.0467560
3.37600	0.0449840
3.37660	0.0473270
3.37730	0.0501760
3.37790	0.0503610
3.37850	0.0508000
3.37910	0.0539800
3.37980	0.0575660
3.38040	0.0611910
3.38100	0.0613000
3.38170	0.0570940
3.38230	0.0546630
3.38290	0.0553930
3.38350	0.0573930
3.38420	0.0607850
3.38480	0.0657470
3.38540	0.0670050
3.38610	0.0660780
3.38670	0.0692430
3.38730	0.0729590
3.38800	0.0763720
3.38860	0.0824740
3.38920	0.0872840
3.38990	0.0883170
3.39050	0.0890060
3.39110	0.0920950
3.39180	0.0945470
3.39240	0.0958790
3.39300	0.0976420
3.39370	0.0994670
3.39430	0.103161
3.39490	0.106946
3.39560	0.110761
3.39620	0.114528
3.39680	0.118627
3.39750	0.121180
3.39810	0.124270
3.39880	0.127927
3.39940	0.133133
3.40000	0.140116
3.40070	0.147786
3.40130	0.154560
3.40190	0.159120
3.40260	0.162847
3.40320	0.169387
3.40380	0.174513
3.40450	0.175277
3.40510	0.184011
3.40580	0.194829
3.40640	0.200287
3.40700	0.207907
3.40770	0.217849
3.40830	0.222521
3.40900	0.231470
3.40960	0.244362
3.41020	0.252220
3.41090	0.258087
3.41150	0.265445
3.41220	0.274696
3.41280	0.285083
3.41350	0.297079
3.41410	0.307274
3.41470	0.317630
3.41540	0.328898
3.41600	0.340558
3.41670	0.352615
3.41730	0.365323
3.41790	0.378099
3.41860	0.389478
3.41920	0.400362
3.41990	0.410708
3.42050	0.422432
3.42120	0.437706
3.42180	0.451464
3.42250	0.461852
3.42310	0.474334
3.42380	0.490428
3.42440	0.506494
3.42500	0.520936
3.42570	0.535419
3.42630	0.549768
3.42700	0.563326
3.42760	0.577480
3.42830	0.592416
3.42890	0.607017
3.42960	0.619361
3.43020	0.632575
3.43090	0.647668
3.43150	0.662161
3.43220	0.674640
3.43280	0.685796
3.43350	0.698877
3.43410	0.714605
3.43480	0.727596
3.43540	0.736398
3.43610	0.747270
3.43670	0.759724
3.43740	0.771362
3.43800	0.783171
3.43870	0.790290
3.43930	0.796202
3.44000	0.806010
3.44060	0.815391
3.44130	0.820657
3.44190	0.826737
3.44260	0.834479
3.44320	0.845323
3.44390	0.850255
3.44450	0.855735
3.44520	0.861606
