#LAM	TRANSMISSION
300.104492	0.002034
329.625671	0.002034
366.124481	0.004202
398.184662	0.004202
415.478119	0.007443
422.652466	0.031147
431.947754	0.234414
439.189758	0.411674
443.911133	0.450410
454.165527	0.470168
460.177917	0.504580
464.419861	0.504580
470.235565	0.536543
475.633209	0.541014
480.551361	0.570261
491.488068	0.604660
498.594818	0.616452
506.119568	0.645297
510.361481	0.631483
513.705811	0.640144
522.865845	0.664665
530.107849	0.674422
534.958374	0.663581
542.384766	0.686201
547.850098	0.684983
550.450439	0.680781
558.583923	0.703535
563.920105	0.700283
572.121094	0.713414
578.613037	0.707177
587.976013	0.724377
597.683228	0.708517
605.208008	0.721258
611.503174	0.696604
616.421326	0.680354
625.169556	0.696470
635.970947	0.669659
643.557251	0.669659
647.251953	0.675068
654.905884	0.657734
665.707336	0.654494
677.123535	0.649073
688.121826	0.628353
695.167053	0.614405
701.591370	0.612237
708.636597	0.603832
718.411438	0.586510
732.010132	0.567008
744.520691	0.552927
758.187012	0.526798
771.238525	0.502826
776.095215	0.490913
796.603821	0.469645
799.886719	0.469645
811.235352	0.442822
820.462952	0.415877
826.954956	0.394073
840.688904	0.353863
858.185242	0.319463
871.107605	0.296709
876.025696	0.272188
882.044495	0.222891
883.679688	0.199320
887.442078	0.144067
893.393066	0.071747
898.378784	0.033145
902.682190	0.013777
909.659790	0.007540
920.461304	0.002132
941.172852	0.002132
970.146912	0.002132
997.965149	0.002132
