#LAM	FLX
1.50920	0.0191800
1.50940	0.0204600
1.50960	0.0258500
1.50980	0.0259200
1.51000	0.0259600
1.51020	0.0274000
1.51040	0.0248300
1.51060	0.0288400
1.51080	0.0288100
1.51100	0.0260800
1.51120	0.0301100
1.51140	0.0260800
1.51160	0.0275100
1.51180	0.0274200
1.51200	0.0260600
1.51220	0.0342100
1.51240	0.0354300
1.51260	0.0380200
1.51280	0.0325500
1.51300	0.0229300
1.51320	0.0253600
1.51340	0.0293600
1.51360	0.0293100
1.51380	0.0307200
1.51400	0.0269900
1.51420	0.0243200
1.51440	0.0314000
1.51460	0.0327300
1.51480	0.0326800
1.51500	0.0329900
1.51520	0.0329000
1.51540	0.0343500
1.51560	0.0344100
1.51580	0.0302300
1.51600	0.0260600
1.51620	0.0326800
1.51640	0.0327600
1.51660	0.0355100
1.51680	0.0356100
1.51700	0.0303500
1.51720	0.0356400
1.51740	0.0394900
1.51760	0.0393500
1.51780	0.0405100
1.51800	0.0349700
1.51820	0.0322300
1.51840	0.0308400
1.51860	0.0294000
1.51880	0.0296300
1.51900	0.0284700
1.51920	0.0326500
1.51940	0.0314800
1.51960	0.0341600
1.51980	0.0329400
1.52000	0.0247500
1.52020	0.0277300
1.52040	0.0291600
1.52060	0.0374100
1.52080	0.0486300
1.52100	0.0512800
1.52120	0.0498200
1.52140	0.0495500
1.52160	0.0478100
1.52180	0.0436100
1.52200	0.0449400
1.52220	0.0448200
1.52240	0.0422200
1.52260	0.0490400
1.52280	0.0515700
1.52300	0.0489800
1.52320	0.0529000
1.52340	0.0460200
1.52360	0.0447400
1.52380	0.0459900
1.52400	0.0477800
1.52420	0.0534500
1.52440	0.0564400
1.52460	0.0579800
1.52480	0.0563400
1.52500	0.0562000
1.52520	0.0588100
1.52540	0.0615100
1.52560	0.0643000
1.52580	0.0695200
1.52600	0.0694900
1.52620	0.0681000
1.52640	0.0692600
1.52660	0.0651100
1.52680	0.0679800
1.52700	0.0719800
1.52720	0.0749500
1.52740	0.0777900
1.52760	0.0819500
