#WAVE	TRANSMISSION
0.8857666	0.000407
0.8858384	0.000414
0.8859102999999999	0.000421
0.8859821	0.000429
0.8860540000000001	0.000436
0.8861259	0.000443
0.8861977999999999	0.00045
0.8862697	0.000458
0.8863416	0.00046699999999999997
0.8864135000000001	0.00047599999999999997
0.8864854	0.00048499999999999997
0.8865573	0.0004940000000000001
0.8866291999999999	0.000503
0.8867012000000001	0.000512
0.8867729999999999	0.000521
0.8868450000000001	0.00053
0.886917	0.000539
0.8869889	0.0005480000000000001
0.8870608	0.000557
0.8871327999999999	0.000566
0.8872048	0.000575
0.8872768	0.000584
0.8873486999999999	0.000593
0.8874207000000001	0.000603
0.8874927	0.000612
0.8875647000000001	0.000621
0.8876367000000001	0.00063
0.8877086999999999	0.0006389999999999999
0.8877808	0.000648
0.8878527	0.000657
0.8879248	0.000667
0.8879968	0.000676
0.8880688	0.000685
0.8881409	0.0006940000000000001
0.8882129000000001	0.0007030000000000001
0.888285	0.000717
0.888357	0.000733
0.8884291	0.000749
0.8885012000000001	0.000766
0.8885732	0.000782
0.8886453	0.000799
0.8887174999999999	0.0008150000000000001
0.8887896000000001	0.0008320000000000001
0.8888616	0.000848
0.8889336999999999	0.000865
0.8890058999999999	0.0008810000000000001
0.8890779000000001	0.000898
0.8891501	0.0009140000000000001
0.8892223	0.0009310000000000001
0.8892943	0.000947
0.8893665000000001	0.000964
0.8894387	0.000981
0.8895108	0.000997
0.889583	0.0010140000000000001
0.8896550999999999	0.00103
0.8897272999999999	0.001047
0.8897995000000001	0.001064
0.8898717	0.0010810000000000001
0.8899438000000001	0.001097
0.890016	0.001114
0.8900882999999999	0.0011300000000000001
0.8901604	0.001147
0.8902325999999999	0.001163
0.8903049000000001	0.0011970000000000001
0.8903771	0.001233
0.8904493	0.0012699999999999999
0.8905216	0.001306
0.8905938	0.001343
0.890666	0.001379
0.8907383	0.001416
0.8908105	0.0014529999999999999
0.8908828	0.001489
0.8909551	0.001526
0.8910273	0.001562
0.8910996999999999	0.001599
0.891172	0.0016359999999999999
0.8912441999999999	0.001673
0.8913165000000001	0.001709
0.8913888999999999	0.0017460000000000002
0.8914611000000001	0.0017829999999999999
0.8915334999999999	0.001819
0.8916058000000001	0.0018559999999999998
0.8916781000000001	0.001893
0.8917504999999999	0.00193
0.8918229	0.001967
0.8918950999999999	0.0020039999999999997
0.8919674999999999	0.0020399999999999997
0.8920397999999999	0.002077
0.8921121999999999	0.002114
0.8921846	0.002151
0.8922568999999999	0.002195
0.8923293999999999	0.0022719999999999997
0.8924018	0.002348
0.8924741	0.002425
0.8925466000000001	0.002502
0.8926189	0.002579
0.8926913000000001	0.0026550000000000002
0.8927638000000001	0.002732
0.8928362	0.002809
0.8929085999999999	0.002886
0.8929811	0.002963
0.8930535	0.0030399999999999997
0.893126	0.003117
0.8931984000000001	0.0031940000000000002
0.8932709000000001	0.003271
0.8933433999999999	0.003348
0.8934158	0.003425
0.8934883	0.0035020000000000003
0.8935607	0.0035789999999999997
0.8936332	0.0036560000000000004
0.8937058000000001	0.0037329999999999998
0.8937782	0.003811
0.8938508	0.0038880000000000004
0.8939232	0.003965
0.8939958	0.0040420000000000005
0.8940683	0.00412
0.8941408	0.004197
0.8942134	0.004275
0.8942859000000001	0.004386999999999999
0.8943584000000001	0.004528
0.894431	0.0046689999999999995
0.8945035	0.004809000000000001
0.8945761000000001	0.00495
0.8946487	0.005091
0.8947212999999999	0.005232
0.8947938	0.005372999999999999
0.8948664000000001	0.005514
0.8949391	0.0056560000000000004
0.8950116	0.005797
0.8950843	0.005939
0.8951568	0.0060799999999999995
0.8952295	0.006222
0.8953021000000001	0.006364
0.8953747	0.0065060000000000005
0.8954474	0.006648
0.8955200000000001	0.006790000000000001
0.8955927	0.006931999999999999
0.8956653	0.007075
