#WAVE	TRANSMISSION
1.3297940000000001	0.00041900000000000005
1.3299020000000001	0.000446
1.3300100000000001	0.000472
1.3301180000000001	0.000499
1.3302260000000001	0.000525
1.330334	0.000552
1.330442	0.000558
1.33055	0.0005549999999999999
1.330658	0.000553
1.330766	0.00055
1.330874	0.0005480000000000001
1.3309819999999999	0.000545
1.331089	0.000543
1.331197	0.000541
1.331305	0.000538
1.331413	0.000539
1.331521	0.000542
1.3316290000000002	0.000546
1.3317370000000002	0.000549
1.3318459999999999	0.000553
1.331954	0.000557
1.332062	0.00056
1.33217	0.0005639999999999999
1.332278	0.0005679999999999999
1.332386	0.000575
1.332494	0.000597
1.332602	0.0006190000000000001
1.33271	0.00064
1.332818	0.000662
1.332926	0.000684
1.333034	0.0007059999999999999
1.333143	0.000728
1.333251	0.00075
1.333359	0.000771
1.333467	0.000793
1.333575	0.0008150000000000001
1.333683	0.000837
1.333792	0.000859
1.3339	0.0008810000000000001
1.334008	0.0009019999999999999
1.334116	0.000924
1.334225	0.0009460000000000001
1.334333	0.000968
1.334441	0.00099
1.334549	0.0010119999999999999
1.334658	0.001033
1.334766	0.0010550000000000002
1.334874	0.001077
1.334982	0.001099
1.335091	0.001121
1.335199	0.001143
1.335307	0.001164
1.335416	0.0012
1.335524	0.001253
1.335632	0.0013050000000000002
1.335741	0.0013570000000000001
1.335849	0.0014089999999999999
1.335957	0.0014609999999999998
1.336066	0.001513
1.336174	0.0015660000000000001
1.3362829999999999	0.0016179999999999999
1.3363909999999999	0.0016760000000000002
1.3364989999999999	0.0017519999999999999
1.336608	0.001829
1.336716	0.001905
1.336825	0.001982
1.336933	0.002059
1.337042	0.002135
1.33715	0.002212
1.337258	0.002288
1.337367	0.002365
1.337475	0.002448
1.337584	0.00253
1.337692	0.002613
1.337801	0.002696
1.337909	0.002778
1.338018	0.002861
1.338127	0.002944
1.338235	0.0030269999999999997
1.338344	0.0031100000000000004
1.338452	0.003222
1.3385610000000001	0.0033420000000000004
1.338669	0.003461
1.338778	0.0035810000000000004
1.3388870000000002	0.0037
1.3389950000000002	0.0038200000000000005
1.339104	0.003939
1.339212	0.004058
1.339321	0.004178
1.33943	0.0043219999999999995
1.339538	0.004484
1.339647	0.004646
1.339756	0.004808
1.339864	0.0049700000000000005
1.3399729999999999	0.005132
1.340082	0.005293
1.340191	0.005455
1.340299	0.0056170000000000005
1.340408	0.0058
1.340517	0.006018
1.340625	0.006236
1.340734	0.0064540000000000005
1.340843	0.006672
1.3409520000000001	0.00689
1.341061	0.007108
1.341169	0.007326000000000001
1.341278	0.0075439999999999995
1.341387	0.007784999999999999
1.341496	0.008125
1.341605	0.008465
1.341713	0.008805
1.3418219999999998	0.009145
1.341931	0.009484000000000001
1.34204	0.009825
1.342149	0.010165
1.342258	0.010505
1.342367	0.010845
1.342475	0.011304999999999999
1.342584	0.011767
1.3426930000000001	0.012228
1.342802	0.01269
1.342911	0.013151
1.34302	0.013613
1.343129	0.014074000000000001
1.343238	0.014535
1.3433469999999998	0.014997
1.343456	0.015657
1.343565	0.016362
1.343674	0.017068
1.343783	0.017773
1.343892	0.018479
1.344001	0.019184
1.3441100000000001	0.019891
1.344219	0.020597999999999998
1.344328	0.021306
1.344437	0.022232
1.344546	0.023281
1.344655	0.024331000000000002
1.3447639999999998	0.025381
1.344873	0.026432
1.344983	0.027482
1.345092	0.028531
1.345201	0.029579
1.34531	0.030626
1.3454190000000001	0.031874
1.345528	0.033347
1.345637	0.034819
1.3457459999999999	0.036292000000000005
1.345856	0.037765
1.3459649999999999	0.039238
1.346074	0.04071
1.346183	0.042183
1.346292	0.043655
1.346402	0.045394
1.346511	0.047728
1.3466200000000002	0.050062999999999996
1.346729	0.052397000000000006
1.346839	0.054732
1.346948	0.05706699999999999
1.347057	0.059401999999999996
1.347166	0.061737
1.347276	0.064072
1.347385	0.066558
1.347494	0.069887
1.347604	0.073219
1.347713	0.076548
1.3478219999999999	0.07987899999999999
1.347932	0.083207
1.348041	0.086537
1.34815	0.08986799999999999
1.34826	0.093198
1.3483690000000002	0.09653300000000001
1.348478	0.101079
1.348588	0.105625
1.348697	0.11017
1.3488069999999999	0.114719
1.348916	0.11926400000000001
1.349025	0.12381199999999999
1.349135	0.128356
1.349244	0.132903
1.3493540000000002	0.13745
1.3494629999999999	0.14338900000000002
1.349573	0.149551
1.349682	0.155712
1.349792	0.161873
1.349901	0.168033
1.350011	0.174199
1.35012	0.180372
1.3502299999999998	0.186551
1.350339	0.192724
1.350449	0.1999
1.350558	0.20745300000000003
1.350668	0.21500500000000003
1.350778	0.222558
1.3508870000000002	0.23011199999999998
1.350997	0.237666
1.351106	0.24519899999999997
1.351216	0.25273
1.351325	0.260268
1.351435	0.268097
1.351545	0.27613499999999996
1.3516540000000001	0.284171
1.351764	0.292206
1.351874	0.30024
1.351983	0.308273
1.352093	0.316305
1.352203	0.324336
1.3523120000000002	0.332367
1.352422	0.340021
1.352532	0.34727199999999997
1.352642	0.354515
1.352751	0.361764
1.352861	0.36901100000000003
1.352971	0.376258
1.3530799999999998	0.383498
1.35319	0.390743
1.3533	0.397993
1.35341	0.404616
1.35352	0.410149
1.3536290000000002	0.415682
1.353739	0.42121800000000004
1.353849	0.42675
1.353959	0.43228500000000003
1.354069	0.43781899999999996
1.354179	0.443353
1.354288	0.44888199999999995
1.354398	0.45404300000000003
1.354508	0.45812600000000003
1.354618	0.462204
1.3547280000000002	0.46628100000000006
1.354838	0.470358
1.354948	0.474438
1.355058	0.47851400000000005
1.355168	0.48259300000000005
1.355278	0.48667200000000005
1.3553870000000001	0.490437
1.355497	0.49249
1.355607	0.494543
1.355717	0.49659899999999996
