#wavelength	surface flux
0.6450077295303345	62349777353.37437
0.6472567915916443	63464318440.746315
0.6494921445846558	64682458975.06425
0.6517150402069092	63190706082.81645
0.6539263725280762	63604890654.52607
0.6561272740364075	53505046845.974686
0.6583186388015747	58194640060.14714
0.6605015397071838	62060128001.08673
0.6626768708229065	63190905007.984825
0.6648455858230591	62805802108.74713
0.6670085787773132	62813805804.875656
0.6691668033599854	61456263006.411705
0.6713210344314575	61756040425.02508
0.6734722256660461	61611200303.35064
0.6756211519241333	61635964058.374054
0.6777685880661011	61458451845.13058
0.6799154281616211	59852320383.28637
0.6820623278617859	60884390445.64282
0.6842101216316223	59943065456.504745
0.6863595843315125	58692133590.0143
0.688511312007904	60009905339.14207
0.6906660795211792	59899513671.03785
0.6928245425224304	59469557241.77731
0.6949873566627502	57576560534.0559
0.6971551775932312	58409432981.366
0.6993286609649658	56805483517.31513
0.7015084028244019	56162884019.84656
0.7036949396133423	56352983727.82495
0.7058889269828796	57484356317.221115
0.7080909013748169	57570848000.062614
0.710301399230957	56350292718.95937
0.712520956993103	56700720278.31523
0.7147500514984131	55762950679.222046
0.7169892191886902	54150638215.85006
0.7192389369010925	55475938775.273125
0.7214996814727783	52989278450.27557
0.723771870136261	54679888062.65977
0.7260559797286987	55341995128.717445
0.7283523678779602	53711638935.72503
0.7306615710258484	53606779324.437126
0.7329838871955872	50386401626.85081
0.7353196740150452	53999506698.068985
0.7376693487167358	51999074691.01341
0.7400332689285278	52441977095.57391
0.7424117922782898	53179132822.54245
0.7448052167892456	51674342588.2206
0.7472138404846191	52888389173.058266
0.7496379613876343	50400069507.47771
0.7520779371261597	48847870526.78959
0.7545340061187744	51505416780.6263
0.7570064663887024	51764515885.86198
0.7594954967498779	51189043300.95125
0.7620013952255249	50230606114.0318
0.7645244002342224	50972091143.73081
0.7670646905899048	50437809292.31147
0.7696225643157959	50313965934.81931
0.7721980810165405	46764197997.2106
0.7747915983200073	49701476546.17725
0.7774031162261963	43693111739.30462
0.7800329327583313	48659305352.721085
0.7826811671257019	44897802343.20038
0.7853479981422424	46232283221.79401
0.7880334854125977	48223484791.58986
0.7907378077507019	47854735683.333374
0.7934610247612	47191881450.99023
0.7962033748626709	46719621489.56489
0.7989648580551147	46931903443.20409
0.801745593547821	46612628622.4305
0.8045456409454346	46070850805.878586
0.8073651194572449	44278062443.71692
0.8102040886878967	44609108376.4859
0.8130625486373901	45448111349.03376
0.8159406185150146	44374486534.533844
0.8188382983207703	44759883500.01819
0.8217556476593018	44228263160.1727
0.8246926665306091	44213029095.88282
0.8276493549346924	43584540512.80256
0.8306257724761963	43172987174.13773
0.8336219191551208	41036035519.399895
0.8366377949714661	38741259002.78091
0.8396733403205872	42478493947.35003
0.8427285552024841	39839937653.212685
0.8458034992218018	41440844025.796524
0.8488980531692505	40451274641.62272
0.8520121574401855	41522411208.11324
0.8551458716392517	37398234538.33292
0.8582990765571594	40695954134.834564
0.8614717125892639	40745500236.45371
0.8646637797355652	39477951373.971146
0.8678751587867737	36784580698.12132
0.8711057901382446	40101019044.6201
0.8743556141853333	38616961017.19972
0.87762451171875	39363894989.68983
0.8809124231338501	37749343238.33538
0.8842192888259888	38078707159.222694
0.8875449895858765	36471491305.799194
0.8908893465995789	38598020893.61344
0.894252359867096	37242155180.66574
0.8976338505744934	36855746223.1794
0.9010337591171265	35548956864.960045
0.9044519662857056	37417598573.84521
0.9078882932662964	36338117163.581276
0.9113426208496094	33929772024.648857
0.914814829826355	36467604867.291336
0.9183048605918884	36489890450.68986
0.9218124747276306	33872284494.94716
0.925337553024292	33584787329.46983
0.9288799166679382	35121427433.07836
0.9324395060539246	34878658654.99593
0.9360161423683167	31611354306.597122
0.9396095871925354	33827548358.33347
0.943219780921936	33073970459.61173
0.9468464851379395	34480539123.40544
0.9504896402359009	32316036775.236176
0.9541489481925964	32214736277.461704
0.9578243494033813	33637627867.30611
0.9615156054496765	33065771741.80452
0.9652225375175476	30866448421.741314
0.9689450263977051	32385526240.55482
0.9726828336715698	32311784193.835274
0.9764357805252075	31529473182.26063
0.9802037477493286	31824737875.197132
0.983986496925354	31596997891.04193
0.9877838492393494	31276068736.276543
0.9915955662727356	31172555495.88923
0.9954215884208679	31033620024.29931
0.9992615580558777	30560804806.304527
1.0031154155731201	30378576536.92189
1.0069829225540161	29927636339.336174
1.0108637809753418	30072887670.812565
1.0147579908370972	29467145616.933296
1.018665075302124	29612169251.69741
1.022585153579712	29217625936.24758
1.0265177488327026	28920791885.617947
1.0304628610610962	28412063312.475086
1.0344202518463135	28657682415.67421
1.0383895635604858	28438385718.759712
1.0423706769943237	26359004988.455482
1.0463634729385376	27660594611.53357
1.0503677129745483	27799394769.363407
1.0543830394744873	27607790922.674984
1.058409333229065	26806200392.42102
1.0624464750289917	26592996892.129986
1.0664942264556885	26844508427.272953
1.0705522298812866	26375852273.767433
1.0746204853057861	26404498074.868065
1.0786986351013184	26187507033.226727
1.0827864408493042	25867798515.83539
1.086883783340454	23646968990.64995
1.0909905433654785	25492645389.03781
1.0951062440872192	23823883961.822803
1.0992310047149658	24662380608.438034
1.10336434841156	23334145560.515427
1.1075061559677124	24587870435.793343
1.1116561889648438	24583237408.20655
1.115814208984375	24297929828.883152
1.1199802160263062	24097834044.325214
1.124153733253479	23869571914.410534
1.1283347606658936	23379933109.710026
1.1325229406356812	23189934104.233482
1.1367181539535522	21963400556.707638
1.1409201622009277	23213700995.356472
1.145128846168518	23047945283.35125
1.1493438482284546	22275188779.41227
1.1535650491714478	22542834591.74798
