teff	logg	z	fsed	cld	WIRC_H	MKO_H	UKIDSS_K	NICMOS_F110W	VISTA_KS	NIRC2_HCONT	NICMOS_F164N	2MASS_K	MKO_K	HAWK_H	NICMOS_F097N	PANSTARRS_G	WIRCAM_CH4_OFF	WIRC_PABETA	PANSTARRS_R	NICMOS_F095N	SDSS_I	UKIDSS_J	WFCAM_BRG	MKO_J_ATM	WIRCAM_KS	UKIDSS_Z	HAWK_BRG	PANSTARRS_Y	WISE_W1	HAWK_NB2090	NIRC2_KS	SDSS_R	MKO_LP	VISTA_J	WFCAM_K	NIRC2_KP	NIRC2_FE2	SDSS_U	NICMOS_F170M	WFC3_F127M	WIRC_BRGAMMA	FOURSTAR_H_SHORT	NIRC2_KCONT	IRAC_CH1	NICMOS_F166N	HAWK_CH4	FOURSTAR_H_LONG	WIRCAM_KCONT	NICMOS_F113N	WISE_W3	WFC3_F164N	WISE_W2	WIRC_K	WIRCAM_Y	UKIDSS_Y	NICMOS_F140W	MKO_J	FOURSTAR_H	WFCAM_Z	NIRC2_K	NIRC2_H	WIRC_J	WIRC_CO	2MASS_J	MKO_H_ATM	NICMOS_F187N	NICMOS_F110M	SDSS_Z	MKO_KP	HAWK_KS	WISE_W4	UKIDSS_H	PANSTARRS_Z	VISTA_H	WIRC_CH4L	IRAC_CH2	WFCAM_H	2MASS_H	FOURSTAR_K	WFC3_F167N	FOURSTAR_KS	WFC3_F139M	NIRC2_M	WFCAM_J	HAWK_NB1190	IRAC_CH3	NICMOS_F145M	HAWK_NB1060	FOURSTAR_J2	2MASS_KS	FOURSTAR_J1	NICMOS_F160W	NICMOS_F165M	VISTA_Z	WIRCAM_H	NICMOS_F190N	HAWK_H2	PANSTARRS_I	FOURSTAR_J	PANSTARRS_W	BESSEL_I	WIRCAM_J	HAWK_Y	WFCAM_H2	2MASS_Ks	WIRC_CH4S	WIRC_FE2	NIRC2_J	VISTA_Y	HAWK_J	WIRCAM_CH4_ON	NICMOS_F108N	WFCAM_Y	IRAC_CH4	NICMOS_F090M	SDSS_G	FOURSTAR_J3	MKO_K_ATM	MKO_MP	NIRC2_LP
1600.0	3.0	-0.0	nc	nc	-34.511544069327755	-34.67728534809848	-35.945039768985694	-32.32277663506427	-35.83537819823854	-34.56349364314054	-34.92150984052273	-35.8710037140624	-35.94019844369264	-34.640178443819494	-31.03664627810463	-22.847029789006797	-34.58980097516634	-33.895784272732364	-26.036268609261633	-31.052133980869286	-28.207881648893643	-33.48463306667151	-36.014111477204736	-33.36278530896792	-35.828896107897926	-30.42623913821577	-35.96364300239363	-30.696818088279905	-37.00633730765556	-35.67713364306811	-35.81396413033566	-25.91087105631821	-37.43054004817158	-33.4799758345971	-36.00767709587962	-35.73193195125822	-34.92271602831328	-16.496864044923456	-34.947225375459425	-33.750265402535355	-36.016214998256146	-34.380043860520836	-36.160369250252984	-37.24498729320575	-34.93813832794714	-34.506372371165696	-34.9909522084458	-36.066678591693524	-32.68019024420419	-38.29522472374551	-34.908589117857865	-37.49434928223239	-36.19695619680529	-31.87242730503543	-31.972808478252364	-33.62008466417217	-33.458692133671505	-34.66635275894277	-30.425530639698515	-35.91767039825194	-34.68439435422879	-33.24207194872547	-36.16044613175235	-33.28580579240974	-34.705264909245194	-35.07134152385951	-32.455554309068575	-30.08468380595774	-35.71323523095866	-35.800997091851556	-38.474456430303185	-34.71411295761345	-29.77408955461016	-34.74176921157696	-34.98383909208179	-37.50381898120396	-34.744723603662784	-34.76302253745011	-33.36071655648977	-35.02680048522896	-33.36071655648977	-33.45297997504849	-37.467349287989016	-33.51217633426323	-32.72580218050739	-37.780318297207664	-33.81406720712449	-31.87128221000225	-32.74780643289385	-35.8710037140624	-32.21951624057954	-34.48449639972994	-34.81779745077441	-30.38765862384715	-34.697471954863374	-35.13710709301522	-35.789740399309316	-28.22017080430188	-33.36071655648977	-27.09326666667736		-33.488212776280655	-31.831389311743447	-35.84531836014611	-35.8710037140624	-34.68877387306214	-34.9190599406121	-33.46382804959419	-31.8687979256031	-33.524770724956234	-35.00280841756349	-32.48589631614013	-32.035015134816064	-37.992025539962924	-30.570654596883053	-22.330220522172354	-33.660401206484366	-35.947795100526555	-37.48649938688978	-37.43933174139781
1600.0	3.5	-0.0	nc	nc	-34.56928271028873	-34.757327031193256	-36.18498532372387	-31.972862753563565	-36.07302359870294	-34.61433892450253	-34.9778360423496	-36.10743356104809	-36.17888701832165	-34.72436568227211	-30.81802362723266	-22.078929517870378	-34.6402735440128	-33.46047443847312	-25.665680675803763	-30.782686382632896	-27.90156090387712	-33.10990782500273	-36.26485123560977	-33.04975384415508	-36.06603193964288	-30.01029270927676	-36.21175307894522	-30.279079491913926	-37.216777650369	-35.90226102871514	-36.053271926620695	-25.541185008453134	-37.60517073700421	-33.11697209246863	-36.24820161439877	-35.971782714550734	-34.979344843336946	-15.090312662774707	-35.04229423211382	-33.313747751254915	-36.2663380280081	-34.43868012844215	-36.40361846250096	-37.43692975319003	-34.99673157406243	-34.559243971168655	-35.08162884137143	-36.31699928221667	-32.248120392625324	-38.36426830480282	-34.96703783827477	-37.664976074134195	-36.4306534666106	-31.385011426361636	-31.444235970140035	-33.553138758273334	-33.09026349945958	-34.73797979469014	-29.997520666802266	-36.15824267280253	-34.76262587886003	-32.867514494521934	-36.38823373151102	-33.00582383244071	-34.78892168127079	-35.316018690720504	-32.010261618916275	-29.692651704012544	-35.95241149424702	-36.03863225492266	-38.55592107384649	-34.792618520610446	-29.35667102269324	-34.82286645037301	-35.06575106408514	-37.67588350430982	-34.82795029558168	-34.84483655608673	-33.010109492024256	-35.08314993638703	-33.010109492024256	-33.54331484288748	-37.636149330011236	-33.13847629950288	-32.57337862618342	-37.902057982421354	-33.90405764558917	-31.641457271204565	-32.3538061025512	-36.10743356104809	-31.66809510630744	-34.57015361360271	-34.88597229303235	-29.957260530311554	-34.77354999021391	-35.352906190591604	-36.02557650642294	-27.961372945457438	-33.010109492024256	-26.82355406033787		-33.12553701424966	-31.329921617330875	-36.08655903939915	-36.10743356104809	-34.744071261652515	-34.97742703745855	-33.09112264369719	-31.344208155493366	-33.15559036026384	-35.085319657716795	-31.901464256551606	-31.493732882019195	-38.10106056903316	-30.173690690622877	-21.546361743620672	-33.31311636514972	-36.18566041182622	-37.656785845443046	-37.61465169124258
1600.0	4.0	-0.0	nc	nc	-35.13488790797551	-35.24325997411558	-36.39521970922735	-33.030482189986344	-36.29626276381561	-35.19136898707933	-35.47731358821248	-36.33167463370526	-36.39284009894607	-35.20401783842018	-32.15696859365484	-24.43145359444566	-35.20103217067082	-34.42293881895606	-27.434736016549287	-32.138643090919096	-29.428736910272818	-34.11308166600059	-36.48346608200873	-34.04758102776177	-36.28898873058668	-31.48057120616379	-36.45473884771066	-31.632744883641628	-37.32158997439519	-36.19320644617086	-36.28130352377812	-27.289022273163823	-37.75649875359011	-34.11224499678322	-36.45014370935514	-36.19792319675878	-35.47352541724172	-18.224272937383624	-35.47109055462463	-34.30390452754138	-36.481369362034464	-35.00197918537336	-36.56760808857874	-37.57283726971062	-35.475223112347194	-35.124867700306474	-35.512362298559864	-36.517203553695026	-33.3886735754366	-38.31307057363492	-35.46796492090802	-37.5541347422803	-36.59714234093202	-32.68533168174716	-32.74094029255128	-34.22651773584533	-34.09492075082334	-35.23692433288032	-31.473531907061208	-36.37174200644298	-35.253771134941914	-33.9590513225395	-36.5510017825945	-33.93498104025048	-35.272820709855324	-35.50708321145833	-33.197086549810294	-31.12024836612717	-36.17820710011147	-36.26443874402891	-38.36600473302252	-35.27698182050495	-30.852316530344602	-35.30124770216406	-35.50954210131584	-37.60389602298545	-35.30376499742682	-35.32108035481808	-34.00487004102457	-35.54422736688295	-34.00487004102457	-34.05107127155573	-37.40923220942764	-34.138181201306445	-33.6171657101294	-37.80425436216642	-34.43014315146906	-32.85188598724622	-33.49065676862044	-36.33167463370526	-32.94665324005712	-35.05145171693595	-35.3781706261988	-31.440289314595123	-35.2631462401031	-35.59172693464819	-36.299385414769176	-29.44898988260141	-34.00487004102457	-28.349928500778372		-34.121227269655286	-32.63758275984094	-36.3478085919717	-36.33167463370526	-35.2790670781399	-35.46888644242612	-34.093406198654705	-32.648224152770936	-34.153484053234436	-35.528778274646456	-33.210373954043995	-32.789961772242606	-37.96539246167675	-31.604018063214095	-24.02313696958615	-34.249295639165354	-36.41439816934942	-37.43502348850327	-37.76515681522967
1600.0	4.5	-0.0	nc	nc	-35.2966244415545	-35.369070909932375	-36.453155358080394	-33.10237705839179	-36.369860605398124	-35.339664024740074	-35.56510533024982	-36.39804782760934	-36.452213364144924	-35.33073973948448	-32.3304955786821	-24.585265600815024	-35.34088312418898	-34.40774664957899	-27.625954974410604	-32.30738807442786	-29.58500609021584	-34.14295112518988	-36.541038979706	-34.10588664121903	-36.362051924369624	-31.66311828401902	-36.529032070279385	-31.781193859301958	-37.33132548511075	-36.31168103837071	-36.3590513650185	-27.44546652194639	-37.78809594080551	-34.14365395788679	-36.498581696400116	-36.27865899629481	-35.556910080399945	-18.421649205986483	-35.56573278896109	-34.305226821055534	-36.53658654649164	-35.16166761719066	-36.58569901051208	-37.59380001560505	-35.5478075393422	-35.27453970828238	-35.60146432628071	-36.5632800428605	-33.42752133685947	-38.24352098589109	-35.55792356973874	-37.43254333412467	-36.6126767963972	-32.7869019754456	-32.834190283510395	-34.32486225453922	-34.12792798832673	-35.35948039152035	-31.653102685785925	-36.4363803508997	-35.378092696936406	-33.98148967223637	-36.555895092320284	-33.997361373729255	-35.38848925481216	-35.59994498148863	-33.26265474026665	-31.29633729542125	-36.26028419617063	-36.34185166315949	-38.251658888345816	-35.396361246681195	-31.036575524210612	-35.418742544804864	-35.59527642094386	-37.4979607399962	-35.42109488657605	-35.4372810090758	-34.04326320598723	-35.60087959525522	-34.04326320598723	-34.20832986107961	-37.18663688613675	-34.16501489051501	-33.74994606220139	-37.677579405528235	-34.60521120633347	-33.01337524544205	-33.546216926315054	-36.39804782760934	-33.00862385702824	-35.180524738089495	-35.48418289885141	-31.620539915853215	-35.38384682531344	-35.70826418795713	-36.398202141205104	-29.609685764918442	-34.04326320598723	-28.516571644784108		-34.155201605285285	-32.744857747792835	-36.434722725055266	-36.39804782760934	-35.40208386200858	-35.552042886244394	-34.126672780487254	-32.7531087957208	-34.18292213298984	-35.613379016201755	-33.215579456624	-32.87415897381308	-37.851293681698955	-31.77273342592359	-24.273689144299944	-34.275757039239515	-36.4765756632787	-37.2118228560425	-37.79598539938156
1600.0	5.0	-0.0	nc	nc	-35.23749983484704	-35.29124372756095	-36.33100794788783	-33.09695676135672	-36.258789130759205	-35.26317387779868	-35.44176073527344	-36.27720348728669	-36.329783928974926	-35.258022211580126	-32.41906207854743	-24.536637945864868	-35.26143780669804	-34.30571753845553	-27.63916161181191	-32.39914366697038	-29.602662686751824	-34.08105692763404	-36.39752127993171	-34.05792798671263	-36.25222631137697	-31.7721213423346	-36.398044569681794	-31.86200602517505	-37.22192575140716	-36.22637959427723	-36.25213058393259	-27.413824222384807	-37.680029097531616	-34.08288378087113	-36.367861894261885	-36.17838318349975	-35.430456757366144	-18.67334019825728	-35.46184229311666	-34.21913543451186	-36.39304387803304	-35.11092369309812	-36.43721152605104	-37.47797550456593	-35.41532214189088	-35.20728839777538	-35.49086790326194	-36.42075074458991	-33.42222520755258	-38.20123997446661	-35.435985527335035	-37.34562205964432	-36.45797444427694	-32.840049511757826	-32.884837825911	-34.276041752503716	-34.067687948659454	-35.27773587293942	-31.76124509039235	-36.31954696502533	-35.2970926187667	-33.93011093755075	-36.398778702004854	-33.96321481950994	-35.305233450280824	-35.54409530119583	-33.27633654745935	-31.398549225877215	-36.16112364620912	-36.23804703918736	-38.19941370780424	-35.31227684431181	-31.14523611447412	-35.33234827321275	-35.48042156917099	-37.401107944384634	-35.33461161849944	-35.34836635099265	-33.99173914123437	-35.45845186441975	-33.99173914123437	-34.22086302803003	-37.05414348213078	-34.10047987447132	-33.762821895878886	-37.59301828754222	-34.60314933829893	-33.08788667061953	-33.54031327127851	-36.27720348728669	-33.04143706508579	-35.11407896752716	-35.38248870187146	-31.72853914435931	-35.300843542311604	-35.662348352122336	-36.288083249293216	-29.63377266776773	-33.99173914123437	-28.53444640737076		-34.0936834007648	-32.80111130214105	-36.31719730600445	-36.27720348728669	-35.31025323214274	-35.426086406142986	-34.066942653353486	-32.809690586912616	-34.11640663265195	-35.49631841994541	-33.21313865242483	-32.91985461318278	-37.78712903796486	-31.869419607427375	-24.351742515912825	-34.20477018555786	-36.35060731121874	-37.07678252864	-37.684648055027324
1600.0	5.5	-0.0	nc	nc	-35.40847574384621	-35.44215225501222	-36.349411034148446	-33.36005626574346	-36.291641005818185	-35.429027209550526	-35.59547712197365	-36.30018265558879	-36.34927723094083	-35.41762304719341	-32.75506020095919	-24.590874817177575	-35.4261851186124	-34.558800170131086	-27.58007943026605	-32.74765087124403	-29.54742751145691	-34.33534540973995	-36.42841926553841	-34.30373549052501	-36.28317039303063	-32.070061963259896	-36.43567913022584	-32.190679329750054	-37.06097797550213	-36.280511647733896	-36.28616674625053	-27.26115089672223	-37.500987125906704	-34.332981071471764	-36.37837764743437	-36.21178270324327	-35.583566252254414	-18.907995319264682	-35.59067264755166	-34.47343777189758	-36.42137819712253	-35.27827776635387	-36.4222408821876	-37.3012533910632	-35.56538159314621	-35.37420240618838	-35.62278281976653	-36.43709416966923	-33.71459558411589	-38.15521401981567	-35.58983577550377	-37.27905017950761	-36.43835625006205	-33.140391091314996	-33.18138286293318	-34.46948374879154	-34.32403694873911	-35.43220558687263	-32.05752117435472	-36.340877846457396	-35.44591725519044	-34.20078624905007	-36.35185040837954	-34.20455546238103	-35.45922115890109	-35.570490268168335	-33.559485149480835	-31.702317215411668	-36.19437031766877	-36.268856190035436	-38.17647322990379	-35.4604031102819	-31.427245094070248	-35.47846116960005	-35.62159476385314	-37.30981521102551	-35.47985330522717	-35.49053237784965	-34.23993294249549	-35.60670738633619	-34.23993294249549	-34.38751144481865	-36.9992889293555	-34.35330386110205	-34.02610077964421	-37.521504570826735	-34.76710420756716	-33.37523642102009	-33.81727103996953	-36.30018265558879	-33.33731137275934	-35.261775428356145	-35.53482358409159	-32.02181789600014	-35.45132589939388	-35.720698904440916	-36.33714586154957	-29.576755035222497	-34.23993294249549	-28.461508156503967		-34.34863721370914	-33.10245547369845	-36.36103315786837	-36.30018265558879	-35.47171630462866	-35.578915682736316	-34.32298438127566	-33.1087909782281	-34.37041977911733	-35.637540979761916	-33.515286993087145	-33.215404847604894	-37.73273178634977	-32.171618365344294	-24.5715934158838	-34.44039991110405	-36.3636514479202	-37.02076030113639	-37.502049291038844
1650.0	5.0	-0.0	nc	nc	-35.43278874678372	-35.500430318618726	-36.5700336200837	-33.28032082064435	-36.492721178658925	-35.466917777434475	-35.689523046884126	-36.5148908231006	-36.569369542060905	-35.46920816764264	-32.56133435146151	-24.765482865240674	-35.469557330162104	-34.55022048793951	-27.805756580521404	-32.54635985356006	-29.75484934267431	-34.296471813719464	-36.66671183150185	-34.25865971643281	-36.48339132039379	-31.901011381233374	-36.656361710994446	-32.005253184734215	-37.42536197011721	-36.438146374102544	-36.48284506515599	-27.59448550805665	-37.90616769859818	-34.29624253039775	-36.61213376573194	-36.40119613745732	-35.681014875806	-18.843205993566272	-35.68717035047178	-34.450945180637255	-36.662205708568	-35.298016199484714	-36.693345405891534	-37.698965672597275	-35.6711336816728	-35.40593038952519	-35.72272084057246	-36.6890554271484	-33.6185993277359	-38.24526025254845	-35.68298443739559	-37.47450392941821	-36.71675094955504	-32.98879694959751	-33.033084943039654	-34.472674781569204	-34.282791644586304	-35.48966599755453	-31.890242447615115	-36.556194907570365	-35.506374913884315	-34.14398833813746	-36.63888369986487	-34.16073575718699	-35.51898609544481	-35.70782480589382	-33.44909487583899	-31.529730672492743	-36.382720651335426	-36.463726352885615	-38.25178252322621	-35.524231757065785	-31.273234105377604	-35.545458379657205	-35.71939298317535	-37.54979048976335	-35.547668260541634	-35.563040844744215	-34.1991072678936	-35.72373624505134	-34.1991072678936	-34.384283921513244	-37.167278301580154	-34.317193749392544	-33.9320633477126	-37.673658975980146	-34.76237616254033	-33.22280121209712	-33.72594564496859	-36.5148908231006	-33.20259890193575	-35.31406123695929	-35.61058195188521	-31.857442948320962	-35.51256938160987	-35.82877712885547	-36.52564363629713	-29.78263376541596	-34.1991072678936	-28.68764551204621		-34.30929330602716	-32.947164811918505	-36.56270519119819	-36.5148908231006	-35.53085416680311	-35.67686728328535	-34.28148727521511	-32.954696126095435	-34.3356242157512	-35.738476353217486	-33.3987632826324	-33.07064771397536	-37.85222220344893	-32.00590224274917	-24.546053022142914	-34.422249113793114	-36.59419518280121	-37.18931029144987	-37.91266331090371
1650.0	5.5	-0.0	nc	nc	-35.58782208446473	-35.60181856349645	-36.41137001281572	-33.57687889252864	-36.36190380334348	-35.61416077155616	-35.795736021992795	-36.37472787029475	-36.41287832591984	-35.580238466045074	-32.982933692405695	-24.732349314934503	-35.61022499302337	-34.833080888378575	-27.629271086889272	-32.9868775638904	-29.62110121252377	-34.5873923970677	-36.518479784909886	-34.541415560019495	-36.350355940302755	-32.25915112906596	-36.52712387638942	-32.41056521189391	-37.04597429693131	-36.36470619542709	-36.354992386734125	-27.310798619833882	-37.58359042638753	-34.57873408123058	-36.4378274466811	-36.274469809562234	-35.78451104965231	-19.008385312712655	-35.74613496462431	-34.738746994815585	-36.50833394480777	-35.43818418521066	-36.461384899315995	-37.32835655115342	-35.76518515121835	-35.54947210312435	-35.78411919194225	-36.508725174980434	-33.95987468831967	-38.127733723809655	-35.79014203651424	-37.232986199961516	-36.476890518269755	-33.341801987758465	-33.378605322371115	-34.64625149352776	-34.576237574308784	-35.598112797910034	-32.247671961681704	-36.40327123231796	-35.60573730134078	-34.46893616425987	-36.36518666348248	-34.41772758279619	-35.62673734054008	-35.57101568972684	-33.77778974532764	-31.892910071513928	-36.256159435985744	-36.33314136868724	-38.12107858643657	-35.62178050480369	-31.608982493009925	-35.639663767355884	-35.7962221863247	-37.28948851554066	-35.64056925564521	-35.65174345678191	-34.47668012195566	-35.809552856811905	-34.47668012195566	-34.458770534197335	-36.89684080068824	-34.60488828335176	-34.23782375451316	-37.457206520988144	-34.865946508775416	-33.55196629551659	-34.048523093925034	-36.37472787029475	-33.54747740285798	-35.405101061663856	-35.71590558020158	-32.210387856236636	-35.613773174651854	-35.75194127929402	-36.42876580275691	-29.648056821099544	-34.47668012195566	-28.52369830258659		-34.60084181749877	-33.30122503836125	-36.45109365595162	-36.37472787029475	-35.660468898482456	-35.78034371166228	-34.57436204995412	-33.303697155974476	-34.625067551377306	-35.81478109483696	-33.763412697690065	-33.4135325104871	-37.66220541197286	-32.374013818856106	-24.71555544011883	-34.67822135075588	-36.430854447065364	-36.91811410175164	-37.58469752085473
1700.0	2.5	-0.0	nc	nc	-34.62233331820525	-34.88347136874089	-36.11387721557712	-32.43528824883699	-35.989933854853824	-34.71713180430799	-35.248297740240815	-36.04104234107064	-36.11116768943471	-34.84059223888001	-30.48999793676426	-21.0771538467485	-34.77387235457891	-34.28259533571047	-24.6502800662702	-30.543313769472253	-27.23053936721068	-33.747588898684995	-36.227949747633936	-33.56013336593868	-35.97952373231407	-29.954999436779588	-36.13993852406841	-30.427623048185097	-36.92936079361769	-35.74732327634599	-35.95041958656176	-24.484029273677468	-37.34014886225011	-33.73368604497529	-36.19083792454386	-35.853400320503034	-35.25940204086279	-14.641311978593643	-35.23102303498519	-34.10276655923159	-36.231963444840865	-34.47204013654487	-36.38141386435156	-37.1646403733964	-35.29781094784868	-34.65187791005313	-35.300399099569354	-36.277318531374306	-32.7809445406412	-38.08983649417754	-35.22657758146015	-37.385615799049525	-36.447636976854724	-31.782352568706123	-31.931094134853044	-33.78825285781711	-33.7141934572153	-34.88752388034004	-29.964988107323332	-36.070454793288974	-34.894346457255025	-33.41029659454839	-36.39704303817826	-33.45850913946888	-34.934213322287	-35.09259881009983	-32.49654234039055	-29.67334572675879	-35.83505074404787	-35.9267288693843	-38.309098416122985	-34.93957980921547	-29.26593602539054	-34.97478682438165	-35.30532840539771	-37.40239970088194	-34.97576606345932	-34.987292107765356	-33.5855082988944	-35.42260798594698	-33.5855082988944	-33.433309787134164	-37.36560574767011	-33.7791680067399	-32.5530745937219	-37.61751325669813	-33.75006884485787	-31.51882023267188	-32.813246473527656	-36.04104234107064	-32.237197736234265	-34.65979030390638	-35.09304229949619	-29.919471006197725	-34.92134764678002	-35.14753989806573	-35.919641486531596	-27.20133627614716	-33.5855082988944	-26.006988611205234		-33.74512204355398	-31.74676420458813	-35.990609183773266	-36.04104234107064	-34.920602144210235	-35.253448855876755	-33.72871331761853	-31.80654165894119	-33.78576947143519	-35.32600560510684	-32.55450940826386	-32.01065892304996	-37.83210717517249	-30.140330226870375	-20.478914572376063	-33.941975867608775	-36.113227226569855	-37.386780662261124	-37.350138085191574
1700.0	3.0	-0.0	nc	nc	-35.13287612596835	-35.39612086162621	-36.549381506988425	-32.90854702343703	-36.434139203269154	-35.234197432708825	-35.7685296121536	-36.484494455660695	-36.54743860761985	-35.35614131321678	-31.106871859578142	-22.343292868540257	-35.288684192917124	-34.71643215431742	-25.524305857093445	-31.142584907701	-27.952867528242024	-34.20954312247244	-36.680031302850324	-34.040879164446885	-36.42233960527101	-30.481297880005997	-36.5907284640485	-30.919553693837976	-37.235888831107104	-36.18989284940905	-36.39642348517517	-25.38555416575123	-37.64800775563941	-34.19926541969868	-36.623378834551744	-36.30075822493205	-35.7800349072689	-16.01368498301168	-35.74113116750995	-34.53528765151051	-36.682433804797384	-34.98431220599057	-36.80957338496795	-37.47321992612556	-35.81813653318206	-35.165345950383035	-35.81217182171291	-36.72299634663687	-33.253789201626056	-38.3132525548082	-35.74892793770004	-37.647966148064135	-36.86680894776734	-32.25092232127194	-32.38104708709949	-34.28284936626406	-34.17684330140445	-35.40148101703177	-30.487330426755843	-36.507880251629636	-35.407286449897065	-33.91624899723273	-36.80447803365802	-33.93307672018396	-35.4507596031491	-35.55685518499397	-32.97252273248632	-30.193796392261945	-36.282427128554026	-36.36817835507849	-38.50689300216223	-35.45184585798234	-29.80402242755489	-35.48596757612209	-35.82083697410463	-37.67099518154321	-35.48668330412437	-35.5015714538809	-34.05476856321777	-35.94114860597788	-34.05476856321777	-33.94236084280251	-37.61190727230444	-34.241471682992156	-33.12159118005601	-37.859592725391764	-34.259709826049715	-32.08527341568184	-33.307311859152165	-36.484494455660695	-32.69294668848865	-35.1705718227778	-35.60986807004648	-30.443638001848807	-35.43423250368957	-35.61623556679446	-36.36580059238888	-27.921154878398504	-34.05476856321777	-26.745288625774414		-34.20741266898282	-32.20459141201803	-36.441563274334314	-36.484494455660695	-35.437832109192314	-35.775153810628176	-34.18571681631428	-32.25195567285329	-34.24982287178469	-35.84350052357732	-33.03606520578717	-32.461177517456846	-38.05636226770943	-30.677410422239987	-21.786495494165955	-34.39885435201901	-36.55141064360806	-37.63298122873763	-37.65884128965264
1700.0	3.5	-0.0	nc	nc	-35.263964143138494	-35.49789580110917	-36.594784760087805	-32.90867487301085	-36.4918514228058	-35.359841991861444	-35.86142164769392	-36.53628456224538	-36.592415411202786	-35.46601345699989	-31.23877296162538	-22.238338692940257	-35.40676330388599	-34.70316841447106	-25.822713684371905	-31.235654463916653	-28.114593133121133	-34.22114166725195	-36.73199120495452	-34.07631066011358	-36.47948393984114	-30.469307995002577	-36.6566260444142	-30.885149312273118	-37.317600542795184	-36.28010489900063	-36.461690746187564	-25.69211390111141	-37.71572611493863	-34.21325662580429	-36.661358491004805	-36.371724868001195	-35.86993613236628	-14.99177048151519	-35.81899765960059	-34.52421909955888	-36.731766033031704	-35.118683630729095	-36.823398918232	-37.54678761212648	-35.900692754789006	-35.290640735241006	-35.88340164127763	-36.765630062691514	-33.21977874231194	-38.37544520784791	-35.84355751667216	-37.71421618430309	-36.862403500771705	-32.15464991357672	-32.25221259372159	-34.349697106584145	-34.193317102869095	-35.50086369745338	-30.46185393551617	-36.56094951895657	-35.50733724393031	-33.940987459935585	-36.78985701229958	-33.96542178542697	-35.55415554774635	-35.67387305447033	-32.91486477658242	-30.186300704423346	-36.353296664271454	-36.43407622516811	-38.56490206570494	-35.54826788776259	-29.793956553198782	-35.57810571482276	-35.896828856433785	-37.73464823271519	-35.579733477695456	-35.59560074976252	-34.06781195794022	-36.01212082817425	-34.06781195794022	-34.09706807625098	-37.67596031572003	-34.25338484041844	-33.25179858536015	-37.92655100927163	-34.43089167838562	-32.159593150421415	-33.28891344241693	-36.53628456224538	-32.56649003093031	-35.277771380329554	-35.702304434400304	-30.418374777657103	-35.531689622924524	-35.7294384987395	-36.44230805875222	-28.15428252801315	-34.06781195794022	-27.003701981971183		-34.22613557519218	-32.090026221596126	-36.51543597986779	-36.53628456224538	-35.545794896709054	-35.864910074404904	-34.197178589480814	-32.1270764756153	-34.27022224506545	-35.921801821142616	-32.91892616004765	-32.331936725139464	-38.120888864804094	-30.671098611018273	-21.682596115445637	-34.41272565068275	-36.600985358911664	-37.69549541852821	-37.72722612690059
1700.0	4.0	-0.0	nc	nc	-35.59798886703082	-35.77728666160942	-36.75570179700371	-33.3976603790684	-36.665486730676655	-35.68994773795437	-36.127508809228	-36.7075722674042	-36.75535428899435	-35.74632929761679	-32.18369362440504	-24.311582445066957	-35.722560597308174	-35.02322339363462	-27.36903050984678	-32.19258945482374	-29.361893369437276	-34.6139262175362	-36.90172529037278	-34.504328277081314	-36.65296557268081	-31.4937050084179	-36.84911348375626	-31.739508080806225	-37.40025091592721	-36.50643611224065	-36.64189920823072	-27.247410228489933	-37.81411772035677	-34.607186194064575	-36.813951812091034	-36.55168775930079	-36.13225647884661	-17.878443540200198	-36.05757707369068	-34.867093419697525	-36.90000426466131	-35.45219768090496	-36.94295883173642	-37.642119129706344	-36.152238964121395	-35.61571583429536	-36.11873049896108	-36.92162397362932	-33.75779583775278	-38.37453676683568	-36.11286517389913	-37.66926083724354	-36.97508741007114	-32.86720456138663	-32.93699954012452	-34.69245138998038	-34.59177862871946	-35.781325489382795	-31.48618788185972	-36.72797151222211	-35.786739828647434	-34.41196634297405	-36.892009813264394	-34.37570178910135	-35.82866588485033	-35.82905758364404	-33.49523591913315	-31.147461058464998	-36.53290317714113	-36.61531287045121	-38.45792926879424	-35.82132511384975	-30.84686547377439	-35.84671482057725	-36.13824531286905	-37.70784658142125	-35.84785383165875	-35.86295271772396	-34.475745161354794	-36.249698441767045	-34.475745161354794	-34.39853422511975	-37.56786077705216	-34.6429660457147	-33.85950314855286	-37.8999013187638	-34.770390640701585	-32.91639123716835	-33.8334481622728	-36.7075722674042	-33.20086492742807	-35.55708316467839	-35.97189779215451	-31.449835813543817	-35.80729569855576	-35.923912431359796	-36.65561986093999	-29.380601223350624	-34.475745161354794	-28.282352268555965		-34.621104160631745	-32.81047341768029	-36.71798433427787	-36.7075722674042	-35.84289600748421	-36.12668599214749	-34.59085850691096	-32.83105845917318	-34.662579787721526	-36.16449134062389	-33.52851590900954	-33.0031776584653	-38.058697185623295	-31.646071086810185	-23.841762090805716	-34.772365234531776	-36.77617787604423	-37.59418433445143	-37.82518876403507
