#wavelength	surface_flux
0.6450077295303345	1908301978.4692254
0.6472567915916443	2535104968.8311763
0.6494921445846558	2325251387.068445
0.6517150402069092	1968248324.3418937
0.6539263725280762	2146883978.1768086
0.6561272740364075	2567571405.7061443
0.6583186388015747	3064619485.7754054
0.6605015397071838	3512182666.5481076
0.6626768708229065	3835927477.510613
0.6648455858230591	4050054880.872566
0.6670085787773132	4188136502.270222
0.6691668033599854	4256391518.63736
0.6713210344314575	4270856816.8354673
0.6734722256660461	4305437207.295671
0.6756211519241333	4330905087.388045
0.6777685880661011	4316708801.559599
0.6799154281616211	4349755339.440994
0.6820623278617859	4464369318.174414
0.6842101216316223	4574142461.046175
0.6863595843315125	4642993101.477574
0.688511312007904	4684352243.372479
0.6906660795211792	4588511937.116773
0.6928245425224304	4139017159.3459516
0.6949873566627502	3652334525.8228006
0.6971551775932312	3672398103.478979
0.6993286609649658	3993072692.8638434
0.7015084028244019	4286908747.3586025
0.7036949396133423	4538681152.172146
0.7058889269828796	4643594551.273104
0.7080909013748169	4560970763.69568
0.710301399230957	4432360741.749805
0.712520956993103	4342604339.1234045
0.7147500514984131	4369994964.842858
0.7169892191886902	4545097955.04684
0.7192389369010925	4722340750.708372
0.7214996814727783	4906561867.531247
0.723771870136261	5114662213.669068
0.7260559797286987	5221501720.447763
0.7283523678779602	5273864689.896775
0.7306615710258484	5336354465.099844
0.7329838871955872	5403503711.652261
0.7353196740150452	5474521362.851646
0.7376693487167358	5557942613.529834
0.7400332689285278	5595775286.719164
0.7424117922782898	5603296699.997495
0.7448052167892456	5658805663.518775
0.7472138404846191	5705551359.40269
0.7496379613876343	5753463908.973888
0.7520779371261597	5872174999.108981
0.7545340061187744	5986499735.624508
0.7570064663887024	5995119774.953388
0.7594954967498779	5926267282.158284
0.7620013952255249	5886922996.702371
0.7645244002342224	5862447260.513589
0.7670646905899048	5802662298.805497
0.7696225643157959	5785289935.448635
0.7721980810165405	5800830157.44085
0.7747915983200073	5829634545.707786
0.7774031162261963	5889598404.401469
0.7800329327583313	5926086003.202612
0.7826811671257019	5908951231.027222
0.7853479981422424	5867547781.958852
0.7880334854125977	5784737125.567951
0.7907378077507019	5630373680.241489
0.7934610247612	5520548810.657649
0.7962033748626709	5571832530.477986
0.7989648580551147	5702285505.683874
0.801745593547821	5760996524.5791
0.8045456409454346	5711756325.741586
0.8073651194572449	5605018011.529137
0.8102040886878967	5544800385.711615
0.8130625486373901	5598942294.756241
0.8159406185150146	5681186867.042412
0.8188382983207703	5671473985.148677
0.8217556476593018	5664678971.274659
0.8246926665306091	5750306474.482106
0.8276493549346924	5777612944.770701
0.8306257724761963	5662426322.661744
0.8336219191551208	5549023439.615981
0.8366377949714661	5512875092.900291
0.8396733403205872	5505604460.213998
0.8427285552024841	5509638748.673396
0.8458034992218018	5536540305.473698
0.8488980531692505	5551939241.649243
0.8520121574401855	5491740772.952388
0.8551458716392517	5498888691.877231
0.8582990765571594	5658114084.267732
0.8614717125892639	5761874405.562568
0.8646637797355652	5681103444.623569
0.8678751587867737	5569342504.322695
0.8711057901382446	5641791897.25129
0.8743556141853333	5777415196.884653
0.87762451171875	5806247102.119329
0.8809124231338501	5806218097.204467
0.8842192888259888	5850270066.736776
0.8875449895858765	5913429796.908227
0.8908893465995789	5922707573.277613
0.894252359867096	5875478285.025433
0.8976338505744934	5815145271.230452
0.9010337591171265	5772606937.626767
0.9044519662857056	5803815527.855084
0.9078882932662964	5816055492.568612
0.9113426208496094	5730423497.6105385
0.914814829826355	5594705782.95638
0.9183048605918884	5436137509.95555
0.9218124747276306	5354036833.772603
0.925337553024292	5365794365.439272
0.9288799166679382	5421902185.11142
0.9324395060539246	5484867837.082715
0.9360161423683167	5469186355.8730545
0.9396095871925354	5382229807.955786
0.943219780921936	5328767158.166022
0.9468464851379395	5366924563.373653
0.9504896402359009	5431935708.582517
0.9541489481925964	5439380772.830462
0.9578243494033813	5431656311.353283
0.9615156054496765	5421551394.447102
0.9652225375175476	5360414289.294039
0.9689450263977051	5309262225.066145
0.9726828336715698	5305447285.269407
0.9764357805252075	5329905541.161574
0.9802037477493286	5405312889.204294
0.983986496925354	5499236300.082822
0.9877838492393494	5526890959.699531
0.9915955662727356	5478003234.223825
0.9954215884208679	5447516946.607151
0.9992615580558777	5449559401.896934
1.0031154155731201	5428489285.433469
1.0069829225540161	5404934255.027238
1.0108637809753418	5425704076.978134
1.0147579908370972	5442498914.120356
1.018665075302124	5426990630.612931
1.022585153579712	5440902375.797907
1.0265177488327026	5466568691.050626
1.0304628610610962	5445819350.841163
1.0344202518463135	5397604608.495028
1.0383895635604858	5369354437.41271
1.0423706769943237	5381879249.78725
1.0463634729385376	5405185998.472696
1.0503677129745483	5406758366.696922
1.0543830394744873	5385661049.304705
1.058409333229065	5344059625.664731
1.0624464750289917	5322089875.42295
1.0664942264556885	5301861910.165055
1.0705522298812866	5261799311.411153
1.0746204853057861	5230731307.89854
1.0786986351013184	5200760494.0383005
1.0827864408493042	5176760852.488275
1.086883783340454	5142592799.874361
1.0909905433654785	5061882221.04297
1.0951062440872192	4911129763.47982
1.0992310047149658	4760687564.53038
1.10336434841156	4738830311.906348
1.1075061559677124	4804548375.414519
1.1116561889648438	4850244072.747277
1.115814208984375	4871649289.32052
1.1199802160263062	4880857141.242067
1.124153733253479	4869310545.521329
1.1283347606658936	4858253234.214263
1.1325229406356812	4855555723.20401
1.1367181539535522	4831204300.876019
1.1409201622009277	4816763666.61245
1.145128846168518	4856265747.929754
1.1493438482284546	4909109355.067568
1.1535650491714478	4929490169.347237
1.1577922105789185	4893001986.053325
1.1620250940322876	4841374956.455268
1.1662636995315552	4843152347.801234
1.170507550239563	4869426034.777432
1.174756646156311	4864710154.168966
1.1790107488632202	4827775269.578758
1.1832695007324219	4805112274.629839
1.1875330209732056	4790865337.514648
1.191800832748413	4773337614.262606
1.1960728168487549	4739791625.031907
1.2003488540649414	4718058532.072535
1.2046287059783936	4739248638.980926
1.2089121341705322	4755013816.506487
1.2131990194320679	4776763550.364926
1.2174891233444214	4791849028.360448
1.2217823266983032	4778570174.738744
1.2260783910751343	4765619769.683609
1.230377197265625	4751182466.12937
1.2346785068511963	4722899268.761984
1.238982081413269	4699062042.119399
1.2432878017425537	4693885330.909875
1.2475954294204712	4690110093.612464
1.2519049644470215	4662947435.99275
1.256216049194336	4649278553.107579
1.2605286836624146	4662439405.888452
1.2648425102233887	4661157071.082778
1.2691574096679688	4656573200.606304
1.2734732627868652	4655028154.902688
1.2777899503707886	4629309392.851725
1.2821072340011597	4574179731.531676
1.2864248752593994	4546440574.104392
1.2907428741455078	4542557817.319832
1.2950609922409058	4548785116.01752
1.2993791103363037	4564817899.409021
1.303696870803833	4571527997.4823065
1.3080145120620728	4568147373.7301035
1.3123314380645752	4538430337.240871
1.3166478872299194	4528397841.514564
1.3209635019302368	4541365427.933864
1.3252781629562378	4521453598.063766
1.3295916318893433	4475268605.411636
1.3339040279388428	4473669736.257809
1.3382149934768677	4501985603.497195
1.3425244092941284	4524945414.37596
1.3468321561813354	4550600684.870531
1.3511382341384888	4549122029.065906
1.3554422855377197	4524171229.044294
1.3597444295883179	4495486406.965871
1.3640443086624146	4483213913.031281
1.3683418035507202	4492786805.997325
1.3726370334625244	4504835373.925599
1.3769296407699585	4515247559.198015
1.381219506263733	4515498476.531721
1.3855066299438477	4477932429.430424
1.3897908926010132	4402567271.862088
1.3940720558166504	4344142931.960696
1.3983501195907593	4333824500.257844
1.4026249647140503	4331611778.083519
1.4068963527679443	4276407790.507384
1.4111642837524414	4178422656.3787584
1.4154287576675415	4113384773.4755816
1.419689416885376	4085243721.0492444
1.4239463806152344	4059488742.426773
1.4281994104385376	4066900283.800924
1.4324485063552856	4122606179.5163016
1.436693549156189	4168206300.340954
1.440934419631958	4167798119.5817904
1.4451709985733032	4160721715.612623
1.449403166770935	4152815137.2425876
1.453631043434143	4092308957.937468
1.4578542709350586	4001432941.932233
1.4620729684829712	3929531650.514673
1.4662868976593018	3909404579.3222756
1.4704961776733398	3936376177.8978996
1.4747005701065063	3974777486.768247
1.4788999557495117	4027243810.7225275
1.4830944538116455	4058177315.770486
1.4872838258743286	4044629078.186456
1.491468071937561	4075969724.3607855
1.4956470727920532	4146153897.0101748
1.4998208284378052	4123676701.256834
1.5039892196655273	4052129097.436885
1.5081522464752197	4071779127.398103
1.5123097896575928	4106704822.9961166
1.5164618492126465	4101627688.6585927
1.5206083059310913	4126316869.7247634
1.5247491598129272	4157408874.942486
1.5288842916488647	4174047184.4286356
1.5330137014389038	4195955593.2912765
1.5371372699737549	4184125499.6835394
1.541254997253418	4174309551.66031
1.545366883277893	4244030698.3165746
1.5494728088378906	4274511937.8060737
1.5535727739334106	4171258199.2240562
1.5576666593551636	4017025939.8812275
1.561754584312439	3981362677.182377
1.5658363103866577	4062593898.5766716
1.5699119567871094	4115911880.946589
1.5739814043045044	4054340373.029851
1.5780447721481323	3878835926.6350284
1.582101821899414	3832862186.9586053
1.5861525535583496	3919760270.2555327
1.5901970863342285	3971028638.22622
1.5942351818084717	4022689120.3753567
1.5982669591903687	3935615865.546504
1.6022924184799194	3839204417.3800244
1.606311559677124	3936323247.4571877
1.6103241443634033	4063479439.822933
1.6143304109573364	4061746552.7469645
1.6183301210403442	3839354149.256518
1.6223233938217163	3679027079.033119
1.6263102293014526	3850536504.1531563
1.6302905082702637	4082017075.182956
1.634264349937439	4115820976.8344784
1.638231635093689	3954311769.696246
1.6421923637390137	3788075299.0183616
1.646146535873413	3826332126.2178354
1.6500942707061768	3964996535.2104034
1.6540353298187256	4029537451.7293563
1.6579699516296387	3969184748.5577235
1.661897897720337	3774138646.398181
1.6658192873001099	3666222597.310223
1.6697341203689575	3762812914.7408476
1.6736423969268799	3863275238.584079
1.677544116973877	3907137782.685603
1.6814392805099487	3839611111.4412756
1.6853278875350952	3668617141.4378424
1.6892099380493164	3635526407.5812125
1.6930854320526123	3764741959.6659136
1.696954369544983	3823129071.602372
1.7008168697357178	3771305431.032788
1.7046726942062378	3700740358.2732244
1.708522081375122	3605712909.3466887
1.712364912033081	3591738548.5638065
1.7162011861801147	3681648165.5607705
1.7200311422348022	3715070744.7508054
1.723854422569275	3682054891.958417
1.7276713848114014	3610331751.094749
1.731481909751892	3501308477.9296494
1.7352858781814575	3463967478.356689
1.7390835285186768	3491417521.123958
1.7428747415542603	3513010620.8460507
