#wavelength (micron)	surface_flux (erg / (cm2 micron s))
0.7	1157765905.2342782
0.7008749999999999	1763835122.4220672
0.70175109375	2174859777.421291
0.7026282826171873	2326260919.405277
0.7035065679704589	2458333098.9696407
0.7043859511804219	2568130331.1241784
0.7052664336193974	2363008968.477233
0.7061480166614217	1864701525.1301425
0.7070307016822485	1669772271.788252
0.7079144900593511	1745298424.819761
0.7087993831719255	1572375260.967073
0.7096853824008903	1278949436.6654408
0.7105724891288914	1265158575.2072568
0.7114607047403024	1421967130.7843301
0.7123500306212278	1362007047.5785306
0.7132404681595043	1075423388.7888908
0.7141320187447037	937149157.62263
0.7150246837681346	1021554157.5138572
0.7159184646228446	1115719874.255488
0.7168133627036232	1181660159.9066281
0.7177093794070027	1287335747.8845649
0.7186065161312616	1420246801.6234975
0.7195047742764256	1439254676.4247541
0.7204041552442711	1328190860.700732
0.7213046604383263	1309070330.63291
0.7222062912638743	1448323716.1444392
0.723109049127954	1596902980.8457038
0.7240129354393641	1725233526.156842
0.7249179516086632	1904895183.1321387
0.725824099048174	2091976961.944087
0.7267313791719842	2164140455.036826
0.7276397933959492	2159322126.0474358
0.728549343137694	2247048250.7641606
0.7294600298166162	2432694016.0197215
0.730371854853887	2601534556.0178337
0.7312848196724542	2729007929.3847423
0.7321989256970448	2844731081.853605
0.7331141743541661	2979631300.0736337
0.7340305670721088	3097292684.5722566
0.7349481052809489	3154295940.138841
0.7358667904125501	3223139742.392776
0.7367866239005658	3363925310.637014
0.7377076071804415	3499167490.9818225
0.738629741689417	3563054775.751482
0.7395530288665286	3614366111.70243
0.7404774701526119	3677041753.506786
0.7414030669903027	3708057294.9795375
0.7423298208240404	3731900379.6644626
0.7432577331000705	3785171496.0118556
0.7441868052664457	3814347479.0741887
0.7451170387730286	3799764684.8900876
0.7460484350714948	3807807137.1626806
0.7469809956153342	3852088987.2504797
0.7479147218598534	3902218489.80869
0.7488496152621781	3929090699.2375226
0.7497856772812559	3944232724.0906386
0.7507229093778575	3968586438.7759132
0.7516613130145797	3994246670.921953
0.7526008896558479	4037276828.12226
0.7535416407679177	4081293433.1598077
0.7544835678188776	4129104307.0794415
0.7554266722786511	4183794649.7474446
0.7563709556189995	4208305411.5514994
0.7573164193135232	4183284053.159124
0.758263064837665	4014921121.901398
0.7592108936687122	3655059638.723214
0.760159907285798	3411499823.9911094
0.7611101071699052	3435041929.369044
0.7620614948038675	3444804661.2442718
0.7630140716723723	3228968520.4136796
0.7639678392619629	3021671484.905373
0.7649227990610402	3056100588.3529296
0.7658789525598665	3042508946.835964
0.7668363012505663	2723159147.9850726
0.7677948466271296	2400650990.8541517
0.7687545901854135	2380732823.241453
0.7697155334231451	2471583437.6847725
0.7706776778399241	2467056009.154737
0.771641024937224	2452720042.6378427
0.7726055762183955	2568098631.4612794
0.7735713331886686	2712222681.162953
0.7745382973551542	2655833009.416097
0.7755064702268482	2458229776.769584
0.7764758533146318	2419964383.9201965
0.7774464481312751	2511054195.6422997
0.7784182561914391	2537789727.2085457
0.7793912790116784	2582237396.791576
0.780365518110443	2725461726.5713735
0.781340975008081	2864067272.403262
0.782317651226841	2848462184.697425
0.7832955482908746	2713913052.345405
0.7842746677262382	2688100131.6819363
0.7852550110608959	2800745985.227124
0.7862365798247221	2895116758.4030313
0.7872193755495029	2977857851.882327
0.7882033997689398	3118910552.010072
0.7891886540186509	3239234839.761026
0.7901751398361742	3240643019.9132724
0.7911628587609694	3155275984.1466107
0.7921518123344207	3136518717.185696
0.7931420020998386	3231048108.627472
0.7941334296024635	3326218025.6573358
0.7951260963894664	3413243665.126914
0.7961200040099533	3533894430.539365
0.7971151540149657	3618028238.9827647
0.7981115479574844	3629987661.8087144
0.7991091873924312	3620427833.870127
0.8001080738766717	3656979619.769921
0.8011082089690176	3752653866.458547
0.8021095942302288	3837111319.9345803
0.8031122312230166	3894510971.150802
0.8041161215120453	3955388664.1748037
0.8051212666639354	4017890737.444625
0.8061276682472652	4073787357.7581906
0.8071353278325744	4105037326.3148117
0.808144246992365	4156729533.786952
0.8091544273011054	4245839834.921978
0.8101658703352317	4317167985.843268
0.8111785776731507	4366110297.524046
0.8121925508952421	4416207953.831633
0.8132077915838613	4485640321.934168
0.8142243013233411	4558801157.09872
0.8152420816999951	4609749579.13742
0.8162611343021202	4645083777.786726
0.8172814607199979	4664895212.081725
0.8183030625458978	4612446896.077729
0.8193259413740802	4469481393.437739
0.8203500988007977	4318718360.878777
0.8213755364242987	4261593444.5607285
0.8224022558448291	4313267413.381702
0.8234302586646352	4396562612.002599
0.8244595464879658	4438536150.10606
0.8254901209210758	4429816267.462511
0.8265219835722272	4388380469.040397
0.8275551360516924	4303897155.216095
0.8285895799717569	4213800789.8100405
0.8296253169467216	4153682007.7937055
0.830662348592905	4120960247.1139984
0.8317006765286461	4141812998.501284
0.8327403023743069	4162941827.8354955
0.8337812277522748	4137117586.7560124
0.834823454286965	4093569901.5160418
0.8358669836048238	4070054914.8107657
0.8369118173343297	4063760956.708292
0.8379579571059977	3991350955.8745036
0.8390054045523802	3928973183.1688557
0.8400541613080706	4014232222.4222937
0.8411042290097056	4100667615.7502093
0.8421556092959678	4003722372.5206738
0.8432083038075878	3691307969.406491
0.8442623141873472	3257579371.967416
0.8453176420800813	2897493547.6711373
0.8463742891326813	2729569647.769957
0.8474322569940972	2749441436.826602
0.8484915473153398	2872132731.959276
0.8495521617494839	2949085367.38188
0.8506141019516709	2925410070.6973033
0.8516773695791103	2885676985.35388
0.8527419662910842	2906056986.41264
0.853807893748948	2958145932.5308743
0.8548751536161342	3061336242.6008363
0.8559437475581545	3232439127.8561473
0.857013677242602	3348743416.2437387
0.8580849443391553	3392659752.142703
0.8591575505195791	3423119776.0594044
0.8602314974577286	3480263266.843295
0.8613067868295508	3587037838.9269066
0.8623834203130877	3710458379.269684
0.8634613995884791	3802437453.537142
0.8645407263379646	3839673263.3820524
0.8656214022458871	3803097938.234019
0.8667034289986943	3768729794.800681
0.8677868082849427	3810292443.8061085
0.8688715417952989	3874934844.1152015
0.869957631222543	3992921609.0184484
0.8710450782615712	4138039447.474462
0.872133884609398	4217461457.179012
0.8732240519651597	4256079102.4617443
0.8743155820301162	4291848473.540649
0.8754084765076539	4337006572.012889
0.8765027371032884	4375495694.502774
0.8775983655246675	4420748915.27303
0.8786953634815732	4501400626.736429
0.8797937326859253	4552570771.542695
0.8808934748517826	4544865874.306454
0.8819945916953473	4543748342.306395
0.8830970849349664	4583916282.437484
0.8842009562911352	4643742265.850058
0.8853062074864991	4523491703.032855
0.8864128402458572	4131576818.3261895
0.8875208562961645	3824025822.284434
0.8886302573665347	3819138533.6432333
0.8897410451882428	3949656164.6363597
0.8908532214947281	4074080222.1300483
0.8919667880215966	4162065305.9895983
0.8930817465066233	4175448517.2473416
0.8941980986897567	4095138448.287601
0.8953158463131189	4039730657.446356
0.8964349911210102	4086943576.022628
0.8975555348599115	4178036331.4245715
0.8986774792784863	4268312525.477728
0.8998008261275845	4327343587.210573
0.9009255771602438	4344758483.958085
0.9020517341316941	4345067932.469005
0.9031792987993587	4376447711.435819
0.9043082729228579	4449774817.688349
0.9054386582640114	4521375779.896609
0.9065704565868414	4580557047.061309
0.907703669657575	4617688434.381085
0.908838299244647	4610726414.831758
0.9099743471187027	4615989238.448432
0.9111118150526011	4668367872.304017
0.9122507048214169	4728945213.828392
0.9133910182024435	4777536716.096402
0.9145327569751966	4812142484.379041
0.9156759229214156	4838484339.981037
0.9168205178250673	4856263445.010907
0.9179665434723485	4874486950.726417
0.919114001651689	4883154542.189114
0.9202628941537536	4820094577.994416
0.9214132227714458	4665238254.179374
0.92256498929991	4490863972.497685
0.9237181955365349	4372515058.713766
0.9248728432809555	4330049320.810878
0.9260289343350568	4347210778.5083475
0.9271864705029755	4364772978.207952
0.9283454535911042	4295101599.3708315
0.9295058854080931	4173202244.9201574
0.9306677677648533	4115495558.7075043
0.9318311024745591	4131785474.634365
0.9329958913526524	4185114323.4473357
0.9341621362168431	4241889342.038834
0.9353298388871142	4246325975.9590306
0.936499001185723	4207617417.634632
