age,mass,luminosity,temperature,gravity,radius
5.0,0.002,-8.57,129.0,3.698,0.105
5.0,0.003,-8.166,162.0,3.8680000000000003,0.105
5.0,0.004,-7.867000000000001,193.0,3.9939999999999998,0.105
5.0,0.005,-7.644,220.0,4.095,0.105
5.0,0.006,-7.468999999999999,244.0,4.18,0.10400000000000001
5.0,0.007,-7.327999999999999,265.0,4.254,0.10300000000000001
5.0,0.008,-7.2170000000000005,284.0,4.3180000000000005,0.10300000000000001
5.0,0.009,-7.124,301.0,4.376,0.102
5.0,0.01,-7.015,322.0,4.428999999999999,0.10099999999999999
5.0,0.012,-6.8229999999999995,361.0,4.519,0.1
5.0,0.015,-6.671,399.0,4.6339999999999995,0.098
5.0,0.02,-6.401,473.0,4.7860000000000005,0.095
5.0,0.03,-6.007999999999999,610.0,5.011,0.09
5.0,0.04,-5.67,760.0,5.178999999999999,0.085
5.0,0.05,-5.353,931.0,5.313,0.08199999999999999
5.0,0.06,-5.058,1120.0,5.417999999999999,0.079
5.0,0.07,-4.504,1524.0,5.466,0.081
5.0,0.072,-4.2780000000000005,1712.0,5.452999999999999,0.083
5.0,0.075,-3.9419999999999997,2006.0,5.4110000000000005,0.08900000000000001
5.0,0.08,-3.603,2320.0,5.353,0.099
5.0,0.09,-3.275,2622.0,5.289,0.113
5.0,0.1,-3.083,2785.0,5.247000000000001,0.125
