age,mass,luminosity,temperature,gravity,radius
1.0,0.0005,-8.851,111,3.115,0.102
1.0,0.001,-8.185,160,3.386,0.106
1.0,0.002,-7.56,226,3.662,0.109
1.0,0.003,-7.244,270,3.827,0.111
1.0,0.004,-7.031000000000001,304,3.95,0.111
1.0,0.005,-6.831,342,4.051,0.11
1.0,0.006,-6.664,377,4.1339999999999995,0.11
1.0,0.007,-6.556,403,4.208,0.109
1.0,0.008,-6.417000000000001,438,4.272,0.10800000000000001
1.0,0.009,-6.325,464,4.331,0.107
1.0,0.01,-6.235,491,4.383,0.107
1.0,0.012,-5.955,578,4.467,0.106
1.0,0.015,-5.835,628,4.587,0.10300000000000001
1.0,0.02,-5.513999999999999,766,4.736000000000001,0.1
1.0,0.03,-5.071000000000001,1009,4.948,0.096
1.0,0.04,-4.696000000000001,1271,5.099,0.09300000000000001
1.0,0.05,-4.374,1543,5.211,0.092
1.0,0.06,-4.106,1801,5.291,0.092
1.0,0.07,-3.8289999999999997,2082,5.332999999999999,0.094
1.0,0.072,-3.772,2140,5.336,0.095
1.0,0.075,-3.679,2234,5.334,0.098
1.0,0.08,-3.5269999999999997,2383,5.3229999999999995,0.102
1.0,0.09,-3.2680000000000002,2627,5.285,0.113
1.0,0.1,-3.083,2784,5.246,0.125
