#
# Generated by G. Mace, Wed Mar 14 15:42:46 2012
#
#=========================================
# Wavelength  Flux Density         Error
#(vacuum um)  (norm f_lam)  (norm f_lam)
#=========================================
   0.6463026   -1.4279E+00    4.4824E-01
   0.6484553    9.9007E-01    6.2547E-01
   0.6505982    2.7825E+00    5.6662E-01
   0.6527323    9.9460E-01    4.2818E-01
   0.6548584   -1.5843E-01    5.4652E-01
   0.6569775    1.4325E+00    4.2242E-01
   0.6590906    2.9872E-01    5.0369E-01
   0.6611985   -1.5220E+00    3.4604E-01
   0.6633021   -1.5438E-01    4.7933E-01
   0.6654022   -9.3460E-02    3.8361E-01
   0.6674997   -2.5575E-02    3.3316E-01
   0.6695954   -9.5148E-01    2.8662E-01
   0.6716900   -2.1996E-02    3.6764E-01
   0.6737843   -2.8443E-01    3.6915E-01
   0.6758791   -3.3960E-02    3.1152E-01
   0.6779752   -1.2946E-01    2.8625E-01
   0.6800731   -2.8342E-01    2.5125E-01
   0.6821738   -2.4071E-01    2.4362E-01
   0.6842777   -8.9948E-01    2.7875E-01
   0.6863856    6.1218E-01    3.0184E-01
   0.6884981   -3.8228E-02    2.5886E-01
   0.6906158   -1.8304E-01    2.5024E-01
   0.6927394    3.7587E-02    2.9821E-01
   0.6948695   -7.2529E-01    1.9070E-01
   0.6970065   -1.7229E-01    2.1639E-01
   0.6991512   -7.8947E-02    2.0860E-01
   0.7013040    8.6596E-01    1.7049E-01
   0.7034654   -1.8646E-01    1.9056E-01
   0.7056361   -3.6274E-01    1.6764E-01
   0.7078164   -7.7760E-02    1.5914E-01
   0.7100069   -5.3119E-01    1.8362E-01
   0.7122080    1.3412E-01    1.5579E-01
   0.7144203    4.0497E-01    1.5206E-01
   0.7166440   -1.1034E-01    1.4308E-01
   0.7188798    2.2549E-01    1.4858E-01
   0.7211279    5.0567E-01    1.4410E-01
   0.7233888    3.3628E-02    1.5155E-01
   0.7256629   -3.6277E-02    1.6093E-01
   0.7279505   -1.3057E-01    1.0901E-01
   0.7302520    1.6742E-01    1.2010E-01
   0.7325678   -1.9013E-01    1.1781E-01
   0.7348981    1.5914E-02    1.0460E-01
   0.7372434   -6.3236E-05    1.1540E-01
   0.7396038   -8.2288E-02    1.1153E-01
   0.7419798   -3.3743E-01    1.0542E-01
   0.7443715    2.8409E-02    1.2609E-01
   0.7467794   -3.5119E-02    1.0652E-01
   0.7492036    3.5974E-01    1.0022E-01
   0.7516444   -1.1801E-01    1.0263E-01
   0.7541019   -1.9095E-02    9.3308E-02
   0.7565766   -9.9269E-02    1.0669E-01
   0.7590685   -1.5145E-01    1.1786E-01
   0.7615779   -2.3568E-02    1.2571E-01
   0.7641050   -9.3006E-02    1.0434E-01
   0.7666499    2.8397E-02    9.4361E-02
   0.7692128   -1.8052E-01    1.0376E-01
   0.7717940   -8.4274E-02    1.0039E-01
   0.7743936   -3.3626E-01    7.4478E-02
   0.7770116    3.4512E-01    8.0423E-02
   0.7796483   -6.7228E-02    8.2855E-02
   0.7823038    4.0620E-01    8.0442E-02
   0.7849782    4.9063E-04    7.1418E-02
   0.7876715    1.4198E-01    9.0227E-02
   0.7903840    1.9840E-01    8.5969E-02
   0.7931157   -3.3310E-03    7.6813E-02
   0.7958666   -1.9699E-02    6.7345E-02
   0.7986369    2.3844E-01    9.5741E-02
   0.8014266   -1.5080E-02    8.1223E-02
   0.8042359    2.1934E-01    8.6250E-02
   0.8070647    3.2520E-02    7.1234E-02
   0.8099130   -1.5621E-02    8.4659E-02
   0.8127810    9.4839E-02    6.4694E-02
   0.8156686    2.0230E-02    6.5600E-02
   0.8185759   -9.8031E-02    7.6468E-02
   0.8215028   -1.5414E-02    6.0590E-02
   0.8244494   -5.6993E-02    5.7011E-02
   0.8274158    2.2507E-02    6.4920E-02
   0.8304018   -2.3377E-03    6.2660E-02
   0.8334075   -1.2458E-02    5.0980E-02
   0.8364329   -2.0141E-01    5.7297E-02
   0.8394778   -1.2891E-01    6.5031E-02
   0.8425424    1.6504E-01    5.7845E-02
   0.8456266    7.4892E-02    4.6214E-02
   0.8487303    1.5010E-01    5.2564E-02
   0.8518534   -5.3679E-02    4.2448E-02
   0.8549959   -5.4946E-02    4.8408E-02
   0.8581578    9.0225E-02    5.6586E-02
   0.8613390    9.7141E-02    4.8329E-02
   0.8645394    1.1267E-01    4.9428E-02
   0.8677589    1.6216E-01    5.4277E-02
   0.8709975    1.9086E-01    4.8459E-02
   0.8742551    1.5594E-01    4.6661E-02
   0.8775316   -1.0891E-01    5.5498E-02
   0.8808268    3.9318E-02    4.2372E-02
   0.8841407    7.4150E-02    4.5157E-02
   0.8874733   -1.0921E-01    4.9952E-02
   0.8908243    7.7556E-02    4.9585E-02
   0.8941936    1.0563E-02    4.6158E-02
   0.8975812    2.4433E-02    4.7569E-02
   0.9009870   -2.0468E-01    4.4315E-02
   0.9044107    8.7269E-02    3.4482E-02
   0.9078523    1.6151E-01    3.5187E-02
   0.9113116    7.3347E-02    3.5241E-02
   0.9147886   -2.1603E-03    3.4771E-02
   0.9182830    1.5858E-02    4.4038E-02
   0.9217947    1.8192E-01    4.0984E-02
   0.9253237    3.2799E-02    4.4709E-02
   0.9288696   -1.3238E-01    4.3198E-02
   0.9324324    5.7002E-02    4.6893E-02
   0.9360120    2.8567E-01    4.3007E-02
   0.9396081    1.0112E-01    5.5603E-02
   0.9432206    1.2264E-01    4.2625E-02
   0.9468493    3.4699E-02    4.6391E-02
   0.9504942    2.0965E-01    4.6311E-02
   0.9541549   -7.9906E-03    5.0704E-02
   0.9578314    1.1751E-01    3.3202E-02
   0.9615235   -1.8508E-02    3.4415E-02
   0.9652309    5.6117E-02    2.9355E-02
   0.9689535    1.2834E-01    3.5865E-02
   0.9726912    1.0190E-01    2.8307E-02
   0.9764438    1.2050E-01    3.4292E-02
   0.9802110    2.3888E-01    3.4945E-02
   0.9839928    9.5953E-02    2.6920E-02
   0.9877887    2.3425E-01    3.5667E-02
   0.9915988    2.5460E-01    2.9750E-02
   0.9954229    1.1016E-01    3.5669E-02
   0.9992607    1.9798E-01    3.1711E-02
   1.0031121    2.9072E-01    3.3167E-02
   1.0069767    3.3718E-01    3.0173E-02
   1.0108545    3.7323E-01    3.5343E-02
   1.0147454    4.4114E-01    3.4932E-02
   1.0186489    3.6163E-01    3.4213E-02
   1.0225650    2.7545E-01    3.1709E-02
   1.0264935    3.4304E-01    3.8687E-02
   1.0304341    4.1958E-01    3.9303E-02
   1.0343868    5.5913E-01    2.9824E-02
   1.0383512    4.2491E-01    3.6550E-02
   1.0423272    4.9865E-01    4.0719E-02
   1.0463144    5.4221E-01    2.4265E-02
   1.0503129    5.3877E-01    1.9957E-02
   1.0543224    6.1924E-01    2.1550E-02
   1.0583425    6.8218E-01    2.4454E-02
   1.0623733    6.5668E-01    2.6899E-02
   1.0664142    7.3166E-01    2.3429E-02
   1.0704654    6.3778E-01    2.4618E-02
   1.0745267    5.8654E-01    2.2808E-02
   1.0785975    7.3011E-01    3.4189E-02
   1.0826780    6.5121E-01    2.2601E-02
   1.0867677    7.3633E-01    2.2642E-02
   1.0908664    4.9270E-01    3.2480E-02
   1.0949743    5.0922E-01    2.9351E-02
   1.0990907    3.2094E-01    2.9445E-02
   1.1032157    1.8115E-01    2.7911E-02
   1.1073489    1.0678E-01    2.7636E-02
   1.1114902    8.0302E-02    2.3641E-02
   1.1156396    4.4282E-02    1.9723E-02
   1.1197965    3.2013E-02    2.1211E-02
   1.1239609    1.0662E-01    2.1522E-02
   1.1281326    1.3322E-01    3.0931E-02
   1.1323113   -6.7851E-04    2.6408E-02
   1.1364970    1.1866E-01    3.6946E-02
   1.1406895    6.7145E-02    2.7399E-02
   1.1448883    1.6207E-01    2.3336E-02
   1.1490934    9.0851E-02    2.9824E-02
   1.1533047    4.9559E-02    2.7908E-02
   1.1575217    1.0373E-01    2.0772E-02
   1.1617446    5.0911E-02    2.9069E-02
   1.1659729    6.9809E-03    2.4043E-02
   1.1702065    1.2964E-01    2.0063E-02
   1.1744453    4.1551E-02    1.8201E-02
   1.1786889    1.6654E-01    1.4964E-02
   1.1829373    1.4583E-01    1.6793E-02
   1.1871902    1.3456E-01    1.3085E-02
   1.1914475    1.3296E-01    1.4990E-02
   1.1957089    2.4755E-01    1.9822E-02
   1.1999743    2.8378E-01    2.5663E-02
   1.2042435    4.1922E-01    2.3943E-02
   1.2085164    3.2960E-01    2.6210E-02
   1.2127925    4.3261E-01    2.4553E-02
   1.2170720    5.1265E-01    2.5849E-02
   1.2213545    4.5659E-01    2.4315E-02
   1.2256399    5.5974E-01    2.4369E-02
   1.2299280    5.8711E-01    2.5390E-02
   1.2342187    6.3880E-01    2.3990E-02
   1.2385117    6.1229E-01    2.7181E-02
   1.2428068    7.7090E-01    2.2651E-02
   1.2471040    9.6460E-01    1.9726E-02
   1.2514030    8.1829E-01    1.4937E-02
   1.2557037    9.9104E-01    2.2964E-02
   1.2600058    1.0090E+00    2.3206E-02
   1.2643094    1.2742E+00    2.1332E-02
   1.2686141    1.1192E+00    3.5505E-02
   1.2729198    9.7563E-01    3.5175E-02
   1.2772262    9.2687E-01    2.9414E-02
   1.2815335    8.8751E-01    2.5930E-02
   1.2858412    8.4558E-01    3.6464E-02
   1.2901493    7.3144E-01    2.6882E-02
   1.2944577    7.7043E-01    2.4735E-02
   1.2987660    6.6861E-01    2.5312E-02
   1.3030744    6.4421E-01    2.2812E-02
   1.3073823    4.8126E-01    2.8215E-02
   1.3116901    4.8097E-01    2.2554E-02
   1.3159972    4.5182E-01    1.9673E-02
   1.3203037    3.7591E-01    2.0904E-02
   1.3246093    3.8806E-01    1.5349E-02
   1.3289140    1.5525E-01    1.3773E-02
   1.3332176    9.3731E-02    1.7404E-02
   1.3375200   -4.2617E-04    1.8550E-02
   1.3418210   -2.8399E-02    1.5387E-02
   1.3461205   -3.1562E-03    1.3861E-02
   1.3504183   -2.7135E-02    1.5914E-02
   1.3547144   -2.6641E-02    1.6290E-02
   1.3590087   -7.7813E-02    2.4190E-02
   1.3633008    4.3237E-02    3.4200E-02
   1.3675908   -4.2058E-02    3.6472E-02
   1.3718786    9.9657E-02    2.4636E-02
   1.3761640   -9.4752E-02    3.8104E-02
   1.3804469    2.5838E-02    3.3591E-02
   1.3847271    8.7931E-02    2.9362E-02
   1.3890047   -6.4240E-02    2.7449E-02
   1.3932793   -8.6007E-02    2.6429E-02
   1.3975511   -8.8791E-02    3.4659E-02
   1.4018197    6.3132E-02    3.3152E-02
   1.4060851   -3.3045E-02    3.6592E-02
   1.4103473    1.7761E-01    3.1425E-02
   1.4146061    9.1584E-02    3.2414E-02
   1.4188614   -5.6217E-03    2.7928E-02
   1.4231131   -4.5469E-02    2.9108E-02
   1.4273611    7.0782E-02    2.6760E-02
   1.4316053    8.0044E-02    2.0475E-02
   1.4358457   -2.6352E-02    2.6065E-02
   1.4400821    1.1943E-01    1.7368E-02
   1.4443145    7.6302E-03    2.2271E-02
   1.4485426    1.3459E-01    2.0624E-02
   1.4527665    3.1433E-02    2.9006E-02
   1.4569862    4.3297E-02    2.4890E-02
   1.4612014    3.7934E-02    2.6742E-02
   1.4654121    1.1737E-02    2.8395E-02
