# sdss 02:47:49.89 -16:31:14.9 T2 +/-1.5 Chiu et al. 2006
# IRTF Spex 2005-08-14
#XAXIS   = 'Wavelength'         /                                                
#YAXIS   = 'Flux    '           /                                                
#XUNITS  = 'Microns '           /                                                
#YUNITS  = 'W m-2 um-1'         /                                                
     0.800538   -2.85413e-17    6.95374e-17
     0.803329    4.95377e-17    2.10117e-17
     0.806140    9.55630e-18    3.33412e-17
     0.808971   -2.82515e-17    1.90878e-17
     0.811821    6.06267e-17    2.92982e-17
     0.814690   -5.27084e-18    4.42422e-17
     0.817579   -4.79821e-17    1.00608e-16
     0.820488   -1.26896e-17    9.94569e-17
     0.823417    3.61504e-17    7.50132e-17
     0.826365    1.81221e-20    4.18456e-17
     0.829333    5.39604e-17    3.19291e-17
     0.832320    1.32173e-16    1.51523e-17
     0.835328    4.95901e-18    1.55114e-17
     0.838355    1.59021e-17    1.05709e-17
     0.841401    3.86472e-17    8.44305e-18
     0.844468    8.42554e-17    1.18885e-16
     0.847554    3.74834e-17    4.82749e-17
     0.850659    8.86836e-18    4.73458e-17
     0.853785    3.19928e-17    1.61299e-17
     0.856929    3.79052e-17    6.19356e-17
     0.860094    3.87111e-17    3.34595e-18
     0.863277    7.25333e-17    5.86766e-17
     0.866480    2.18185e-17    1.19611e-17
     0.869703    5.42253e-17    5.42516e-18
     0.872944    2.88575e-17    3.57857e-17
     0.876205    3.10806e-17    1.86760e-17
     0.879484   -1.95245e-18    2.59651e-17
     0.882783    1.09811e-16    3.25968e-18
     0.886101    1.66755e-16    1.11891e-18
     0.889437    5.49322e-17    9.37807e-18
     0.892792    1.04888e-16    1.47699e-17
     0.896165    1.06946e-16    2.63031e-17
     0.899557    1.34714e-16    6.20035e-17
     0.902968    1.51057e-16    2.28884e-17
     0.906396    1.16731e-16    3.75496e-17
     0.909843    1.01376e-16    3.18683e-17
     0.913307    1.44560e-16    3.46600e-17
     0.916789    1.47876e-16    3.36825e-17
     0.920289    1.68605e-16    4.84743e-17
     0.923807    1.19742e-16    9.53059e-18
     0.927342    1.66305e-16    3.25355e-17
     0.930894    1.11349e-16    7.96700e-17
     0.934463    2.12581e-16    8.21201e-17
     0.938049    1.44506e-16    8.23419e-17
     0.941652    1.32989e-16    1.45574e-17
     0.945272    2.29213e-16    6.77324e-17
     0.948908    2.15308e-16    3.51466e-17
     0.952560    1.72534e-16    1.09821e-16
     0.956229    2.11773e-16    3.83670e-17
     0.959913    2.19541e-16    1.13664e-17
     0.963613    2.06105e-16    1.67891e-17
     0.967329    2.26198e-16    4.12570e-17
     0.971060    2.56546e-16    2.02928e-17
     0.974807    2.29003e-16    3.41306e-17
     0.978568    2.53019e-16    1.36717e-17
     0.982345    2.58354e-16    1.85949e-17
     0.986136    2.91026e-16    1.46117e-17
     0.989941    2.76062e-16    1.11156e-17
