#
# Generated by G. Mace, Wed Jul 25 15:03:01 2012
#
#=========================================
# Wavelength  Flux Density         Error
#(vacuum um)  (norm f_lam)  (norm f_lam)
#=========================================
   0.6441493           NaN           NaN
   0.6464038    5.0630E-01    8.2084E-02
   0.6486442    5.9667E-01    8.4072E-02
   0.6508718    5.6409E-01    8.2580E-02
   0.6530873    3.8507E-01    7.7435E-02
   0.6552921    3.0239E-01    6.7741E-02
   0.6574870    2.5681E-01    6.2387E-02
   0.6596730    2.9363E-01    5.9026E-02
   0.6618510    3.4802E-01    6.1241E-02
   0.6640221    3.1263E-01    5.7362E-02
   0.6661872    2.9591E-01    5.8677E-02
   0.6683472    2.1157E-01    5.5161E-02
   0.6705028    1.9394E-01    5.6182E-02
   0.6726550    2.1440E-01    5.1671E-02
   0.6748047    2.0851E-01    5.2395E-02
   0.6769527    1.8242E-01    4.7931E-02
   0.6790996    1.9985E-01    4.9328E-02
   0.6812465    2.4621E-01    4.5123E-02
   0.6833938    2.5115E-01    4.4317E-02
   0.6855425    2.2176E-01    4.4492E-02
   0.6876933    2.2833E-01    4.1443E-02
   0.6898468    3.3499E-01    4.1241E-02
   0.6920038    2.3608E-01    3.9026E-02
   0.6941649    3.6860E-01    3.6283E-02
   0.6963308    3.8716E-01    3.5646E-02
   0.6985020    4.2284E-01    3.3619E-02
   0.7006793    4.7449E-01    3.2733E-02
   0.7028632    5.4654E-01    3.0188E-02
   0.7050543    4.8756E-01    2.8982E-02
   0.7072532    4.5161E-01    2.8407E-02
   0.7094604    3.8391E-01    2.7575E-02
   0.7116764    3.7432E-01    2.5665E-02
   0.7139018    3.8496E-01    2.6154E-02
   0.7161371    3.7348E-01    2.4570E-02
   0.7183828    3.5337E-01    2.5339E-02
   0.7206392    4.2311E-01    2.3814E-02
   0.7229071    4.5953E-01    2.3156E-02
   0.7251866    5.1282E-01    2.2398E-02
   0.7274783    6.0632E-01    2.2908E-02
   0.7297825    6.5399E-01    2.1185E-02
   0.7320998    6.9896E-01    2.1390E-02
   0.7344304    7.8349E-01    2.0250E-02
   0.7367748    8.0417E-01    1.9960E-02
   0.7391333    8.1609E-01    1.9049E-02
   0.7415062    8.5171E-01    1.8934E-02
   0.7438939    8.7238E-01    1.7490E-02
   0.7462967    8.5326E-01    1.8202E-02
   0.7487149    9.0075E-01    1.7171E-02
   0.7511489    9.3675E-01    1.7282E-02
   0.7535988    9.3950E-01    1.6321E-02
   0.7560650    9.5921E-01    1.6918E-02
   0.7585477    9.3073E-01    1.8285E-02
   0.7610471    9.1444E-01    2.2035E-02
   0.7635636    7.4846E-01    2.1330E-02
   0.7660973    6.5604E-01    2.0425E-02
   0.7686485    6.6583E-01    1.7183E-02
   0.7712173    6.6856E-01    1.5187E-02
   0.7738039    7.0125E-01    1.4421E-02
   0.7764086    7.6185E-01    1.3958E-02
   0.7790315    7.6785E-01    1.3341E-02
   0.7816727    8.1990E-01    1.3357E-02
   0.7843324    8.4358E-01    1.2921E-02
   0.7870107    8.6715E-01    1.3135E-02
   0.7897079    9.3520E-01    1.2778E-02
   0.7924240    9.5654E-01    1.2934E-02
   0.7951590    9.7871E-01    1.3074E-02
   0.7979132    1.0319E+00    1.4063E-02
   0.8006867    1.0889E+00    1.3655E-02
   0.8034793    1.1063E+00    1.3188E-02
   0.8062915    1.1225E+00    1.3084E-02
   0.8091230    1.1653E+00    1.3386E-02
   0.8119740    1.1737E+00    1.3077E-02
   0.8148446    1.1402E+00    1.3265E-02
   0.8177348    1.1433E+00    1.2763E-02
   0.8206447    1.1278E+00    1.1718E-02
   0.8235742    1.1375E+00    1.1959E-02
   0.8265235    1.2165E+00    1.2132E-02
   0.8294924    1.2012E+00    1.1843E-02
   0.8324810    1.1606E+00    1.1426E-02
   0.8354894    1.1541E+00    1.0959E-02
   0.8385175    1.1182E+00    1.1997E-02
   0.8415653    1.1019E+00    1.1374E-02
   0.8446327    1.0622E+00    1.1499E-02
   0.8477198    1.0358E+00    1.0753E-02
   0.8508265    1.0453E+00    9.9250E-03
   0.8539528    1.0548E+00    9.6076E-03
   0.8570985    1.0983E+00    9.5302E-03
   0.8602638    1.0861E+00    9.1623E-03
   0.8634485    1.0899E+00    9.2387E-03
   0.8666525    1.0779E+00    9.1075E-03
   0.8698758    1.0710E+00    9.1222E-03
   0.8731184    1.1067E+00    9.0374E-03
   0.8763801    1.1217E+00    9.1955E-03
   0.8796608    1.1368E+00    9.2021E-03
   0.8829604    1.1687E+00    9.1592E-03
   0.8862790    1.1496E+00    9.0616E-03
   0.8896163    1.1452E+00    9.1933E-03
   0.8929722    1.1703E+00    8.9911E-03
   0.8963467    1.1878E+00    9.0089E-03
   0.8997396    1.1838E+00    8.7627E-03
   0.9031509    1.1834E+00    8.6244E-03
   0.9065803    1.2328E+00    9.1802E-03
   0.9100279    1.2700E+00    9.3013E-03
   0.9134933    1.2670E+00    8.9403E-03
   0.9169766    1.2998E+00    9.0592E-03
   0.9204774    1.2928E+00    8.7705E-03
   0.9239959    1.2904E+00    8.5689E-03
   0.9275318    1.2646E+00    8.8574E-03
   0.9310848    1.2583E+00    9.0235E-03
   0.9346550    1.2358E+00    9.4153E-03
   0.9382421    1.2360E+00    9.4661E-03
   0.9418460    1.2518E+00    9.2683E-03
   0.9454664    1.2662E+00    9.0653E-03
   0.9491033    1.2730E+00    8.7868E-03
   0.9527565    1.2715E+00    8.4175E-03
   0.9564258    1.2608E+00    7.9991E-03
   0.9601110    1.2619E+00    7.7987E-03
   0.9638121    1.2715E+00    8.0121E-03
   0.9675286    1.2489E+00    7.7935E-03
   0.9712607    1.2265E+00    7.4509E-03
   0.9750079    1.2230E+00    7.3013E-03
   0.9787701    1.2476E+00    6.8193E-03
   0.9825473    1.2504E+00    6.8356E-03
   0.9863392    1.1992E+00    6.7258E-03
   0.9901454    1.1805E+00    6.7673E-03
   0.9939660    1.1465E+00    6.7601E-03
   0.9978007    1.1296E+00    6.6788E-03
   1.0016493    1.1484E+00    6.4345E-03
   1.0055116    1.1579E+00    6.2952E-03
   1.0093875    1.1781E+00    6.2787E-03
   1.0132766    1.1995E+00    6.4374E-03
   1.0171789    1.2069E+00    6.4954E-03
   1.0210940    1.1875E+00    6.4882E-03
   1.0250219    1.1595E+00    6.5097E-03
   1.0289623    1.1599E+00    6.3200E-03
   1.0329150    1.1588E+00    6.9054E-03
   1.0368798    1.1778E+00    6.4156E-03
   1.0408565    1.1857E+00    6.2367E-03
   1.0448449    1.1874E+00    6.0514E-03
   1.0488447    1.1953E+00    5.8134E-03
   1.0528558    1.1917E+00    5.4313E-03
   1.0568781    1.1944E+00    5.2729E-03
   1.0609112    1.1943E+00    5.2017E-03
   1.0649549    1.1967E+00    5.1754E-03
   1.0690089    1.1927E+00    5.4543E-03
   1.0730734    1.1955E+00    5.5515E-03
   1.0771477    1.1996E+00    5.8450E-03
   1.0812320    1.1962E+00    5.8290E-03
   1.0853257    1.2062E+00    5.7679E-03
   1.0894289    1.1971E+00    5.8618E-03
   1.0935413    1.1659E+00    5.6404E-03
   1.0976626    1.1690E+00    5.7334E-03
   1.1017926    1.1821E+00    5.6080E-03
   1.1059312    1.1717E+00    5.3573E-03
   1.1100782    1.1586E+00    5.1327E-03
   1.1142333    1.1565E+00    5.1864E-03
   1.1183962    1.1372E+00    5.3086E-03
   1.1225669    1.1442E+00    5.5812E-03
   1.1267451    1.1418E+00    5.9705E-03
   1.1309307    1.1123E+00    6.1286E-03
   1.1351231    1.1021E+00    6.0406E-03
   1.1393226    1.0780E+00    6.1191E-03
   1.1435288    1.0920E+00    5.9431E-03
   1.1477413    1.0965E+00    6.0655E-03
   1.1519603    1.1069E+00    5.8623E-03
   1.1561852    1.1150E+00    5.5310E-03
   1.1604159    1.0866E+00    5.3236E-03
   1.1646523    1.0953E+00    4.9737E-03
   1.1688943    1.0716E+00    4.6036E-03
   1.1731414    1.0614E+00    4.4117E-03
   1.1773936    1.0503E+00    4.1798E-03
   1.1816506    1.0513E+00    4.0499E-03
   1.1859124    1.0577E+00    3.9613E-03
   1.1901785    1.0433E+00    3.9948E-03
   1.1944489    1.0298E+00    4.2472E-03
   1.1987234    1.0206E+00    4.4409E-03
   1.2030019    1.0182E+00    4.5430E-03
   1.2072840    1.0289E+00    4.7848E-03
   1.2115697    1.0293E+00    4.6000E-03
   1.2158586    1.0452E+00    4.7205E-03
   1.2201506    1.0409E+00    4.7274E-03
   1.2244456    1.0368E+00    4.6207E-03
   1.2287433    1.0362E+00    4.6266E-03
   1.2330437    1.0179E+00    4.4313E-03
   1.2373464    1.0056E+00    4.1780E-03
   1.2416513    1.0030E+00    4.0808E-03
   1.2459583    9.9652E-01    4.0140E-03
   1.2502671    1.0036E+00    4.1597E-03
   1.2545776    9.8974E-01    4.7272E-03
   1.2588897    1.0019E+00    5.9428E-03
   1.2632030    9.9807E-01    7.5734E-03
   1.2675176    1.0180E+00    8.7151E-03
   1.2718332    9.9770E-01    9.0051E-03
   1.2761495    1.0011E+00    8.5538E-03
   1.2804666    9.7625E-01    7.0007E-03
   1.2847841    9.8018E-01    6.0729E-03
   1.2891020    9.9353E-01    5.1512E-03
   1.2934201    9.8718E-01    4.7872E-03
   1.2977382    9.7059E-01    4.5759E-03
   1.3020562    9.7181E-01    4.3863E-03
   1.3063738    9.6508E-01    4.4847E-03
   1.3106911    9.6691E-01    4.5212E-03
   1.3150077    9.5007E-01    4.2458E-03
   1.3193237    9.4848E-01    4.3262E-03
   1.3236387    9.4311E-01    3.8851E-03
   1.3279526    9.2021E-01    3.8602E-03
   1.3322655    8.6235E-01    3.6128E-03
   1.3365769    8.3758E-01    3.7076E-03
   1.3408870    8.0075E-01    3.5987E-03
   1.3451954    7.9266E-01    4.1507E-03
   1.3495021    7.9229E-01    4.8949E-03
   1.3538070    7.9474E-01    6.1427E-03
   1.3581098    8.1115E-01    8.7035E-03
   1.3624105    7.8785E-01    1.1934E-02
   1.3667090    7.9767E-01    1.3646E-02
   1.3710052    8.4132E-01    1.2377E-02
   1.3752987    8.0850E-01    1.1057E-02
   1.3795897    7.8252E-01    1.0400E-02
   1.3838779    7.8992E-01    9.8764E-03
   1.3881632    7.5548E-01    9.4991E-03
   1.3924456    7.4856E-01    8.8954E-03
