#
# Generated by G. Mace, Thu Mar  1 20:10:13 2012
#
#=========================================
# Wavelength  Flux Density         Error
#(vacuum um)  (norm f_lam)  (norm f_lam)
#=========================================
   0.6424364   -3.2036E-01    1.2418E+00
   0.6447022    1.1148E+00    1.2132E+00
   0.6469531    2.6915E+00    1.2499E+00
   0.6491903    2.7768E-01    1.2113E+00
   0.6514148   -1.4005E+00    1.2170E+00
   0.6536276   -1.6562E+00    1.1195E+00
   0.6558299    1.0766E+00    1.0652E+00
   0.6580225    3.4597E-01    9.6023E-01
   0.6602065    1.5924E+00    9.2251E-01
   0.6623828    7.7310E-02    8.6686E-01
   0.6645523   -1.8221E-01    9.1766E-01
   0.6667160    8.0038E-01    8.9748E-01
   0.6688749    6.8519E-01    8.7869E-01
   0.6710296    1.6342E-01    8.7536E-01
   0.6731812   -8.8702E-01    8.3563E-01
   0.6753303   -3.7222E-01    7.9235E-01
   0.6774780    1.2798E+00    7.8894E-01
   0.6796248    6.4066E-01    7.2152E-01
   0.6817717   -1.2501E-01    6.8534E-01
   0.6839193   -7.2981E-01    6.5915E-01
   0.6860685    3.4118E-01    6.7335E-01
   0.6882198    1.4003E+00    6.3197E-01
   0.6903741   -1.0183E-02    5.9468E-01
   0.6925321   -1.4546E-02    5.4442E-01
   0.6946943    5.5468E-01    5.5772E-01
   0.6968614    1.6244E-01    4.8971E-01
   0.6990341    1.1294E+00    4.7298E-01
   0.7012129    3.1109E-01    4.5176E-01
   0.7033985    7.2444E-01    4.4005E-01
   0.7055915    8.1058E-01    4.2240E-01
   0.7077923    2.0962E-01    4.2029E-01
   0.7100016    2.3736E-01    3.9061E-01
   0.7122199   -9.4834E-01    4.1144E-01
   0.7144477   -1.0557E-01    3.6037E-01
   0.7166855    3.1277E-01    3.6638E-01
   0.7189338    5.9654E-01    3.5434E-01
   0.7211930    6.1409E-01    3.4164E-01
   0.7234636    9.5894E-01    3.1897E-01
   0.7257460    1.5610E-01    3.1927E-01
   0.7280408    2.6767E-01    2.9297E-01
   0.7303482    2.5693E-01    3.0587E-01
   0.7326687    6.6008E-01    2.7530E-01
   0.7350026   -2.4595E-02    2.7461E-01
   0.7373505    2.5974E-01    2.5157E-01
   0.7397124    7.1937E-01    2.5129E-01
   0.7420889    5.8474E-01    2.3080E-01
   0.7444803    3.4535E-01    2.4140E-01
   0.7468868    5.4750E-03    2.2116E-01
   0.7493089    1.1618E-01    2.2703E-01
   0.7517467    4.1529E-01    2.0863E-01
   0.7542006    6.5378E-03    2.1318E-01
   0.7566708   -2.2123E-01    2.2906E-01
   0.7591575    6.1963E-01    2.5877E-01
   0.7616612    2.9505E-02    2.5771E-01
   0.7641819   -4.2444E-01    2.5069E-01
   0.7667198    1.9481E-01    2.0465E-01
   0.7692752    6.4437E-02    1.9220E-01
   0.7718484   -1.7073E-01    1.7342E-01
   0.7744394   -5.6986E-02    1.6789E-01
   0.7770485   -1.4724E-01    1.6190E-01
   0.7796758    1.7618E-01    1.6675E-01
   0.7823216    2.2609E-01    1.5873E-01
   0.7849858    1.5104E-02    1.6068E-01
   0.7876688    1.4414E-01    1.5239E-01
   0.7903706    3.6578E-02    1.6092E-01
   0.7930913    1.5292E-01    1.5770E-01
   0.7958310    8.9964E-02    1.5962E-01
   0.7985899   -1.2262E-02    1.4953E-01
   0.8013680   -6.8431E-02    1.5202E-01
   0.8041655    1.2855E-01    1.4244E-01
   0.8069823    2.4625E-02    1.4424E-01
   0.8098186    1.4174E-01    1.3758E-01
   0.8126745    1.2275E-01    1.4322E-01
   0.8155499    3.3679E-01    1.2845E-01
   0.8184448    3.1412E-02    1.3243E-01
   0.8213595    1.1414E-01    1.3179E-01
   0.8242939    1.7518E-01    1.2855E-01
   0.8272479    3.5482E-02    1.2446E-01
   0.8302217    1.3543E-01    1.2363E-01
   0.8332152    1.2449E-01    1.2379E-01
   0.8362284    3.6777E-02    1.2742E-01
   0.8392612    2.9200E-01    1.1949E-01
   0.8423138    2.4472E-01    1.2052E-01
   0.8453861    2.7869E-01    1.1390E-01
   0.8484780    1.8632E-01    1.0947E-01
   0.8515894    1.3423E-01    1.0368E-01
   0.8547205    2.3531E-01    1.0491E-01
   0.8578711    1.0106E-02    9.9273E-02
   0.8610411    6.4156E-02    1.0042E-01
   0.8642305    3.3209E-01    9.7417E-02
   0.8674393    2.7749E-01    1.0185E-01
   0.8706673    2.2995E-01    9.6538E-02
   0.8739145    1.9166E-02    9.9835E-02
   0.8771809    1.5902E-01    9.6178E-02
   0.8804662    1.3429E-01    9.9059E-02
   0.8837705    2.2667E-01    9.5595E-02
   0.8870937    2.3737E-01    9.9491E-02
   0.8904355    3.8412E-02    9.5112E-02
   0.8937960    1.6291E-01    9.6664E-02
   0.8971750    3.2080E-02    9.3191E-02
   0.9005724    2.4771E-01    9.4895E-02
   0.9039882    3.2816E-01    8.9058E-02
   0.9074220    2.9978E-01    9.3607E-02
   0.9108739    3.1194E-01    8.6383E-02
   0.9143438    2.8264E-01    8.7713E-02
   0.9178314    3.4993E-01    8.3735E-02
   0.9213366    3.1486E-01    8.1325E-02
   0.9248593    3.1359E-01    7.8839E-02
   0.9283994    2.3786E-01    8.7008E-02
   0.9319566    4.2462E-01    9.1519E-02
   0.9355310    4.9332E-01    9.8470E-02
   0.9391221    4.0386E-01    9.2376E-02
   0.9427301    4.5620E-01    9.1691E-02
   0.9463546    4.9938E-01    8.6948E-02
   0.9499955    3.9561E-01    8.4354E-02
   0.9536526    4.6442E-01    7.5173E-02
   0.9573259    4.2068E-01    7.5398E-02
   0.9610150    3.3604E-01    7.2920E-02
   0.9647198    3.9435E-01    7.1392E-02
   0.9684402    5.4664E-01    6.7831E-02
   0.9721760    5.9948E-01    6.6987E-02
   0.9759269    4.4175E-01    6.5169E-02
   0.9796928    4.7552E-01    6.4649E-02
   0.9834735    5.6373E-01    6.3462E-02
   0.9872689    5.6024E-01    6.3498E-02
   0.9910787    6.4536E-01    6.4145E-02
   0.9949028    5.0112E-01    6.5655E-02
   0.9987409    4.0480E-01    6.1847E-02
   1.0025929    5.5743E-01    5.9099E-02
   1.0064585    5.7560E-01    5.7741E-02
   1.0103376    6.6595E-01    5.9166E-02
   1.0142300    7.3017E-01    6.0167E-02
   1.0181354    5.7890E-01    5.9651E-02
   1.0220537    5.8098E-01    6.0845E-02
   1.0259846    6.3794E-01    6.0830E-02
   1.0299281    5.9160E-01    5.8651E-02
   1.0338838    5.8621E-01    6.1912E-02
   1.0378516    6.9919E-01    5.8425E-02
   1.0418311    6.3454E-01    5.7414E-02
   1.0458223    6.6745E-01    5.4182E-02
   1.0498250    7.0984E-01    5.0803E-02
   1.0538388    6.0695E-01    4.6868E-02
   1.0578637    6.7193E-01    4.6028E-02
   1.0618993    7.1111E-01    4.4115E-02
   1.0659456    7.7204E-01    4.6542E-02
   1.0700023    7.9756E-01    4.8657E-02
   1.0740691    8.1577E-01    4.9749E-02
   1.0781460    7.5882E-01    5.3568E-02
   1.0822325    8.1174E-01    5.1937E-02
   1.0863286    7.4771E-01    5.2088E-02
   1.0904341    6.7555E-01    5.1197E-02
   1.0945486    8.1158E-01    4.8699E-02
   1.0986720    6.6192E-01    4.9972E-02
   1.1028042    7.1584E-01    4.7452E-02
   1.1069449    6.9671E-01    4.4749E-02
   1.1110939    7.1591E-01    4.3425E-02
   1.1152509    7.0245E-01    4.3942E-02
   1.1194158    6.6383E-01    4.4052E-02
   1.1235883    6.2155E-01    4.7261E-02
   1.1277684    6.2112E-01    5.0493E-02
   1.1319556    6.2327E-01    5.1716E-02
   1.1361499    6.9152E-01    5.2843E-02
   1.1403509    6.8271E-01    5.3624E-02
   1.1445587    6.1388E-01    5.0418E-02
   1.1487728    7.5973E-01    5.3088E-02
   1.1529932    7.0677E-01    4.8741E-02
   1.1572195    7.0528E-01    4.6929E-02
   1.1614517    6.9781E-01    4.4449E-02
   1.1656896    6.4121E-01    4.1282E-02
   1.1699327    7.0310E-01    3.7940E-02
   1.1741811    6.3491E-01    3.5460E-02
   1.1784345    7.3259E-01    3.2830E-02
   1.1826928    7.3726E-01    3.1824E-02
   1.1869556    7.8321E-01    3.0423E-02
   1.1912228    7.9856E-01    3.2631E-02
   1.1954943    8.0975E-01    3.6171E-02
   1.1997697    8.1754E-01    3.8245E-02
   1.2040491    8.3543E-01    3.9927E-02
   1.2083321    9.3032E-01    4.2059E-02
   1.2126185    8.5521E-01    3.9990E-02
   1.2169082    9.2298E-01    4.1850E-02
   1.2212009    9.5590E-01    4.0563E-02
   1.2254966    9.4459E-01    4.0357E-02
   1.2297951    9.2388E-01    3.9594E-02
   1.2340961    9.5032E-01    3.7713E-02
   1.2383993    9.9297E-01    3.4893E-02
   1.2427047    9.7323E-01    3.2800E-02
   1.2470123    9.4517E-01    3.0947E-02
   1.2513214    9.9878E-01    2.9814E-02
   1.2556324    9.9764E-01    3.1578E-02
   1.2599448    1.0012E+00    3.4548E-02
   1.2642584    1.0707E+00    3.9397E-02
   1.2685733    1.0294E+00    4.3199E-02
   1.2728890    1.1709E+00    4.7587E-02
   1.2772056    1.0250E+00    4.5538E-02
   1.2815228    1.0282E+00    4.2464E-02
   1.2858404    1.1133E+00    4.1434E-02
   1.2901583    1.0521E+00    3.8924E-02
   1.2944764    1.0387E+00    4.0390E-02
   1.2987945    1.0086E+00    3.8824E-02
   1.3031124    1.0223E+00    3.8917E-02
   1.3074300    1.0881E+00    4.0208E-02
   1.3117471    1.0385E+00    3.6986E-02
   1.3160636    1.0512E+00    3.5786E-02
   1.3203793    9.7106E-01    3.3413E-02
   1.3246940    9.6929E-01    3.1331E-02
   1.3290077    7.9145E-01    3.0239E-02
   1.3333203    7.2469E-01    2.8745E-02
   1.3376315    5.7717E-01    2.8097E-02
   1.3419411    5.7571E-01    2.9638E-02
   1.3462491    5.1353E-01    3.4892E-02
   1.3505554    4.7124E-01    4.2144E-02
   1.3548598    4.6270E-01    5.8491E-02
   1.3591621    3.4017E-01    8.1771E-02
   1.3634623    6.2800E-01    1.0070E-01
   1.3677602    4.5007E-01    9.3837E-02
   1.3720556    5.0204E-01    8.3729E-02
   1.3763486    5.3311E-01    7.9449E-02
   1.3806390    6.2356E-01    7.7593E-02
   1.3849264    4.7127E-01    7.3786E-02
   1.3892111    4.9720E-01    7.2939E-02
   1.3934927    4.6322E-01    6.7514E-02
   1.3977711    4.0322E-01    7.2509E-02
   1.4020464    4.0675E-01    7.1445E-02
   1.4063183    5.0421E-01    7.1060E-02
   1.4105867    3.0166E-01    6.7678E-02
   1.4148517    4.4245E-01    6.3773E-02
   1.4191128    4.4162E-01    5.5806E-02
   1.4233704    3.9876E-01    4.8160E-02
   1.4276239    3.7587E-01    4.3704E-02
   1.4318736    4.1082E-01    4.6020E-02
   1.4361191    4.2767E-01    4.4625E-02
   1.4403605    4.4298E-01    4.2248E-02
   1.4445977    4.9656E-01    4.2649E-02
   1.4488305    5.1180E-01    4.6956E-02
   1.4530590    5.6079E-01    5.0153E-02
   1.4572828    5.8742E-01    5.1245E-02
   1.4615021    5.0547E-01    4.8114E-02
   1.4657167    5.4292E-01    4.8159E-02
   1.4699266    5.5580E-01    4.4077E-02
   1.4741316    4.9763E-01    4.5492E-02
   1.4783318    5.8944E-01    4.5481E-02
   1.4825269    6.5860E-01    4.7957E-02
   1.4867170    6.3224E-01    4.6637E-02
   1.4909019    6.2636E-01    4.2067E-02
   1.4950817    6.4434E-01    3.7356E-02
   1.4992561    6.0831E-01    4.4709E-02
   1.5034252    6.5421E-01    5.2964E-02
   1.5075890    6.6718E-01    5.3775E-02
   1.5117474    7.4694E-01    5.0593E-02
   1.5159001    6.7575E-01    3.9373E-02
   1.5200473    6.7119E-01    4.3355E-02
   1.5241889    7.4104E-01    4.6666E-02
   1.5283248    7.6927E-01    5.2204E-02
   1.5324550    8.3589E-01    4.8950E-02
   1.5365794    9.4632E-01    4.7784E-02
   1.5406979    8.0427E-01    4.4820E-02
   1.5448105    8.7163E-01    4.0166E-02
   1.5489173    8.5131E-01    4.0316E-02
   1.5530181    9.4858E-01    3.9184E-02
   1.5571128    9.0272E-01    4.0515E-02
   1.5612015    8.8504E-01    4.3265E-02
   1.5652841    1.0019E+00    4.1079E-02
   1.5693606    8.9132E-01    3.8514E-02
   1.5734309    9.5567E-01    3.4050E-02
   1.5774950    9.8653E-01    4.3833E-02
   1.5815529    1.0524E+00    5.1851E-02
   1.5856045    1.0689E+00    5.1755E-02
   1.5896499    9.9758E-01    4.7540E-02
   1.5936888    1.0356E+00    3.6092E-02
   1.5977216    1.0447E+00    3.9633E-02
   1.6017479    9.4555E-01    4.5722E-02
   1.6057678    1.0239E+00    4.8913E-02
   1.6097814    1.0673E+00    5.1409E-02
   1.6137884    1.0620E+00    4.6109E-02
   1.6177890    9.6000E-01    4.7239E-02
   1.6217833    1.0056E+00    4.2239E-02
   1.6257709    1.0631E+00    3.9588E-02
   1.6297520    1.0422E+00    3.8781E-02
   1.6337268    1.0055E+00    3.6140E-02
   1.6376950    1.1028E+00    3.6976E-02
   1.6416565    1.0669E+00    3.8777E-02
   1.6456116    1.0408E+00    4.0367E-02
   1.6495602    1.0532E+00    4.0610E-02
   1.6535022    1.0678E+00    3.6527E-02
   1.6574377    1.0974E+00    3.1439E-02
   1.6613665    1.0410E+00    3.0466E-02
   1.6652888    1.0517E+00    4.4043E-02
   1.6692046    1.1214E+00    4.8342E-02
   1.6731137    9.7108E-01    4.8638E-02
   1.6770164    1.0065E+00    3.9546E-02
   1.6809124    1.0559E+00    2.9553E-02
   1.6848019    1.0244E+00    3.4809E-02
   1.6886848    1.0279E+00    4.1603E-02
   1.6925611    1.0702E+00    4.3536E-02
   1.6964310    1.0761E+00    4.6690E-02
   1.7002944    1.0127E+00    4.3657E-02
   1.7041510    9.9936E-01    4.2538E-02
   1.7080013    9.8915E-01    4.1966E-02
   1.7118450    1.0080E+00    3.7407E-02
   1.7156823    8.7274E-01    3.5783E-02
   1.7195131    9.7706E-01    3.4619E-02
   1.7233373    9.2661E-01    3.2957E-02
   1.7271551    8.6661E-01    3.3124E-02
   1.7309664    9.1171E-01    3.3118E-02
   1.7347714    8.3452E-01    3.4271E-02
   1.7385699    8.7938E-01    3.6703E-02
   1.7423619    8.3338E-01    3.7863E-02
   1.7461476    8.6065E-01    3.5546E-02
   1.7499269    8.3960E-01    3.2383E-02
   1.7536999    7.7572E-01    2.7162E-02
   1.7574666    6.9705E-01    2.7976E-02
   1.7612270    7.8443E-01    4.0801E-02
   1.7649810    6.6376E-01    4.6373E-02
   1.7687289    6.1060E-01    4.6281E-02
   1.7724704    6.3968E-01    3.8849E-02
   1.7762057    6.5253E-01    2.8838E-02
   1.7799348    6.2899E-01    2.8686E-02
   1.7836578    5.6877E-01    3.8016E-02
   1.7873746    5.8595E-01    3.9622E-02
   1.7910852    5.5353E-01    4.0590E-02
   1.7947898    6.0076E-01    4.5266E-02
   1.7984883    5.9832E-01    4.6008E-02
   1.8021806    5.5507E-01    5.0919E-02
   1.8058671    4.7233E-01    5.2092E-02
   1.8095474    5.0891E-01    5.0169E-02
   1.8132219    5.6556E-01    5.2372E-02
   1.8168904    5.3880E-01    5.3861E-02
   1.8205528    5.7358E-01    4.9762E-02
   1.8242095    5.2745E-01    5.6414E-02
   1.8278602    5.9109E-01    6.4785E-02
   1.8315052    3.3982E-01    7.6845E-02
   1.8351443    3.2235E-01    8.7432E-02
   1.8387777    4.7664E-01    9.3667E-02
   1.8424052    4.8714E-01    9.9569E-02
   1.8460270    4.1597E-01    9.6867E-02
   1.8496431    5.7397E-01    1.0056E-01
   1.8532536    4.8739E-01    9.8521E-02
   1.8568584    4.3052E-01    8.7076E-02
   1.8604575    4.5135E-01    7.3732E-02
   1.8640512    3.7324E-01    7.8158E-02
   1.8676392    5.2519E-01    1.0568E-01
   1.8712217    3.6619E-01    1.4485E-01
   1.8747987    1.5523E-01    1.1418E-01
   1.8783702    4.7673E-01    7.7867E-02
   1.8819362    4.5297E-01    5.6756E-02
