#
# Generated by G. Mace, Wed Mar 14 15:42:22 2012
#
#=========================================
# Wavelength  Flux Density         Error
#(vacuum um)  (norm f_lam)  (norm f_lam)
#=========================================
   0.6449788           NaN           NaN
   0.6471272   -9.2480E-01    2.5052E-01
   0.6492670   -1.5776E-01    2.5789E-01
   0.6513991   -8.8250E-01    2.5113E-01
   0.6535245   -7.0339E-01    2.4666E-01
   0.6556438   -6.4692E-01    2.3243E-01
   0.6577580   -4.4251E-01    2.0167E-01
   0.6598679    2.3322E-01    1.8485E-01
   0.6619742   -7.0627E-03    1.8651E-01
   0.6640778    1.2166E-01    1.9119E-01
   0.6661793   -1.7753E-01    1.8554E-01
   0.6682795   -5.8594E-01    1.8669E-01
   0.6703792   -3.1448E-01    1.7010E-01
   0.6724790   -4.3443E-01    1.7058E-01
   0.6745797   -9.7534E-03    1.6479E-01
   0.6766819   -6.2984E-01    1.5429E-01
   0.6787863   -5.3176E-01    1.5283E-01
   0.6808935    1.1904E-01    1.4626E-01
   0.6830042   -1.4302E-01    1.4776E-01
   0.6851189    2.4968E-01    1.4584E-01
   0.6872383   -1.2974E-01    1.3563E-01
   0.6893630    1.6699E-01    1.3856E-01
   0.6914935   -3.9163E-02    1.3256E-01
   0.6936304    8.6703E-02    1.2047E-01
   0.6957742    2.4212E-01    1.1876E-01
   0.6979254    1.7112E-01    1.0864E-01
   0.7000847    1.7510E-01    1.0561E-01
   0.7022524   -7.7313E-02    9.9638E-02
   0.7044291    2.0353E-02    9.4670E-02
   0.7066152    1.8375E-01    9.1941E-02
   0.7088112    2.9146E-02    9.0039E-02
   0.7110175    2.1178E-02    8.4912E-02
   0.7132347    7.2834E-03    8.2328E-02
   0.7154630   -9.1953E-02    8.0075E-02
   0.7177029   -5.0520E-02    7.9300E-02
   0.7199548    1.6207E-01    7.6557E-02
   0.7222192    2.8074E-02    7.2177E-02
   0.7244963   -1.9223E-02    7.1152E-02
   0.7267866   -1.1253E-01    6.9351E-02
   0.7290902    4.3237E-02    6.5106E-02
   0.7314078   -1.8164E-01    6.4850E-02
   0.7337394    5.7188E-03    6.0406E-02
   0.7360855    6.5490E-02    5.9469E-02
   0.7384464    8.1110E-02    5.6299E-02
   0.7408223   -3.4001E-02    5.5838E-02
   0.7432135   -5.5329E-02    5.1019E-02
   0.7456204   -3.9983E-02    5.1981E-02
   0.7480431   -1.0417E-01    4.8818E-02
   0.7504820    7.2580E-03    4.8005E-02
   0.7529371    7.7267E-03    4.4175E-02
   0.7554089   -2.8247E-02    4.7699E-02
   0.7578975   -1.1261E-01    5.0413E-02
   0.7604030   -6.8296E-02    6.0316E-02
   0.7629259   -5.7987E-02    5.8717E-02
   0.7654660   -1.4090E-01    5.5484E-02
   0.7680238   -6.2602E-02    4.7063E-02
   0.7705993   -8.1094E-02    4.1207E-02
   0.7731928   -7.8599E-02    3.7911E-02
   0.7758043   -1.9144E-02    3.6632E-02
   0.7784340   -1.3401E-01    3.6208E-02
   0.7810821    7.5874E-02    3.4987E-02
   0.7837486    1.8046E-02    3.4537E-02
   0.7864338   -3.6162E-02    3.3759E-02
   0.7891376    3.8245E-02    3.2811E-02
   0.7918602    4.2402E-02    3.3080E-02
   0.7946018    6.0284E-02    3.2578E-02
   0.7973623    6.0619E-02    3.5245E-02
   0.8001419    7.5107E-02    3.3558E-02
   0.8029407   -2.8415E-03    3.1989E-02
   0.8057586    3.4481E-02    3.1799E-02
   0.8085958   -4.2810E-02    3.1364E-02
   0.8114522    9.1513E-03    3.0937E-02
   0.8143281   -1.9332E-03    3.1677E-02
   0.8172233    9.2291E-02    2.7919E-02
   0.8201379   -2.5780E-02    2.7363E-02
   0.8230718   -6.4712E-02    2.7677E-02
   0.8260253   -5.8286E-03    2.7084E-02
   0.8289981    2.3062E-02    2.5719E-02
   0.8319905    5.4884E-04    2.4861E-02
   0.8350022   -3.6777E-02    2.4229E-02
   0.8380334   -4.1921E-03    2.6621E-02
   0.8410840    3.2111E-02    2.5090E-02
   0.8441540    7.4631E-03    2.5517E-02
   0.8472433    6.1897E-02    2.3844E-02
   0.8503519    4.8992E-02    2.1317E-02
   0.8534798    3.2145E-02    2.0370E-02
   0.8566269    9.0412E-02    2.0452E-02
   0.8597932    1.2695E-02    1.9736E-02
   0.8629786    4.1642E-02    2.0007E-02
   0.8661830    4.9449E-02    1.9601E-02
   0.8694065    3.6398E-02    1.9899E-02
   0.8726488    9.6707E-02    2.0590E-02
   0.8759100    4.7792E-02    1.8516E-02
   0.8791899    4.2991E-02    1.8764E-02
