#
# Generated by G. Mace, Wed Jul 25 15:03:02 2012
#
#=========================================
# Wavelength  Flux Density         Error
#(vacuum um)  (norm f_lam)  (norm f_lam)
#=========================================
   0.6401245           NaN           NaN
   0.6424065    6.7011E-01    1.4889E-02
   0.6446725    7.3444E-01    1.5021E-02
   0.6469236    7.3379E-01    1.4747E-02
   0.6491610    7.8635E-01    1.5684E-02
   0.6513856    7.8202E-01    1.4991E-02
   0.6535986    6.9962E-01    1.3683E-02
   0.6558010    6.3855E-01    1.2500E-02
   0.6579937    5.5465E-01    1.1485E-02
   0.6601778    5.3471E-01    1.0939E-02
   0.6623542    5.4071E-01    1.1192E-02
   0.6645238    4.7419E-01    1.0724E-02
   0.6666877    4.6251E-01    1.0655E-02
   0.6688465    4.3194E-01    1.0258E-02
   0.6710013    4.2220E-01    9.8189E-03
   0.6731529    4.1211E-01    9.5574E-03
   0.6753021    4.1208E-01    9.8980E-03
   0.6774497    4.4971E-01    9.1086E-03
   0.6795965    4.3473E-01    9.0600E-03
   0.6817434    4.4996E-01    8.6520E-03
   0.6838911    4.7567E-01    8.4808E-03
   0.6860402    4.8715E-01    8.4049E-03
   0.6881915    4.9982E-01    8.3369E-03
   0.6903458    5.4969E-01    8.1667E-03
   0.6925037    5.9724E-01    7.8818E-03
   0.6946658    6.6615E-01    7.4435E-03
   0.6968328    7.1315E-01    7.3758E-03
   0.6990055    7.5144E-01    7.0904E-03
   0.7011842    8.1179E-01    7.0033E-03
   0.7033697    8.0715E-01    6.8811E-03
   0.7055626    7.6573E-01    6.7017E-03
   0.7077633    7.0166E-01    6.2156E-03
   0.7099725    6.2379E-01    5.9113E-03
   0.7121907    5.4775E-01    5.5846E-03
   0.7144184    5.2866E-01    5.5470E-03
   0.7166560    5.4393E-01    5.4194E-03
   0.7189041    5.6299E-01    5.3393E-03
   0.7211632    6.2306E-01    5.2947E-03
   0.7234336    6.7441E-01    5.3470E-03
   0.7257159    7.4656E-01    5.2420E-03
   0.7280105    8.1142E-01    5.3878E-03
   0.7303178    8.8116E-01    5.2714E-03
   0.7326381    9.4659E-01    5.3355E-03
   0.7349719    1.0060E+00    5.2704E-03
   0.7373195    1.0514E+00    5.2303E-03
   0.7396812    1.0879E+00    4.9863E-03
   0.7420576    1.1198E+00    5.1101E-03
   0.7444487    1.1365E+00    4.9565E-03
   0.7468551    1.1627E+00    4.9540E-03
   0.7492769    1.1796E+00    4.8372E-03
   0.7517145    1.2055E+00    4.8494E-03
   0.7541682    1.2350E+00    4.8848E-03
   0.7566382    1.2203E+00    4.9197E-03
   0.7591248    1.1913E+00    5.1531E-03
   0.7616280    1.1280E+00    5.4971E-03
   0.7641485    1.0189E+00    5.2200E-03
   0.7666862    9.6289E-01    4.7780E-03
   0.7692415    9.2761E-01    4.2064E-03
   0.7718143    9.0389E-01    3.8671E-03
   0.7744051    9.1963E-01    3.8258E-03
   0.7770140    9.5135E-01    3.8463E-03
   0.7796411    9.6438E-01    3.8086E-03
   0.7822866    9.7298E-01    3.8177E-03
   0.7849506    9.9356E-01    3.7690E-03
   0.7876333    1.0311E+00    3.8225E-03
   0.7903348    1.0470E+00    3.7910E-03
   0.7930553    1.0826E+00    3.8230E-03
   0.7957948    1.1222E+00    3.8766E-03
   0.7985534    1.1519E+00    3.9302E-03
   0.8013313    1.1871E+00    3.8982E-03
   0.8041285    1.2256E+00    3.9336E-03
   0.8069450    1.2574E+00    3.9245E-03
   0.8097811    1.2939E+00    4.0030E-03
   0.8126367    1.3011E+00    3.9724E-03
   0.8155118    1.2948E+00    3.9629E-03
   0.8184066    1.2950E+00    3.9012E-03
   0.8213210    1.2906E+00    3.8218E-03
   0.8242550    1.2990E+00    3.8114E-03
   0.8272089    1.2906E+00    3.7579E-03
   0.8301824    1.2902E+00    3.7070E-03
   0.8331756    1.2684E+00    3.6365E-03
   0.8361885    1.2567E+00    3.6269E-03
   0.8392211    1.2364E+00    3.6051E-03
   0.8422735    1.2055E+00    3.4948E-03
   0.8453454    1.1570E+00    3.3410E-03
   0.8484371    1.1236E+00    3.2513E-03
   0.8515483    1.1112E+00    3.1475E-03
   0.8546791    1.1184E+00    3.1036E-03
   0.8578294    1.1436E+00    3.1162E-03
   0.8609992    1.1593E+00    3.1262E-03
   0.8641883    1.1742E+00    3.1519E-03
   0.8673968    1.1807E+00    3.1251E-03
   0.8706246    1.1954E+00    3.1115E-03
   0.8738716    1.2204E+00    3.1301E-03
   0.8771377    1.2444E+00    3.1227E-03
   0.8804228    1.2620E+00    3.1661E-03
   0.8837268    1.2499E+00    3.1236E-03
   0.8870497    1.2455E+00    3.0981E-03
   0.8903913    1.2457E+00    3.0620E-03
   0.8937516    1.2553E+00    3.0731E-03
   0.8971304    1.2606E+00    3.1485E-03
   0.9005275    1.2705E+00    3.0732E-03
   0.9039430    1.2796E+00    3.0682E-03
   0.9073766    1.3047E+00    3.0743E-03
   0.9108283    1.3284E+00    3.0990E-03
   0.9142979    1.3429E+00    3.1177E-03
   0.9177853    1.3352E+00    3.0587E-03
   0.9212903    1.3176E+00    2.9824E-03
   0.9248127    1.3032E+00    2.9484E-03
   0.9283526    1.3131E+00    3.0663E-03
   0.9319096    1.2935E+00    3.1465E-03
   0.9354837    1.2858E+00    3.1648E-03
   0.9390747    1.2758E+00    3.1322E-03
   0.9426824    1.2859E+00    3.0913E-03
   0.9463067    1.2863E+00    3.0393E-03
   0.9499474    1.2803E+00    2.9636E-03
   0.9536043    1.2638E+00    2.8502E-03
   0.9572773    1.2659E+00    2.8190E-03
   0.9609662    1.2860E+00    2.7925E-03
   0.9646708    1.2913E+00    2.7413E-03
   0.9683911    1.2745E+00    2.6581E-03
   0.9721266    1.2714E+00    2.6270E-03
   0.9758773    1.2636E+00    2.5767E-03
   0.9796430    1.2701E+00    2.5650E-03
   0.9834236    1.2626E+00    2.5010E-03
   0.9872188    1.2577E+00    2.5020E-03
   0.9910284    1.2390E+00    2.4579E-03
   0.9948523    1.2420E+00    2.4621E-03
   0.9986902    1.2238E+00    2.4141E-03
   1.0025420    1.2094E+00    2.3892E-03
   1.0064075    1.2050E+00    2.3165E-03
   1.0102865    1.2361E+00    2.3728E-03
   1.0141786    1.2411E+00    2.3624E-03
   1.0180838    1.2464E+00    2.3776E-03
   1.0220020    1.2286E+00    2.3160E-03
   1.0259328    1.2367E+00    2.3522E-03
   1.0298760    1.2175E+00    2.2931E-03
   1.0338316    1.2258E+00    2.2881E-03
   1.0377991    1.2173E+00    2.2370E-03
   1.0417786    1.2325E+00    2.2741E-03
   1.0457696    1.2157E+00    2.1872E-03
   1.0497721    1.2349E+00    2.2159E-03
   1.0537858    1.2101E+00    2.1545E-03
   1.0578105    1.2291E+00    2.1701E-03
   1.0618461    1.2083E+00    2.1115E-03
   1.0658922    1.2162E+00    2.1352E-03
   1.0699488    1.2079E+00    2.1220E-03
   1.0740155    1.2192E+00    2.1421E-03
   1.0780921    1.1990E+00    2.0907E-03
   1.0821786    1.2024E+00    2.0912E-03
   1.0862745    1.1792E+00    2.0386E-03
   1.0903798    1.1646E+00    2.0298E-03
   1.0944943    1.1419E+00    1.9688E-03
   1.0986177    1.1638E+00    2.0199E-03
   1.1027497    1.1700E+00    2.0006E-03
   1.1068903    1.1700E+00    2.0090E-03
   1.1110392    1.1469E+00    1.9868E-03
   1.1151960    1.1454E+00    2.0424E-03
   1.1193608    1.1276E+00    2.0707E-03
   1.1235332    1.1332E+00    2.1233E-03
   1.1277132    1.1216E+00    2.1406E-03
   1.1319003    1.1186E+00    2.1197E-03
   1.1360946    1.1017E+00    2.0416E-03
   1.1402955    1.0963E+00    2.0308E-03
   1.1445032    1.0949E+00    1.9793E-03
   1.1487173    1.1073E+00    1.9846E-03
   1.1529375    1.1019E+00    1.9251E-03
   1.1571639    1.1068E+00    1.8808E-03
   1.1613959    1.0948E+00    1.8140E-03
   1.1656337    1.1102E+00    1.8283E-03
   1.1698768    1.0849E+00    1.7390E-03
   1.1741251    1.0988E+00    1.7441E-03
   1.1783785    1.0701E+00    1.6839E-03
   1.1826366    1.0799E+00    1.6881E-03
   1.1868993    1.0575E+00    1.6326E-03
   1.1911665    1.0666E+00    1.6700E-03
   1.1954379    1.0509E+00    1.6440E-03
   1.1997133    1.0713E+00    1.6887E-03
   1.2039926    1.0476E+00    1.6713E-03
   1.2082756    1.0670E+00    1.7053E-03
   1.2125620    1.0443E+00    1.6483E-03
   1.2168516    1.0624E+00    1.6698E-03
   1.2211444    1.0456E+00    1.6376E-03
   1.2254400    1.0578E+00    1.6495E-03
   1.2297384    1.0329E+00    1.6019E-03
   1.2340393    1.0422E+00    1.6100E-03
   1.2383425    1.0146E+00    1.5424E-03
   1.2426480    1.0269E+00    1.5723E-03
   1.2469554    1.0048E+00    1.5150E-03
   1.2512647    1.0181E+00    1.5662E-03
   1.2555755    9.9515E-01    1.5195E-03
   1.2598879    1.0073E+00    1.5836E-03
   1.2642015    9.8481E-01    1.6197E-03
   1.2685163    9.9470E-01    1.7106E-03
   1.2728320    9.7625E-01    1.6939E-03
   1.2771486    9.6613E-01    1.6561E-03
   1.2814658    9.3810E-01    1.5154E-03
   1.2857834    9.5967E-01    1.5179E-03
   1.2901014    9.6414E-01    1.4977E-03
   1.2944195    9.7677E-01    1.4981E-03
   1.2987375    9.5964E-01    1.4720E-03
   1.3030555    9.6131E-01    1.5117E-03
   1.3073730    9.3546E-01    1.4444E-03
   1.3116902    9.3932E-01    1.4919E-03
   1.3160067    9.2262E-01    1.4240E-03
   1.3203224    9.3005E-01    1.4273E-03
   1.3246372    9.2217E-01    1.3988E-03
   1.3289509    9.1389E-01    1.4517E-03
   1.3332634    8.8677E-01    1.3779E-03
   1.3375746    8.7259E-01    1.4162E-03
   1.3418843    8.5969E-01    1.4228E-03
   1.3461924    8.6612E-01    1.5144E-03
   1.3504987    8.6943E-01    1.7353E-03
   1.3548031    8.8002E-01    2.2462E-03
   1.3591055    8.7225E-01    3.0046E-03
   1.3634056    8.5346E-01    3.8616E-03
   1.3677036    8.6110E-01    4.1738E-03
   1.3719990    8.7622E-01    3.4001E-03
   1.3762921    8.5955E-01    3.1678E-03
   1.3805823    8.6515E-01    3.1607E-03
   1.3848699    8.3117E-01    2.8640E-03
   1.3891546    8.1085E-01    2.7392E-03
   1.3934362    8.0337E-01    2.5238E-03
   1.3977147    7.8413E-01    2.4844E-03
   1.4019901    7.8743E-01    2.4904E-03
   1.4062620    7.8347E-01    2.3823E-03
   1.4105304    7.7595E-01    2.2033E-03
   1.4147954    7.6752E-01    2.0334E-03
   1.4190567    7.6745E-01    1.8104E-03
   1.4233142    7.5818E-01    1.6752E-03
   1.4275678    7.5475E-01    1.5834E-03
   1.4318175    7.5127E-01    1.5668E-03
   1.4360632    7.4811E-01    1.5251E-03
   1.4403046    7.4657E-01    1.5644E-03
   1.4445418    7.4019E-01    1.4486E-03
   1.4487747    7.3770E-01    1.4358E-03
   1.4530032    7.2860E-01    1.3973E-03
   1.4572271    7.2282E-01    1.3847E-03
   1.4614465    7.1442E-01    1.3338E-03
   1.4656612    7.0546E-01    1.3358E-03
   1.4698712    7.0178E-01    1.3361E-03
   1.4740763    6.9987E-01    1.3560E-03
   1.4782764    6.9471E-01    1.3399E-03
   1.4824716    6.9460E-01    1.3410E-03
   1.4866618    6.8941E-01    1.2870E-03
   1.4908468    6.9574E-01    1.2311E-03
