# SpeX prism spectrum of LSPM0402+1759 obtained 2005 Dec 31 by Adam J. Burgasser
# Spectrum in f_lambda arbitrarily normalized
# 
# THIS SPECTRUM MAY NOT BE USED OR REPRODUCED WITHOUT EXPRESS PERMISSION FROM A. BURGASSER
# 
# Wavelength (um)    Flux (f_lambda)    Noise (f_lambda)
# -------------------------------------------------------------------------
      1.84326    6.30021e-17    1.95442e-18
      1.84688    6.20396e-17    1.91085e-18
      1.85049    6.23144e-17    1.98941e-18
      1.85410    5.92321e-17    1.93037e-18
      1.85771    6.03528e-17    1.68057e-18
      1.86130    5.88773e-17    1.41290e-18
      1.86490    6.12248e-17    1.30218e-18
      1.86848    5.83296e-17    1.63702e-18
      1.87206    6.09862e-17    2.77433e-18
      1.87564    6.37717e-17    2.80837e-18
      1.87921    5.46125e-17    1.92593e-18
      1.88277    5.83292e-17    1.24223e-18
      1.88633    5.79145e-17    1.03054e-18
      1.88989    5.79321e-17    1.05047e-18
      1.89344    6.06729e-17    1.06176e-18
      1.89698    6.03794e-17    1.12185e-18
      1.90052    5.91370e-17    1.28000e-18
      1.90405    5.83828e-17    1.54628e-18
      1.90758    6.05140e-17    1.46105e-18
      1.91110    5.94375e-17    1.34102e-18
      1.91462    5.97512e-17    1.23676e-18
      1.91813    5.93571e-17    1.37181e-18
      1.92164    6.01080e-17    1.50850e-18
      1.92514    6.14765e-17    1.47561e-18
      1.92863    5.59577e-17    1.33345e-18
      1.93213    5.87191e-17    1.15311e-18
      1.93561    5.90021e-17    9.89636e-19
      1.93909    5.72569e-17    9.50401e-19
      1.94257    5.53584e-17    8.26507e-19
      1.94604    5.52387e-17    7.81032e-19
      1.94951    5.47987e-17    8.32028e-19
      1.95297    5.36954e-17    9.77729e-19
      1.95642    5.57905e-17    1.09337e-18
      1.95988    5.94995e-17    1.13569e-18
      1.96332    5.71063e-17    1.06673e-18
      1.96677    5.58295e-17    1.06719e-18
      1.97020    5.46956e-17    1.03207e-18
      1.97363    5.51923e-17    1.03647e-18
      1.97706    5.19074e-17    9.18979e-19
      1.98048    5.35481e-17    8.46197e-19
      1.98390    5.06150e-17    7.01458e-19
      1.98732    5.13223e-17    6.25331e-19
      1.99072    5.02709e-17    5.96992e-19
      1.99413    5.16768e-17    6.78435e-19
      1.99753    5.21643e-17    1.05469e-18
      2.00092    5.10523e-17    1.46594e-18
      2.00431    5.39148e-17    1.80847e-18
      2.00770    4.98185e-17    1.59270e-18
      2.01108    4.97596e-17    1.10630e-18
      2.01445    5.07309e-17    1.02958e-18
      2.01782    4.99407e-17    1.03398e-18
      2.02119    5.03327e-17    9.29308e-19
      2.02455    4.82363e-17    1.00030e-18
      2.02791    4.96721e-17    9.53554e-19
      2.03126    5.09236e-17    9.57957e-19
      2.03461    5.13914e-17    8.61767e-19
      2.03795    5.00502e-17    9.46418e-19
      2.04129    4.87082e-17    9.40753e-19
      2.04463    4.93771e-17    9.29505e-19
      2.04796    5.02695e-17    8.50492e-19
      2.05128    4.90391e-17    8.77675e-19
      2.05460    5.03711e-17    1.08813e-18
      2.05792    4.85658e-17    1.03615e-18
      2.06123    5.05433e-17    9.26416e-19
      2.06454    4.75433e-17    7.01718e-19
      2.06784    4.92258e-17    7.42520e-19
      2.07114    5.06327e-17    8.29199e-19
      2.07444    4.81267e-17    8.00516e-19
      2.07772    5.01737e-17    7.37499e-19
      2.08101    4.92567e-17    6.17227e-19
      2.08429    4.90963e-17    6.22813e-19
      2.08757    4.95674e-17    6.89044e-19
      2.09084    4.83966e-17    6.76217e-19
      2.09410    4.77873e-17    6.33047e-19
      2.09737    4.79348e-17    5.76659e-19
      2.10062    4.84266e-17    5.59102e-19
      2.10388    4.71205e-17    6.25231e-19
      2.10713    4.74817e-17    6.87347e-19
      2.11037    4.78890e-17    7.23423e-19
      2.11361    4.88657e-17    7.32833e-19
      2.11684    4.77855e-17    7.29042e-19
      2.12007    4.85809e-17    7.17623e-19
      2.12330    4.76970e-17    7.35660e-19
      2.12652    4.84549e-17    6.98419e-19
      2.12974    4.87276e-17    6.83468e-19
      2.13295    4.85106e-17    6.23091e-19
      2.13616    4.76854e-17    5.90631e-19
      2.13936    4.72190e-17    5.57637e-19
      2.14256    4.72213e-17    5.21922e-19
      2.14575    4.79177e-17    5.98829e-19
      2.14894    4.76472e-17    7.97543e-19
      2.15212    4.77653e-17    8.92505e-19
      2.15530    4.80564e-17    8.96430e-19
      2.15848    4.82925e-17    7.66945e-19
      2.16165    4.66023e-17    6.27685e-19
      2.16481    4.81055e-17    5.87725e-19
      2.16797    4.85777e-17    6.06852e-19
      2.17113    4.89341e-17    6.23735e-19
      2.17428    4.75802e-17    6.27834e-19
      2.17743    4.76607e-17    7.21475e-19
      2.18057    4.80595e-17    7.56270e-19
      2.18371    4.82892e-17    7.85780e-19
      2.18684    4.73897e-17    7.50248e-19
      2.18996    4.65320e-17    6.75103e-19
      2.19309    4.82426e-17    7.82293e-19
      2.19620    4.70356e-17    8.00179e-19
      2.19932    4.88600e-17    8.14188e-19
      2.20242    4.85322e-17    7.84989e-19
      2.20552    4.64503e-17    7.06715e-19
      2.20862    4.43352e-17    7.44141e-19
      2.21171    4.48355e-17    7.99859e-19
      2.21480    4.87634e-17    7.77684e-19
      2.21788    4.74438e-17    7.58051e-19
      2.22096    4.71673e-17    6.67031e-19
      2.22403    4.62921e-17    6.62097e-19
      2.22710    4.76667e-17    7.02548e-19
      2.23016    4.68987e-17    7.70426e-19
      2.23322    4.63893e-17    7.67515e-19
      2.23627    4.74684e-17    7.45946e-19
      2.23932    4.66974e-17    6.74272e-19
      2.24236    4.79370e-17    6.43382e-19
      2.24540    4.67194e-17    6.67473e-19
      2.24843    4.69886e-17    6.87703e-19
      2.25146    4.73145e-17    7.16676e-19
      2.25448    4.69403e-17    7.02246e-19
      2.25750    4.55901e-17    7.00138e-19
      2.26051    4.68039e-17    6.66341e-19
      2.26351    4.48061e-17    6.66266e-19
      2.26651    4.46076e-17    6.79738e-19
      2.26951    4.69897e-17    6.95136e-19
      2.27250    4.66547e-17    7.02171e-19
      2.27549    4.48742e-17    7.14099e-19
      2.27847    4.60002e-17    6.96552e-19
      2.28144    4.64210e-17    6.91224e-19
      2.28441    4.63975e-17    7.01614e-19
      2.28738    4.60135e-17    6.83329e-19
      2.29033    4.52323e-17    6.83390e-19
      2.29329    4.44480e-17    7.03983e-19
      2.29624    4.30897e-17    7.17805e-19
      2.29918    4.34964e-17    7.32114e-19
      2.30212    4.15195e-17    7.62201e-19
      2.30505    4.26328e-17    7.27283e-19
      2.30798    4.30664e-17    7.13368e-19
      2.31090    4.31188e-17    6.95168e-19
      2.31382    4.33519e-17    7.02825e-19
      2.31674    4.13398e-17    7.35391e-19
      2.31964    4.20019e-17    7.68092e-19
      2.32255    4.34100e-17    7.83729e-19
      2.32544    3.90023e-17    7.45863e-19
      2.32834    4.00104e-17    7.44444e-19
      2.33122    4.12510e-17    7.39246e-19
      2.33411    3.98682e-17    7.47826e-19
      2.33698    4.00608e-17    7.56381e-19
      2.33986    4.05053e-17    7.82951e-19
      2.34273    3.92485e-17    8.06306e-19
      2.34559    3.93715e-17    8.30188e-19
      2.34845    4.03421e-17    8.41220e-19
      2.35130    3.87160e-17    8.71294e-19
      2.35415    3.85128e-17    8.86103e-19
      2.35699    3.82416e-17    8.79434e-19
      2.35983    3.88528e-17    8.41482e-19
      2.36267    3.85136e-17    8.15861e-19
      2.36550    3.99283e-17    8.29113e-19
      2.36833    3.81739e-17    8.96280e-19
      2.37115    3.96588e-17    9.69851e-19
      2.37397    3.85052e-17    1.09095e-18
      2.37678    3.81509e-17    1.10416e-18
      2.37959    3.70370e-17    1.02122e-18
      2.38239    3.54915e-17    9.55783e-19
      2.38520    3.49534e-17    9.60003e-19
      2.38799    3.62330e-17    9.83876e-19
      2.39079    3.38239e-17    9.70855e-19
      2.39358    3.60146e-17    9.52269e-19
      2.39636    3.56179e-17    9.45152e-19
      2.39915    3.61554e-17    9.34911e-19
      2.40193    3.41200e-17    9.53784e-19
      2.40470    3.41483e-17    9.85156e-19
      2.40748    3.47472e-17    1.02000e-18
      2.41025    3.20941e-17    1.03643e-18
      2.41302    3.30396e-17    1.10285e-18
      2.41578    3.29856e-17    1.19138e-18
      2.41854    3.21610e-17    1.25284e-18
      2.42130    3.28291e-17    1.19786e-18
      2.42406    3.20586e-17    1.09410e-18
      2.42682    2.96456e-17    1.01491e-18
      2.42957    3.38676e-17    1.02832e-18
      2.43232    3.19129e-17    1.18269e-18
      2.43507    3.15458e-17    1.33179e-18
      2.43782    3.03210e-17    1.33690e-18
      2.44057    2.93114e-17    1.19794e-18
      2.44331    3.14678e-17    1.18900e-18
      2.44606    2.88097e-17    1.37630e-18
      2.44880    2.51795e-17    1.62406e-18
      2.45155    2.85299e-17    1.71310e-18
      2.45429    2.84178e-17    1.71374e-18
      2.45703    2.72073e-17    1.31347e-18
      2.45978    2.89961e-17    1.23680e-18
      2.46252    3.07982e-17    1.29447e-18
      2.46527    2.88946e-17    1.38958e-18
      2.46801    2.64858e-17    1.43641e-18
      2.47076    2.66186e-17    1.62618e-18
      2.47351    2.91448e-17    1.71089e-18
      2.47626    2.71610e-17    1.69556e-18
      2.47901    2.54626e-17    1.62797e-18
      2.48176    2.54701e-17    1.87586e-18
      2.48452    3.02622e-17    2.18689e-18
      2.48728    2.91726e-17    2.33589e-18
      2.49004    2.46084e-17    2.41629e-18
      2.49281    2.42979e-17    2.46961e-18
      2.49558    2.99121e-17    2.37549e-18
      2.49835    2.38996e-17    2.19898e-18
      2.50113    2.43580e-17    2.06291e-18
      2.50392    2.49490e-17    2.28151e-18
      2.50671    2.78261e-17    2.63273e-18
      2.50950    2.10503e-17    2.83475e-18
      2.51230    2.74022e-17    3.05083e-18
      2.51511    2.78199e-17    3.85802e-18
      2.51792    2.07932e-17    4.59579e-18
      2.52074    2.24429e-17    4.28451e-18
      2.52357    2.27140e-17    3.81871e-18
      2.52641    2.52517e-17    4.11909e-18
      2.52926    2.69121e-17    5.52158e-18
      2.53211    2.06221e-17    7.06072e-18
      2.53498    1.87386e-17    8.81378e-18
      2.53785    1.42107e-17    9.13568e-18
      2.54073    3.15136e-17    7.99897e-18
      2.54363    2.97986e-17    8.50184e-18
      2.54654    2.01163e-17    1.07850e-17
      2.54946    5.08484e-17    1.71084e-17
      2.55239    4.10168e-17    1.74485e-17
      2.55533    2.73091e-17    1.55045e-17
      2.55829    1.95934e-17    1.15078e-17
      2.56126    2.29486e-17    8.75492e-18
