# SpeX prism spectrum of 04414825 from Muench et al. 2007
# Lambda	Flux
0.87089404	0.67095751
0.87414297	0.74224532
0.87741104	0.77787107
0.88069697	0.81804538
0.88400303	0.80344689
0.88732695	0.90690851
0.89067100	0.90087032
0.89403203	0.91210932
0.89741299	0.98221219
0.90081104	1.0287150
0.90422803	1.0297080
0.90766396	1.1164460
0.91111699	1.1817420
0.91458799	1.2282130
0.91807695	1.2249490
0.92158301	1.2008340
0.92510703	1.1427701
0.92864805	1.0818920
0.93220703	1.1143709
0.93578203	1.0332220
0.93937500	1.0303520
0.94298398	1.0677700
0.94660898	1.1133370
0.95025098	1.2192791
0.95390996	1.2108450
0.95758398	1.2706170
0.96127402	1.3017780
0.96497998	1.3158880
0.96870195	1.2700220
0.97243896	1.2709320
0.97619102	1.3120650
0.97995703	1.3262720
0.98373896	1.3069720
0.98753604	1.2953089
0.99134600	1.2809750
0.99517100	1.3109800
0.99901104	1.3314590
1.0028600	1.3434930
1.0067300	1.3732710
1.0106100	1.3526540
1.0145000	1.4209380
1.0184100	1.4381080
1.0223300	1.4430810
1.0262600	1.4322770
1.0302100	1.4307420
1.0341600	1.4576870
1.0381300	1.4584500
1.0421100	1.4612510
1.0461000	1.4744771
1.0501100	1.4347130
1.0541200	1.4209270
1.0581500	1.4345959
1.0621800	1.4210540
1.0662300	1.4644970
1.0702900	1.4547091
1.0743500	1.5429690
1.0784300	1.5743110
1.0825200	1.6453980
1.0866200	1.6619999
1.0907200	1.6426880
1.0948400	1.6182330
1.0989600	1.5915320
1.1030900	1.5571480
1.1072400	1.5417910
1.1113900	1.5095490
1.1155400	1.5086420
1.1197100	1.5076710
1.1238800	1.5363030
1.1280600	1.5068030
1.1322500	1.4967690
1.1364400	1.4721500
1.1406500	1.5008860
1.1448500	1.4919850
1.1490700	1.5066860
1.1532900	1.5271130
1.1575200	1.5184460
1.1617500	1.5176200
1.1659900	1.5295440
1.1702300	1.4893750
1.1744800	1.4788630
1.1787300	1.4611880
1.1829900	1.4500060
1.1872500	1.4307350
1.1915200	1.4045410
1.1957900	1.4081180
1.2000700	1.4150029
1.2043500	1.4184660
1.2086300	1.4426540
1.2129200	1.4615920
1.2172100	1.5019450
1.2215000	1.4899210
1.2258000	1.5149260
1.2301000	1.5168860
1.2344000	1.5092820
1.2387000	1.4703220
1.2430100	1.4505280
1.2473100	1.4492120
1.2516200	1.4452790
1.2559300	1.4514300
1.2602500	1.4657700
1.2645600	1.4812920
1.2688800	1.5063699
1.2731900	1.5401599
1.2775100	1.5470769
1.2818300	1.5174800
1.2861400	1.5323250
1.2904600	1.5111710
1.2947800	1.5398290
1.2991000	1.5218810
1.3034200	1.5078980
1.3077300	1.5136080
1.3120500	1.5003850
1.3163700	1.4902101
1.3206800	1.4903420
1.3250000	1.4114820
1.3293100	1.3399870
1.3336200	1.2705160
1.3379300	1.2038670
1.3422400	1.1139240
1.3465500	1.0723490
1.3508600	1.0510490
1.3551600	1.0415430
1.3594600	1.0195460
1.3637600	1.0080740
1.3680600	0.96434689
1.3723600	0.94572192
1.3766500	0.95433623
1.3809400	0.98479730
1.3852300	0.95901078
1.3895100	0.95190859
1.3937900	0.92628711
1.3980700	0.93531013
1.4023500	0.91453898
1.4066200	0.90590131
1.4108900	0.86536288
1.4151500	0.84933722
1.4194100	0.84755981
1.4236700	0.83970392
1.4279200	0.82169968
1.4321700	0.82775521
1.4364200	0.82335752
1.4406600	0.83611208
1.4448900	0.83299989
1.4491300	0.83335161
1.4533600	0.84029740
1.4575800	0.81938452
1.4618000	0.82316291
1.4660100	0.82709873
1.4702200	0.82312310
1.4744300	0.80823112
1.4786300	0.79786372
1.4828200	0.81092650
1.4870100	0.81407797
1.4912000	0.82211739
1.4953700	0.81394559
1.4995500	0.83395171
1.5037200	0.82456332
1.5078800	0.83671403
1.5120400	0.82742298
1.5161900	0.83517432
1.5203400	0.84426129
1.5244800	0.85044998
1.5286100	0.85644102
1.5327400	0.86885738
1.5368700	0.85699213
1.5409900	0.87602568
1.5451000	0.86187649
1.5492100	0.87507570
1.5533100	0.87166798
1.5574000	0.88108897
1.5614900	0.88367021
1.5655700	0.89686060
1.5696500	0.90579343
1.5737200	0.90254039
1.5777800	0.89345640
1.5818400	0.91702157
1.5858900	0.91365802
1.5899300	0.92945957
1.5939700	0.91867131
1.5980000	0.94266862
1.6020300	0.94857663
1.6060500	0.93826759
1.6100600	0.93636668
1.6140700	0.93250209
1.6180700	0.93425292
1.6220600	0.94019479
1.6260500	0.95584089
1.6300300	0.96322519
1.6340100	0.95473212
1.6379700	0.97229362
1.6419301	0.97157317
1.6458900	0.96421432
1.6498400	0.97812998
1.6537801	0.98681921
1.6577100	0.99071330
1.6616400	0.99917978
1.6655600	0.99545747
1.6694801	1.0139530
1.6733900	1.0087550
1.6772900	1.0020200
1.6811900	0.98911631
1.6850699	0.99057251
1.6889600	0.98927081
1.6928301	0.98670101
1.6967000	0.97773242
1.7005600	0.96370560
1.7044199	0.94621599
1.7082699	0.94285029
1.7121100	0.92332429
1.7159500	0.91404998
1.7197801	0.89952928
1.7236100	0.88775939
1.7274199	0.87285513
1.7312301	0.86922562
1.7350400	0.84781039
1.7388400	0.83207083
1.7426301	0.82304579
1.7464100	0.80560482
1.7501900	0.80815852
1.7539600	0.78666699
1.7577301	0.77043098
1.7614900	0.75997418
1.7652400	0.74332517
1.7689900	0.72625607
1.7727301	0.71736592
1.7764699	0.71292979
1.7802000	0.69343668
1.7839199	0.68945909
1.7876301	0.67164087
1.7913500	0.67479712
1.7950500	0.65557033
1.7987500	0.65927058
1.8024400	0.65231711
1.8061301	0.65032369
1.8098100	0.63634592
1.8134801	0.62938869
1.8171500	0.63418663
1.8208100	0.63316381
1.8244699	0.61720729
1.8281199	0.62430781
1.8317600	0.61701500
1.8354000	0.60742038
1.8390301	0.59110188
1.8426600	0.57604861
1.8462801	0.57595837
1.8499000	0.56560940
1.8535100	0.54025078
1.8571100	0.54583400
1.8607100	0.55092102
1.8643000	0.52914292
1.8678900	0.53087991
1.8714699	0.56285203
1.8750500	0.58184832
1.8786199	0.54449421
1.8821900	0.54650789
1.8857500	0.54748762
1.8893000	0.54230112
1.8928500	0.53934920
1.8963900	0.54383242
1.8999301	0.53052008
1.9034699	0.54874492
1.9070000	0.53791201
1.9105199	0.54262400
1.9140400	0.54995680
1.9175500	0.55282748
1.9210600	0.54836333
1.9245600	0.54779857
1.9280600	0.54671967
1.9315500	0.54423058
1.9350400	0.54736328
1.9385199	0.53877020
1.9420000	0.54046983
1.9454699	0.53464031
1.9489301	0.52672791
1.9524000	0.52913249
1.9558500	0.52857339
1.9593100	0.52357680
1.9627500	0.52294582
1.9662000	0.52623677
1.9696301	0.52813911
1.9730699	0.51153833
1.9765000	0.50395489
1.9799199	0.49819550
1.9833400	0.49449840
1.9867500	0.48727819
1.9901600	0.48406741
1.9935699	0.48926371
1.9969699	0.47066391
2.0003600	0.48843351
2.0037500	0.49578959
2.0071400	0.47707531
2.0105199	0.47550270
2.0138900	0.48818049
2.0172699	0.48431751
2.0206301	0.47793651
2.0240000	0.47730440
2.0273500	0.48170370
2.0307100	0.47704431
2.0340600	0.47115281
2.0374000	0.47556299
2.0407400	0.47192100
2.0440801	0.47339880
2.0474100	0.47892761
2.0507301	0.47024101
2.0540600	0.47197980
2.0573699	0.47466299
2.0606900	0.46943250
2.0639900	0.47753051
2.0673000	0.47706419
2.0706000	0.47347409
2.0738900	0.48047161
2.0771801	0.47320259
2.0804699	0.47571129
2.0837500	0.47791880
2.0870199	0.48152110
2.0903000	0.47903350
2.0935600	0.47762159
2.0968301	0.47670251
2.1000900	0.48291799
2.1033400	0.48341000
2.1065900	0.48329890
2.1098301	0.49410799
2.1130699	0.49396759
2.1163100	0.49012831
2.1195400	0.49039739
2.1227699	0.49190739
2.1259900	0.48974460
2.1292100	0.48972169
2.1324199	0.49764791
2.1356301	0.49621159
2.1388301	0.49892259
2.1420301	0.49906921
2.1452199	0.49306181
2.1484100	0.49405599
2.1516000	0.49705109
2.1547801	0.50193012
2.1579500	0.49773541
2.1611301	0.50623852
2.1642900	0.51014662
2.1674500	0.51075792
2.1706100	0.50999659
2.1737600	0.50455463
2.1769100	0.50016731
2.1800500	0.50446743
2.1831900	0.50660682
2.1863199	0.50093180
2.1894500	0.50509870
2.1925699	0.50981808
2.1956900	0.51276201
2.1988000	0.51200032
2.2019100	0.51132309
2.2050100	0.50729239
2.2081100	0.50367182
2.2112000	0.50927079
2.2142900	0.50941151
2.2173801	0.50427490
2.2204500	0.51111382
2.2235301	0.51878953
2.2266000	0.51030499
2.2296600	0.51031983
2.2327199	0.51100582
2.2357699	0.51450640
2.2388199	0.51553470
2.2418600	0.51590008
2.2449000	0.51702780
2.2479301	0.51717949
2.2509600	0.51697880
2.2539801	0.52064240
2.2570000	0.51283401
2.2600100	0.51207823
2.2630199	0.51443231
2.2660199	0.50463909
2.2690199	0.50983667
2.2720100	0.51354963
2.2749900	0.51139188
2.2779699	0.49979109
2.2809500	0.50489843
2.2839199	0.50662333
2.2868900	0.50532669
2.2898500	0.48995519
2.2928000	0.48848990
2.2957500	0.48004699
2.2987000	0.46955809
2.3016301	0.46501520
2.3045699	0.47403929
2.3075000	0.46406010
2.3104199	0.46963510
2.3133400	0.46120071
2.3162500	0.46026289
2.3191600	0.46034291
2.3220699	0.44925469
2.3249699	0.44287229
2.3278600	0.43909121
2.3307500	0.43367219
2.3336301	0.43163311
2.3365100	0.43120959
2.3393801	0.43595091
2.3422500	0.43661809
2.3451199	0.43779880
2.3479801	0.42867869
2.3508301	0.41472980
2.3536801	0.40826961
2.3565199	0.40602571
2.3593600	0.39935759
2.3622000	0.40890741
2.3650301	0.39678159
2.3678600	0.41046059
2.3706801	0.41625991
2.3735000	0.41181999
2.3763199	0.40855259
2.3791301	0.40851969
2.3819301	0.39336810
2.3847301	0.38444120
2.3875301	0.38796109
2.3903301	0.38254970
2.3931199	0.37256661
2.3959000	0.37917510
2.3986900	0.37773490
2.4014699	0.37121090
2.4042500	0.36498639
2.4070199	0.35520339
2.4097900	0.35935721
2.4125600	0.34344479
2.4153199	0.35090011
2.4180900	0.34485099
2.4208500	0.34982121
2.4236000	0.34969261
2.4263600	0.34142181
2.4291100	0.33900180
2.4318699	0.33929929
2.4346199	0.33916390
2.4373600	0.33049369
2.4401100	0.32749319
2.4428600	0.32521051
2.4456000	0.31575459
2.4483500	0.31304511
2.4510900	0.32211649
2.4538400	0.32516831
2.4565801	0.31020501
2.4593199	0.30508521
2.4620699	0.29815891
2.4648100	0.29967910
2.4675600	0.29554999
2.4703000	0.28798959
2.4730500	0.29679379
2.4758000	0.28436881
2.4785500	0.28463140
2.4813100	0.26599100
2.4840600	0.28444260
2.4868199	0.27995929
2.4895900	0.25883260
2.4923500	0.30354729
2.4951199	0.28975841
2.4979000	0.27185509
2.5006699	0.27327961
2.5034600	0.27656561
2.5062400	0.27029279
2.5090400	0.26255751
2.5118400	0.25652269
2.5146400	0.27217129
2.5174600	0.27116829
2.5202801	0.27085719
2.5231100	0.24611410
2.5259400	0.25033471
2.5287900	0.26213199
2.5316400	0.27372831
2.5345000	0.25877121
2.5373699	0.24179190
2.5402600	0.24127311
2.5431500	0.30235219
2.5460600	0.27633569
2.5489699	0.26497889
2.5519000	0.27217990
2.5548500	0.18603720
2.5578000	0.24796130
2.5607699	0.20866890
