# SpeX prism spectrum of 1807+5015 obtained 2005 Oct 16 by Adam J. Burgasser
# Spectrum in f_lambda arbitrarily normalized
# 
# THIS SPECTRUM MAY NOT BE USED OR REPRODUCED WITHOUT EXPRESS PERMISSION FROM A. BURGASSER
# 
# Wavelength (um)    Flux (f_lambda)    Noise (f_lambda)
# -------------------------------------------------------------------------
     0.650707    6.46630e-15    3.27928e-15
     0.652924    2.65222e-15    1.35267e-15
     0.655129    3.14519e-15    1.73903e-15
     0.657325    2.57160e-15    1.43419e-15
     0.659511    9.38917e-16    1.22174e-15
     0.661690    9.96591e-16    8.03775e-16
     0.663862    7.86899e-16    7.25203e-16
     0.666027    1.76947e-15    9.36520e-16
     0.668187    1.24935e-15    4.69793e-16
     0.670343    5.22159e-16    3.04617e-16
     0.672496    1.31350e-15    7.55090e-16
     0.674646    2.42131e-18    3.38812e-16
     0.676794    7.51732e-16    3.88987e-16
     0.678941    1.52972e-16    2.95635e-16
     0.681087    2.82529e-16    3.36597e-16
     0.683235    1.35257e-16    2.65918e-16
     0.685383   -6.56471e-17    2.45874e-16
     0.687534    4.04957e-16    4.42214e-16
     0.689687    4.65832e-16    4.81911e-16
     0.691844    3.62848e-16    3.25226e-16
     0.694005    5.14111e-16    4.69669e-16
     0.696170    2.69736e-16    2.50931e-16
     0.698341    1.30784e-16    3.34245e-16
     0.700518    1.36462e-16    2.46121e-16
     0.702701    3.53237e-16    3.33967e-16
     0.704892    6.52949e-17    1.51469e-16
     0.707090    1.85894e-16    1.88839e-16
     0.709297    1.59839e-16    6.55126e-17
     0.711512    2.78178e-16    2.52291e-16
     0.713737    2.84873e-16    1.24472e-16
     0.715971    2.28924e-16    7.05483e-17
     0.718216    4.89406e-16    2.43946e-16
     0.720472    5.03926e-16    3.00014e-16
     0.722739    1.36829e-16    1.00559e-16
     0.725017    2.59154e-16    4.89913e-17
     0.727308    2.92160e-16    1.25882e-16
     0.729611    2.51095e-16    5.22388e-17
     0.731928    1.64370e-16    4.96245e-17
     0.734257    2.06839e-16    6.32228e-17
     0.736601    2.39937e-16    6.63653e-17
     0.738958    1.94295e-16    4.37446e-17
     0.741330    2.38520e-16    4.70386e-17
     0.743717    2.61310e-16    4.72267e-17
     0.746118    1.63974e-16    5.78997e-17
     0.748535    2.39323e-16    2.11944e-17
     0.750968    2.67407e-16    4.01872e-17
     0.753417    1.75282e-16    1.58640e-17
     0.755882    2.52988e-16    3.62328e-17
     0.758363    2.23980e-16    1.61568e-17
     0.760862    1.24950e-16    2.06413e-17
     0.763377    1.32395e-16    9.18101e-17
     0.765909    1.08502e-16    4.63280e-17
     0.768459    2.10778e-17    3.33205e-17
     0.771026   -2.18459e-17    1.02188e-16
     0.773612    5.50457e-17    2.41275e-17
     0.776215    1.56505e-16    4.21097e-17
     0.778837    1.30625e-16    2.48433e-17
     0.781476    1.75253e-16    8.06401e-17
     0.784135    1.91007e-16    5.24570e-17
     0.786812    2.22191e-16    2.98352e-17
     0.789508    2.40891e-16    5.04604e-17
     0.792222    2.68650e-16    3.22700e-17
     0.794956    2.32137e-16    9.69102e-18
     0.797709    3.10325e-16    1.45369e-17
     0.800481    3.15747e-16    3.55552e-17
     0.803272    3.81144e-16    5.05423e-17
     0.806083    4.26338e-16    2.93469e-17
     0.808913    4.83666e-16    4.24889e-17
     0.811762    4.36478e-16    3.20783e-17
     0.814631    4.76481e-16    1.52629e-17
     0.817520    4.80288e-16    1.45253e-17
     0.820429    4.78820e-16    2.68975e-17
     0.823357    6.19883e-16    3.77499e-17
     0.826304    6.00922e-16    1.64348e-17
     0.829272    5.39943e-16    1.51312e-17
     0.832259    5.38293e-16    2.01244e-17
     0.835266    5.96532e-16    5.38262e-17
     0.838293    6.23810e-16    5.14404e-17
     0.841339    5.48208e-16    2.20551e-17
     0.844405    4.65218e-16    3.46379e-17
     0.847491    3.97852e-16    3.95360e-17
     0.850596    4.90560e-16    2.95832e-17
     0.853721    4.66083e-16    1.32157e-17
     0.856865    5.02036e-16    1.77173e-17
     0.860029    4.87602e-16    1.75477e-17
     0.863212    4.10614e-16    1.85049e-17
     0.866415    4.07732e-16    3.73471e-17
     0.869637    4.13058e-16    1.85421e-17
     0.872878    4.32787e-16    5.39595e-17
     0.876138    4.81880e-16    9.03224e-18
     0.879417    5.20605e-16    1.84413e-17
     0.882716    5.96430e-16    3.57076e-17
     0.886033    5.63536e-16    3.09583e-17
     0.889369    6.12812e-16    1.21693e-17
     0.892723    6.50826e-16    1.53815e-17
     0.896096    6.95080e-16    2.56155e-17
     0.899488    7.22080e-16    2.35351e-17
     0.902898    7.49301e-16    7.39747e-18
     0.906326    7.98894e-16    2.43389e-17
     0.909772    8.47626e-16    1.76037e-17
     0.913236    9.75122e-16    1.44059e-17
     0.916718    1.00958e-15    2.59834e-17
     0.920218    1.01599e-15    2.38231e-17
     0.923735    1.02991e-15    2.09787e-17
     0.927269    9.68367e-16    2.05875e-17
     0.930821    1.01786e-15    2.13456e-17
     0.934390    1.01177e-15    8.14835e-18
     0.937976    1.06466e-15    2.18304e-17
     0.941579    1.12013e-15    2.88518e-17
     0.945198    1.18861e-15    2.09313e-17
     0.948833    1.25750e-15    2.43041e-17
     0.952486    1.28440e-15    2.00804e-17
     0.956154    1.25887e-15    2.93767e-17
     0.959838    1.23703e-15    1.93967e-17
     0.963538    1.28030e-15    2.86951e-17
     0.967253    1.31457e-15    1.75608e-17
     0.970984    1.39744e-15    3.20905e-17
     0.974730    1.41689e-15    1.89174e-17
     0.978491    1.48118e-15    1.36124e-17
     0.982267    1.46663e-15    9.86075e-18
     0.986058    1.30938e-15    6.72219e-18
     0.989863    1.21532e-15    4.77007e-17
     0.993683    1.01965e-15    2.04842e-17
     0.997516    1.00769e-15    1.20851e-17
      1.00136    1.08635e-15    4.25647e-18
      1.00523    1.19482e-15    1.56482e-17
      1.00910    1.24213e-15    2.79877e-17
      1.01299    1.30250e-15    2.76020e-17
      1.01689    1.33061e-15    9.85598e-18
      1.02080    1.30921e-15    8.34291e-18
      1.02473    1.28466e-15    3.28118e-17
      1.02867    1.34784e-15    9.46982e-18
      1.03262    1.39735e-15    1.49955e-17
      1.03659    1.46615e-15    7.76682e-18
      1.04056    1.56233e-15    2.66081e-17
      1.04455    1.58345e-15    3.25658e-17
      1.04855    1.54395e-15    1.90400e-17
      1.05256    1.51371e-15    1.60795e-17
      1.05658    1.50893e-15    1.43766e-17
      1.06061    1.51143e-15    1.48502e-17
      1.06466    1.60732e-15    1.87684e-17
      1.06871    1.67723e-15    1.91164e-17
      1.07277    1.67451e-15    1.28749e-17
