# SpeX prism spectrum of LSPM2331+4607N obtained 2005 Sep 07 by Adam J. Burgasser
# Spectrum in f_lambda arbitrarily normalized
# 
# THIS SPECTRUM MAY NOT BE USED OR REPRODUCED WITHOUT EXPRESS PERMISSION FROM A. BURGASSER
# 
# Wavelength (um)    Flux (f_lambda)    Noise (f_lambda)
# -------------------------------------------------------------------------
     0.899736    1.29957e-16    3.23022e-18
     0.903147    1.34885e-16    6.30175e-18
     0.906577    1.31454e-16    2.29938e-18
     0.910024    1.53612e-16    1.51388e-18
     0.913489    1.55597e-16    4.31732e-18
     0.916973    1.52105e-16    3.17510e-18
     0.920474    1.56637e-16    2.34843e-18
     0.923992    1.48698e-16    4.10262e-18
     0.927528    1.41049e-16    4.90243e-18
     0.931081    1.40736e-16    7.04097e-18
     0.934651    1.43226e-16    2.27323e-18
     0.938238    1.38849e-16    3.23043e-18
     0.941842    1.50918e-16    2.21519e-18
     0.945462    1.50036e-16    2.90080e-18
     0.949099    1.45167e-16    5.65019e-18
     0.952752    1.47492e-16    4.18679e-18
     0.956422    1.47610e-16    2.71994e-18
     0.960107    1.54109e-16    1.87015e-18
     0.963808    1.54264e-16    3.38147e-18
     0.967525    1.53891e-16    1.66451e-18
     0.971257    1.53901e-16    2.97044e-18
     0.975004    1.46841e-16    3.90703e-18
     0.978766    1.55166e-16    5.86964e-18
     0.982543    1.52248e-16    2.66122e-18
     0.986335    1.43092e-16    4.62879e-18
     0.990141    1.43160e-16    2.31903e-18
     0.993962    1.39645e-16    3.95543e-18
     0.997796    1.39513e-16    2.43879e-18
      1.00165    1.48613e-16    2.41387e-18
      1.00551    1.46720e-16    1.94130e-18
      1.00938    1.39338e-16    3.85815e-18
      1.01327    1.49931e-16    3.36115e-18
      1.01717    1.52191e-16    2.62073e-18
      1.02109    1.54635e-16    2.14236e-18
      1.02502    1.49012e-16    3.79264e-18
      1.02896    1.51416e-16    2.20723e-18
      1.03291    1.54554e-16    3.85700e-18
      1.03688    1.54151e-16    3.72044e-18
      1.04085    1.55911e-16    2.95909e-18
      1.04484    1.53840e-16    2.22113e-18
      1.04884    1.54316e-16    6.14783e-19
      1.05285    1.57504e-16    2.90822e-18
      1.05687    1.55513e-16    1.22029e-18
      1.06091    1.51062e-16    3.22766e-18
      1.06495    1.58425e-16    2.14793e-18
      1.06900    1.57919e-16    3.57059e-18
      1.07307    1.57567e-16    1.62942e-18
      1.07714    1.63707e-16    3.02052e-18
      1.08123    1.65078e-16    2.01752e-18
      1.08532    1.67912e-16    3.79930e-18
      1.08942    1.62121e-16    1.44362e-18
      1.09354    1.55600e-16    3.10377e-18
      1.09766    1.48786e-16    4.65086e-18
      1.10179    1.49136e-16    3.22415e-18
      1.10593    1.49695e-16    1.41661e-18
      1.11007    1.46267e-16    1.09403e-18
      1.11423    1.50294e-16    2.55009e-18
      1.11839    1.45878e-16    1.01602e-18
      1.12256    1.51160e-16    1.84376e-18
      1.12674    1.43229e-16    1.37045e-18
      1.13093    1.37656e-16    8.49493e-19
      1.13512    1.38393e-16    2.01597e-18
      1.13932    1.31853e-16    3.35516e-18
      1.14352    1.41343e-16    3.16650e-18
      1.14774    1.44242e-16    1.05451e-18
      1.15196    1.44735e-16    3.77943e-18
      1.15618    1.47765e-16    1.55350e-18
      1.16041    1.38646e-16    1.18207e-18
      1.16465    1.39603e-16    1.07682e-18
      1.16889    1.38924e-16    2.21837e-18
      1.17314    1.36526e-16    1.33694e-18
      1.17739    1.41913e-16    2.71535e-18
      1.18165    1.34890e-16    2.34294e-18
      1.18591    1.38236e-16    1.20227e-18
      1.19017    1.34764e-16    2.06301e-18
      1.19444    1.36990e-16    1.28988e-18
      1.19872    1.34516e-16    2.07910e-18
      1.20300    1.36570e-16    1.49899e-18
      1.20728    1.39047e-16    5.99290e-19
      1.21156    1.40573e-16    2.25745e-18
      1.21585    1.40720e-16    1.48350e-18
      1.22015    1.43148e-16    5.67433e-19
      1.22444    1.42648e-16    1.34371e-18
      1.22874    1.41696e-16    1.13859e-18
      1.23304    1.39076e-16    1.62662e-18
      1.23734    1.36099e-16    1.68452e-18
      1.24165    1.33893e-16    3.42678e-19
      1.24595    1.34616e-16    6.05642e-19
      1.25026    1.36269e-16    2.24078e-18
      1.25457    1.33777e-16    1.35508e-18
      1.25888    1.38647e-16    1.48149e-18
      1.26320    1.34338e-16    1.96759e-18
      1.26751    1.40420e-16    9.62377e-19
      1.27183    1.43606e-16    2.85347e-18
      1.27614    1.45907e-16    2.91816e-18
      1.28046    1.37306e-16    1.44737e-18
      1.28478    1.36568e-16    1.48387e-18
      1.28910    1.36220e-16    1.23110e-18
      1.29342    1.35848e-16    1.88888e-18
      1.29773    1.41641e-16    1.08636e-18
      1.30205    1.38010e-16    1.52586e-18
      1.30637    1.32333e-16    9.44418e-19
      1.31069    1.29937e-16    1.29423e-18
      1.31500    1.30688e-16    1.23166e-18
      1.31932    1.28573e-16    6.80101e-19
      1.32363    1.26637e-16    2.20855e-18
      1.32795    1.15268e-16    2.65550e-18
      1.33226    1.06117e-16    8.21999e-19
      1.33657    1.00235e-16    1.28798e-18
      1.34088    9.43917e-17    1.39832e-18
      1.34519    9.66880e-17    1.46563e-18
      1.34950    9.11523e-17    2.11516e-18
      1.35380    9.14033e-17    1.96713e-18
      1.35811    8.68137e-17    1.95177e-18
      1.36241    8.84814e-17    2.39069e-18
      1.36670    8.69713e-17    1.11019e-18
      1.37100    8.80963e-17    1.96477e-18
      1.37529    8.87165e-17    2.42531e-18
      1.37958    8.53245e-17    2.70336e-18
      1.38387    8.72631e-17    1.83816e-18
      1.38816    8.97114e-17    3.70353e-18
      1.39244    8.56234e-17    2.33599e-18
      1.39672    8.76559e-17    2.05181e-18
      1.40100    8.16870e-17    3.29664e-18
      1.40527    8.43867e-17    4.49458e-18
      1.40954    7.78268e-17    1.37211e-18
      1.41380    7.74436e-17    1.84042e-18
      1.41807    7.28961e-17    1.24171e-18
      1.42232    7.38764e-17    1.40419e-18
      1.42658    7.67261e-17    2.55670e-18
      1.43083    7.45903e-17    2.75311e-18
      1.43508    7.83249e-17    2.76969e-18
      1.43932    7.69719e-17    1.33213e-18
      1.44356    7.78645e-17    1.75549e-18
      1.44779    7.50647e-17    1.56693e-18
      1.45202    7.90341e-17    1.07457e-18
      1.45625    7.52174e-17    2.65098e-18
      1.46047    7.66404e-17    2.62333e-18
      1.46468    7.18004e-17    2.10956e-18
      1.46889    7.76840e-17    1.25817e-18
      1.47310    7.31826e-17    1.24139e-18
      1.47730    7.17041e-17    1.17620e-18
      1.48150    7.30260e-17    2.19119e-18
      1.48569    7.55862e-17    9.51245e-19
      1.48987    7.53577e-17    1.02579e-18
      1.49406    7.46425e-17    1.59290e-18
      1.49823    7.53858e-17    1.42424e-18
      1.50240    7.45572e-17    1.04888e-18
      1.50657    7.72959e-17    9.38705e-19
      1.51073    7.51956e-17    1.21045e-18
      1.51488    7.43861e-17    1.29160e-18
      1.51903    7.51061e-17    1.15478e-18
      1.52317    7.71397e-17    7.04479e-19
      1.52731    7.63903e-17    2.17951e-18
      1.53144    7.86941e-17    1.17810e-18
      1.53557    7.90915e-17    1.08189e-18
      1.53969    7.68904e-17    1.16809e-18
      1.54380    7.60321e-17    2.96724e-18
      1.54791    7.88817e-17    1.41420e-18
      1.55201    7.68797e-17    1.76245e-18
      1.55611    7.64634e-17    1.95025e-18
      1.56020    8.06537e-17    2.22617e-18
      1.56428    7.82545e-17    1.50390e-18
      1.56836    7.97997e-17    1.25185e-18
      1.57243    8.04180e-17    1.06575e-18
      1.57650    8.17644e-17    1.39012e-18
      1.58056    8.18218e-17    1.74853e-18
      1.58461    8.07700e-17    2.30861e-18
      1.58866    7.94097e-17    5.83478e-19
      1.59270    8.05178e-17    1.82827e-18
      1.59673    8.43305e-17    7.09627e-19
      1.60076    7.88886e-17    6.71009e-19
      1.60478    8.18714e-17    1.88305e-18
      1.60880    8.27683e-17    1.71211e-18
      1.61280    8.04651e-17    2.65611e-18
      1.61681    8.20746e-17    8.09467e-19
      1.62080    8.25995e-17    1.30387e-18
      1.62479    7.91150e-17    1.97138e-18
      1.62877    8.44791e-17    8.92265e-19
      1.63275    8.04833e-17    1.09438e-18
      1.63672    8.22286e-17    1.96087e-18
      1.64068    8.15416e-17    2.62522e-18
      1.64464    8.02058e-17    2.46117e-18
      1.64859    8.46804e-17    2.27951e-18
      1.65253    8.30086e-17    1.32727e-18
      1.65647    8.25429e-17    9.18975e-19
      1.66040    8.25045e-17    1.88703e-18
      1.66433    8.25106e-17    2.42791e-18
      1.66824    8.21242e-17    2.27978e-18
      1.67215    8.86284e-17    1.96942e-18
      1.67606    8.48385e-17    1.53055e-18
      1.67996    8.23090e-17    1.54693e-18
      1.68385    8.44544e-17    1.11386e-18
      1.68773    8.15912e-17    1.90384e-18
      1.69161    8.20144e-17    3.07858e-18
      1.69548    8.03804e-17    1.98984e-18
      1.69935    7.97700e-17    1.96788e-18
      1.70320    7.51158e-17    3.28460e-18
      1.70706    7.70600e-17    1.88253e-18
      1.71090    7.36104e-17    1.94568e-18
      1.71474    7.28925e-17    1.24320e-18
      1.71857    7.20635e-17    1.00120e-18
      1.72240    6.88408e-17    8.17669e-19
      1.72622    7.01069e-17    9.69994e-19
      1.73003    7.12227e-17    1.71681e-18
      1.73384    6.92277e-17    1.43544e-18
      1.73764    6.74900e-17    1.73622e-18
      1.74143    6.78125e-17    3.39712e-18
      1.74522    6.65236e-17    1.00744e-18
      1.74900    6.41718e-17    5.28861e-19
      1.75277    6.23357e-17    1.08344e-18
      1.75654    5.87497e-17    1.58230e-18
      1.76030    6.53969e-17    1.82957e-18
      1.76406    5.65749e-17    1.29375e-18
      1.76781    6.04386e-17    1.16376e-18
      1.77155    5.61574e-17    2.28838e-18
      1.77529    5.51676e-17    1.14170e-18
      1.77902    5.41473e-17    1.09228e-18
      1.78274    5.48836e-17    1.69847e-18
      1.78646    5.10735e-17    1.69352e-18
      1.79017    4.92104e-17    2.36207e-18
      1.79388    5.16644e-17    6.03653e-19
      1.79758    5.01050e-17    1.42964e-18
      1.80127    5.17576e-17    1.72818e-18
      1.80496    4.92824e-17    1.37215e-18
      1.80864    5.17474e-17    2.84701e-18
      1.81232    4.85819e-17    1.10718e-18
      1.81599    4.93676e-17    1.06851e-18
      1.81965    4.46871e-17    1.69204e-18
      1.82331    4.86989e-17    1.38280e-18
      1.82696    4.68584e-17    1.57076e-18
      1.83061    4.55331e-17    6.88356e-19
      1.83425    4.70070e-17    1.95448e-18
      1.83789    4.41437e-17    2.40587e-18
      1.84151    4.98986e-17    3.96526e-18
      1.84514    4.38299e-17    3.86764e-18
      1.84876    4.16577e-17    3.41149e-18
      1.85237    3.80118e-17    1.14272e-18
      1.85597    3.65541e-17    3.98116e-18
      1.85957    4.35088e-17    2.20381e-18
      1.86317    4.34359e-17    1.13340e-18
      1.86676    3.83419e-17    1.73008e-18
      1.87034    3.85787e-17    2.05472e-18
      1.87392    3.75313e-17    2.72499e-18
      1.87749    4.55866e-17    2.66110e-18
      1.88106    4.24425e-17    2.89913e-18
      1.88462    4.21928e-17    4.18350e-18
      1.88818    4.22190e-17    1.79020e-18
      1.89173    4.08059e-17    2.52660e-18
      1.89528    4.09930e-17    1.43826e-18
      1.89882    4.13779e-17    2.38294e-18
      1.90235    3.78788e-17    2.00477e-18
      1.90588    4.13986e-17    2.04618e-18
      1.90941    4.31493e-17    1.76947e-18
      1.91293    4.29175e-17    1.85352e-18
      1.91644    4.20670e-17    2.75356e-18
      1.91995    4.42165e-17    2.05479e-18
      1.92345    3.84421e-17    2.16621e-18
      1.92695    4.00484e-17    1.46932e-18
      1.93045    3.93555e-17    3.22871e-18
      1.93393    4.26775e-17    2.78106e-18
      1.93742    4.01257e-17    1.63682e-18
      1.94090    3.84955e-17    1.19361e-18
      1.94437    3.92578e-17    1.28426e-18
      1.94784    3.73693e-17    1.57492e-18
      1.95130    3.91093e-17    1.97305e-18
      1.95476    3.94592e-17    1.37121e-18
      1.95822    4.24458e-17    1.67069e-18
      1.96167    4.45977e-17    1.70912e-18
      1.96511    3.90252e-17    1.44407e-18
      1.96855    4.19875e-17    1.14760e-18
      1.97198    3.75081e-17    1.39718e-18
      1.97541    3.92066e-17    6.55613e-19
      1.97884    3.69848e-17    1.61518e-18
      1.98226    3.82742e-17    5.95382e-19
      1.98567    3.57178e-17    3.99709e-19
      1.98908    3.71104e-17    9.66685e-19
      1.99249    3.67893e-17    3.64761e-19
      1.99589    3.76224e-17    1.97554e-18
      1.99929    3.73512e-17    2.34039e-18
      2.00268    3.88692e-17    2.82459e-18
      2.00607    3.76372e-17    3.22181e-18
      2.00945    3.65329e-17    8.26849e-19
      2.01283    3.85723e-17    1.83718e-18
      2.01620    3.54561e-17    1.92770e-18
      2.01957    3.44755e-17    1.12442e-18
      2.02293    3.76041e-17    9.43426e-19
      2.02629    3.71449e-17    1.12527e-18
      2.02965    3.67663e-17    1.06057e-18
      2.03300    3.66606e-17    2.11140e-18
      2.03635    3.84253e-17    1.54245e-18
      2.03969    3.35456e-17    9.40754e-19
      2.04302    3.53880e-17    9.87635e-19
      2.04636    3.48810e-17    1.25235e-18
      2.04968    3.76255e-17    1.26526e-18
      2.05301    3.47534e-17    2.14228e-18
      2.05633    3.50034e-17    1.85763e-18
      2.05964    3.38459e-17    2.46954e-18
      2.06295    3.74214e-17    1.12061e-18
      2.06625    3.66056e-17    4.28122e-19
      2.06956    3.62054e-17    2.16470e-18
      2.07285    3.26334e-17    7.23642e-19
      2.07614    3.77070e-17    5.98215e-19
      2.07943    3.60657e-17    4.89360e-19
      2.08271    3.51206e-17    1.10029e-18
      2.08599    3.84793e-17    1.19586e-18
      2.08926    3.62749e-17    6.29987e-19
      2.09253    3.77247e-17    8.69874e-19
      2.09580    3.78697e-17    1.21217e-18
      2.09906    3.74828e-17    3.89519e-19
      2.10231    3.56935e-17    1.01819e-18
      2.10556    3.43917e-17    4.06110e-19
      2.10881    3.70924e-17    7.97802e-19
      2.11205    3.74011e-17    1.51708e-18
      2.11529    3.60350e-17    1.06197e-18
      2.11852    3.84021e-17    1.14411e-18
      2.12175    3.82211e-17    9.13762e-19
      2.12497    3.78325e-17    1.20929e-18
      2.12819    3.73478e-17    3.55420e-19
      2.13141    3.78061e-17    8.21845e-19
      2.13461    3.76829e-17    1.12057e-18
      2.13782    3.56950e-17    8.68374e-19
      2.14102    3.66721e-17    1.23366e-18
      2.14422    3.59439e-17    1.20425e-18
      2.14741    3.96206e-17    1.30733e-18
      2.15059    3.83554e-17    1.51856e-18
      2.15377    3.72678e-17    1.52261e-18
      2.15695    3.81562e-17    8.96835e-19
      2.16012    3.99541e-17    1.17959e-18
      2.16329    3.82019e-17    6.72445e-19
      2.16645    3.84346e-17    1.27050e-18
      2.16961    3.92200e-17    9.11424e-19
      2.17277    3.83985e-17    9.09956e-19
      2.17591    3.84400e-17    1.68827e-18
      2.17906    3.52047e-17    1.07766e-18
      2.18220    3.69477e-17    9.32902e-19
      2.18533    4.03952e-17    1.07206e-18
      2.18846    3.67533e-17    1.03087e-18
      2.19158    3.81771e-17    1.85083e-18
      2.19470    3.59474e-17    1.25827e-18
      2.19782    3.81667e-17    7.43790e-19
      2.20093    3.64910e-17    1.40889e-18
      2.20403    3.90861e-17    5.30810e-19
      2.20713    3.69349e-17    5.60106e-19
      2.21023    3.75953e-17    7.97557e-19
      2.21332    3.73425e-17    1.14128e-18
      2.21640    3.58360e-17    6.05341e-19
      2.21948    3.72983e-17    5.87683e-19
      2.22256    3.57060e-17    9.71728e-19
      2.22563    3.72717e-17    9.05694e-19
      2.22869    4.03077e-17    1.74028e-18
      2.23175    3.88581e-17    4.42653e-19
      2.23481    3.83410e-17    1.10093e-18
      2.23786    3.70295e-17    1.12289e-18
      2.24090    3.86457e-17    1.04134e-18
      2.24394    3.77600e-17    1.35260e-18
      2.24697    3.93528e-17    1.19333e-18
      2.25000    3.81157e-17    7.00777e-19
      2.25303    3.86310e-17    9.57812e-19
      2.25605    3.82348e-17    1.12991e-18
      2.25906    3.66651e-17    4.77218e-19
      2.26207    3.57266e-17    3.18490e-19
      2.26507    3.67377e-17    3.07611e-19
      2.26807    3.50538e-17    9.47915e-19
      2.27106    3.65044e-17    8.88446e-19
      2.27405    3.51630e-17    3.67749e-19
      2.27703    3.76283e-17    6.10995e-19
      2.28001    3.75377e-17    1.28657e-18
      2.28298    3.71901e-17    5.77283e-19
      2.28595    3.58245e-17    7.37812e-19
      2.28891    3.51715e-17    4.13911e-19
      2.29187    3.22071e-17    1.78128e-18
      2.29482    3.33481e-17    8.74774e-19
      2.29777    3.30856e-17    1.67688e-18
      2.30071    3.29306e-17    1.97936e-18
      2.30364    3.37697e-17    5.13767e-19
      2.30657    3.33281e-17    7.25934e-19
      2.30950    3.39812e-17    4.35340e-19
      2.31242    3.39791e-17    1.38717e-18
      2.31533    3.36393e-17    1.43434e-18
      2.31824    3.11201e-17    1.10330e-18
      2.32115    3.19593e-17    1.59678e-18
      2.32405    3.15217e-17    1.79574e-18
      2.32695    3.09903e-17    7.04380e-19
      2.32984    3.04667e-17    1.26678e-18
      2.33272    3.21447e-17    1.45569e-18
      2.33560    3.03203e-17    7.83851e-19
      2.33848    3.12264e-17    1.38930e-18
      2.34135    3.04814e-17    8.19169e-19
      2.34421    3.07737e-17    1.33861e-18
      2.34707    3.05536e-17    2.11727e-18
      2.34993    2.99166e-17    9.30554e-19
      2.35278    2.99958e-17    1.15340e-18
      2.35563    2.90881e-17    1.07976e-18
      2.35847    2.79358e-17    1.62793e-18
      2.36131    2.58734e-17    1.22665e-18
      2.36414    2.88778e-17    6.91328e-19
      2.36697    2.90233e-17    8.67712e-19
      2.36979    2.91210e-17    1.35360e-18
      2.37261    2.94569e-17    1.51759e-18
      2.37543    2.86464e-17    9.01605e-19
      2.37824    2.73702e-17    4.31815e-19
      2.38105    2.80243e-17    1.67477e-18
      2.38385    2.75119e-17    2.08979e-18
      2.38665    2.86112e-17    2.29480e-18
      2.38944    2.71702e-17    2.55008e-18
      2.39224    2.88779e-17    8.62591e-19
      2.39502    2.65896e-17    1.19530e-18
      2.39781    2.62151e-17    1.65683e-18
      2.40059    2.74056e-17    1.47758e-18
      2.40337    2.45313e-17    1.93879e-18
      2.40614    2.25301e-17    1.58596e-18
      2.40892    2.35801e-17    2.02473e-18
      2.41168    2.31165e-17    2.60842e-18
      2.41445    2.34179e-17    2.32368e-18
      2.41721    2.13730e-17    1.77215e-18
      2.41998    2.25565e-17    1.89654e-18
      2.42273    2.37884e-17    1.52872e-18
      2.42549    2.45028e-17    1.75608e-18
      2.42824    2.43272e-17    2.41628e-18
      2.43100    2.41945e-17    1.04975e-18
      2.43375    2.13326e-17    1.57638e-18
      2.43650    2.41281e-17    2.82860e-18
      2.43924    2.46896e-17    2.75109e-18
      2.44199    1.99994e-17    2.87387e-18
      2.44474    2.14625e-17    1.28755e-18
      2.44748    2.29756e-17    2.53210e-18
      2.45023    2.30465e-17    8.52009e-19
      2.45297    1.46650e-17    1.65902e-18
      2.45571    2.41720e-17    2.46899e-18
      2.45846    1.64501e-17    6.86837e-19
      2.46120    2.16282e-17    2.58091e-18
      2.46394    2.56252e-17    2.81513e-18
      2.46669    1.81274e-17    1.33616e-18
      2.46944    1.74345e-17    3.17192e-18
      2.47218    1.87507e-17    3.28166e-18
      2.47493    1.75904e-17    2.78445e-18
      2.47768    2.01143e-17    1.38200e-18
      2.48044    1.97227e-17    1.41162e-18
      2.48319    1.99073e-17    6.73607e-18
      2.48595    1.49441e-17    1.68870e-18
      2.48871    1.41162e-17    2.86375e-18
      2.49148    1.95186e-17    2.34903e-18
      2.49425    1.71004e-17    5.05259e-18
      2.49702    2.24159e-17    3.44937e-18
      2.49980    8.42722e-18    3.46932e-18
      2.50258    1.94446e-17    4.15310e-18
      2.50536    1.89752e-17    1.34887e-18
      2.50816    1.97827e-17    5.52488e-18
      2.51095    1.75470e-17    5.42282e-18
      2.51376    2.08745e-17    9.86366e-18
      2.51657    2.54860e-17    5.69067e-18
      2.51939    1.42465e-17    1.90798e-18
      2.52221    1.29135e-17    6.45471e-18
      2.52504    1.44121e-17    9.65173e-18
      2.52789    2.85594e-17    1.01004e-17
      2.53074    1.43322e-17    1.64937e-17
      2.53360    1.73809e-17    7.20996e-18
      2.53647    4.65861e-17    6.50281e-18
      2.53935    2.95038e-17    1.61569e-17
      2.54224    1.77876e-17    8.97780e-18
      2.54514    1.70532e-17    2.23487e-17
      2.54805   -3.81591e-18    2.17584e-17
      2.55098    1.55920e-17    2.02875e-17
      2.55391    1.03201e-17    2.77583e-17
      2.55687    3.46119e-17    1.02011e-17
