#
# Generated by G. Mace, Fri Sep 28 20:14:30 2012
#
#=========================================
# Wavelength  Flux Density         Error
#(vacuum um)  (norm f_lam)  (norm f_lam)
#=========================================
   0.6451428    3.0673E-01    1.7010E+00
   0.6472905   -5.1035E+00    1.7194E+00
   0.6494297   -9.2398E-01    1.7391E+00
   0.6515613   -2.5166E+00    1.6808E+00
   0.6536861   -3.1412E+00    1.5258E+00
   0.6558051   -2.3379E+00    1.3743E+00
   0.6579189    1.3142E+00    1.2111E+00
   0.6600285    5.4866E-01    1.1469E+00
   0.6621346   -2.2969E+00    1.1595E+00
   0.6642379   -3.5897E-01    1.1734E+00
   0.6663393   -1.1080E-01    1.1623E+00
   0.6684395   -8.7684E-01    1.0872E+00
   0.6705392   -2.5410E-01    1.0558E+00
   0.6726391   -1.2817E+00    1.0516E+00
   0.6747398   -1.0369E+00    9.9957E-01
   0.6768422   -4.0753E-01    9.1786E-01
   0.6789468   -2.0182E+00    9.0833E-01
   0.6810542   -4.8381E-01    8.7068E-01
   0.6831652   -9.0853E-01    8.7056E-01
   0.6852803   -7.3137E-01    8.7774E-01
   0.6874000    3.3451E-02    8.6302E-01
   0.6895251   -8.7654E-01    8.3756E-01
   0.6916561    8.8031E-01    7.7934E-01
   0.6937935    1.3215E-01    7.1640E-01
   0.6959379    3.3558E-01    6.9400E-01
   0.6980897    6.6107E-01    6.4212E-01
   0.7002496    6.9182E-01    6.2491E-01
   0.7024180    1.4705E+00    5.6912E-01
   0.7045953    8.7205E-01    5.5195E-01
   0.7067822    1.1167E+00    5.6800E-01
   0.7089790   -9.0726E-01    5.1527E-01
   0.7111861    5.4136E-01    4.7402E-01
   0.7134041    1.4033E+00    4.8725E-01
   0.7156333   -4.9667E-01    4.4556E-01
   0.7178741    5.7733E-01    4.6434E-01
   0.7201270    1.5610E+00    4.3868E-01
   0.7223923   -5.9944E-01    4.1452E-01
   0.7246704   -2.6971E-01    4.0452E-01
   0.7269616    8.7743E-03    4.0465E-01
   0.7292663    7.0516E-01    3.7924E-01
   0.7315849   -1.0435E-01    3.7217E-01
   0.7339177   -1.7141E-01    3.4726E-01
   0.7362649    2.5529E-01    3.4321E-01
   0.7386269   -1.2599E-01    3.2257E-01
   0.7410040    4.5428E-01    3.1620E-01
   0.7433964    6.2478E-01    2.8828E-01
   0.7458044    4.3690E-01    2.9272E-01
   0.7482284    7.6331E-01    2.7356E-01
   0.7506685    2.8879E-01    2.7793E-01
