# SpeX prism spectrum of 1728+3948 obtained 2005 Sep 07 by Adam J. Burgasser
# Spectrum in f_lambda arbitrarily normalized
# 
# THIS SPECTRUM MAY NOT BE USED OR REPRODUCED WITHOUT EXPRESS PERMISSION FROM A. BURGASSER
# 
# Wavelength (um)    Flux (f_lambda)    Noise (f_lambda)
# -------------------------------------------------------------------------
     0.649231   -2.96148e-17    8.21086e-17
     0.651456    6.91634e-17    4.31876e-17
     0.653668    7.12917e-17    1.23143e-16
     0.655870    2.34706e-17    6.77267e-17
     0.658063    2.07768e-16    5.23067e-17
     0.660247    1.51797e-16    8.60946e-17
     0.662423    1.34460e-16    4.71625e-17
     0.664592    1.04691e-16    2.39834e-17
     0.666756    1.21479e-16    5.64195e-17
     0.668915    1.15523e-17    5.29402e-17
     0.671069    1.07619e-16    8.05219e-17
     0.673221    3.88507e-17    4.27742e-17
     0.675370   -1.09293e-17    5.33143e-17
     0.677518    2.78099e-17    5.64188e-17
     0.679664    6.69528e-17    8.32809e-17
     0.681811   -6.56029e-20    7.82840e-17
     0.683959   -3.48219e-18    2.48541e-17
     0.686108    5.64533e-17    2.68814e-17
     0.688260   -5.18513e-18    3.09230e-17
     0.690414    8.40119e-18    3.45664e-17
     0.692572   -4.95035e-18    3.85430e-17
     0.694734    4.08110e-17    1.55985e-17
     0.696901    3.45360e-17    3.02736e-17
     0.699074    2.84488e-17    4.68643e-17
     0.701253    5.71770e-17    4.46648e-17
     0.703439    1.96185e-17    5.05437e-17
     0.705632    3.47512e-17    2.70950e-17
     0.707833    1.85097e-19    9.35931e-18
     0.710042    2.96745e-17    2.35484e-17
     0.712261    4.53461e-17    5.01172e-17
     0.714489    5.61533e-17    1.91178e-17
     0.716727    2.12453e-17    1.68123e-17
     0.718975    7.89549e-17    4.29096e-17
     0.721235    2.67267e-17    2.27314e-17
     0.723506    5.83730e-17    2.70679e-17
     0.725788    4.52599e-17    2.55873e-17
     0.728083    3.11538e-17    2.47662e-17
     0.730391    1.29671e-17    1.15326e-17
     0.732712    3.66011e-19    1.68117e-17
     0.735046    6.69524e-18    1.51823e-17
     0.737394    1.53465e-18    8.65257e-18
     0.739756   -2.28344e-18    1.56075e-17
     0.742133    1.45284e-17    1.01219e-17
     0.744525    8.68942e-18    1.14048e-17
     0.746931    1.14193e-17    1.60276e-17
     0.749354    2.42121e-17    1.12396e-17
     0.751792    8.91440e-18    6.99415e-18
     0.754246    7.45844e-18    1.01499e-17
     0.756716    2.67842e-17    2.41686e-17
     0.759204   -8.11668e-18    1.31753e-17
     0.761707   -1.30911e-17    1.64425e-17
     0.764228    7.81173e-18    1.04961e-17
     0.766767   -2.25343e-18    1.99498e-18
     0.769323    1.19052e-17    1.67282e-17
     0.771896    6.25511e-18    1.30177e-17
     0.774487   -6.79179e-18    1.06411e-17
     0.777097    6.97357e-18    9.61315e-18
     0.779724   -8.97158e-18    1.34261e-17
     0.782371   -3.21785e-18    1.58046e-17
     0.785035   -1.23936e-17    9.44446e-18
     0.787718    5.16539e-18    1.17540e-17
     0.790421    4.95305e-18    1.85955e-17
     0.793142    6.68954e-19    5.76590e-18
     0.795882    3.70094e-17    1.20453e-17
     0.798641    1.81675e-17    7.70883e-18
     0.801419    1.49613e-17    6.09673e-18
     0.804217    1.15425e-17    3.66198e-18
     0.807034    7.47852e-18    5.77158e-18
     0.809871    2.35663e-18    6.02757e-18
     0.812727    2.70392e-17    1.19184e-17
     0.815603    5.08049e-18    1.77009e-17
     0.818498    9.56160e-18    5.76477e-18
     0.821413    2.03903e-17    9.17372e-18
     0.824348    1.78290e-17    1.13044e-17
     0.827303    2.27151e-17    4.42135e-18
     0.830277    1.96497e-17    9.90595e-18
     0.833271    2.98472e-17    1.69453e-17
     0.836284    3.09528e-17    9.22603e-18
     0.839317    3.76209e-17    9.68356e-18
     0.842370    3.86138e-17    5.01616e-18
     0.845443    3.51121e-17    5.41686e-18
     0.848535    2.28880e-17    6.00591e-18
     0.851647    1.83884e-17    5.77029e-18
     0.854778    2.12939e-17    5.48268e-18
     0.857929    2.82715e-17    1.05738e-18
     0.861100    2.03875e-17    6.48571e-18
     0.864289    1.73770e-17    5.68237e-18
     0.867499    1.38948e-17    9.92064e-18
     0.870727    2.78745e-17    4.88981e-18
     0.873975    3.79425e-17    3.23744e-18
     0.877241    3.88787e-17    6.26624e-18
     0.880527    2.38457e-17    3.54514e-18
     0.883832    3.30390e-17    5.42921e-18
     0.887155    3.82649e-17    5.59136e-18
     0.890497    5.30239e-17    5.31488e-18
     0.893858    4.65382e-17    7.12237e-18
     0.897237    5.63816e-17    4.07318e-18
     0.900635    3.98042e-17    2.47666e-18
     0.904051    5.49979e-17    6.33169e-18
     0.907485    5.34721e-17    4.93144e-18
     0.910938    5.16288e-17    4.37242e-18
     0.914408    6.34239e-17    2.52421e-18
     0.917896    5.77247e-17    2.99725e-18
     0.921401    6.24687e-17    3.22369e-18
     0.924924    6.41311e-17    1.74329e-18
     0.928465    6.49480e-17    2.88072e-18
     0.932022    6.58213e-17    4.91570e-18
     0.935597    7.35816e-17    1.65685e-18
     0.939188    7.37007e-17    9.30551e-18
     0.942797    6.90670e-17    5.42281e-18
     0.946422    7.44777e-17    2.41629e-18
     0.950063    8.01736e-17    3.61228e-18
     0.953720    8.26501e-17    7.99469e-18
     0.957394    7.99683e-17    2.37672e-18
     0.961083    7.80585e-17    7.31226e-18
     0.964788    8.12995e-17    5.45173e-18
     0.968509    8.11302e-17    5.23388e-18
     0.972245    9.25695e-17    6.40455e-18
     0.975996    8.23073e-17    7.27780e-18
     0.979762    1.02825e-16    2.66062e-18
     0.983543    9.17065e-17    6.70977e-18
     0.987339    8.00369e-17    4.63404e-18
     0.991149    9.00501e-17    5.44295e-18
     0.994973    8.53767e-17    3.83952e-18
     0.998812    8.65347e-17    5.18226e-18
      1.00266    8.40953e-17    6.04269e-18
      1.00653    9.65369e-17    5.42975e-18
      1.01041    9.57463e-17    3.62388e-18
      1.01430    9.03521e-17    2.73131e-18
      1.01821    9.80195e-17    3.65698e-18
      1.02213    9.79886e-17    5.16477e-18
      1.02606    1.08177e-16    8.99744e-18
      1.03000    1.00083e-16    4.66014e-18
      1.03396    1.02647e-16    5.06015e-18
      1.03792    1.08958e-16    5.63009e-18
      1.04190    1.17622e-16    2.81500e-18
      1.04590    1.19129e-16    3.47910e-18
      1.04990    1.27702e-16    6.22041e-18
      1.05391    1.20704e-16    1.94501e-18
      1.05794    1.23853e-16    2.73539e-18
      1.06197    1.25720e-16    1.56085e-18
      1.06602    1.26227e-16    4.96231e-18
      1.07008    1.23187e-16    3.93515e-18
      1.07414    1.29040e-16    7.64166e-18
      1.07822    1.42027e-16    5.93128e-18
      1.08231    1.36162e-16    4.72340e-18
      1.08640    1.44012e-16    2.71531e-18
      1.09051    1.45102e-16    4.04297e-18
      1.09462    1.35652e-16    1.75924e-18
      1.09875    1.35062e-16    7.39977e-18
      1.10288    1.41521e-16    3.61155e-18
      1.10702    1.32149e-16    6.39436e-18
      1.11117    1.33328e-16    2.79407e-18
      1.11533    1.40186e-16    3.67227e-18
      1.11949    1.34343e-16    2.39017e-18
      1.12367    1.38800e-16    3.19103e-18
      1.12785    1.27354e-16    4.83102e-18
      1.13203    1.37091e-16    1.92507e-18
      1.13623    1.35391e-16    6.70316e-18
      1.14043    1.32837e-16    2.68579e-18
      1.14464    1.39203e-16    2.48098e-18
      1.14885    1.48189e-16    2.18195e-18
      1.15307    1.46379e-16    9.31812e-19
      1.15730    1.44391e-16    4.33429e-18
      1.16153    1.37054e-16    6.95320e-18
      1.16577    1.28014e-16    3.49086e-18
      1.17001    1.32908e-16    2.96063e-18
      1.17426    1.35095e-16    1.95084e-18
      1.17851    1.39524e-16    2.21949e-18
      1.18277    1.52440e-16    3.19035e-18
      1.18703    1.53278e-16    1.83992e-18
      1.19130    1.56497e-16    2.90509e-18
      1.19557    1.63567e-16    3.26030e-18
      1.19985    1.51594e-16    4.73841e-18
      1.20413    1.51469e-16    3.20314e-18
      1.20841    1.62206e-16    4.09407e-18
      1.21270    1.70787e-16    2.74557e-18
      1.21699    1.69913e-16    4.41656e-18
      1.22128    1.77019e-16    2.79209e-18
      1.22558    1.82676e-16    1.98407e-18
      1.22987    1.80407e-16    6.18233e-18
      1.23418    1.77232e-16    1.98806e-18
      1.23848    1.73086e-16    4.64972e-18
      1.24278    1.75086e-16    1.00564e-18
      1.24709    1.70699e-16    3.24741e-18
      1.25140    1.84373e-16    3.10328e-18
      1.25571    1.86274e-16    2.21508e-18
      1.26002    1.98030e-16    7.55070e-18
      1.26434    2.05274e-16    2.56458e-18
      1.26865    2.07758e-16    1.20326e-17
      1.27297    1.97828e-16    4.55689e-18
      1.27729    2.04176e-16    8.48253e-18
      1.28160    2.00069e-16    1.09578e-17
      1.28592    2.02435e-16    5.03909e-18
      1.29024    2.16829e-16    2.24184e-18
      1.29456    1.97537e-16    3.90694e-18
      1.29887    2.19009e-16    4.23038e-18
      1.30319    2.08592e-16    3.18703e-18
      1.30751    2.01848e-16    1.80910e-18
      1.31183    2.00433e-16    6.10898e-18
      1.31614    2.11252e-16    1.37042e-18
      1.32046    2.07396e-16    2.89026e-18
      1.32477    1.96080e-16    1.06396e-18
      1.32909    1.71208e-16    2.79138e-18
      1.33340    1.45358e-16    1.81917e-18
      1.33771    1.29037e-16    1.56973e-18
      1.34202    1.18396e-16    2.55542e-18
      1.34633    1.17987e-16    8.22333e-19
      1.35063    1.14031e-16    2.33371e-18
      1.35494    1.08505e-16    2.14053e-18
      1.35924    1.13374e-16    2.09945e-18
      1.36354    1.06251e-16    2.46412e-18
      1.36784    1.13810e-16    4.40334e-18
      1.37213    1.12382e-16    4.87614e-18
      1.37643    1.13511e-16    4.42479e-18
      1.38072    1.27758e-16    2.83561e-18
      1.38501    1.18373e-16    6.02848e-18
      1.38929    1.25704e-16    3.07822e-18
      1.39357    1.11654e-16    2.20066e-18
      1.39785    1.10933e-16    4.21309e-18
      1.40213    1.17073e-16    6.00700e-18
      1.40640    1.11241e-16    4.61986e-18
      1.41067    1.06205e-16    2.32296e-18
      1.41493    9.95151e-17    6.60324e-18
      1.41919    1.04649e-16    5.81829e-18
      1.42345    1.07886e-16    5.06711e-18
      1.42770    1.01860e-16    6.81472e-18
      1.43195    1.04155e-16    3.51150e-18
      1.43620    1.07668e-16    7.02946e-18
      1.44044    1.03332e-16    2.02110e-18
      1.44468    1.16313e-16    1.97003e-18
      1.44891    1.15577e-16    5.30809e-18
      1.45314    1.17489e-16    6.87789e-18
      1.45736    1.23872e-16    3.04048e-18
      1.46158    1.17879e-16    5.12866e-18
      1.46579    1.25861e-16    4.39450e-18
      1.47000    1.25258e-16    6.81739e-18
      1.47421    1.17330e-16    3.82320e-18
      1.47841    1.32936e-16    4.36698e-18
      1.48260    1.29482e-16    5.04053e-18
      1.48679    1.42408e-16    1.98464e-18
      1.49098    1.45135e-16    5.88208e-18
      1.49516    1.30142e-16    4.69757e-18
      1.49933    1.44627e-16    4.03952e-18
      1.50350    1.49623e-16    4.00926e-18
      1.50767    1.48417e-16    4.34908e-18
      1.51182    1.49782e-16    4.53132e-18
      1.51598    1.53281e-16    3.38731e-18
      1.52012    1.58787e-16    6.56343e-18
      1.52427    1.56894e-16    5.80382e-18
      1.52840    1.67174e-16    4.16178e-18
      1.53253    1.68249e-16    6.84615e-18
      1.53666    1.72916e-16    7.07036e-18
      1.54077    1.84480e-16    3.83309e-18
      1.54489    1.89098e-16    5.17903e-18
      1.54899    1.88313e-16    3.30817e-18
      1.55309    1.86136e-16    2.32261e-18
      1.55719    1.92971e-16    5.84683e-18
      1.56128    1.91320e-16    3.40894e-18
      1.56536    1.95774e-16    1.79053e-18
      1.56944    1.97221e-16    2.03923e-18
      1.57351    2.03455e-16    4.18774e-18
      1.57757    2.04184e-16    6.60672e-18
      1.58163    1.93877e-16    5.42639e-18
      1.58568    1.96093e-16    6.61997e-18
      1.58972    1.93030e-16    3.58892e-18
      1.59376    2.05931e-16    4.48764e-18
      1.59780    2.07264e-16    1.91719e-18
      1.60182    2.08236e-16    3.16386e-18
      1.60584    1.91798e-16    3.68913e-18
      1.60986    2.11800e-16    2.53957e-18
      1.61386    2.04728e-16    2.27133e-18
      1.61786    1.99830e-16    4.94554e-18
      1.62186    2.07267e-16    3.23573e-18
      1.62584    2.09930e-16    6.27297e-18
      1.62983    2.07956e-16    1.93398e-18
      1.63380    2.11809e-16    5.38491e-18
      1.63777    2.13017e-16    1.42333e-18
      1.64173    2.14464e-16    2.60439e-18
      1.64568    2.09306e-16    6.30543e-18
      1.64963    2.11587e-16    1.31352e-18
      1.65357    2.08521e-16    5.86088e-18
      1.65751    2.14307e-16    9.83890e-19
      1.66144    2.20790e-16    1.11980e-18
      1.66536    2.08258e-16    6.12628e-18
      1.66928    2.22677e-16    2.36717e-18
      1.67319    2.09049e-16    3.88588e-18
      1.67709    2.14907e-16    1.61690e-18
      1.68098    2.16415e-16    2.58816e-18
      1.68487    2.17320e-16    2.88345e-18
      1.68876    2.22066e-16    4.55077e-18
      1.69263    2.12744e-16    6.36959e-18
      1.69650    2.09258e-16    2.97103e-18
      1.70037    2.12485e-16    3.57086e-18
      1.70422    2.03659e-16    2.13088e-18
      1.70807    2.13327e-16    5.86731e-18
      1.71192    2.11235e-16    4.82873e-18
      1.71575    2.13982e-16    1.00578e-18
      1.71958    2.02260e-16    5.03976e-18
      1.72341    1.95951e-16    2.84514e-18
