# SpeX prism spectrum of cfht6 from Muench et al. 2007
# Lambda	Flux
0.65307300	0.28459531
0.65527700	0.24577290
0.65747202	0.20827630
0.65965801	0.023114299
0.66183701	0.14969350
0.66400801	-0.016682500
0.66617300	0.076163024
0.66833301	0.053212710
0.67048799	0.11831260
0.67264102	0.22175410
0.67478999	0.13194300
0.67693799	0.10508940
0.67908501	0.048243631
0.68123198	0.061823729
0.68337998	0.037468418
0.68552798	0.050882030
0.68767900	0.14889170
0.68983301	0.17513880
0.69198901	0.15554591
0.69415098	0.25719029
0.69631602	0.25493240
0.69848799	0.22676590
0.70066499	0.27422711
0.70284902	0.24263939
0.70503999	0.33092031
0.70723799	0.10713750
0.70944600	0.15513980
0.71166201	0.19999310
0.71388701	0.12395120
0.71612202	0.099198751
0.71836802	0.11416620
0.72062402	0.17480309
0.72289199	0.15838030
0.72517100	0.16441850
0.72746299	0.24259549
0.72976699	0.29663539
0.73208398	0.34091631
0.73441499	0.36086291
0.73675898	0.42696059
0.73911802	0.42706671
0.74148999	0.43519750
0.74387798	0.47732231
0.74628101	0.48619041
0.74869902	0.55980319
0.75113301	0.56325990
0.75358198	0.58332193
0.75604902	0.63087362
0.75853101	0.57267958
0.76102998	0.51840651
0.76354702	0.41924080
0.76607998	0.36301869
0.76863101	0.31057271
0.77120000	0.27172491
0.77378701	0.26326710
0.77639102	0.28935540
0.77901401	0.31653041
0.78165498	0.32638979
0.78431499	0.36626339
0.78699302	0.37059781
0.78968999	0.36875370
0.79240601	0.36698931
0.79514102	0.40721750
0.79789502	0.44166440
0.80066802	0.50967503
0.80346099	0.57906568
0.80627300	0.65381062
0.80910400	0.74142092
0.81195498	0.82771438
0.81482500	0.89741069
0.81771602	0.91972989
0.82062500	0.92138952
0.82355498	0.88942021
0.82650400	0.87547290
0.82947305	0.83359933
0.83246104	0.79466170
0.83546904	0.75750732
0.83849697	0.70376283
0.84154502	0.64492118
0.84461201	0.57615691
0.84769902	0.53852302
0.85080596	0.49094009
0.85393203	0.51978147
0.85707803	0.56248301
0.86024297	0.59524941
0.86342695	0.65017807
0.86663096	0.69825977
0.86985400	0.75035173
0.87309697	0.80224562
0.87635801	0.88797241
0.87963896	0.93259943
0.88293799	0.93915588
0.88625703	0.94969982
0.88959404	0.97898757
0.89295000	0.98809469
0.89632402	1.0105370
0.89971699	1.0576200
0.90312803	1.1300970
0.90655703	1.1847670
0.91000498	1.2354470
0.91347002	1.2900180
0.91695303	1.2992040
0.92045400	1.2471960
0.92397197	1.2342139
0.92750801	1.1724139
0.93106104	1.1299510
0.93463096	1.1228490
0.93821797	1.1508330
0.94182197	1.1958539
0.94544199	1.2459320
0.94907900	1.2704800
0.95273203	1.2928170
0.95640098	1.3094670
0.96008604	1.3374439
0.96378701	1.3507810
0.96750400	1.3688310
0.97123604	1.3652951
0.97498301	1.3767860
0.97874502	1.3877810
0.98252197	1.3844650
0.98631396	1.3820480
0.99012002	1.3848730
0.99394102	1.3903151
0.99777500	1.3890980
1.0016200	1.3986419
1.0054900	1.4207230
1.0093600	1.4505910
1.0132500	1.4599570
1.0171500	1.4832990
1.0210700	1.4964041
1.0250000	1.4934380
1.0289400	1.5036770
1.0328900	1.5177100
1.0368500	1.5424790
1.0408300	1.5376920
1.0448200	1.5429910
1.0488200	1.5333320
1.0528300	1.5175980
1.0568500	1.5219750
1.0608800	1.5282980
1.0649300	1.5405080
1.0689800	1.5857710
1.0730500	1.5972450
1.0771200	1.6436290
1.0812000	1.6729730
1.0853000	1.6731820
1.0894000	1.6399471
1.0935100	1.6151700
1.0976400	1.5984530
1.1017700	1.5811570
1.1059000	1.5686580
1.1100500	1.5440350
1.1142100	1.5510700
1.1183700	1.5581050
1.1225400	1.5644890
1.1267200	1.5696750
1.1309000	1.5561820
1.1351000	1.5517009
1.1392900	1.5312520
1.1435000	1.5366380
1.1477100	1.5373410
1.1519300	1.5594500
1.1561600	1.5605260
1.1603900	1.5559371
1.1646200	1.5386750
1.1688700	1.5295320
1.1731100	1.5230520
1.1773700	1.5092920
1.1816200	1.4899830
1.1858800	1.4804000
1.1901500	1.4712570
1.1944200	1.4671561
1.1987000	1.4649720
1.2029700	1.4657160
1.2072600	1.4771620
1.2115400	1.4983490
1.2158300	1.5132400
1.2201200	1.5324740
1.2244200	1.5251920
1.2287100	1.5276420
1.2330200	1.5165850
1.2373200	1.4940110
1.2416200	1.4827580
1.2459300	1.4765550
1.2502400	1.4754210
1.2545500	1.4854569
1.2588600	1.5049210
1.2631700	1.5188950
1.2674900	1.5350360
1.2718000	1.5491250
1.2761200	1.5273570
1.2804400	1.5179321
1.2847600	1.5081570
1.2890700	1.5144750
1.2933900	1.5190860
1.2977100	1.5279580
1.3020300	1.5263950
1.3063500	1.5136110
1.3106600	1.5148360
1.3149800	1.5021670
1.3192900	1.4759170
1.3236100	1.4421710
1.3279200	1.3673530
1.3322400	1.3023109
1.3365500	1.2272520
1.3408600	1.1651490
1.3451700	1.1164950
1.3494700	1.1087530
1.3537800	1.1031960
1.3580800	1.1176320
1.3623800	1.1092260
1.3666800	1.1250360
1.3709800	1.1141000
1.3752700	1.1002120
1.3795600	1.0867569
1.3838500	1.0814320
1.3881300	1.0794340
1.3924200	1.0493751
1.3967000	1.0155801
1.4009700	0.99073583
1.4052500	0.97109503
1.4095100	0.94999683
1.4137800	0.93190593
1.4180400	0.91405261
1.4223000	0.89098179
1.4265600	0.88315052
1.4308100	0.87056839
1.4350500	0.86813217
1.4393000	0.87233943
1.4435300	0.87205440
1.4477700	0.86694717
1.4520000	0.87044132
1.4562200	0.86905003
1.4604400	0.86021018
1.4646600	0.84872669
1.4688700	0.83680367
1.4730800	0.83349568
1.4772800	0.83206552
1.4814700	0.82913691
1.4856600	0.83421278
1.4898500	0.83929360
1.4940300	0.84343833
1.4982100	0.83642858
1.5023800	0.83945221
1.5065400	0.84164453
1.5107000	0.84697181
1.5148600	0.85372031
1.5190100	0.85797727
1.5231500	0.85663652
1.5272900	0.86351001
1.5314200	0.85984099
1.5355400	0.86241651
1.5396600	0.86199361
1.5437800	0.86716259
1.5478900	0.86855221
1.5519900	0.87071311
1.5560800	0.87266767
1.5601700	0.88506311
1.5642600	0.87947887
1.5683400	0.89224279
1.5724100	0.89728171
1.5764700	0.91174501
1.5805300	0.91233379
1.5845900	0.91616857
1.5886300	0.91318429
1.5926700	0.92941147
1.5967100	0.93638408
1.6007400	0.94840109
1.6047600	0.94917452
1.6087700	0.94702351
1.6127800	0.94318748
1.6167800	0.94681299
1.6207800	0.95647132
1.6247700	0.96333241
1.6287500	0.96320158
1.6327300	0.96364450
1.6367000	0.96521872
1.6406600	0.97021347
1.6446199	0.97664082
1.6485699	0.98790038
1.6525100	0.99319500
1.6564500	1.0051171
1.6603801	1.0054280
1.6643000	1.0062640
1.6682199	1.0099280
1.6721301	1.0117940
1.6760400	1.0012259
1.6799301	1.0037839
1.6838301	1.0005940
1.6877100	1.0039330
1.6915900	0.99689549
1.6954600	0.99170178
1.6993199	0.98276567
1.7031801	0.96568137
1.7070301	0.94588012
1.7108801	0.93774438
1.7147199	0.90935612
1.7185500	0.89970303
1.7223801	0.88293242
1.7262000	0.87493980
1.7300100	0.85749912
1.7338199	0.84389752
1.7376199	0.83578002
1.7414100	0.82816273
