# SpeX prism spectrum of cfht6 from Muench et al. 2007
# Lambda	Flux
1.7452000	0.81424522
1.7489801	0.79640788
1.7527500	0.78644919
1.7565199	0.77638102
1.7602801	0.74959308
1.7640400	0.74312979
1.7677900	0.73483813
1.7715301	0.72181320
1.7752699	0.70477980
1.7790000	0.69610709
1.7827199	0.68216449
1.7864400	0.67589217
1.7901500	0.66968542
1.7938600	0.66769832
1.7975600	0.65318018
1.8012500	0.65272969
1.8049400	0.64693260
1.8086199	0.65275472
1.8123000	0.64127398
1.8159699	0.64388132
1.8196301	0.65276432
1.8232900	0.65378869
1.8269400	0.65719217
1.8305900	0.64820540
1.8342301	0.65396059
1.8378699	0.64904362
1.8414900	0.63739061
1.8451199	0.63236767
1.8487301	0.61580908
1.8523500	0.59547287
1.8559500	0.58666319
1.8595500	0.58864528
1.8631500	0.58146763
1.8667400	0.57521510
1.8703199	0.56162453
1.8739000	0.56563878
1.8774699	0.57833058
1.8810400	0.58950722
1.8846000	0.57212102
1.8881600	0.57760471
1.8917100	0.57524782
1.8952600	0.57536918
1.8988000	0.57338142
1.9023301	0.57164180
1.9058600	0.58881712
1.9093900	0.58523601
1.9129100	0.58164620
1.9164199	0.57467908
1.9199301	0.57650352
1.9234301	0.56383801
1.9269301	0.55761957
1.9304301	0.55133498
1.9339199	0.55454367
1.9374000	0.54820371
1.9408801	0.53806561
1.9443500	0.53658420
1.9478199	0.53518760
1.9512801	0.53530753
1.9547400	0.52715838
1.9582000	0.52792650
1.9616500	0.53272730
1.9650900	0.53265673
1.9685301	0.52003437
1.9719600	0.51481450
1.9753900	0.49950680
1.9788199	0.48888421
1.9822400	0.47747651
1.9856600	0.47452021
1.9890699	0.47863430
1.9924699	0.48171589
1.9958699	0.48590329
1.9992699	0.48296890
2.0026600	0.49402520
2.0060500	0.49474600
2.0094301	0.49987859
2.0128100	0.50367278
2.0161801	0.49712431
2.0195500	0.48636451
2.0229199	0.47997701
2.0262801	0.47910669
2.0296301	0.47260991
2.0329801	0.46560559
2.0363301	0.46399021
2.0396699	0.46120790
2.0430100	0.46066570
2.0463400	0.46635839
2.0496699	0.46631911
2.0529900	0.46563300
2.0563100	0.46848390
2.0596199	0.46859881
2.0629301	0.46871439
2.0662400	0.46429569
2.0695400	0.46304771
2.0728301	0.46510649
2.0761199	0.46108171
2.0794100	0.46037489
2.0826900	0.46026599
2.0859699	0.46103621
2.0892500	0.45783469
2.0925100	0.46057510
2.0957801	0.46249399
2.0990400	0.46220371
2.1022900	0.45970780
2.1055500	0.45918471
2.1087900	0.46397039
2.1120301	0.46019271
2.1152699	0.46504471
2.1185000	0.46586230
2.1217301	0.46514961
2.1249500	0.46916851
2.1281699	0.46863499
2.1313900	0.46689299
2.1346000	0.46810129
2.1378000	0.46679381
2.1410000	0.46865880
2.1442000	0.46956259
2.1473900	0.47273219
2.1505801	0.47573060
2.1537600	0.47083229
2.1569301	0.47384000
2.1601100	0.47510189
2.1632699	0.48034960
2.1664400	0.47841921
2.1696000	0.47978339
2.1727500	0.47804701
2.1759000	0.47609979
2.1790400	0.47763100
2.1821801	0.47691691
2.1853100	0.47495249
2.1884400	0.48109630
2.1915699	0.48227811
2.1946900	0.48387730
2.1978000	0.48827931
2.2009100	0.48271331
2.2040199	0.48770911
2.2071199	0.48446831
2.2102100	0.48126471
2.2133000	0.48594400
2.2163900	0.48683450
2.2194699	0.49172479
2.2225400	0.48749819
2.2256100	0.48800790
2.2286699	0.48624131
2.2317301	0.48958650
2.2347900	0.49133670
2.2378400	0.48893610
2.2408801	0.49087459
2.2439199	0.49466640
2.2469600	0.49252179
2.2499900	0.49307629
2.2530100	0.49566999
2.2560301	0.49445069
2.2590400	0.48979220
2.2620500	0.49123731
2.2650500	0.48471311
2.2680500	0.48307171
2.2710500	0.48499340
2.2740301	0.48370740
2.2770199	0.48337549
2.2799900	0.48346171
2.2829699	0.48482290
2.2859301	0.48545471
2.2888900	0.47715199
2.2918500	0.47052100
2.2948000	0.45887709
2.2977500	0.45151961
2.3006900	0.44219291
2.3036301	0.44322729
2.3065600	0.44656691
2.3094801	0.44149771
2.3124000	0.44363111
2.3153199	0.44216770
2.3182301	0.43222901
2.3211301	0.42771050
2.3240301	0.42330009
2.3269301	0.41496670
2.3298199	0.40812019
2.3327000	0.40930840
2.3355801	0.41008741
2.3384600	0.41073400
2.3413301	0.41198969
2.3442000	0.41313291
2.3470600	0.40797520
2.3499100	0.40122631
2.3527600	0.39117071
2.3556100	0.38432589
2.3584500	0.38211980
2.3612900	0.38127989
2.3641199	0.38396281
2.3669500	0.38795871
2.3697801	0.39072290
2.3726000	0.38959149
2.3754100	0.38486549
2.3782199	0.38316330
2.3810301	0.37186921
2.3838301	0.36416611
2.3866301	0.35869649
2.3894301	0.35529211
2.3922199	0.35231271
2.3950100	0.35479790
2.3977900	0.35491970
2.4005801	0.34944719
2.4033500	0.34629229
2.4061301	0.33655870
2.4089000	0.33366260
2.4116699	0.32953379
2.4144400	0.32278949
2.4172000	0.32449991
2.4199600	0.31981170
2.4227199	0.31811529
2.4254699	0.31533849
2.4282301	0.31303719
2.4309801	0.31040230
2.4337301	0.30573669
2.4364801	0.30332649
2.4392301	0.30207089
2.4419801	0.29440340
2.4447199	0.29310179
2.4474699	0.28816691
2.4502100	0.28406641
2.4529500	0.28287321
2.4557000	0.27882099
2.4584400	0.27507111
2.4611801	0.27387461
2.4639301	0.27244180
2.4666699	0.27055639
2.4694199	0.27092189
2.4721699	0.26881340
2.4749199	0.26477349
2.4776699	0.26451930
2.4804199	0.25944361
2.4831801	0.25915700
2.4859400	0.25475740
2.4887000	0.25452831
2.4914600	0.26065791
2.4942301	0.25810400
2.4970000	0.25584969
2.4997801	0.25061181
2.5025600	0.24937931
2.5053500	0.24567780
2.5081400	0.24637650
2.5109400	0.23862299
2.5137400	0.24127971
2.5165500	0.24947929
2.5193699	0.24708010
2.5222000	0.24736869
2.5250301	0.24572320
2.5278699	0.24663700
2.5307199	0.25136700
2.5335801	0.24280760
2.5364500	0.25259829
2.5393301	0.25833049
2.5422199	0.25309449
2.5451199	0.23605929
2.5480301	0.24809860
2.5509600	0.25674421
2.5539000	0.21551260
2.5568500	0.23197010
2.5598199	0.24777010
2.5628000	0.25813439
