# SpeX prism spectrum of kpno1 from Muench et al. 2007
# Lambda	Flux
0.65259502	-1.1254770
0.65480200	0.92713177
0.65699902	0.84006071
0.65918701	-0.46260810
0.66136602	0.11678240
0.66353901	0.63302791
0.66570498	-0.55053449
0.66786602	0.71531552
0.67002300	0.040052220
0.67217598	0.41281509
0.67432598	-0.0085757887
0.67647402	-0.72726089
0.67862100	-0.26836029
0.68076802	-0.067415223
0.68291499	0.092280470
0.68506401	-0.062446311
0.68721401	0.25794259
0.68936699	-0.15164229
0.69152300	0.32695761
0.69368301	1.1530260
0.69584800	0.36622021
0.69801802	-0.25359210
0.70019399	0.29984030
0.70237598	0.43094301
0.70456499	0.53404212
0.70676201	0.48324361
0.70896802	0.37839541
0.71118198	0.080503680
0.71340498	0.0030883150
0.71563799	-0.0041214521
0.71788101	0.33543870
0.72013501	-0.25430429
0.72240098	0.095610477
0.72467798	-0.22839320
0.72696699	0.35960320
0.72926802	0.22848460
0.73158198	0.33582619
0.73391001	0.14743321
0.73625098	0.41057810
0.73860601	-0.15511630
0.74097598	0.40500459
0.74336099	0.33308351
0.74576001	-0.048736271
0.74817500	0.33929059
0.75060498	0.47332981
0.75305098	0.37259051
0.75551401	0.41689569
0.75799302	0.49461100
0.76048901	0.34381101
0.76300098	0.29755050
0.76553101	0.55924302
0.76807798	0.36800489
0.77064302	0.011402800
0.77322598	0.068791270
0.77582700	0.10003730
0.77844502	0.17992111
0.78108301	0.19037770
0.78373799	0.26720020
0.78641201	0.27081299
0.78910498	0.32048789
0.79181699	0.24408770
0.79454800	0.14044510
0.79729800	0.24296950
0.80006699	0.30703130
0.80285498	0.28434110
0.80566299	0.49747089
0.80848999	0.62656760
0.81133701	0.59171158
0.81420298	0.61694741
0.81708901	0.56003308
0.81999502	0.70096999
0.82292002	0.66368032
0.82586504	0.59148479
0.82882900	0.52363700
0.83181299	0.56868392
0.83481699	0.53221750
0.83784102	0.54767579
0.84088398	0.49540120
0.84394697	0.40746069
0.84702998	0.32813069
0.85013203	0.32462949
0.85325400	0.26956710
0.85639600	0.34384030
0.85955703	0.39997700
0.86273701	0.35347420
0.86593701	0.46541479
0.86915596	0.38389120
0.87239404	0.46433711
0.87565195	0.54355752
0.87892803	0.65965933
0.88222402	0.76779032
0.88553799	0.68535697
0.88887100	0.72226071
0.89222305	0.79658568
0.89559297	0.84910011
0.89898203	0.86969101
0.90238896	0.89017689
0.90581504	0.89856702
0.90925801	1.0110230
0.91271904	1.0588059
0.91619902	1.1462390
0.91969600	1.0327780
0.92320996	1.0524590
0.92674199	0.93787152
0.93029199	0.96325332
0.93385801	0.90140200
0.93744102	0.90813482
0.94104102	0.95256239
0.94465801	0.97801322
0.94829102	1.1100219
0.95194102	1.0857880
0.95560703	1.0957270
0.95928799	1.1465120
0.96298604	1.1836480
0.96669902	1.1676590
0.97042803	1.2144870
0.97417197	1.2157600
0.97792998	1.2891060
0.98170400	1.2628700
0.98549297	1.2478750
0.98929600	1.2736300
0.99311299	1.2841940
0.99694502	1.3331900
1.0007900	1.2580310
1.0046500	1.3119920
1.0085200	1.3664230
1.0124100	1.3397480
1.0163100	1.3432480
1.0202200	1.4038150
1.0241500	1.4210680
1.0280800	1.4768790
1.0320300	1.4105240
