# SpeX prism spectrum of kpno1 from Muench et al. 2007
# Lambda	Flux
1.0360000	1.4561290
1.0399700	1.4348960
1.0439600	1.4308270
1.0479500	1.4589680
1.0519600	1.4000640
1.0559800	1.3438730
1.0600100	1.3606470
1.0640500	1.3391140
1.0681000	1.3915670
1.0721700	1.4445540
1.0762400	1.5423790
1.0803200	1.5321730
1.0844100	1.6413800
1.0885100	1.6148330
1.0926200	1.6129550
1.0967400	1.5702500
1.1008700	1.5328670
1.1050100	1.5359150
1.1091500	1.5165230
1.1133100	1.4728481
1.1174700	1.4902960
1.1216400	1.4899020
1.1258100	1.5040860
1.1300000	1.4770319
1.1341900	1.4823750
1.1383900	1.4715780
1.1425900	1.5124880
1.1468000	1.5093800
1.1510200	1.5440470
1.1552400	1.5307320
1.1594700	1.5833290
1.1637100	1.5210330
1.1679500	1.5372670
1.1721900	1.4842910
1.1764500	1.4712920
1.1807000	1.4314359
1.1849600	1.4248730
1.1892300	1.4139680
1.1935000	1.3961520
1.1977700	1.4133830
1.2020500	1.3980900
1.2063300	1.3959540
1.2106100	1.4080070
1.2149000	1.4668490
1.2191900	1.5086530
1.2234900	1.5197570
1.2277900	1.5235530
1.2320900	1.5059170
1.2363900	1.5244720
1.2406900	1.4723840
1.2450000	1.4630320
1.2493100	1.4483290
1.2536200	1.4794270
1.2579300	1.4678910
1.2622400	1.4896250
1.2665600	1.4893080
1.2708700	1.5376130
1.2751900	1.5421540
1.2795000	1.5370280
1.2838200	1.5414320
1.2881400	1.5302950
1.2924600	1.5478491
1.2967800	1.5634660
1.3010900	1.5517360
1.3054100	1.5380549
1.3097300	1.5212730
1.3140500	1.5293870
1.3183600	1.4944080
1.3226800	1.4833910
1.3269900	1.4092320
1.3313000	1.3335130
1.3356200	1.2380930
1.3399300	1.1192900
1.3442400	1.0276500
1.3485400	1.0158000
1.3528500	0.95975113
1.3571500	0.99706137
1.3614500	0.93943638
1.3657500	0.94253820
1.3700500	0.89448798
1.3743400	0.87980908
1.3786300	0.92312711
1.3829200	0.91224140
1.3872100	0.90700752
1.3914900	0.89320737
1.3957700	0.87796402
1.4000500	0.89356792
1.4043200	0.82080078
1.4085900	0.81279129
1.4128600	0.78784633
1.4171200	0.79375023
1.4213800	0.76360983
1.4256400	0.78637791
1.4298900	0.75259638
1.4341300	0.78930211
1.4383800	0.78629702
1.4426200	0.76915002
1.4468500	0.75991440
1.4510800	0.78763962
1.4553100	0.78297818
1.4595300	0.77386081
1.4637500	0.77739918
1.4679600	0.77813917
1.4721700	0.75195670
1.4763700	0.74193418
1.4805700	0.74606258
1.4847600	0.76015288
1.4889500	0.76829249
1.4931300	0.79820698
1.4973100	0.78368479
1.5014800	0.80091840
1.5056400	0.77880919
1.5098000	0.79778522
1.5139600	0.79162508
1.5181100	0.81513113
1.5222500	0.80568308
1.5263900	0.82853973
1.5305200	0.83007610
1.5346500	0.82741362
1.5387700	0.83584720
1.5428900	0.84035897
1.5470000	0.83258110
1.5511000	0.84542072
1.5552000	0.84052038
1.5592900	0.85748649
1.5633800	0.85649002
1.5674600	0.87840462
1.5715300	0.88458687
1.5756000	0.89276552
1.5796600	0.88904297
1.5837100	0.91700703
1.5877600	0.90773052
1.5918000	0.92046010
1.5958400	0.92696363
1.5998700	0.95373273
1.6038900	0.93297428
1.6079100	0.94219470
1.6119200	0.93362677
1.6159200	0.94710088
1.6199200	0.95179421
1.6239100	0.97718728
1.6278900	0.96548349
1.6318700	0.99248958
1.6358400	0.95640981
1.6398100	0.97665328
1.6437600	0.96967483
1.6477199	0.98367208
1.6516600	0.99172372
1.6556000	0.99583071
1.6595301	1.0001570
1.6634600	1.0289210
1.6673699	1.0029540
1.6712900	1.0260010
1.6751900	1.0014910
1.6790900	1.0239750
1.6829801	1.0175411
1.6868699	1.0114141
1.6907500	1.0050070
1.6946199	0.99812269
1.6984900	0.97955441
1.7023500	0.97512949
1.7062000	0.96396881
1.7100500	0.95016950
1.7138900	0.92760098
1.7177199	0.91766143
1.7215500	0.89909250
1.7253699	0.87861550
1.7291900	0.85418200
1.7329900	0.85211939
1.7367900	0.83295149
1.7405900	0.82707661
1.7443801	0.79671758
1.7481600	0.79831052
1.7519400	0.78294110
1.7557100	0.77859920
1.7594699	0.76669008
1.7632301	0.75368828
1.7669801	0.73587501
1.7707199	0.71339887
1.7744600	0.70743889
1.7781900	0.70526987
1.7819199	0.67653418
1.7856400	0.65810639
1.7893500	0.65537280
1.7930600	0.64637047
1.7967600	0.62338728
1.8004600	0.62222481
1.8041400	0.61797309
1.8078301	0.60030657
1.8115000	0.61055648
1.8151801	0.61671048
1.8188400	0.60121220
1.8225000	0.58518249
1.8261500	0.58350462
1.8298000	0.57675338
1.8334400	0.60624272
1.8370801	0.59744000
1.8407100	0.56366509
1.8443301	0.56171292
1.8479500	0.52632350
1.8515699	0.54449910
1.8551699	0.51109642
1.8587801	0.50378412
1.8623699	0.50341088
1.8659600	0.51940107
1.8695500	0.53459811
1.8731301	0.52737361
1.8767000	0.47955289
1.8802699	0.47065899
1.8838301	0.49424180
1.8873900	0.52157140
1.8909400	0.51178098
1.8944900	0.52624291
1.8980301	0.52902389
1.9015699	0.52855319
1.9051000	0.52409017
1.9086301	0.51441473
1.9121500	0.54554039
1.9156600	0.52048153
1.9191699	0.51281953
1.9226801	0.53784478
1.9261801	0.53240287
1.9296699	0.53048158
1.9331600	0.51605612
1.9366500	0.50737011
1.9401301	0.50719059
1.9436000	0.50151479
1.9470699	0.51196301
1.9505400	0.50515640
1.9540000	0.49869159
1.9574500	0.51573688
1.9609000	0.48335361
1.9643500	0.52210742
1.9677900	0.51687789
1.9712199	0.50073123
1.9746500	0.48371229
1.9780801	0.48372051
1.9815000	0.46007019
1.9849199	0.45164400
1.9883301	0.44810089
1.9917400	0.45768309
1.9951400	0.46016419
1.9985400	0.46983171
2.0019301	0.47262639
2.0053199	0.45584819
2.0087000	0.42361611
2.0120801	0.44449800
2.0154500	0.47538841
2.0188199	0.44966781
2.0221900	0.45111269
2.0255500	0.46071550
2.0289100	0.46425220
2.0322600	0.46445531
2.0356000	0.46259779
2.0389500	0.45270431
2.0422801	0.45147780
2.0456199	0.42528689
2.0489500	0.45121950
2.0522699	0.45767561
2.0555900	0.44493520
2.0589100	0.43978381
2.0622199	0.44987789
2.0655199	0.45649201
2.0688199	0.47001010
2.0721199	0.44220251
2.0754100	0.43999729
2.0787000	0.45391980
2.0819801	0.45841271
2.0852600	0.45928931
2.0885400	0.44539729
2.0918100	0.46093759
2.0950699	0.45532191
2.0983301	0.46782151
2.1015900	0.46437359
2.1048400	0.47395349
2.1080900	0.47721419
2.1113301	0.47910610
2.1145699	0.46163759
2.1178000	0.47404331
2.1210301	0.47472590
2.1242600	0.47553781
2.1274801	0.48367161
2.1306900	0.47345901
2.1339000	0.47654721
2.1371100	0.48372841
2.1403100	0.48511171
2.1435100	0.48336050
2.1467000	0.47669110
2.1498900	0.48923939
2.1530699	0.48957351
2.1562500	0.48920569
2.1594199	0.49987039
2.1625900	0.49661240
2.1657500	0.50351322
2.1689100	0.51170582
2.1720699	0.50209892
2.1752199	0.50597179
2.1783600	0.48781139
2.1815000	0.49880350
2.1846400	0.50705183
2.1877699	0.49739751
2.1908900	0.50903940
2.1940100	0.49652639
2.1971301	0.50694650
2.2002400	0.51110262
2.2033400	0.49554181
2.2064500	0.50479549
2.2095400	0.49408409
2.2126301	0.49248070
2.2157199	0.49658740
2.2188000	0.51221758
2.2218801	0.51185483
2.2249500	0.51331699
2.2280100	0.51178187
2.2310699	0.51286012
2.2341301	0.51753592
2.2371801	0.50333160
2.2402301	0.50827527
2.2432699	0.51989102
2.2463000	0.50216818
2.2493301	0.50450110
2.2523600	0.50823301
2.2553801	0.51061863
2.2583900	0.50235462
2.2614000	0.51429272
2.2644100	0.50304961
2.2674100	0.50142252
2.2704000	0.49798691
2.2733900	0.51335418
2.2763699	0.50420922
2.2793500	0.49496600
2.2823199	0.50685972
2.2852900	0.50207877
2.2882500	0.49760619
2.2912100	0.48623651
2.2941699	0.47065249
2.2971100	0.45908120
2.3000600	0.45713580
2.3029900	0.45652539
2.3059199	0.45187140
2.3088500	0.45950779
2.3117699	0.48038179
2.3146900	0.45662901
2.3176000	0.44798651
2.3205100	0.43734080
2.3234100	0.42234001
2.3263000	0.44110501
2.3292000	0.42291319
2.3320801	0.41577569
2.3349600	0.41681951
2.3378400	0.43326131
2.3407100	0.42256519
2.3435801	0.42335701
2.3464400	0.39822641
2.3493000	0.41469249
2.3521500	0.39569291
2.3550000	0.37383240
2.3578400	0.38862589
2.3606801	0.36522821
2.3635100	0.37682661
2.3663400	0.38528961
2.3691699	0.39924109
2.3719900	0.37941149
2.3748000	0.37657091
2.3776100	0.38623211
2.3804199	0.39764789
2.3832301	0.37042791
2.3860301	0.35310510
2.3888199	0.36444321
2.3916199	0.35135940
2.3944100	0.34765911
2.3971900	0.36084381
2.3999699	0.35085660
2.4027500	0.34963691
2.4055301	0.35042569
2.4083000	0.34669140
2.4110699	0.33437651
2.4138400	0.32545361
2.4166000	0.33007079
2.4193600	0.31308880
2.4221199	0.31696141
2.4248801	0.32658681
2.4276301	0.31174171
2.4303900	0.29420111
2.4331400	0.31301329
2.4358900	0.30720150
2.4386400	0.28980991
2.4413801	0.29516399
2.4441301	0.28527501
2.4468699	0.29828590
2.4496199	0.28054041
2.4523600	0.28304160
2.4551000	0.28267631
2.4578500	0.26447901
2.4605900	0.27861381
2.4633400	0.25445941
2.4660801	0.27295581
2.4688301	0.25452310
2.4715699	0.26241449
2.4743199	0.24608150
2.4770699	0.24070150
2.4798301	0.26959601
2.4825801	0.23772080
2.4853400	0.23791111
2.4881000	0.25750360
2.4908600	0.25062579
2.4936301	0.28296861
2.4964000	0.21726300
2.4991801	0.22225440
2.5019600	0.23935470
2.5047500	0.22592400
2.5075400	0.24022301
2.5103301	0.24172699
2.5131400	0.21150561
2.5159400	0.19108760
2.5187600	0.21764770
2.5215801	0.16027020
2.5244199	0.27453709
2.5272600	0.16959430
2.5301000	0.21425261
2.5329600	0.27830791
2.5358301	0.21582380
2.5387100	0.28492779
2.5415900	0.24610370
2.5444900	0.17264470
2.5474000	0.14567210
2.5503301	0.23390420
2.5532600	0.21579720
2.5562100	0.16429120
2.5591699	0.28107280
2.5621500	0.22254820
