# SpeX prism spectrum of kpno6 from Muench et al. 2007
# Lambda	Flux
0.85809297	0.33538169
0.86126396	0.38748100
0.86445498	0.45495960
0.86766504	0.45890599
0.87089404	0.49285269
0.87414297	0.63459468
0.87741104	0.64697862
0.88069697	0.68016148
0.88400303	0.65437442
0.88732695	0.73435807
0.89067100	0.76269108
0.89403203	0.83776939
0.89741299	0.81647909
0.90081104	0.89113158
0.90422803	0.87463111
0.90766396	0.97124612
0.91111699	1.0603679
0.91458799	1.1611910
0.91807695	1.0845720
0.92158301	1.1458820
0.92510703	1.0404410
0.92864805	1.0294350
0.93220703	0.97616363
0.93578203	0.92513889
0.93937500	0.94750738
0.94298398	0.96958888
0.94660898	1.0374030
0.95025098	1.1036110
0.95390996	1.0824960
0.95758398	1.1516440
0.96127402	1.1871660
0.96497998	1.1762930
0.96870195	1.1906070
0.97243896	1.2407430
0.97619102	1.2479210
0.97995703	1.2727870
0.98373896	1.2387559
0.98753604	1.3034700
0.99134600	1.2482060
0.99517100	1.2881590
0.99901104	1.3052850
1.0028600	1.3067050
1.0067300	1.3092340
1.0106100	1.3274320
1.0145000	1.3287910
1.0184100	1.4147770
1.0223300	1.4056380
1.0262600	1.4264801
1.0302100	1.4079310
1.0341600	1.4194090
1.0381300	1.4396850
1.0421100	1.4559309
1.0461000	1.4432110
1.0501100	1.3825650
1.0541200	1.3429670
1.0581500	1.3470581
1.0621800	1.3264771
1.0662300	1.3826940
1.0702900	1.4223640
1.0743500	1.4740959
1.0784300	1.5222260
1.0825200	1.5974420
1.0866200	1.6008630
1.0907200	1.6405110
1.0948400	1.6250570
1.0989600	1.6068970
1.1030900	1.5396940
1.1072400	1.5462810
1.1113900	1.5005840
1.1155400	1.5022711
1.1197100	1.4926560
1.1238800	1.5007350
1.1280600	1.4691960
1.1322500	1.4779760
1.1364400	1.4805930
1.1406500	1.4777540
1.1448500	1.4524471
1.1490700	1.4970150
1.1532900	1.5152110
1.1575200	1.5076669
1.1617500	1.5104990
1.1659900	1.5114410
1.1702300	1.5062420
1.1744800	1.4648280
1.1787300	1.4473720
1.1829900	1.4134190
1.1872500	1.3849030
1.1915200	1.3948700
1.1957900	1.3538820
1.2000700	1.3845030
1.2043500	1.3780370
1.2086300	1.4117540
1.2129200	1.4350790
1.2172100	1.4643530
1.2215000	1.4726650
1.2258000	1.5019040
1.2301000	1.5106900
1.2344000	1.5313210
1.2387000	1.4696110
1.2430100	1.4617180
1.2473100	1.4426481
1.2516200	1.4347219
1.2559300	1.4471320
1.2602500	1.4792720
1.2645600	1.4976660
1.2688800	1.5335310
1.2731900	1.5291340
1.2775100	1.5516970
1.2818300	1.5428400
1.2861400	1.5283880
1.2904600	1.5162190
1.2947800	1.5408781
1.2991000	1.5474859
1.3034200	1.5330440
1.3077300	1.5395410
1.3120500	1.5121170
1.3163700	1.5128649
1.3206800	1.4950490
1.3250000	1.4448020
1.3293100	1.3803300
1.3336200	1.2822590
1.3379300	1.1885660
1.3422400	1.0941761
1.3465500	1.0399539
1.3508600	1.0098300
1.3551600	1.0000221
1.3594600	0.96759558
1.3637600	0.93441701
1.3680600	0.89363039
1.3723600	0.86271071
1.3766500	0.92594773
1.3809400	0.93367672
1.3852300	0.90725112
1.3895100	0.90494150
1.3937900	0.89100558
1.3980700	0.89272732
1.4023500	0.85206640
1.4066200	0.86780030
1.4108900	0.83508551
1.4151500	0.84170419
1.4194100	0.79414767
1.4236700	0.80077589
1.4279200	0.79053211
1.4321700	0.77056259
1.4364200	0.78182590
1.4406600	0.77666879
1.4448900	0.79196829
1.4491300	0.79994649
1.4533600	0.79785627
1.4575800	0.79864192
1.4618000	0.80657208
1.4660100	0.79776877
1.4702200	0.78212333
1.4744300	0.76292098
1.4786300	0.77005112
1.4828200	0.75946671
1.4870100	0.78920537
1.4912000	0.79168928
1.4953700	0.80827588
1.4995500	0.79558009
1.5037200	0.78562373
1.5078800	0.81960630
1.5120400	0.81834722
1.5161900	0.84293783
1.5203400	0.82959843
1.5244800	0.84298950
1.5286100	0.84901059
1.5327400	0.85310018
1.5368700	0.85396838
1.5409900	0.85595793
1.5451000	0.86605787
1.5492100	0.89287341
1.5533100	0.85896611
1.5574000	0.89022952
1.5614900	0.89212078
1.5655700	0.89021689
1.5696500	0.91042811
1.5737200	0.89936841
1.5777800	0.89883792
1.5818400	0.91918617
1.5858900	0.92996651
1.5899300	0.93224698
1.5939700	0.92353648
1.5980000	0.94430530
1.6020300	0.94134599
1.6060500	0.95677888
1.6100600	0.94874758
1.6140700	0.93816203
1.6180700	0.94196028
1.6220600	0.94862539
1.6260500	0.94682282
1.6300300	0.98444909
1.6340100	0.97838539
1.6379700	0.96353722
1.6419301	0.98026270
1.6458900	0.97302932
1.6498400	0.99090672
1.6537801	1.0071239
1.6577100	0.99834007
1.6616400	1.0173510
1.6655600	0.99827683
1.6694801	0.99182320
1.6733900	1.0138780
1.6772900	1.0009190
1.6811900	0.99897099
1.6850699	0.99177557
1.6889600	0.99320233
1.6928301	0.99954963
1.6967000	0.97088617
1.7005600	0.97789258
1.7044199	0.96604413
1.7082699	0.95119101
1.7121100	0.93578762
1.7159500	0.91986120
1.7197801	0.89471978
1.7236100	0.88614082
1.7274199	0.87593371
1.7312301	0.85674149
1.7350400	0.84994632
1.7388400	0.83537048
1.7426301	0.81538379
1.7464100	0.79553390
1.7501900	0.79605949
1.7539600	0.79839891
1.7577301	0.77249128
1.7614900	0.76497549
1.7652400	0.74318600
1.7689900	0.72034383
1.7727301	0.70818782
1.7764699	0.71978557
1.7802000	0.69459468
1.7839199	0.68447328
1.7876301	0.67010820
1.7913500	0.66992640
1.7950500	0.64033532
1.7987500	0.64956307
1.8024400	0.64536232
1.8061301	0.63469142
1.8098100	0.62658769
1.8134801	0.62648821
1.8171500	0.61260581
1.8208100	0.61435068
1.8244699	0.61244160
1.8281199	0.61381280
1.8317600	0.60661691
1.8354000	0.59872788
1.8390301	0.58439392
1.8426600	0.55299580
1.8462801	0.51412672
1.8499000	0.54473138
1.8535100	0.51044518
1.8571100	0.50878239
1.8607100	0.50492191
1.8643000	0.52523059
1.8678900	0.50491881
1.8714699	0.55734628
1.8750500	0.48803481
1.8786199	0.50437701
1.8821900	0.51966918
1.8857500	0.53553551
1.8893000	0.52924669
1.8928500	0.52038890
1.8963900	0.53068870
1.8999301	0.54945141
1.9034699	0.52539527
1.9070000	0.51478761
1.9105199	0.53461158
1.9140400	0.55097950
1.9175500	0.52447587
1.9210600	0.52566421
1.9245600	0.52080530
1.9280600	0.54470462
1.9315500	0.52306408
1.9350400	0.53378731
1.9385199	0.51749569
1.9420000	0.53317147
1.9454699	0.50963718
1.9489301	0.51239288
1.9524000	0.52064222
1.9558500	0.50455189
1.9593100	0.48446190
1.9627500	0.50901687
1.9662000	0.52809078
1.9696301	0.51335043
1.9730699	0.49967489
1.9765000	0.49063361
1.9799199	0.49419451
1.9833400	0.47686839
1.9867500	0.46988720
1.9901600	0.47465619
1.9935699	0.48128191
1.9969699	0.47862291
2.0003600	0.48674920
2.0037500	0.46978509
2.0071400	0.46373320
2.0105199	0.46304461
2.0138900	0.45759171
2.0172699	0.47496730
2.0206301	0.44703081
2.0240000	0.46595281
2.0273500	0.46280721
2.0307100	0.46915379
2.0340600	0.45524791
2.0374000	0.46847251
2.0407400	0.47006169
2.0440801	0.47111461
2.0474100	0.46635321
2.0507301	0.45959929
2.0540600	0.46251410
2.0573699	0.45448509
2.0606900	0.45638889
2.0639900	0.46755081
2.0673000	0.46232310
2.0706000	0.47140241
2.0738900	0.46133420
2.0771801	0.46459109
2.0804699	0.46069011
2.0837500	0.47002661
2.0870199	0.46865129
2.0903000	0.47034481
2.0935600	0.47180891
2.0968301	0.47359839
2.1000900	0.47533110
2.1033400	0.47812480
2.1065900	0.48021221
2.1098301	0.49246910
2.1130699	0.48709631
2.1163100	0.48711509
2.1195400	0.48913670
2.1227699	0.48553881
2.1259900	0.49355310
2.1292100	0.48664489
2.1324199	0.49001351
2.1356301	0.49511021
2.1388301	0.48976871
2.1420301	0.50426298
2.1452199	0.49905950
2.1484100	0.50491422
2.1516000	0.49026600
2.1547801	0.50092387
2.1579500	0.50842488
2.1611301	0.51813221
2.1642900	0.51215971
2.1674500	0.51025802
2.1706100	0.51372713
2.1737600	0.51240540
2.1769100	0.50772262
2.1800500	0.50450188
2.1831900	0.50120151
2.1863199	0.51746672
2.1894500	0.51185548
2.1925699	0.51124358
2.1956900	0.51635689
2.1988000	0.51519573
2.2019100	0.50072467
2.2050100	0.52203518
2.2081100	0.50510871
2.2112000	0.50486648
2.2142900	0.51196933
2.2173801	0.51011568
2.2204500	0.51749378
2.2235301	0.49946469
2.2266000	0.51150209
2.2296600	0.50680512
2.2327199	0.51333469
2.2357699	0.51570469
2.2388199	0.51806718
2.2418600	0.51219958
2.2449000	0.50737149
2.2479301	0.51563227
2.2509600	0.51364118
2.2539801	0.51905400
2.2570000	0.50723213
2.2600100	0.50411159
2.2630199	0.50929213
2.2660199	0.50018102
2.2690199	0.50402969
2.2720100	0.49952009
2.2749900	0.49327171
2.2779699	0.49738619
2.2809500	0.49794760
2.2839199	0.50794882
2.2868900	0.49060521
2.2898500	0.48739651
2.2928000	0.48936301
2.2957500	0.46547899
2.2987000	0.44932210
2.3016301	0.44894141
2.3045699	0.45266849
2.3075000	0.44378781
2.3104199	0.44601041
2.3133400	0.44670120
2.3162500	0.45047331
2.3191600	0.44042891
2.3220699	0.41994089
2.3249699	0.42162251
2.3278600	0.41533279
2.3307500	0.41839811
2.3336301	0.41300431
2.3365100	0.41670361
2.3393801	0.41163889
2.3422500	0.40586859
2.3451199	0.41513321
2.3479801	0.41164571
2.3508301	0.39169419
2.3536801	0.40573591
2.3565199	0.38337800
2.3593600	0.37943280
2.3622000	0.39799729
2.3650301	0.38492769
2.3678600	0.41074651
2.3706801	0.40576929
2.3735000	0.38189909
2.3763199	0.38806531
2.3791301	0.37253669
2.3819301	0.36626929
2.3847301	0.36452860
2.3875301	0.36661220
2.3903301	0.34938511
2.3931199	0.36265561
2.3959000	0.37262061
2.3986900	0.35507789
2.4014699	0.36820349
2.4042500	0.34910861
2.4070199	0.35365480
2.4097900	0.33928719
2.4125600	0.33032191
2.4153199	0.32964981
2.4180900	0.32109979
2.4208500	0.31398681
2.4236000	0.33031300
2.4263600	0.32675371
2.4291100	0.32189339
2.4318699	0.30054271
2.4346199	0.31200981
2.4373600	0.29843861
2.4401100	0.30176780
2.4428600	0.30946249
2.4456000	0.29846671
2.4483500	0.30840269
2.4510900	0.28345039
2.4538400	0.28564149
2.4565801	0.27458721
2.4593199	0.26611891
2.4620699	0.29694611
2.4648100	0.27579731
2.4675600	0.28916281
2.4703000	0.29570130
2.4730500	0.27630880
2.4758000	0.26271519
2.4785500	0.26687500
2.4813100	0.27608860
2.4840600	0.25669560
2.4868199	0.23490021
2.4895900	0.26169300
2.4923500	0.26856849
2.4951199	0.23445910
2.4979000	0.25051689
2.5006699	0.25607431
2.5034600	0.26458281
2.5062400	0.24041860
2.5090400	0.25103900
2.5118400	0.23101290
2.5146400	0.21617021
2.5174600	0.22667180
2.5202801	0.21292530
2.5231100	0.21034360
2.5259400	0.19707941
2.5287900	0.28509521
2.5316400	0.18344660
2.5345000	0.27633831
2.5373699	0.26108319
2.5402600	0.19467910
2.5431500	0.28341031
2.5460600	0.32596451
2.5489699	0.24797019
2.5519000	0.27699560
2.5548500	0.25543010
2.5578000	0.18148240
2.5607699	0.17946421
