# SpeX prism spectrum of kpno6 from Muench et al. 2007
# Lambda	Flux
0.65157002	1.5285270
0.65378198	1.4645220
0.65598398	1.3659610
0.65817598	0.38463071
0.66035898	-0.0026886701
0.66253501	0.35664219
0.66470400	0.46776929
0.66686802	0.50645542
0.66902598	0.10194400
0.67118101	0.85157013
0.67333198	0.14311680
0.67548101	0.22737190
0.67762900	0.40999249
0.67977500	0.62435240
0.68192202	-0.092560887
0.68407002	0.44248950
0.68621899	-0.25416479
0.68837100	0.042905230
0.69052500	0.15455540
0.69268398	0.054567751
0.69484600	0.28550640
0.69701401	-0.14991941
0.69918701	0.12661950
0.70136602	0.29176569
0.70355200	0.48561499
0.70574600	0.25277391
0.70794702	-0.012429030
0.71015698	0.43579820
0.71237598	0.34934300
0.71460400	-0.010062910
0.71684302	0.053489700
0.71909199	0.22562550
0.72135200	0.031267341
0.72362300	0.0017302540
0.72590698	0.22301251
0.72820200	0.27243590
0.73051001	0.32896540
0.73283198	0.31191891
0.73516699	0.25585330
0.73751602	0.20370799
0.73987900	0.13604090
0.74225601	0.23869270
0.74464902	0.31666780
0.74705601	0.35455909
0.74947900	0.33538789
0.75191802	0.34105140
0.75437300	0.30016181
0.75684502	0.27275121
0.75933301	0.31365889
0.76183701	0.077396303
0.76435898	0.32730079
0.76689800	0.17649320
0.76945498	0.34048140
0.77202998	0.12601200
0.77462202	0.13258490
0.77723198	0.15172470
0.77986099	0.15846270
0.78250801	0.20830400
0.78517300	0.19928880
0.78785801	0.21132250
0.79056099	0.33524910
0.79328301	0.30685410
0.79602402	0.21793281
0.79878398	0.30708829
0.80156401	0.34881550
0.80436201	0.28428930
0.80718101	0.42431101
0.81001802	0.49777639
0.81287500	0.49542159
0.81575200	0.60630751
0.81864902	0.70808142
0.82156504	0.66233999
0.82450000	0.66990858
0.82745596	0.63058269
0.83043096	0.67578232
0.83342598	0.60489893
0.83644004	0.55602747
0.83947500	0.54145533
0.84252900	0.54240942
0.84560195	0.43662220
0.84869600	0.41379750
0.85180801	0.35698751
0.85494102	0.40786129
