#
# Generated by G. Mace, Wed Jul 25 15:03:00 2012
#
#=========================================
# Wavelength  Flux Density         Error
#(vacuum um)  (norm f_lam)  (norm f_lam)
#=========================================
   0.6441755           NaN           NaN
   0.6464298    7.1424E-01    1.0811E-02
   0.6486701    7.7030E-01    1.1226E-02
   0.6508974    7.4196E-01    1.0807E-02
   0.6531129    6.7895E-01    1.0076E-02
   0.6553175    6.1538E-01    8.9877E-03
   0.6575123    5.4222E-01    7.9151E-03
   0.6596982    5.0882E-01    7.6955E-03
   0.6618762    4.9245E-01    7.5824E-03
   0.6640472    4.5789E-01    7.2320E-03
   0.6662123    4.4361E-01    7.1857E-03
   0.6683721    4.2114E-01    6.9948E-03
   0.6705278    4.1363E-01    6.7718E-03
   0.6726800    4.0760E-01    6.5103E-03
   0.6748296    4.1353E-01    6.4246E-03
   0.6769775    4.0222E-01    6.0407E-03
   0.6791245    4.0647E-01    6.0902E-03
   0.6812713    4.0796E-01    5.7239E-03
   0.6834187    4.1343E-01    5.7499E-03
   0.6855674    4.2451E-01    5.7093E-03
   0.6877182    4.5007E-01    5.5726E-03
   0.6898718    4.9538E-01    5.7573E-03
   0.6920288    5.3017E-01    5.5330E-03
   0.6941899    5.9465E-01    5.4500E-03
   0.6963559    6.3026E-01    5.4695E-03
   0.6985272    6.8085E-01    5.3639E-03
   0.7007045    7.2409E-01    5.3064E-03
   0.7028885    7.4102E-01    5.1490E-03
   0.7050797    7.1279E-01    4.9206E-03
   0.7072787    6.5352E-01    4.7016E-03
   0.7094859    5.8635E-01    4.4468E-03
   0.7117021    5.2125E-01    4.0527E-03
   0.7139276    5.1247E-01    4.0244E-03
   0.7161630    5.0569E-01    3.9162E-03
   0.7184088    5.3436E-01    4.0090E-03
   0.7206654    5.8606E-01    3.9250E-03
   0.7229334    6.4540E-01    3.9740E-03
   0.7252130    7.0931E-01    4.0762E-03
   0.7275048    7.7654E-01    4.1979E-03
   0.7298093    8.3952E-01    4.1902E-03
   0.7321267    8.9005E-01    4.2441E-03
   0.7344575    9.3995E-01    4.2273E-03
   0.7368020    9.8715E-01    4.2537E-03
   0.7391607    1.0197E+00    4.2380E-03
   0.7415338    1.0564E+00    4.2303E-03
   0.7439216    1.0741E+00    4.1181E-03
   0.7463246    1.0859E+00    4.1547E-03
   0.7487430    1.1089E+00    4.0753E-03
   0.7511771    1.1245E+00    4.0375E-03
   0.7536272    1.1436E+00    3.9679E-03
   0.7560936    1.1385E+00    4.0617E-03
   0.7585765    1.1113E+00    4.2731E-03
   0.7610762    1.0734E+00    4.5393E-03
   0.7635929    9.9008E-01    4.3566E-03
   0.7661268    9.2200E-01    3.9635E-03
   0.7686782    8.9207E-01    3.4980E-03
   0.7712471    8.8778E-01    3.2960E-03
   0.7738340    8.9588E-01    3.2389E-03
   0.7764389    9.1360E-01    3.1844E-03
   0.7790620    9.1853E-01    3.1596E-03
   0.7817034    9.4421E-01    3.1553E-03
   0.7843633    9.6865E-01    3.1676E-03
   0.7870419    9.8958E-01    3.1847E-03
   0.7897393    1.0303E+00    3.2212E-03
   0.7924556    1.0623E+00    3.2549E-03
   0.7951909    1.0799E+00    3.2737E-03
   0.7979453    1.1206E+00    3.3404E-03
   0.8007189    1.1520E+00    3.3612E-03
   0.8035119    1.1851E+00    3.3484E-03
   0.8063242    1.2253E+00    3.4130E-03
   0.8091559    1.2549E+00    3.4300E-03
   0.8120072    1.2622E+00    3.4353E-03
   0.8148780    1.2478E+00    3.4013E-03
   0.8177685    1.2451E+00    3.3791E-03
   0.8206786    1.2483E+00    3.3473E-03
   0.8236083    1.2639E+00    3.3623E-03
   0.8265578    1.2713E+00    3.2933E-03
   0.8295270    1.2642E+00    3.2743E-03
   0.8325158    1.2387E+00    3.1879E-03
   0.8355244    1.2327E+00    3.1556E-03
   0.8385527    1.2170E+00    3.1253E-03
   0.8416007    1.1852E+00    3.0393E-03
   0.8446684    1.1530E+00    2.9760E-03
   0.8477557    1.1274E+00    2.8868E-03
   0.8508626    1.1118E+00    2.7808E-03
   0.8539891    1.1182E+00    2.7872E-03
   0.8571351    1.1398E+00    2.7836E-03
   0.8603007    1.1601E+00    2.7780E-03
   0.8634856    1.1704E+00    2.7826E-03
   0.8666898    1.1761E+00    2.7945E-03
   0.8699133    1.1864E+00    2.7849E-03
   0.8731561    1.2147E+00    2.8061E-03
   0.8764180    1.2420E+00    2.8191E-03
   0.8796989    1.2331E+00    2.8219E-03
   0.8829988    1.2619E+00    2.8144E-03
   0.8863176    1.2498E+00    2.7895E-03
   0.8896551    1.2466E+00    2.7684E-03
   0.8930113    1.2598E+00    2.7469E-03
   0.8963860    1.2656E+00    2.7692E-03
   0.8997791    1.2719E+00    2.7937E-03
   0.9031906    1.2785E+00    2.7663E-03
   0.9066202    1.3087E+00    2.8168E-03
   0.9100679    1.3296E+00    2.7677E-03
   0.9135336    1.3329E+00    2.7386E-03
   0.9170170    1.3464E+00    2.7555E-03
   0.9205182    1.3374E+00    2.7615E-03
   0.9240369    1.3261E+00    2.7104E-03
   0.9275728    1.3141E+00    2.7619E-03
   0.9311261    1.2954E+00    2.7727E-03
   0.9346965    1.2876E+00    2.8323E-03
   0.9382837    1.2938E+00    2.8194E-03
   0.9418878    1.2964E+00    2.7778E-03
   0.9455085    1.3047E+00    2.7316E-03
   0.9491456    1.3088E+00    2.7580E-03
   0.9527990    1.2947E+00    2.6819E-03
   0.9564685    1.2848E+00    2.6273E-03
   0.9601539    1.2970E+00    2.5534E-03
   0.9638550    1.2966E+00    2.4986E-03
   0.9675719    1.2882E+00    2.4107E-03
   0.9713040    1.2765E+00    2.3499E-03
   0.9750514    1.2684E+00    2.3014E-03
   0.9788139    1.2705E+00    2.2764E-03
   0.9825912    1.2704E+00    2.2509E-03
   0.9863832    1.2580E+00    2.2258E-03
   0.9901897    1.2420E+00    2.1858E-03
   0.9940104    1.2303E+00    2.1867E-03
   0.9978453    1.2340E+00    2.1745E-03
   1.0016940    1.2213E+00    2.1488E-03
   1.0055565    1.2290E+00    2.1447E-03
   1.0094324    1.2378E+00    2.1491E-03
   1.0133218    1.2535E+00    2.1280E-03
   1.0172242    1.2433E+00    2.1146E-03
   1.0211395    1.2307E+00    2.0832E-03
