# SpeX prism spectrum of cfht4 from Muench et al. 2007
# Lambda	Flux
1.0844100	1.7300140
1.0885100	1.6953540
1.0926200	1.6762069
1.0967400	1.6343410
1.1008700	1.6029960
1.1050100	1.6025960
1.1091500	1.5776390
1.1133100	1.5722080
1.1174700	1.5731061
1.1216400	1.5818850
1.1258100	1.5834900
1.1300000	1.5807250
1.1341900	1.5716940
1.1383900	1.5677500
1.1425900	1.5583630
1.1468000	1.5606180
1.1510200	1.5716619
1.1552400	1.5771331
1.1594700	1.5743610
1.1637100	1.5748990
1.1679500	1.5629500
1.1721900	1.5502230
1.1764500	1.5365421
1.1807000	1.5212560
1.1849600	1.5034961
1.1892300	1.4980520
1.1935000	1.4894310
1.1977700	1.4972880
1.2020500	1.4994370
1.2063300	1.4990081
1.2106100	1.5170110
1.2149000	1.5307330
1.2191900	1.5433600
1.2234900	1.5458630
1.2277900	1.5414360
1.2320900	1.5241860
1.2363900	1.5120080
1.2406900	1.4965450
1.2450000	1.4941990
1.2493100	1.4895190
1.2536200	1.4956810
1.2579300	1.4992490
1.2622400	1.5210160
1.2665600	1.5303020
1.2708700	1.5471060
1.2751900	1.5409390
1.2795000	1.5256850
1.2838200	1.5184010
1.2881400	1.5155430
1.2924600	1.5212840
1.2967800	1.5292619
1.3010900	1.5207620
1.3054100	1.5130550
1.3097300	1.5083010
1.3140500	1.5020210
1.3183600	1.4788520
1.3226800	1.4361720
1.3269900	1.3742930
1.3313000	1.3127590
1.3356200	1.2480320
1.3399300	1.1805860
1.3442400	1.1296990
1.3485400	1.1213350
1.3528500	1.1133780
1.3571500	1.1055400
1.3614500	1.0901090
1.3657500	1.0804690
1.3700500	1.0344840
1.3743400	1.0389510
1.3786300	1.0561340
1.3829200	1.0140080
1.3872100	1.0334680
1.3914900	1.0195000
1.3957700	1.0002230
1.4000500	0.97422087
1.4043200	0.95545328
1.4085900	0.94389850
1.4128600	0.92277801
1.4171200	0.91256231
1.4213800	0.89858979
1.4256400	0.88426071
1.4298900	0.88285822
1.4341300	0.88059491
1.4383800	0.87796253
1.4426200	0.88251919
1.4468500	0.88368201
1.4510800	0.88426280
1.4553100	0.87354308
1.4595300	0.87113678
1.4637500	0.85855442
1.4679600	0.85325032
1.4721700	0.84117168
1.4763700	0.84880131
1.4805700	0.84534502
1.4847600	0.84885401
1.4889500	0.84934342
1.4931300	0.85662657
1.4973100	0.85386151
1.5014800	0.86300772
1.5056400	0.86151880
1.5098000	0.86681509
1.5139600	0.86763322
1.5181100	0.87329048
1.5222500	0.87311792
1.5263900	0.87900609
1.5305200	0.87797910
1.5346500	0.87894422
1.5387700	0.87914062
1.5428900	0.88537723
1.5470000	0.88109028
1.5511000	0.88498032
1.5552000	0.89148998
1.5592900	0.90166777
1.5633800	0.89878732
1.5674600	0.90837640
1.5715300	0.91084957
1.5756000	0.92308068
1.5796600	0.92362177
1.5837100	0.93200642
1.5877600	0.93173832
1.5918000	0.94220263
1.5958400	0.94990551
1.5998700	0.96255612
1.6038900	0.95600462
1.6079100	0.95604497
1.6119200	0.95647210
1.6159200	0.95733178
1.6199200	0.96139228
1.6239100	0.96896958
1.6278900	0.97674072
1.6318700	0.98133987
1.6358400	0.98308587
1.6398100	0.99173528
1.6437600	0.99098068
1.6477199	1.0016900
1.6516600	1.0086890
1.6556000	1.0210789
1.6595301	1.0195709
1.6634600	1.0270150
1.6673699	1.0257350
1.6712900	1.0269600
1.6751900	1.0147880
1.6790900	1.0128560
1.6829801	1.0124789
1.6868699	1.0152180
1.6907500	1.0067580
1.6946199	1.0005960
1.6984900	0.99068832
1.7023500	0.98270380
1.7062000	0.96170062
1.7100500	0.94625002
1.7138900	0.92077470
1.7177199	0.90976560
1.7215500	0.89218712
1.7253699	0.88441622
1.7291900	0.86397022
1.7329900	0.85916382
1.7367900	0.84313112
1.7405900	0.83570492
1.7443801	0.82044601
1.7481600	0.80811578
1.7519400	0.79150188
1.7557100	0.78345871
1.7594699	0.76550591
1.7632301	0.75195289
1.7669801	0.73991191
1.7707199	0.72592068
1.7744600	0.70995241
1.7781900	0.70085299
1.7819199	0.68777072
1.7856400	0.68241090
1.7893500	0.67370921
1.7930600	0.66916418
1.7967600	0.65986937
1.8004600	0.65379792
1.8041400	0.64592773
1.8078301	0.64519328
1.8115000	0.63830608
1.8151801	0.63756108
1.8188400	0.64026451
1.8225000	0.64053202
1.8261500	0.63347542
1.8298000	0.62999552
1.8334400	0.63472748
1.8370801	0.62148178
1.8407100	0.60466260
1.8443301	0.59691417
1.8479500	0.58612323
1.8515699	0.56814969
1.8551699	0.55817038
1.8587801	0.55573028
1.8623699	0.54504222
1.8659600	0.55087233
1.8695500	0.55362952
1.8731301	0.55744427
1.8767000	0.54540533
1.8802699	0.55715698
1.8838301	0.55065942
1.8873900	0.55504668
1.8909400	0.54930800
1.8944900	0.55639273
1.8980301	0.55532259
1.9015699	0.55808938
1.9051000	0.55412233
1.9086301	0.55435878
1.9121500	0.55738533
1.9156600	0.54985237
1.9191699	0.54545659
1.9226801	0.54396993
1.9261801	0.54752350
1.9296699	0.53819358
1.9331600	0.53630912
1.9366500	0.53418487
1.9401301	0.52570403
1.9436000	0.52131128
1.9470699	0.51634490
1.9505400	0.51746881
1.9540000	0.51835638
1.9574500	0.51886350
1.9609000	0.51957011
1.9643500	0.52264148
1.9677900	0.51481032
1.9712199	0.50598192
1.9746500	0.49525759
1.9780801	0.48667040
1.9815000	0.47523010
1.9849199	0.47052389
1.9883301	0.47274140
1.9917400	0.47018361
1.9951400	0.47540429
1.9985400	0.48333451
2.0019301	0.48583189
2.0053199	0.48020381
2.0087000	0.47587430
2.0120801	0.48553789
2.0154500	0.48496309
2.0188199	0.47349390
2.0221900	0.47144589
2.0255500	0.47148690
2.0289100	0.46586239
2.0322600	0.46288919
2.0356000	0.46165469
2.0389500	0.46203330
2.0422801	0.45659611
2.0456199	0.46146289
2.0489500	0.45839110
2.0522699	0.46509099
2.0555900	0.45789000
2.0589100	0.45523301
2.0622199	0.45564881
2.0655199	0.45612410
2.0688199	0.45432070
2.0721199	0.45433620
2.0754100	0.45300731
2.0787000	0.45207161
2.0819801	0.45337820
2.0852600	0.45247310
2.0885400	0.45383659
2.0918100	0.45517081
2.0950699	0.45252031
2.0983301	0.45434529
2.1015900	0.45237091
2.1048400	0.45283481
2.1080900	0.45703879
2.1113301	0.45560411
2.1145699	0.45632830
2.1178000	0.45707151
2.1210301	0.45662090
2.1242600	0.45785251
2.1274801	0.45593551
2.1306900	0.46043119
2.1339000	0.45765379
2.1371100	0.46145171
2.1403100	0.46106160
2.1435100	0.46169150
2.1467000	0.46046689
2.1498900	0.46439031
2.1530699	0.46368939
2.1562500	0.46634069
2.1594199	0.46727270
2.1625900	0.47018531
2.1657500	0.47031671
2.1689100	0.47246259
2.1720699	0.47206971
2.1752199	0.47048381
2.1783600	0.46673560
2.1815000	0.46715009
2.1846400	0.46829391
2.1877699	0.47215670
2.1908900	0.47306761
2.1940100	0.47425810
2.1971301	0.47409031
2.2002400	0.47625861
2.2033400	0.47278729
2.2064500	0.47086141
2.2095400	0.46933049
2.2126301	0.47077110
2.2157199	0.47154021
2.2188000	0.47527230
2.2218801	0.47634441
2.2249500	0.47795239
2.2280100	0.47736850
2.2310699	0.48014489
2.2341301	0.48058540
2.2371801	0.48070019
2.2402301	0.48251411
2.2432699	0.48185939
2.2463000	0.48403239
2.2493301	0.48265871
2.2523600	0.48213759
2.2553801	0.48018521
2.2583900	0.47733331
2.2614000	0.47790551
2.2644100	0.47283521
2.2674100	0.47301859
2.2704000	0.47184989
2.2733900	0.47571909
2.2763699	0.47724259
2.2793500	0.47490779
2.2823199	0.47210789
2.2852900	0.47114700
2.2882500	0.46449301
2.2912100	0.46126240
2.2941699	0.45198509
2.2971100	0.44301030
2.3000600	0.43421319
2.3029900	0.43215701
2.3059199	0.43865630
2.3088500	0.43963850
2.3117699	0.43320420
2.3146900	0.43232661
2.3176000	0.42827591
2.3205100	0.42113620
2.3234100	0.41187859
2.3263000	0.40787941
2.3292000	0.40430361
2.3320801	0.40163919
2.3349600	0.40378109
2.3378400	0.39944071
2.3407100	0.40384650
2.3435801	0.40342119
2.3464400	0.39667389
2.3493000	0.39401400
2.3521500	0.38748291
2.3550000	0.38242921
2.3578400	0.37345320
2.3606801	0.37561980
2.3635100	0.37613419
2.3663400	0.38095701
2.3691699	0.38568830
2.3719900	0.38294140
2.3748000	0.37502411
2.3776100	0.37112191
2.3804199	0.36750489
2.3832301	0.35724151
2.3860301	0.35173270
2.3888199	0.35098949
2.3916199	0.35022590
2.3944100	0.35093099
2.3971900	0.34901220
2.3999699	0.34448159
2.4027500	0.34002090
2.4055301	0.33800891
2.4083000	0.33088049
2.4110699	0.32302630
2.4138400	0.32122591
2.4166000	0.31899589
2.4193600	0.31094369
2.4221199	0.31292549
2.4248801	0.31359959
2.4276301	0.30749550
2.4303900	0.30634260
2.4331400	0.30671060
2.4358900	0.30342391
2.4386400	0.29914850
2.4413801	0.29506260
2.4441301	0.29362151
2.4468699	0.28885391
2.4496199	0.28677511
2.4523600	0.28220671
2.4551000	0.27605751
2.4578500	0.27683491
2.4605900	0.27795881
2.4633400	0.27457410
2.4660801	0.26787609
2.4688301	0.27186769
2.4715699	0.27436140
2.4743199	0.26372191
2.4770699	0.25974399
2.4798301	0.26213071
2.4825801	0.26000431
2.4853400	0.25715721
2.4881000	0.25671801
2.4908600	0.26031309
2.4936301	0.25857699
2.4964000	0.25267321
2.4991801	0.25131360
2.5019600	0.25375670
2.5047500	0.25271720
2.5075400	0.24979180
2.5103301	0.24483730
2.5131400	0.24743059
2.5159400	0.24732730
2.5187600	0.24226010
2.5215801	0.24220429
2.5244199	0.24511720
2.5272600	0.24810630
2.5301000	0.24474700
2.5329600	0.23624380
2.5358301	0.23892570
2.5387100	0.23809490
2.5415900	0.22812749
2.5444900	0.23685791
2.5474000	0.23502360
2.5503301	0.24269070
2.5532600	0.22595650
2.5562100	0.24474850
2.5591699	0.21599300
2.5621500	0.22532810
